frame,time_s,interval_index,spacing_cm,valid
120,4.0,1,15.294117647058824,False
144,4.8,1,15.3475935828877,False
156,5.2,1,16.47058823529412,False
161,5.366666666666666,1,15.72192513368984,False
163,5.433333333333334,1,15.882352941176471,False
165,5.5,1,15.18716577540107,False
166,5.533333333333333,1,15.18716577540107,False
168,5.6,1,15.240641711229948,False
173,5.766666666666667,1,16.0427807486631,False
175,5.833333333333333,1,15.668449197860964,False
178,5.933333333333334,1,15.454545454545455,False
180,6.0,1,14.759358288770054,False
182,6.066666666666666,1,14.973262032085563,False
185,6.166666666666667,1,14.278074866310162,False
187,6.233333333333333,1,14.010695187165776,False
188,6.266666666666667,1,13.743315508021391,False
190,6.333333333333333,1,13.796791443850267,False
196,6.533333333333333,1,12.085561497326204,False
197,6.566666666666666,1,16.25668449197861,False
222,7.4,1,18.288770053475936,True
223,7.433333333333334,1,16.47058823529412,False
228,7.6,1,14.331550802139038,False
232,7.733333333333333,1,15.668449197860964,False
233,7.766666666666667,1,15.989304812834225,False
234,7.8,1,15.56149732620321,False
235,7.833333333333333,1,16.41711229946524,False
236,7.866666666666666,1,16.41711229946524,False
237,7.9,1,16.363636363636363,False
238,7.933333333333334,1,16.47058823529412,False
240,8.0,1,16.63101604278075,False
245,8.166666666666666,1,16.41711229946524,False
247,8.233333333333333,1,15.240641711229948,False
250,8.333333333333334,1,14.759358288770054,False
252,8.4,1,16.203208556149733,False
257,8.566666666666666,1,15.401069518716579,False
258,8.6,1,15.508021390374331,False
259,8.633333333333333,1,16.363636363636363,False
262,8.733333333333333,1,16.844919786096256,False
264,8.8,1,16.31016042780749,False
266,8.866666666666667,1,17.32620320855615,False
267,8.9,1,17.540106951871657,False
269,8.966666666666667,1,17.70053475935829,False
271,9.033333333333333,1,17.32620320855615,False
274,9.133333333333333,1,17.860962566844922,False
276,9.2,1,17.807486631016044,False
277,9.233333333333333,1,18.502673796791445,True
278,9.266666666666667,1,18.128342245989305,True
279,9.3,1,18.128342245989305,True
280,9.333333333333334,1,18.823529411764707,True
281,9.366666666666667,1,19.62566844919786,True
282,9.4,1,18.77005347593583,True
283,9.433333333333334,1,19.67914438502674,True
284,9.466666666666667,1,19.197860962566846,True
284,9.466666666666667,2,12.032085561497327,False
285,9.5,1,19.732620320855617,True
286,9.533333333333333,1,19.893048128342247,True
287,9.566666666666666,1,20.58823529411765,True
288,9.6,1,20.053475935828878,True
289,9.633333333333333,1,20.32085561497326,True
290,9.666666666666666,1,19.83957219251337,True
291,9.7,1,20.0,True
292,9.733333333333333,1,20.641711229946523,True
293,9.766666666666667,1,21.336898395721924,True
294,9.8,1,21.28342245989305,True
295,9.833333333333334,1,21.28342245989305,True
296,9.866666666666667,1,20.32085561497326,True
297,9.9,1,20.0,True
298,9.933333333333334,1,20.267379679144387,True
299,9.966666666666667,1,20.053475935828878,True
300,10.0,1,22.459893048128343,True
301,10.033333333333333,1,20.21390374331551,True
302,10.066666666666666,1,20.32085561497326,True
303,10.1,1,21.06951871657754,True
304,10.133333333333333,1,21.06951871657754,True
305,10.166666666666666,1,24.27807486631016,True
306,10.2,1,20.53475935828877,True
307,10.233333333333333,1,23.368983957219253,True
308,10.266666666666667,1,21.06951871657754,True
309,10.3,1,20.962566844919788,True
310,10.333333333333334,1,20.6951871657754,True
311,10.366666666666667,1,21.28342245989305,True
312,10.4,1,24.97326203208556,True
313,10.433333333333334,1,21.06951871657754,True
314,10.466666666666667,1,26.31016042780749,True
315,10.5,1,21.06951871657754,True
316,10.533333333333333,1,27.16577540106952,True
317,10.566666666666666,1,27.16577540106952,True
318,10.6,1,27.112299465240643,True
319,10.633333333333333,1,27.112299465240643,True
320,10.666666666666666,1,21.016042780748663,True
321,10.7,1,20.53475935828877,True
322,10.733333333333333,1,20.53475935828877,True
323,10.766666666666667,1,20.58823529411765,True
324,10.8,1,27.219251336898395,True
325,10.833333333333334,1,20.90909090909091,True
326,10.866666666666667,1,20.37433155080214,True
327,10.9,1,20.74866310160428,True
328,10.933333333333334,1,20.855614973262032,True
329,10.966666666666667,1,29.144385026737968,False
330,11.0,1,20.802139037433157,True
331,11.033333333333333,1,29.358288770053477,False
332,11.066666666666666,1,20.53475935828877,True
333,11.1,1,28.663101604278076,False
334,11.133333333333333,1,20.21390374331551,True
335,11.166666666666666,1,20.855614973262032,True
337,11.233333333333333,1,20.481283422459892,True
338,11.266666666666667,1,29.144385026737968,False
339,11.3,1,19.572192513368986,True
340,11.333333333333334,1,20.6951871657754,True
341,11.366666666666667,1,20.58823529411765,True
342,11.4,1,20.74866310160428,True
343,11.433333333333334,1,31.176470588235297,False
344,11.466666666666667,1,20.641711229946523,True
345,11.5,1,21.016042780748663,True
346,11.533333333333333,1,20.267379679144387,True
347,11.566666666666666,1,20.427807486631018,True
348,11.6,1,31.764705882352942,False
349,11.633333333333333,1,20.106951871657756,True
350,11.666666666666666,1,31.81818181818182,False
351,11.7,1,19.358288770053477,True
352,11.733333333333333,1,19.251336898395724,True
355,11.833333333333334,1,12.085561497326204,False
356,11.866666666666667,1,18.93048128342246,True
357,11.9,1,19.3048128342246,True
358,11.933333333333334,1,13.262032085561497,False
360,12.0,1,13.636363636363637,False
372,12.4,1,16.844919786096256,False
377,12.566666666666666,1,16.524064171122994,False
384,12.8,1,19.09090909090909,True
384,12.8,2,12.352941176470589,False
386,12.866666666666667,1,19.037433155080215,True
389,12.966666666666667,1,19.83957219251337,True
391,13.033333333333333,1,19.46524064171123,True
391,13.033333333333333,2,17.540106951871657,False
395,13.166666666666666,1,21.176470588235293,True
396,13.2,1,19.67914438502674,True
396,13.2,2,17.379679144385026,False
397,13.233333333333333,1,20.641711229946523,True
398,13.266666666666667,1,21.176470588235293,True
399,13.3,1,21.176470588235293,True
400,13.333333333333334,1,21.12299465240642,True
401,13.366666666666667,1,21.390374331550802,True
402,13.4,1,21.550802139037433,True
403,13.433333333333334,1,21.711229946524064,True
404,13.466666666666667,1,21.49732620320856,True
404,13.466666666666667,2,12.032085561497327,False
405,13.5,1,21.60427807486631,True
406,13.533333333333333,1,21.65775401069519,True
406,13.533333333333333,2,12.51336898395722,False
407,13.566666666666666,1,21.65775401069519,True
407,13.566666666666666,2,11.925133689839573,False
408,13.6,1,21.22994652406417,True
408,13.6,2,11.871657754010696,False
409,13.633333333333333,1,21.550802139037433,True
410,13.666666666666666,1,21.711229946524064,True
411,13.7,1,21.65775401069519,True
412,13.733333333333333,1,21.764705882352942,True
413,13.766666666666667,1,21.711229946524064,True
414,13.8,1,21.711229946524064,True
415,13.833333333333334,1,21.550802139037433,True
416,13.866666666666667,1,21.65775401069519,True
417,13.9,1,21.871657754010695,True
417,13.9,2,12.13903743315508,False
418,13.933333333333334,1,22.032085561497325,True
418,13.933333333333334,2,11.764705882352942,False
419,13.966666666666667,1,21.60427807486631,True
420,14.0,1,21.550802139037433,True
421,14.033333333333333,1,21.81818181818182,True
422,14.066666666666666,1,21.871657754010695,True
423,14.1,1,21.925133689839573,True
424,14.133333333333333,1,22.085561497326204,True
425,14.166666666666666,1,21.44385026737968,True
426,14.2,1,21.49732620320856,True
427,14.233333333333333,1,15.935828877005347,False
428,14.266666666666667,1,21.65775401069519,True
429,14.3,1,21.925133689839573,True
430,14.333333333333334,1,27.433155080213904,True
431,14.366666666666667,1,21.60427807486631,True
432,14.4,1,27.860962566844922,True
433,14.433333333333334,1,21.60427807486631,True
434,14.466666666666667,1,27.807486631016044,True
435,14.5,1,21.44385026737968,True
436,14.533333333333333,1,21.28342245989305,True
437,14.566666666666666,1,28.021390374331553,False
438,14.6,1,21.390374331550802,True
439,14.633333333333333,1,30.0,False
440,14.666666666666666,1,21.390374331550802,True
441,14.7,1,28.983957219251337,False
442,14.733333333333333,1,21.44385026737968,True
443,14.766666666666667,1,21.44385026737968,True
444,14.8,1,29.518716577540108,False
445,14.833333333333334,1,21.22994652406417,True
446,14.866666666666667,1,21.28342245989305,True
447,14.9,1,21.336898395721924,True
448,14.933333333333334,1,21.390374331550802,True
449,14.966666666666667,1,21.44385026737968,True
450,15.0,1,21.28342245989305,True
451,15.033333333333333,1,30.58823529411765,False
452,15.066666666666666,1,21.49732620320856,True
453,15.1,1,31.49732620320856,False
454,15.133333333333333,1,31.49732620320856,False
455,15.166666666666666,1,21.336898395721924,True
456,15.2,1,21.336898395721924,True
457,15.233333333333333,1,21.44385026737968,True
458,15.266666666666667,1,33.36898395721925,False
459,15.3,1,32.99465240641711,False
460,15.333333333333334,1,32.88770053475936,False
461,15.366666666666667,1,32.67379679144385,False
462,15.4,1,11.97860962566845,False
462,15.4,2,21.016042780748663,True
463,15.433333333333334,1,32.032085561497325,False
464,15.466666666666667,1,12.192513368983958,False
464,15.466666666666667,2,21.44385026737968,True
465,15.5,1,12.620320855614974,False
465,15.5,2,21.764705882352942,True
466,15.533333333333333,1,33.58288770053476,False
467,15.566666666666666,1,21.65775401069519,True
468,15.6,1,12.032085561497327,False
468,15.6,2,20.74866310160428,True
469,15.633333333333333,1,13.155080213903744,False
469,15.633333333333333,2,21.925133689839573,True
470,15.666666666666666,1,12.459893048128343,False
470,15.666666666666666,2,19.946524064171125,True
471,15.7,1,14.064171122994653,False
471,15.7,2,21.60427807486631,True
472,15.733333333333333,1,14.11764705882353,False
472,15.733333333333333,2,21.550802139037433,True
473,15.766666666666667,1,13.368983957219251,False
473,15.766666666666667,2,21.60427807486631,True
474,15.8,1,14.491978609625669,False
474,15.8,2,21.44385026737968,True
475,15.833333333333334,1,14.866310160427808,False
475,15.833333333333334,2,20.32085561497326,True
476,15.866666666666667,1,14.919786096256685,False
476,15.866666666666667,2,20.90909090909091,True
477,15.9,1,13.903743315508022,False
477,15.9,2,21.764705882352942,True
478,15.933333333333334,1,14.11764705882353,False
478,15.933333333333334,2,21.49732620320856,True
479,15.966666666666667,1,15.18716577540107,False
479,15.966666666666667,2,21.12299465240642,True
480,16.0,1,15.401069518716579,False
480,16.0,2,16.844919786096256,False
481,16.033333333333335,1,21.28342245989305,True
482,16.066666666666666,1,14.81283422459893,False
482,16.066666666666666,2,21.390374331550802,True
483,16.1,1,19.09090909090909,True
483,16.1,2,21.60427807486631,True
484,16.133333333333333,1,19.144385026737968,True
484,16.133333333333333,2,21.60427807486631,True
485,16.166666666666668,1,15.668449197860964,False
485,16.166666666666668,2,21.016042780748663,True
486,16.2,1,20.855614973262032,True
487,16.233333333333334,1,16.0427807486631,False
487,16.233333333333334,2,20.16042780748663,True
488,16.266666666666666,1,20.16042780748663,True
489,16.3,1,16.737967914438503,False
489,16.3,2,20.58823529411765,True
490,16.333333333333332,1,16.737967914438503,False
490,16.333333333333332,2,20.481283422459892,True
491,16.366666666666667,1,17.32620320855615,False
491,16.366666666666667,2,19.893048128342247,True
492,16.4,1,17.433155080213904,False
492,16.4,2,20.53475935828877,True
493,16.433333333333334,1,19.946524064171125,True
494,16.466666666666665,1,17.540106951871657,False
494,16.466666666666665,2,20.21390374331551,True
495,16.5,1,18.342245989304814,True
495,16.5,2,19.251336898395724,True
496,16.533333333333335,1,18.342245989304814,True
496,16.533333333333335,2,19.251336898395724,True
497,16.566666666666666,1,17.00534759358289,False
498,16.6,1,18.342245989304814,True
499,16.633333333333333,1,18.288770053475936,True
501,16.7,1,18.556149732620323,True
502,16.733333333333334,1,18.609625668449198,True
503,16.766666666666666,1,19.46524064171123,True
504,16.8,1,16.898395721925134,False
506,16.866666666666667,1,17.70053475935829,False
507,16.9,1,19.251336898395724,True
508,16.933333333333334,1,19.3048128342246,True
509,16.966666666666665,1,19.09090909090909,True
510,17.0,1,20.481283422459892,True
511,17.033333333333335,1,19.358288770053477,True
512,17.066666666666666,1,20.641711229946523,True
513,17.1,1,20.37433155080214,True
514,17.133333333333333,1,20.53475935828877,True
515,17.166666666666668,1,21.06951871657754,True
516,17.2,1,15.240641711229948,False
517,17.233333333333334,1,20.6951871657754,True
518,17.266666666666666,1,15.882352941176471,False
519,17.3,1,22.13903743315508,True
519,17.3,2,12.085561497326204,False
520,17.333333333333332,1,21.176470588235293,True
520,17.333333333333332,2,12.032085561497327,False
521,17.366666666666667,1,21.22994652406417,True
522,17.4,1,13.850267379679146,False
523,17.433333333333334,1,15.294117647058824,False
523,17.433333333333334,2,17.112299465240643,False
524,17.466666666666665,1,13.529411764705882,False
525,17.5,1,21.12299465240642,True
526,17.533333333333335,1,21.22994652406417,True
527,17.566666666666666,1,21.016042780748663,True
528,17.6,1,15.240641711229948,False
528,17.6,2,17.272727272727273,False
529,17.633333333333333,1,13.315508021390375,False
529,17.633333333333333,2,17.00534759358289,False
530,17.666666666666668,1,21.12299465240642,True
531,17.7,1,21.22994652406417,True
532,17.733333333333334,1,21.12299465240642,True
533,17.766666666666666,1,21.28342245989305,True
534,17.8,1,21.49732620320856,True
535,17.833333333333332,1,21.49732620320856,True
536,17.866666666666667,1,21.28342245989305,True
537,17.9,1,21.49732620320856,True
538,17.933333333333334,1,21.60427807486631,True
539,17.966666666666665,1,21.22994652406417,True
540,18.0,1,21.390374331550802,True
541,18.033333333333335,1,21.28342245989305,True
542,18.066666666666666,1,21.44385026737968,True
543,18.1,1,21.22994652406417,True
544,18.133333333333333,1,21.22994652406417,True
545,18.166666666666668,1,16.363636363636363,False
546,18.2,1,21.016042780748663,True
547,18.233333333333334,1,26.41711229946524,True
548,18.266666666666666,1,21.016042780748663,True
549,18.3,1,21.06951871657754,True
550,18.333333333333332,1,20.90909090909091,True
551,18.366666666666667,1,20.802139037433157,True
552,18.4,1,15.72192513368984,False
555,18.5,1,20.58823529411765,True
556,18.533333333333335,1,20.6951871657754,True
557,18.566666666666666,1,20.74866310160428,True
558,18.6,1,20.58823529411765,True
559,18.633333333333333,1,11.925133689839573,False
560,18.666666666666668,1,20.58823529411765,True
561,18.7,1,20.53475935828877,True
562,18.733333333333334,1,20.53475935828877,True
563,18.766666666666666,1,20.32085561497326,True
564,18.8,1,15.775401069518717,False
564,18.8,2,13.475935828877006,False
565,18.833333333333332,1,20.32085561497326,True
566,18.866666666666667,1,13.315508021390375,False
567,18.9,1,20.267379679144387,True
568,18.933333333333334,1,20.481283422459892,True
569,18.966666666666665,1,31.12299465240642,False
570,19.0,1,20.6951871657754,True
571,19.033333333333335,1,15.882352941176471,False
571,19.033333333333335,2,14.705882352941178,False
572,19.066666666666666,1,20.962566844919788,True
573,19.1,1,16.31016042780749,False
573,19.1,2,20.802139037433157,True
574,19.133333333333333,1,16.47058823529412,False
574,19.133333333333333,2,20.6951871657754,True
575,19.166666666666668,1,20.802139037433157,True
576,19.2,1,32.032085561497325,False
577,19.233333333333334,1,20.855614973262032,True
578,19.266666666666666,1,20.855614973262032,True
579,19.3,1,20.855614973262032,True
580,19.333333333333332,1,20.6951871657754,True
581,19.366666666666667,1,20.481283422459892,True
582,19.4,1,20.855614973262032,True
583,19.433333333333334,1,11.818181818181818,False
583,19.433333333333334,2,21.28342245989305,True
584,19.466666666666665,1,20.802139037433157,True
585,19.5,1,20.962566844919788,True
586,19.533333333333335,1,21.016042780748663,True
587,19.566666666666666,1,21.176470588235293,True
588,19.6,1,19.037433155080215,True
588,19.6,2,20.962566844919788,True
589,19.633333333333333,1,20.32085561497326,True
590,19.666666666666668,1,18.449197860962567,True
590,19.666666666666668,2,20.16042780748663,True
591,19.7,1,21.60427807486631,True
592,19.733333333333334,1,21.65775401069519,True
593,19.766666666666666,1,15.668449197860964,False
593,19.766666666666666,2,21.336898395721924,True
594,19.8,1,21.336898395721924,True
595,19.833333333333332,1,15.133689839572193,False
595,19.833333333333332,2,20.6951871657754,True
596,19.866666666666667,1,21.390374331550802,True
597,19.9,1,19.62566844919786,True
597,19.9,2,21.12299465240642,True
598,19.933333333333334,1,19.78609625668449,True
598,19.933333333333334,2,20.962566844919788,True
599,19.966666666666665,1,21.016042780748663,True
600,20.0,1,20.0,True
600,20.0,2,21.28342245989305,True
601,20.033333333333335,1,20.962566844919788,True
602,20.066666666666666,1,20.74866310160428,True
602,20.066666666666666,2,21.12299465240642,True
603,20.1,1,20.6951871657754,True
603,20.1,2,20.641711229946523,True
604,20.133333333333333,1,20.6951871657754,True
604,20.133333333333333,2,20.58823529411765,True
605,20.166666666666668,1,20.90909090909091,True
605,20.166666666666668,2,20.53475935828877,True
606,20.2,1,20.802139037433157,True
606,20.2,2,20.641711229946523,True
607,20.233333333333334,1,16.149732620320858,False
607,20.233333333333334,2,20.267379679144387,True
608,20.266666666666666,1,20.855614973262032,True
608,20.266666666666666,2,20.32085561497326,True
609,20.3,1,20.855614973262032,True
609,20.3,2,20.053475935828878,True
610,20.333333333333332,1,20.90909090909091,True
610,20.333333333333332,2,20.267379679144387,True
611,20.366666666666667,1,21.12299465240642,True
611,20.366666666666667,2,19.946524064171125,True
612,20.4,1,20.74866310160428,True
612,20.4,2,19.67914438502674,True
613,20.433333333333334,1,19.46524064171123,True
614,20.466666666666665,1,18.716577540106954,True
614,20.466666666666665,2,19.358288770053477,True
616,20.533333333333335,1,20.74866310160428,True
617,20.566666666666666,1,18.342245989304814,True
618,20.6,1,20.6951871657754,True
619,20.633333333333333,1,18.716577540106954,True
620,20.666666666666668,1,20.74866310160428,True
621,20.7,1,20.90909090909091,True
622,20.733333333333334,1,20.53475935828877,True
623,20.766666666666666,1,20.802139037433157,True
624,20.8,1,16.47058823529412,False
624,20.8,2,15.026737967914439,False
625,20.833333333333332,1,21.12299465240642,True
626,20.866666666666667,1,15.614973262032086,False
627,20.9,1,20.962566844919788,True
628,20.933333333333334,1,20.962566844919788,True
629,20.966666666666665,1,20.855614973262032,True
630,21.0,1,21.06951871657754,True
630,21.0,2,13.58288770053476,False
631,21.033333333333335,1,21.06951871657754,True
631,21.033333333333335,2,13.903743315508022,False
632,21.066666666666666,1,21.22994652406417,True
632,21.066666666666666,2,12.51336898395722,False
633,21.1,1,21.22994652406417,True
634,21.133333333333333,1,21.28342245989305,True
635,21.166666666666668,1,21.22994652406417,True
636,21.2,1,14.224598930481283,False
637,21.233333333333334,1,21.12299465240642,True
638,21.266666666666666,1,13.903743315508022,False
638,21.266666666666666,2,17.433155080213904,False
639,21.3,1,21.49732620320856,True
640,21.333333333333332,1,21.176470588235293,True
641,21.366666666666667,1,21.390374331550802,True
642,21.4,1,21.390374331550802,True
643,21.433333333333334,1,21.390374331550802,True
644,21.466666666666665,1,20.802139037433157,True
