time_s,s1_cm,s2_cm,distance_cm,n_peaks,prom
25.433333333333334,5.300000000000001,31.75,26.45,2,4.231268405914307
25.466666666666665,5.3500000000000005,32.1,26.75,2,4.344960260391235
25.5,5.25,32.300000000000004,27.050000000000004,2,4.457055950164794
25.533333333333335,5.050000000000001,32.35,27.3,2,4.601968812942505
25.566666666666666,5.2,32.45,27.250000000000004,2,4.656755781173706
25.6,10.0,32.65,22.65,2,4.667913913726807
25.633333333333333,10.100000000000001,32.800000000000004,22.700000000000003,2,4.699143266677856
25.666666666666668,10.25,32.9,22.65,2,4.718391704559326
25.7,10.55,33.0,22.45,2,4.786573171615601
25.733333333333334,10.75,33.1,22.35,2,4.9315441131591795
25.766666666666666,10.850000000000001,33.2,22.35,2,5.001037693023681
25.8,11.100000000000001,33.300000000000004,22.200000000000003,2,5.0141411304473875
25.833333333333332,11.4,33.45,22.050000000000004,2,5.0145897388458245
25.866666666666667,11.55,33.5,21.95,2,5.0224480628967285
25.9,11.700000000000001,33.550000000000004,21.85,2,5.046605491638183
25.933333333333334,11.9,33.65,21.75,2,5.040971851348877
25.966666666666665,12.05,33.7,21.650000000000002,2,5.041510915756225
26.0,12.200000000000001,33.75,21.549999999999997,2,5.046315431594849
26.033333333333335,12.3,33.800000000000004,21.500000000000004,2,5.015894842147826
26.066666666666666,12.4,33.85,21.450000000000003,2,4.956200885772705
26.1,12.55,33.9,21.349999999999998,2,4.87315993309021
26.133333333333333,12.65,34.050000000000004,21.400000000000006,2,4.830103874206543
26.166666666666668,12.8,34.15,21.349999999999998,2,4.79892725944519
26.2,13.100000000000001,34.25,21.15,2,4.724332427978515
26.233333333333334,13.5,34.35,20.85,2,4.593617820739746
26.266666666666666,13.700000000000001,34.45,20.75,2,4.513932752609253
26.3,14.05,34.550000000000004,20.500000000000004,2,4.459002923965453
26.333333333333332,14.3,34.7,20.400000000000002,2,4.345724964141845
26.366666666666667,14.450000000000001,35.2,20.75,2,4.232283115386963
26.4,14.65,35.45,20.800000000000004,2,4.262936687469482
26.433333333333334,14.8,35.65,20.849999999999998,2,4.212983274459838
26.466666666666665,14.9,35.85,20.950000000000003,2,4.104353284835815
26.5,15.05,36.050000000000004,21.000000000000004,2,3.9719193458557127
26.533333333333335,15.200000000000001,36.1,20.9,2,3.7946769714355466
26.566666666666666,15.4,36.2,20.800000000000004,2,3.7163540840148923
26.6,15.65,36.45,20.800000000000004,2,3.584105396270752
26.633333333333333,16.1,36.7,20.6,2,3.415763759613037
26.666666666666668,16.3,36.9,20.599999999999998,2,3.304437780380249
26.7,16.45,37.1,20.650000000000002,2,3.245882368087768
26.733333333333334,16.650000000000002,37.35,20.7,2,3.1604067802429197
29.333333333333332,9.950000000000001,33.7,23.75,2,5.305008602142333
29.366666666666667,10.100000000000001,33.800000000000004,23.700000000000003,2,5.450148773193359
29.4,10.3,33.9,23.599999999999998,2,5.59007453918457
29.433333333333334,10.5,34.0,23.5,2,5.6865513801574705
29.466666666666665,10.65,34.050000000000004,23.400000000000006,2,5.894829845428466
29.5,10.75,34.050000000000004,23.300000000000004,2,6.018940162658691
29.533333333333335,10.950000000000001,34.15,23.199999999999996,2,5.999485778808594
29.566666666666666,11.15,34.25,23.1,2,5.970973110198974
29.6,11.25,34.35,23.1,2,5.9613300323486325
29.633333333333333,11.4,34.4,23.0,2,5.887881755828857
29.666666666666668,11.55,34.45,22.900000000000002,2,5.838685703277587
29.7,11.700000000000001,34.5,22.799999999999997,2,5.8537127494812005
29.733333333333334,11.9,34.6,22.700000000000003,2,5.865938663482666
29.766666666666666,12.05,34.65,22.599999999999998,2,5.867968749999999
29.8,12.200000000000001,34.75,22.549999999999997,2,5.864596176147461
29.833333333333332,12.4,34.800000000000004,22.400000000000006,2,5.787972259521484
29.866666666666667,12.55,34.800000000000004,22.250000000000004,2,5.65882978439331
29.9,12.65,34.25,21.6,2,5.497195243835449
29.933333333333334,12.75,33.95,21.200000000000003,2,5.443154621124267
29.966666666666665,12.9,34.0,21.1,2,5.484623527526855
30.0,13.05,35.75,22.7,2,5.485096502304077
30.033333333333335,13.25,36.0,22.75,2,5.381023359298705
30.066666666666666,13.4,33.9,20.5,2,5.206145191192626
30.1,13.600000000000001,33.9,20.299999999999997,2,5.112545585632324
30.133333333333333,13.950000000000001,36.800000000000004,22.85,2,5.063444328308105
30.166666666666668,14.200000000000001,37.550000000000004,23.35,2,4.985380125045776
30.2,14.350000000000001,37.95,23.6,2,4.884189558029174
30.233333333333334,14.5,38.45,23.950000000000003,2,4.767162179946899
30.266666666666666,14.700000000000001,38.6,23.9,2,4.628128290176392
30.3,14.850000000000001,38.85,24.0,2,4.47979245185852
30.333333333333332,15.05,39.1,24.05,2,4.3082164287567135
30.366666666666667,15.25,39.25,24.0,2,4.153167152404785
30.4,15.4,39.300000000000004,23.900000000000006,2,4.086882925033569
30.433333333333334,15.55,39.5,23.95,2,4.042136907577515
