method,frame,time_s,lambda_cm,amp_std_px
incident phase-gradient,229,7.633333333333334,25.309263187787103,0.1529965470494606
incident phase-gradient,230,7.666666666666667,25.495426645280073,0.15188734883954574
incident phase-gradient,242,8.066666666666666,14.899492767305281,0.1558533014743219
incident phase-gradient,243,8.1,14.935815520360707,0.16650350368230238
incident phase-gradient,244,8.133333333333333,14.965423434920202,0.1780640348957345
incident phase-gradient,245,8.166666666666666,14.99457545654098,0.18998838760364903
incident phase-gradient,246,8.2,15.024632546134072,0.20175583901167105
incident phase-gradient,247,8.233333333333333,15.060915681660306,0.21289667841424978
incident phase-gradient,248,8.266666666666667,15.103068914837449,0.22300790401560813
incident phase-gradient,249,8.3,15.149920870939589,0.23176249866944473
incident phase-gradient,250,8.333333333333334,15.199665049413333,0.23891353204962038
incident phase-gradient,251,8.366666666666667,15.248817593785047,0.24429322812408902
incident phase-gradient,252,8.4,15.29330487004174,0.24780681754845255
incident phase-gradient,253,8.433333333333334,15.330938157729788,0.24942126370758053
incident phase-gradient,254,8.466666666666667,15.360134278019173,0.24914960537034242
incident phase-gradient,255,8.5,31.42675204807455,0.24703251931308848
incident phase-gradient,256,8.533333333333333,31.776512692905445,0.2431195882782431
incident phase-gradient,257,8.566666666666666,32.009821380569896,0.23745346034419088
incident phase-gradient,258,8.6,32.12222032290466,0.23006042174754107
incident phase-gradient,259,8.633333333333333,32.163378152778186,0.22095080735632627
incident phase-gradient,260,8.666666666666666,32.161715307649715,0.21013231440974692
incident phase-gradient,261,8.7,15.354088511162189,0.19763919903532703
incident phase-gradient,262,8.733333333333333,15.347288897827168,0.18358149718096103
incident phase-gradient,263,8.766666666666667,15.348863856342351,0.16822225663999443
incident phase-gradient,264,8.8,15.367470595371291,0.1520986823518709
incident phase-gradient,271,9.033333333333333,21.686478877237768,0.16166415492283984
incident phase-gradient,272,9.066666666666666,22.764081807896527,0.19069918667537972
incident phase-gradient,273,9.1,23.87367077416504,0.2225048837323159
incident phase-gradient,274,9.133333333333333,24.601610358709774,0.25577376440289745
incident phase-gradient,275,9.166666666666666,25.151656404421697,0.2895736415051392
incident phase-gradient,276,9.2,19.19434683624319,0.3232346987752107
incident phase-gradient,277,9.233333333333333,19.0865794889405,0.35628319167825195
incident phase-gradient,278,9.266666666666667,19.25440499143459,0.3884039533503875
incident phase-gradient,279,9.3,19.59282534188296,0.41941689008582955
incident phase-gradient,280,9.333333333333334,20.214213571326024,0.4492586743230783
incident phase-gradient,281,9.366666666666667,20.935662190842603,0.4779651030722664
incident phase-gradient,282,9.4,21.762163467250126,0.5056522395906893
incident phase-gradient,283,9.433333333333334,26.08939958068493,0.5324960988431827
incident phase-gradient,284,9.466666666666667,25.883948218164814,0.558711647324547
incident phase-gradient,285,9.5,25.63491022121855,0.584532436818582
incident phase-gradient,286,9.533333333333333,25.221195317206046,0.6101923499051336
incident phase-gradient,287,9.566666666666666,24.921854335369712,0.6359107511842678
incident phase-gradient,288,9.6,25.13589275883687,0.6618818874194783
incident phase-gradient,289,9.633333333333333,26.284707874611872,0.6882687784434535
incident phase-gradient,290,9.666666666666666,26.932108249012188,0.715201230173458
incident phase-gradient,291,9.7,27.087898081910513,0.7427771129386831
incident phase-gradient,292,9.733333333333333,27.07846606821898,0.771065768817739
incident phase-gradient,293,9.766666666666667,27.044687858337397,0.8001123635622924
incident phase-gradient,294,9.8,26.877481659396903,0.829942146255583
incident phase-gradient,295,9.833333333333334,26.684586505383802,0.8605638519324302
incident phase-gradient,296,9.866666666666667,26.469347005881016,0.8919718006087514
incident phase-gradient,297,9.9,26.23651166594938,0.9241465473011494
incident phase-gradient,298,9.933333333333334,25.988942251888147,0.9570541841549798
incident phase-gradient,299,9.966666666666667,25.696271564407393,0.9906445752873476
incident phase-gradient,300,10.0,25.44622938122575,1.0248489221412582
incident phase-gradient,301,10.033333333333333,25.145583261773094,1.0595771239489393
incident phase-gradient,302,10.066666666666666,24.813690553415654,1.0947154250818925
incident phase-gradient,303,10.1,24.620945938614614,1.1301248338439804
incident phase-gradient,304,10.133333333333333,24.366714716877365,1.1656407551703045
incident phase-gradient,305,10.166666666666666,24.184137187381957,1.2010741995939538
incident phase-gradient,306,10.2,24.006522989635215,1.2362148112803049
incident phase-gradient,307,10.233333333333333,23.774474662216512,1.270835802848349
incident phase-gradient,308,10.266666666666667,23.60818957574027,1.3047007051545643
incident phase-gradient,309,10.3,23.44481896372512,1.337571653615251
incident phase-gradient,310,10.333333333333334,23.282751865531917,1.369218759977526
incident phase-gradient,311,10.366666666666667,23.1200461869306,1.399429980533259
incident phase-gradient,312,10.4,22.904334053489816,1.4280208056564108
incident phase-gradient,313,10.433333333333334,22.68579864217221,1.454843071952621
incident phase-gradient,314,10.466666666666667,22.461947365388014,1.479792240453332
incident phase-gradient,315,10.5,22.23065858765995,1.5028125880054388
incident phase-gradient,316,10.533333333333333,21.990205479075964,1.5238999138509386
incident phase-gradient,317,10.566666666666666,21.68890429858542,1.5431015542141424
incident phase-gradient,318,10.6,21.376313260391548,1.5605137064395127
incident phase-gradient,319,10.633333333333333,21.0540640749741,1.5762762715735295
incident phase-gradient,320,10.666666666666666,20.66844793663979,1.590565611422478
incident phase-gradient,321,10.7,20.337657424143167,1.6035857662106994
incident phase-gradient,322,10.733333333333333,19.951931850476214,1.6155587786648087
incident phase-gradient,323,10.766666666666667,19.576908869532584,1.6267148111380239
incident phase-gradient,324,10.8,19.154432769316227,1.637282721587151
incident phase-gradient,325,10.833333333333334,18.828389496268993,1.647481685445597
incident phase-gradient,326,10.866666666666667,18.48881228956126,1.6575143233000342
incident phase-gradient,327,10.9,18.156522828109605,1.6675616331663032
incident phase-gradient,328,10.933333333333334,18.216123763670257,1.6777798483343602
incident phase-gradient,329,10.966666666666667,18.397062612939283,1.6882991650762176
incident phase-gradient,330,11.0,18.62930201675549,1.6992241253320717
incident phase-gradient,331,11.033333333333333,18.824809511683295,1.710635311132524
incident phase-gradient,332,11.066666666666666,18.98879965147238,1.72259191960435
incident phase-gradient,333,11.1,19.172439921135464,1.7351347459121087
incident phase-gradient,334,11.133333333333333,19.37625741814883,1.7482891090888655
incident phase-gradient,335,11.166666666666666,19.69864311660957,1.7620673120201962
incident phase-gradient,336,11.2,19.99279455126165,1.7764703281580103
incident phase-gradient,337,11.233333333333333,19.89121664687979,1.791488546101523
incident phase-gradient,338,11.266666666666667,19.83813455941446,1.8071015663884535
incident phase-gradient,339,11.3,19.78575186707962,1.8232772149900085
incident phase-gradient,340,11.333333333333334,19.715794647004117,1.8399700932650551
incident phase-gradient,341,11.366666666666667,19.613022323872762,1.8571201010727914
incident phase-gradient,342,11.4,19.517082514595113,1.8746514272835266
incident phase-gradient,343,11.433333333333334,19.3766965980609,1.892472485884257
incident phase-gradient,344,11.466666666666667,19.25462929125284,1.9104771829266156
incident phase-gradient,345,11.5,19.07721566485497,1.9285477392815267
incident phase-gradient,346,11.533333333333333,18.940259752460708,1.9465590882624706
incident phase-gradient,347,11.566666666666666,18.75605773226669,1.9643846459053433
incident phase-gradient,348,11.6,18.07109050511639,1.9819030481921605
incident phase-gradient,349,11.633333333333333,17.528172456244803,1.9990052936209908
incident phase-gradient,350,11.666666666666666,17.40533311688975,2.0156016426004575
incident phase-gradient,351,11.7,17.294825329475607,2.031627616983739
incident phase-gradient,352,11.733333333333333,17.207564285944226,2.0470485114219703
incident phase-gradient,353,11.766666666666667,17.143641873306354,2.0618619606071675
incident phase-gradient,354,11.8,17.1121777042206,2.076098283346851
incident phase-gradient,355,11.833333333333334,17.094049824006404,2.08981852297323
incident phase-gradient,356,11.866666666666667,17.089168034369067,2.10311030137496
incident phase-gradient,357,11.9,17.097296464988176,2.11608178166615
incident phase-gradient,358,11.933333333333334,17.12637940847625,2.128854177935948
incident phase-gradient,359,11.966666666666667,17.15877689897829,2.141553351250573
incident phase-gradient,360,12.0,17.202489433739018,2.1543010863221714
incident phase-gradient,361,12.033333333333333,17.26448111130707,2.1672066547764244
incident phase-gradient,362,12.066666666666666,17.328318813792627,2.1803592434233545
incident phase-gradient,363,12.1,17.40838281297748,2.193821765185889
incident phase-gradient,364,12.133333333333333,17.489110978168636,2.2076264818751388
incident phase-gradient,365,12.166666666666666,17.583860255800204,2.2217727562766836
incident phase-gradient,366,12.2,17.677914159796476,2.2362271196225096
incident phase-gradient,367,12.233333333333333,17.7836209167379,2.2509256931947164
incident phase-gradient,368,12.266666666666667,17.88701541601754,2.2657788447823806
incident phase-gradient,369,12.3,17.999498117622874,2.2806777999321084
incident phase-gradient,370,12.333333333333334,18.113590403805308,2.295502775462887
incident phase-gradient,371,12.366666666666667,18.233868873976785,2.3101320721258043
incident phase-gradient,372,12.4,18.34759778590276,2.32445146901994
incident phase-gradient,373,12.433333333333334,18.465110743775714,2.338363217467906
incident phase-gradient,374,12.466666666666667,18.57968766712877,2.351793945764458
incident phase-gradient,375,12.5,18.6960590178972,2.3647008620317225
incident phase-gradient,376,12.533333333333333,18.807983419822317,2.3770757768723008
incident phase-gradient,377,12.566666666666666,18.920665789986614,2.388946649933706
incident phase-gradient,378,12.6,19.03403251654523,2.4003765777749373
incident phase-gradient,379,12.633333333333333,19.142478461863345,2.4114603627179054
incident phase-gradient,380,12.666666666666666,19.25210688641485,2.422319009623607
incident phase-gradient,381,12.7,19.351557635945248,2.433092666634092
incident phase-gradient,382,12.733333333333333,19.46548792237428,2.443932638075617
incident phase-gradient,383,12.766666666666667,19.55821872096924,2.45499314160282
incident phase-gradient,384,12.8,19.66106828295541,2.4664234556075653
incident phase-gradient,385,12.833333333333334,19.762601550636212,2.478361015448472
incident phase-gradient,386,12.866666666666667,19.863569361895053,2.490925885378173
incident phase-gradient,387,12.9,19.971100439043504,2.5042168794896034
incident phase-gradient,388,12.933333333333334,20.07942131554752,2.518309452195866
incident phase-gradient,389,12.966666666666667,20.20183202103799,2.5332553446993775
incident phase-gradient,390,13.0,20.319113676662028,2.5490838683829167
incident phase-gradient,391,13.033333333333333,20.411956127963013,2.565804629495952
incident phase-gradient,392,13.066666666666666,20.499234375126747,2.5834114446481773
incident phase-gradient,393,13.1,20.580158257082623,2.601887152459636
incident phase-gradient,394,13.133333333333333,20.660352689487873,2.6212089835232892
incident phase-gradient,395,13.166666666666666,20.73871596520501,2.641354104614592
incident phase-gradient,396,13.2,20.813911715669594,2.662304908105625
incident phase-gradient,397,13.233333333333333,20.884409037813263,2.684053586165073
incident phase-gradient,398,13.266666666666667,20.948535537544846,2.706605529078557
incident phase-gradient,399,13.3,21.00454247323278,2.72998113568611
incident phase-gradient,400,13.333333333333334,21.05068070882902,2.7542157338096374
incident phase-gradient,401,13.366666666666667,21.068654136637804,2.779357481326621
incident phase-gradient,402,13.4,21.081013406623505,2.805463342077224
incident phase-gradient,403,13.433333333333334,21.069466030079123,2.8325934787125737
incident phase-gradient,404,13.466666666666667,21.031981375953784,2.8608046394130513
incident phase-gradient,405,13.5,20.966803537597148,2.8901432948311583
incident phase-gradient,406,13.533333333333333,20.88309958699347,2.9206393671523676
incident phase-gradient,407,13.566666666666666,20.759839193768368,2.9523013592426066
incident phase-gradient,408,13.6,20.595499114213112,2.9851135330897
incident phase-gradient,409,13.633333333333333,20.37733193407705,3.0190355212163436
incident phase-gradient,410,13.666666666666666,20.10463288061366,3.0540044217927425
incident phase-gradient,411,13.7,19.818591416740293,3.0899390810517873
incident phase-gradient,412,13.733333333333333,19.683574537972337,3.126745961637597
incident phase-gradient,413,13.766666666666667,19.54938478235422,3.1643257807467635
incident phase-gradient,414,13.8,19.418837531487387,3.20258000812982
incident phase-gradient,415,13.833333333333334,19.29444516268252,3.241416350117441
incident phase-gradient,416,13.866666666666667,19.178348292710584,3.2807524991961428
incident phase-gradient,417,13.9,19.072282950946608,3.3205176695725878
incident phase-gradient,418,13.933333333333334,18.97757906466032,3.3606517277731234
incident phase-gradient,419,13.966666666666667,18.895183473391036,3.4011020212365053
incident phase-gradient,420,14.0,18.82570003701595,3.4418182690050085
incident phase-gradient,421,14.033333333333333,18.769439746288352,3.482746078381375
incident phase-gradient,422,14.066666666666666,18.72647461046963,3.523819773538695
incident phase-gradient,423,14.1,18.69669017263267,3.5649552632401798
incident phase-gradient,424,14.133333333333333,18.67983263673866,3.606043643108919
incident phase-gradient,425,14.166666666666666,18.675547725103026,3.6469461394171545
incident phase-gradient,426,14.2,18.68340949750629,3.687490876042129
incident phase-gradient,427,14.233333333333333,18.70293843099454,3.727471803356736
incident phase-gradient,428,14.266666666666667,18.73360905234814,3.7666499825777806
incident phase-gradient,429,14.3,18.774848301811392,3.804757280677139
incident phase-gradient,430,14.333333333333334,18.826026559221088,3.841502402587352
incident phase-gradient,431,14.366666666666667,18.886443857553612,3.8765790680379646
incident phase-gradient,432,14.4,18.955314217960936,3.9096760272956086
incident phase-gradient,433,14.433333333333334,19.057705870347014,3.940488501928729
incident phase-gradient,434,14.466666666666667,19.158206814937657,3.9687305353545703
incident phase-gradient,435,14.5,19.253226186848263,3.9941476493232506
incident phase-gradient,436,14.533333333333333,19.34721308162209,4.016529136101499
incident phase-gradient,437,14.566666666666666,19.446188333045875,4.035719283093263
incident phase-gradient,438,14.6,19.542531970330273,4.051626837421124
incident phase-gradient,439,14.633333333333333,19.64347466142737,4.064232079856092
incident phase-gradient,440,14.666666666666666,19.73951584555717,4.073590992510607
incident phase-gradient,441,14.7,19.834489299560392,4.0798361686415445
incident phase-gradient,442,14.733333333333333,19.924923526469684,4.083174314972942
incident phase-gradient,443,14.766666666666667,20.00999642521511,4.083880420691135
incident phase-gradient,444,14.8,20.08902695881833,4.082288892287857
incident phase-gradient,445,14.833333333333334,20.163157373549126,4.078782157805586
incident phase-gradient,446,14.866666666666667,20.23026310269623,4.073777407171545
incident phase-gradient,447,14.9,20.28869325658022,4.067712240824028
incident phase-gradient,448,14.933333333333334,20.343196874290317,4.061030037136633
incident phase-gradient,449,14.966666666666667,20.389360283463223,4.054165819059691
incident phase-gradient,450,15.0,20.42913900708099,4.047533309507105
incident phase-gradient,451,15.033333333333333,20.460431098259086,4.041513728390151
incident phase-gradient,452,15.066666666666666,20.48278310806792,4.0364467215886295
incident phase-gradient,453,15.1,20.5025901462979,4.032623644151663
incident phase-gradient,454,15.133333333333333,20.518914704948557,4.030283264087997
incident phase-gradient,455,15.166666666666666,20.52952456668988,4.029609820455894
incident phase-gradient,456,15.2,20.538740715024726,4.030733263783733
incident phase-gradient,457,15.233333333333333,20.546379154835936,4.033731425220716
incident phase-gradient,458,15.266666666666667,20.551502759701435,4.038633796553656
incident phase-gradient,459,15.3,20.555478533211417,4.04542654977373
incident phase-gradient,460,15.333333333333334,20.55780448392203,4.054058379415229
incident phase-gradient,461,15.366666666666667,20.557530993623573,4.064446716454524
incident phase-gradient,462,15.4,20.555154015169027,4.076483847918253
incident phase-gradient,463,15.433333333333334,20.55118048931618,4.090042493573672
incident phase-gradient,464,15.466666666666667,20.544557918868033,4.104980451473545
incident phase-gradient,465,15.5,20.533793753749887,4.121144033736499
incident phase-gradient,466,15.533333333333333,20.5193254276799,4.138370169835807
incident phase-gradient,467,15.566666666666666,20.501808234304526,4.15648724322276
incident phase-gradient,468,15.6,20.47868985134187,4.175314924837778
incident phase-gradient,469,15.633333333333333,20.44908024794038,4.194663444024363
incident phase-gradient,470,15.666666666666666,20.414120741584092,4.214332862563477
incident phase-gradient,471,15.7,20.370532044546614,4.234112965206724
incident phase-gradient,472,15.733333333333333,20.319221440795044,4.253784335381964
incident phase-gradient,473,15.766666666666667,20.252565857478935,4.273121047654857
incident phase-gradient,474,15.8,20.175711959610986,4.29189519477527
incident phase-gradient,475,15.833333333333334,20.090163362809918,4.3098832058706495
incident phase-gradient,476,15.866666666666667,19.998439183534668,4.3268736410621695
incident phase-gradient,477,15.9,19.903353341657205,4.342675905613656
incident phase-gradient,478,15.933333333333334,19.805747821565067,4.357129147708137
incident phase-gradient,479,15.966666666666667,19.700106501892733,4.370110511652734
incident phase-gradient,480,16.0,19.597643919578065,4.38154192288681
incident phase-gradient,481,16.033333333333335,19.49033686875288,4.391394679057956
incident phase-gradient,482,16.066666666666666,19.453626834054262,4.399691297429962
incident phase-gradient,483,16.1,19.480333268103585,4.40650429971879
incident phase-gradient,484,16.133333333333333,19.528323117484348,4.4119518739462364
incident phase-gradient,485,16.166666666666668,19.59535656675986,4.416190611946665
incident phase-gradient,486,16.2,19.677682325220243,4.419405756863824
incident phase-gradient,487,16.233333333333334,19.755422325212027,4.421799588715528
incident phase-gradient,488,16.266666666666666,19.865703959956686,4.423578715476495
incident phase-gradient,489,16.3,19.968094044408918,4.424941115865898
incident phase-gradient,490,16.333333333333332,20.080659737640378,4.426063797174789
incident phase-gradient,491,16.366666666666667,20.22229865119074,4.4270918901403755
incident phase-gradient,492,16.4,20.353496877198847,4.428129908897932
incident phase-gradient,493,16.433333333333334,20.552835715278473,4.429235764847259
incident phase-gradient,494,16.466666666666665,20.733348969301648,4.430417947224039
incident phase-gradient,495,16.5,20.911191584718683,4.431636079425432
incident phase-gradient,496,16.533333333333335,21.080953594956686,4.432804838932007
incident phase-gradient,497,16.566666666666666,21.25766442766251,4.433801001735004
incident phase-gradient,498,16.6,21.425934371746614,4.434473153045431
incident phase-gradient,499,16.633333333333333,21.601866386470913,4.434653409858674
incident phase-gradient,500,16.666666666666668,21.781238159644865,4.434170343605339
incident phase-gradient,501,16.7,21.9577811613336,4.432862187974447
incident phase-gradient,502,16.733333333333334,22.12732353154545,4.430589381002163
incident phase-gradient,503,16.766666666666666,22.30349612207756,4.427245530336272
incident phase-gradient,504,16.8,22.4669568920485,4.422766008853804
incident phase-gradient,505,16.833333333333332,22.631465231536456,4.4171335798617815
incident phase-gradient,506,16.866666666666667,22.780871838364824,4.410380704325754
incident phase-gradient,507,16.9,22.938634870775427,4.402588476496096
incident phase-gradient,508,16.933333333333334,23.07611543046727,4.393882441719086
incident phase-gradient,509,16.966666666666665,23.188709229102248,4.3844258392630095
incident phase-gradient,510,17.0,23.313612298668904,4.374411050384684
incident phase-gradient,511,17.033333333333335,23.422757908256205,4.364050187158886
incident phase-gradient,512,17.066666666666666,23.521507976131513,4.353565807964149
incident phase-gradient,513,17.1,23.6131138880212,4.343182680339409
incident phase-gradient,514,17.133333333333333,23.68983178878791,4.333121336083554
incident phase-gradient,515,17.166666666666668,23.767164325384122,4.32359389831313
incident phase-gradient,516,17.2,23.82206831701828,4.314802341400784
incident phase-gradient,517,17.233333333333334,23.869128513212445,4.3069390170483794
incident phase-gradient,518,17.266666666666666,23.907416822535314,4.300188989529314
incident phase-gradient,519,17.3,23.949032203229258,4.294733510042894
incident phase-gradient,520,17.333333333333332,23.971177272081366,4.290753850168491
incident phase-gradient,521,17.366666666666667,23.99778392825414,4.288434715712884
incident phase-gradient,522,17.4,24.005359938227432,4.287966564534246
incident phase-gradient,523,17.433333333333334,24.0153934192561,4.289546329655024
incident phase-gradient,524,17.466666666666665,24.0224852707607,4.293376267221844
incident phase-gradient,525,17.5,24.027002384429238,4.299660870588705
incident phase-gradient,526,17.533333333333335,24.01509138083373,4.308601984895079
incident phase-gradient,527,17.566666666666666,24.003984563311516,4.320392399368113
incident phase-gradient,528,17.6,23.990031355934196,4.335208279068085
incident phase-gradient,529,17.633333333333333,23.967917111362706,4.3532008292700475
incident phase-gradient,530,17.666666666666668,23.942155306935295,4.374487580029778
incident phase-gradient,531,17.7,23.913484319991532,4.399143656963696
incident phase-gradient,532,17.733333333333334,23.879118525983287,4.427193387194024
incident phase-gradient,533,17.766666666666666,23.82628018577407,4.458602590310169
incident phase-gradient,534,17.8,23.773064800475932,4.493271925924004
incident phase-gradient,535,17.833333333333332,23.71187174992899,4.531031703214202
incident phase-gradient,536,17.866666666666667,23.633236940909157,4.57163858586577
incident phase-gradient,537,17.9,23.555497179849155,4.614774626087402
incident phase-gradient,538,17.933333333333334,23.472542410516823,4.660049014383491
incident phase-gradient,539,17.966666666666665,23.388872035326028,4.707002826188793
incident phase-gradient,540,18.0,23.30557785826894,4.7551168830437325
incident phase-gradient,541,18.033333333333335,23.2235933767604,4.803822637967211
incident phase-gradient,542,18.066666666666666,23.143901553115374,4.852515765360539
incident phase-gradient,543,18.1,23.063804456882732,4.900571913662203
incident phase-gradient,544,18.133333333333333,22.99104433674084,4.947363892182726
incident phase-gradient,545,18.166666666666668,22.925363392110068,4.992279434803187
incident phase-gradient,546,18.2,22.873813214712857,5.034738626526525
incident phase-gradient,547,18.233333333333334,22.831550851792972,5.074210098284308
incident phase-gradient,548,18.266666666666666,22.807275166204782,5.110225185702537
incident phase-gradient,549,18.3,22.780222714934773,5.142389396221278
incident phase-gradient,550,18.333333333333332,22.76322428307443,5.170390718904682
incident phase-gradient,551,18.366666666666667,22.75028378035247,5.194004523345666
incident phase-gradient,552,18.4,22.74735537970229,5.213095009440443
incident phase-gradient,553,18.433333333333334,22.74908207743458,5.2276133716949875
incident phase-gradient,554,18.466666666666665,22.754799970261804,5.237593016540617
incident phase-gradient,555,18.5,22.7714734769592,5.243142309151834
incident phase-gradient,556,18.533333333333335,22.79023969949717,5.244435421851581
incident phase-gradient,557,18.566666666666666,22.814045594606515,5.241701907729132
incident phase-gradient,558,18.6,22.846531622489934,5.235215632538232
incident phase-gradient,559,18.633333333333333,22.88592761380494,5.225283670138016
incident phase-gradient,560,18.666666666666668,22.93239559026563,5.2122357085181035
