time_s,s1_cm,s2_cm,distance_cm,n_peaks,prom
32.9,18.3,32.5,14.2,2,4.126391839981079
32.93333333333333,18.150000000000002,32.6,14.45,2,4.15171251296997
33.233333333333334,9.9,33.800000000000004,23.900000000000006,2,5.296673965454101
33.266666666666666,10.05,33.9,23.849999999999998,2,5.392435836791992
33.3,10.100000000000001,34.050000000000004,23.950000000000003,2,5.511958599090576
33.333333333333336,10.3,34.15,23.849999999999998,2,5.612136459350586
33.36666666666667,10.5,34.1,23.6,2,5.673559093475341
33.4,10.65,34.65,24.0,2,5.75670051574707
33.43333333333333,10.75,35.4,24.65,2,5.856814956665039
33.46666666666667,10.850000000000001,35.5,24.65,2,5.9225287437438965
33.5,11.0,35.550000000000004,24.550000000000004,2,5.944691467285156
33.53333333333333,11.100000000000001,35.65,24.549999999999997,2,6.025812816619872
33.56666666666667,11.25,35.75,24.5,2,6.161386680603027
33.6,11.350000000000001,35.800000000000004,24.450000000000003,2,6.226643180847168
33.63333333333333,11.450000000000001,35.9,24.449999999999996,2,6.3176025390624995
33.666666666666664,11.5,36.050000000000004,24.550000000000004,2,6.348726081848144
33.7,11.55,36.15,24.599999999999998,2,6.367170429229736
33.733333333333334,11.600000000000001,36.35,24.75,2,6.29530963897705
33.766666666666666,11.75,36.550000000000004,24.800000000000004,2,6.187215709686279
33.8,11.850000000000001,36.65,24.799999999999997,2,6.17637300491333
33.833333333333336,11.950000000000001,36.5,24.549999999999997,2,6.097646236419678
33.86666666666667,12.100000000000001,36.45,24.35,2,6.029957103729248
33.9,12.100000000000001,36.6,24.5,2,5.932385444641113
33.93333333333333,12.05,36.75,24.7,2,5.793324184417724
33.96666666666667,12.15,37.15,25.0,2,5.632910633087158
34.0,12.200000000000001,37.9,25.699999999999996,2,5.59864649772644
34.03333333333333,12.4,38.1,25.700000000000003,2,5.503544855117798
34.06666666666667,12.700000000000001,38.35,25.65,2,5.334282302856445
34.1,12.8,38.6,25.8,2,5.188555669784545
34.13333333333333,13.15,38.800000000000004,25.650000000000006,2,5.0061259269714355
34.166666666666664,13.850000000000001,39.050000000000004,25.200000000000003,2,4.794127082824707
34.2,14.200000000000001,39.35,25.15,2,4.647524261474609
34.233333333333334,14.4,40.1,25.700000000000003,2,4.544858694076538
34.266666666666666,14.5,40.5,26.0,2,4.3078165531158445
34.833333333333336,19.8,36.95,17.150000000000002,2,3.347435092926025
