topic,source_file,copied_to,exists,bytes,item_count
水波/水击/课程概念缺口,D:\虚拟C盘\学习\流体力学\题库\期末试题\流体力学2022春期末考试试题.pdf,D:\虚拟C盘\学习\流体力学\期末练习题_按题型整理\09_水波_水击_明渠\原始文件副本\01_流体力学2022春期末考试试题.pdf,True,410888,1
水波/水击/课程概念缺口,D:\虚拟C盘\学习\流体力学\张扬军（车辆学院）\教材\流体力学教材_text.txt,D:\虚拟C盘\学习\流体力学\期末练习题_按题型整理\09_水波_水击_明渠\原始文件副本\02_流体力学教材_text.txt,True,877683,1
