"1 _ 1",,,,,,
"时间","载荷","行程","应力","行程(应变)","位移","位移(应变)"
"sec","N","mm","N/mm2","%","mm","%"
"14.51","4205.106","1.208458","4205.106","1.208458","1.208458","1.208458"
"14.52","4207.326","1.209292","4207.326","1.209292","1.209292","1.209292"
"14.53","4209.545","1.210117","4209.545","1.210117","1.210117","1.210117"
"14.54","4211.763","1.21095","4211.763","1.21095","1.21095","1.21095"
"14.55","4213.978","1.211783","4213.978","1.211783","1.211783","1.211783"
"14.56","4216.189","1.212625","4216.189","1.212625","1.212625","1.212625"
"14.57","4218.397","1.213458","4218.397","1.213458","1.213458","1.213458"
"14.58","4220.604","1.2143","4220.604","1.2143","1.2143","1.2143"
"14.59","4222.811","1.215133","4222.811","1.215133","1.215133","1.215133"
"14.6","4225.021","1.215967","4225.021","1.215967","1.215967","1.215967"
"14.61","4227.233","1.2168","4227.233","1.2168","1.2168","1.2168"
"14.62","4229.447","1.217633","4229.447","1.217633","1.217633","1.217633"
"14.63","4231.662","1.218467","4231.662","1.218467","1.218467","1.218467"
"14.64","4233.877","1.2193","4233.877","1.2193","1.2193","1.2193"
"14.65","4236.09","1.220125","4236.09","1.220125","1.220125","1.220125"
"14.66","4238.296","1.22095","4238.296","1.22095","1.22095","1.22095"
"14.67","4240.492","1.221792","4240.492","1.221792","1.221792","1.221792"
"14.68","4242.676","1.222625","4242.676","1.222625","1.222625","1.222625"
"14.69","4244.847","1.223458","4244.847","1.223458","1.223458","1.223458"
"14.7","4247.008","1.2243","4247.008","1.2243","1.2243","1.2243"
"14.71","4249.162","1.225133","4249.162","1.225133","1.225133","1.225133"
"14.72","4251.31","1.225975","4251.31","1.225975","1.225975","1.225975"
"14.73","4253.454","1.2268","4253.454","1.2268","1.2268","1.2268"
"14.74","4255.601","1.227642","4255.601","1.227642","1.227642","1.227642"
"14.75","4257.751","1.228475","4257.751","1.228475","1.228475","1.228475"
"14.76","4259.907","1.229308","4259.907","1.229308","1.229308","1.229308"
"14.77","4262.067","1.230133","4262.067","1.230133","1.230133","1.230133"
"14.78","4264.23","1.230967","4264.23","1.230967","1.230967","1.230967"
"14.79","4266.393","1.231792","4266.393","1.231792","1.231792","1.231792"
"14.8","4268.554","1.232625","4268.554","1.232625","1.232625","1.232625"
"14.81","4270.713","1.233467","4270.713","1.233467","1.233467","1.233467"
"14.82","4272.871","1.234292","4272.871","1.234292","1.234292","1.234292"
"14.83","4275.028","1.235125","4275.028","1.235125","1.235125","1.235125"
"14.84","4277.185","1.235967","4277.185","1.235967","1.235967","1.235967"
"14.85","4279.343","1.236808","4279.343","1.236808","1.236808","1.236808"
"14.86","4281.501","1.237642","4281.501","1.237642","1.237642","1.237642"
"14.87","4283.658","1.238475","4283.658","1.238475","1.238475","1.238475"
"14.88","4285.812","1.239308","4285.812","1.239308","1.239308","1.239308"
"14.89","4287.961","1.240142","4287.961","1.240142","1.240142","1.240142"
"14.9","4290.107","1.240967","4290.107","1.240967","1.240967","1.240967"
"14.91","4292.249","1.241808","4292.249","1.241808","1.241808","1.241808"
"14.92","4294.387","1.242633","4294.387","1.242633","1.242633","1.242633"
"14.93","4296.52","1.243467","4296.52","1.243467","1.243467","1.243467"
"14.94","4298.645","1.2443","4298.645","1.2443","1.2443","1.2443"
"14.95","4300.76","1.245142","4300.76","1.245142","1.245142","1.245142"
"14.96","4302.864","1.245967","4302.864","1.245967","1.245967","1.245967"
"14.97","4304.959","1.246808","4304.959","1.246808","1.246808","1.246808"
"14.98","4307.045","1.247642","4307.045","1.247642","1.247642","1.247642"
"14.99","4309.124","1.248467","4309.124","1.248467","1.248467","1.248467"
"15","4311.197","1.249308","4311.197","1.249308","1.249308","1.249308"
"15.01","4313.267","1.250142","4313.267","1.250142","1.250142","1.250142"
"15.02","4315.336","1.250975","4315.336","1.250975","1.250975","1.250975"
"15.03","4317.404","1.2518","4317.404","1.2518","1.2518","1.2518"
"15.04","4319.472","1.252633","4319.472","1.252633","1.252633","1.252633"
"15.05","4321.54","1.253467","4321.54","1.253467","1.253467","1.253467"
"15.06","4323.607","1.2543","4323.607","1.2543","1.2543","1.2543"
"15.07","4325.674","1.255133","4325.674","1.255133","1.255133","1.255133"
"15.08","4327.741","1.255967","4327.741","1.255967","1.255967","1.255967"
"15.09","4329.807","1.2568","4329.807","1.2568","1.2568","1.2568"
"15.1","4331.874","1.257642","4331.874","1.257642","1.257642","1.257642"
"15.11","4333.941","1.258475","4333.941","1.258475","1.258475","1.258475"
"15.12","4336.009","1.259308","4336.009","1.259308","1.259308","1.259308"
"15.13","4338.081","1.260142","4338.081","1.260142","1.260142","1.260142"
"15.14","4340.154","1.260983","4340.154","1.260983","1.260983","1.260983"
"15.15","4342.229","1.261808","4342.229","1.261808","1.261808","1.261808"
"15.16","4344.304","1.26265","4344.304","1.26265","1.26265","1.26265"
"15.17","4346.375","1.263475","4346.375","1.263475","1.263475","1.263475"
"15.18","4348.439","1.264308","4348.439","1.264308","1.264308","1.264308"
"15.19","4350.498","1.265133","4350.498","1.265133","1.265133","1.265133"
"15.2","4352.547","1.265967","4352.547","1.265967","1.265967","1.265967"
"15.21","4354.584","1.266808","4354.584","1.266808","1.266808","1.266808"
"15.22","4356.606","1.267642","4356.606","1.267642","1.267642","1.267642"
"15.23","4358.614","1.268475","4358.614","1.268475","1.268475","1.268475"
"15.24","4360.612","1.269308","4360.612","1.269308","1.269308","1.269308"
"15.25","4362.601","1.270142","4362.601","1.270142","1.270142","1.270142"
"15.26","4364.585","1.270967","4364.585","1.270967","1.270967","1.270967"
"15.27","4366.567","1.2718","4366.567","1.2718","1.2718","1.2718"
"15.28","4368.548","1.272642","4368.548","1.272642","1.272642","1.272642"
"15.29","4370.531","1.273467","4370.531","1.273467","1.273467","1.273467"
"15.3","4372.513","1.274292","4372.513","1.274292","1.274292","1.274292"
"15.31","4374.499","1.275125","4374.499","1.275125","1.275125","1.275125"
"15.32","4376.486","1.275958","4376.486","1.275958","1.275958","1.275958"
"15.33","4378.476","1.276792","4378.476","1.276792","1.276792","1.276792"
"15.34","4380.47","1.277625","4380.47","1.277625","1.277625","1.277625"
"15.35","4382.467","1.278458","4382.467","1.278458","1.278458","1.278458"
"15.36","4384.464","1.279292","4384.464","1.279292","1.279292","1.279292"
"15.37","4386.461","1.280133","4386.461","1.280133","1.280133","1.280133"
"15.38","4388.46","1.280967","4388.46","1.280967","1.280967","1.280967"
"15.39","4390.461","1.2818","4390.461","1.2818","1.2818","1.2818"
"15.4","4392.467","1.282633","4392.467","1.282633","1.282633","1.282633"
"15.41","4394.477","1.283475","4394.477","1.283475","1.283475","1.283475"
"15.42","4396.49","1.284308","4396.49","1.284308","1.284308","1.284308"
"15.43","4398.502","1.285133","4398.502","1.285133","1.285133","1.285133"
"15.44","4400.51","1.285967","4400.51","1.285967","1.285967","1.285967"
"15.45","4402.511","1.286792","4402.511","1.286792","1.286792","1.286792"
"15.46","4404.503","1.287625","4404.503","1.287625","1.287625","1.287625"
"15.47","4406.486","1.288467","4406.486","1.288467","1.288467","1.288467"
"15.48","4408.461","1.2893","4408.461","1.2893","1.2893","1.2893"
"15.49","4410.43","1.290133","4410.43","1.290133","1.290133","1.290133"
"15.5","4412.393","1.290967","4412.393","1.290967","1.290967","1.290967"
"15.51","4414.352","1.2918","4414.352","1.2918","1.2918","1.2918"
"15.52","4416.308","1.292633","4416.308","1.292633","1.292633","1.292633"
"15.53","4418.261","1.293467","4418.261","1.293467","1.293467","1.293467"
"15.54","4420.212","1.294308","4420.212","1.294308","1.294308","1.294308"
"15.55","4422.16","1.295142","4422.16","1.295142","1.295142","1.295142"
"15.56","4424.106","1.295967","4424.106","1.295967","1.295967","1.295967"
"15.57","4426.052","1.2968","4426.052","1.2968","1.2968","1.2968"
"15.58","4427.994","1.297633","4427.994","1.297633","1.297633","1.297633"
"15.59","4429.936","1.298458","4429.936","1.298458","1.298458","1.298458"
"15.6","4431.875","1.2993","4431.875","1.2993","1.2993","1.2993"
"15.61","4433.81","1.300125","4433.81","1.300125","1.300125","1.300125"
"15.62","4435.74","1.300967","4435.74","1.300967","1.300967","1.300967"
"15.63","4437.665","1.3018","4437.665","1.3018","1.3018","1.3018"
"15.64","4439.586","1.30265","4439.586","1.30265","1.30265","1.30265"
"15.65","4441.505","1.303483","4441.505","1.303483","1.303483","1.303483"
"15.66","4443.425","1.304317","4443.425","1.304317","1.304317","1.304317"
"15.67","4445.348","1.30515","4445.348","1.30515","1.30515","1.30515"
"15.68","4447.275","1.305983","4447.275","1.305983","1.305983","1.305983"
"15.69","4449.206","1.306808","4449.206","1.306808","1.306808","1.306808"
"15.7","4451.138","1.307642","4451.138","1.307642","1.307642","1.307642"
"15.71","4453.069","1.308475","4453.069","1.308475","1.308475","1.308475"
"15.72","4454.999","1.3093","4454.999","1.3093","1.3093","1.3093"
"15.73","4456.92","1.310133","4456.92","1.310133","1.310133","1.310133"
"15.74","4458.832","1.310967","4458.832","1.310967","1.310967","1.310967"
"15.75","4460.727","1.3118","4460.727","1.3118","1.3118","1.3118"
"15.76","4462.607","1.312642","4462.607","1.312642","1.312642","1.312642"
"15.77","4464.475","1.313475","4464.475","1.313475","1.313475","1.313475"
"15.78","4466.331","1.314308","4466.331","1.314308","1.314308","1.314308"
"15.79","4468.179","1.315142","4468.179","1.315142","1.315142","1.315142"
"15.8","4470.022","1.315975","4470.022","1.315975","1.315975","1.315975"
"15.81","4471.863","1.316808","4471.863","1.316808","1.316808","1.316808"
"15.82","4473.703","1.317633","4473.703","1.317633","1.317633","1.317633"
"15.83","4475.543","1.318467","4475.543","1.318467","1.318467","1.318467"
"15.84","4477.384","1.3193","4477.384","1.3193","1.3193","1.3193"
"15.85","4479.227","1.320133","4479.227","1.320133","1.320133","1.320133"
"15.86","4481.072","1.320958","4481.072","1.320958","1.320958","1.320958"
"15.87","4482.921","1.3218","4482.921","1.3218","1.3218","1.3218"
"15.88","4484.774","1.322633","4484.774","1.322633","1.322633","1.322633"
"15.89","4486.631","1.323475","4486.631","1.323475","1.323475","1.323475"
"15.9","4488.492","1.324317","4488.492","1.324317","1.324317","1.324317"
"15.91","4490.357","1.32515","4490.357","1.32515","1.32515","1.32515"
"15.92","4492.226","1.325983","4492.226","1.325983","1.325983","1.325983"
"15.93","4494.098","1.326817","4494.098","1.326817","1.326817","1.326817"
"15.94","4495.972","1.32765","4495.972","1.32765","1.32765","1.32765"
"15.95","4497.845","1.328483","4497.845","1.328483","1.328483","1.328483"
"15.96","4499.713","1.329308","4499.713","1.329308","1.329308","1.329308"
"15.97","4501.575","1.330142","4501.575","1.330142","1.330142","1.330142"
"15.98","4503.426","1.330958","4503.426","1.330958","1.330958","1.330958"
"15.99","4505.267","1.331792","4505.267","1.331792","1.331792","1.331792"
"16","4507.095","1.332633","4507.095","1.332633","1.332633","1.332633"
"16.01","4508.91","1.333467","4508.91","1.333467","1.333467","1.333467"
"16.02","4510.713","1.3343","4510.713","1.3343","1.3343","1.3343"
"16.03","4512.506","1.335133","4512.506","1.335133","1.335133","1.335133"
"16.04","4514.292","1.335975","4514.292","1.335975","1.335975","1.335975"
"16.05","4516.069","1.336808","4516.069","1.336808","1.336808","1.336808"
"16.06","4517.842","1.337642","4517.842","1.337642","1.337642","1.337642"
"16.07","4519.609","1.338467","4519.609","1.338467","1.338467","1.338467"
"16.08","4521.376","1.3393","4521.376","1.3393","1.3393","1.3393"
"16.09","4523.144","1.340133","4523.144","1.340133","1.340133","1.340133"
"16.1","4524.913","1.340967","4524.913","1.340967","1.340967","1.340967"
"16.11","4526.683","1.341792","4526.683","1.341792","1.341792","1.341792"
"16.12","4528.454","1.342617","4528.454","1.342617","1.342617","1.342617"
"16.13","4530.223","1.34345","4530.223","1.34345","1.34345","1.34345"
"16.14","4531.989","1.344283","4531.989","1.344283","1.344283","1.344283"
"16.15","4533.751","1.345117","4533.751","1.345117","1.345117","1.345117"
"16.16","4535.509","1.34595","4535.509","1.34595","1.34595","1.34595"
"16.17","4537.263","1.346792","4537.263","1.346792","1.346792","1.346792"
"16.18","4539.014","1.347633","4539.014","1.347633","1.347633","1.347633"
"16.19","4540.763","1.348467","4540.763","1.348467","1.348467","1.348467"
"16.2","4542.512","1.3493","4542.512","1.3493","1.3493","1.3493"
"16.21","4544.261","1.350133","4544.261","1.350133","1.350133","1.350133"
"16.22","4546.009","1.350958","4546.009","1.350958","1.350958","1.350958"
"16.23","4547.758","1.351792","4547.758","1.351792","1.351792","1.351792"
"16.24","4549.506","1.352625","4549.506","1.352625","1.352625","1.352625"
"16.25","4551.254","1.353458","4551.254","1.353458","1.353458","1.353458"
"16.26","4552.999","1.3543","4552.999","1.3543","1.3543","1.3543"
"16.27","4554.739","1.355125","4554.739","1.355125","1.355125","1.355125"
"16.28","4556.473","1.355958","4556.473","1.355958","1.355958","1.355958"
"16.29","4558.194","1.356792","4558.194","1.356792","1.356792","1.356792"
"16.3","4559.903","1.357625","4559.903","1.357625","1.357625","1.357625"
"16.31","4561.6","1.358467","4561.6","1.358467","1.358467","1.358467"
"16.32","4563.288","1.3593","4563.288","1.3593","1.3593","1.3593"
"16.33","4564.969","1.360133","4564.969","1.360133","1.360133","1.360133"
"16.34","4566.649","1.360967","4566.649","1.360967","1.360967","1.360967"
"16.35","4568.331","1.3618","4568.331","1.3618","1.3618","1.3618"
"16.36","4570.018","1.362633","4570.018","1.362633","1.362633","1.362633"
"16.37","4571.712","1.363467","4571.712","1.363467","1.363467","1.363467"
"16.38","4573.412","1.3643","4573.412","1.3643","1.3643","1.3643"
"16.39","4575.116","1.365125","4575.116","1.365125","1.365125","1.365125"
"16.4","4576.824","1.365958","4576.824","1.365958","1.365958","1.365958"
"16.41","4578.534","1.3668","4578.534","1.3668","1.3668","1.3668"
"16.42","4580.244","1.367633","4580.244","1.367633","1.367633","1.367633"
"16.43","4581.951","1.368467","4581.951","1.368467","1.368467","1.368467"
"16.44","4583.654","1.3693","4583.654","1.3693","1.3693","1.3693"
"16.45","4585.353","1.370133","4585.353","1.370133","1.370133","1.370133"
"16.46","4587.046","1.370967","4587.046","1.370967","1.370967","1.370967"
"16.47","4588.735","1.371808","4588.735","1.371808","1.371808","1.371808"
"16.48","4590.422","1.372642","4590.422","1.372642","1.372642","1.372642"
"16.49","4592.105","1.373475","4592.105","1.373475","1.373475","1.373475"
"16.5","4593.786","1.3743","4593.786","1.3743","1.3743","1.3743"
"16.51","4595.461","1.375133","4595.461","1.375133","1.375133","1.375133"
"16.52","4597.131","1.375967","4597.131","1.375967","1.375967","1.375967"
"16.53","4598.792","1.3768","4598.792","1.3768","1.3768","1.3768"
"16.54","4600.446","1.377642","4600.446","1.377642","1.377642","1.377642"
"16.55","4602.091","1.378467","4602.091","1.378467","1.378467","1.378467"
"16.56","4603.729","1.379308","4603.729","1.379308","1.379308","1.379308"
"16.57","4605.36","1.380142","4605.36","1.380142","1.380142","1.380142"
"16.58","4606.986","1.380975","4606.986","1.380975","1.380975","1.380975"
"16.59","4608.608","1.381808","4608.608","1.381808","1.381808","1.381808"
"16.6","4610.225","1.382642","4610.225","1.382642","1.382642","1.382642"
"16.61","4611.841","1.383475","4611.841","1.383475","1.383475","1.383475"
"16.62","4613.454","1.3843","4613.454","1.3843","1.3843","1.3843"
"16.63","4615.063","1.385142","4615.063","1.385142","1.385142","1.385142"
"16.64","4616.671","1.385967","4616.671","1.385967","1.385967","1.385967"
"16.65","4618.274","1.3868","4618.274","1.3868","1.3868","1.3868"
"16.66","4619.875","1.387633","4619.875","1.387633","1.387633","1.387633"
"16.67","4621.472","1.388458","4621.472","1.388458","1.388458","1.388458"
"16.68","4623.067","1.3893","4623.067","1.3893","1.3893","1.3893"
"16.69","4624.659","1.390133","4624.659","1.390133","1.390133","1.390133"
"16.7","4626.249","1.390967","4626.249","1.390967","1.390967","1.390967"
"16.71","4627.836","1.391808","4627.836","1.391808","1.391808","1.391808"
"16.72","4629.422","1.392642","4629.422","1.392642","1.392642","1.392642"
"16.73","4631.005","1.393475","4631.005","1.393475","1.393475","1.393475"
"16.74","4632.587","1.394308","4632.587","1.394308","1.394308","1.394308"
"16.75","4634.166","1.395142","4634.166","1.395142","1.395142","1.395142"
"16.76","4635.743","1.395967","4635.743","1.395967","1.395967","1.395967"
"16.77","4637.315","1.396817","4637.315","1.396817","1.396817","1.396817"
"16.78","4638.881","1.397642","4638.881","1.397642","1.397642","1.397642"
"16.79","4640.435","1.398467","4640.435","1.398467","1.398467","1.398467"
"16.8","4641.973","1.399308","4641.973","1.399308","1.399308","1.399308"
"16.81","4643.493","1.400133","4643.493","1.400133","1.400133","1.400133"
"16.82","4644.996","1.400967","4644.996","1.400967","1.400967","1.400967"
"16.83","4646.486","1.4018","4646.486","1.4018","1.4018","1.4018"
"16.84","4647.966","1.402633","4647.966","1.402633","1.402633","1.402633"
"16.85","4649.438","1.403467","4649.438","1.403467","1.403467","1.403467"
"16.86","4650.904","1.4043","4650.904","1.4043","1.4043","1.4043"
"16.87","4652.368","1.405133","4652.368","1.405133","1.405133","1.405133"
"16.88","4653.83","1.405967","4653.83","1.405967","1.405967","1.405967"
"16.89","4655.29","1.4068","4655.29","1.4068","1.4068","1.4068"
"16.9","4656.748","1.407633","4656.748","1.407633","1.407633","1.407633"
"16.91","4658.205","1.408458","4658.205","1.408458","1.408458","1.408458"
"16.92","4659.658","1.409292","4659.658","1.409292","1.409292","1.409292"
"16.93","4661.106","1.410117","4661.106","1.410117","1.410117","1.410117"
"16.94","4662.547","1.410958","4662.547","1.410958","1.410958","1.410958"
"16.95","4663.973","1.411783","4663.973","1.411783","1.411783","1.411783"
"16.96","4665.382","1.412633","4665.382","1.412633","1.412633","1.412633"
"16.97","4666.769","1.413458","4666.769","1.413458","1.413458","1.413458"
"16.98","4668.127","1.4143","4668.127","1.4143","1.4143","1.4143"
"16.99","4669.452","1.415133","4669.452","1.415133","1.415133","1.415133"
"17","4670.727","1.415975","4670.727","1.415975","1.415975","1.415975"
"17.01","4669.602","1.417583","4669.602","1.417583","1.417583","1.417583"
"17.02","4647.292","1.418292","4647.292","1.418292","1.418292","1.418292"
"17.03","4575.405","1.418408","4575.405","1.418408","1.418408","1.418408"
"17.04","4433.339","1.418417","4433.339","1.418417","1.418417","1.418417"
"17.05","4214.088","1.418417","4214.088","1.418417","1.418417","1.418417"
"17.06","3923.285","1.418408","3923.285","1.418408","1.418408","1.418408"
"17.07","3575.493","1.418408","3575.493","1.418408","1.418408","1.418408"
"17.08","3189.968","1.418408","3189.968","1.418408","1.418408","1.418408"
"17.09","2787.019","1.4184","2787.019","1.4184","1.4184","1.4184"
"17.1","2385.37","1.418392","2385.37","1.418392","1.418392","1.418392"
"17.11","2000.557","1.418392","2000.557","1.418392","1.418392","1.418392"
"17.12","1644.204","1.418383","1644.204","1.418383","1.418383","1.418383"
"17.13","1323.962","1.418383","1323.962","1.418383","1.418383","1.418383"
"17.14","1043.871","1.418383","1043.871","1.418383","1.418383","1.418383"
"17.15","804.9694","1.418375","804.9694","1.418375","1.418375","1.418375"
"17.16","605.9922","1.418367","605.9922","1.418367","1.418367","1.418367"
"17.17","444.0534","1.418367","444.0534","1.418367","1.418367","1.418367"
"17.18","315.2622","1.418358","315.2622","1.418358","1.418358","1.418358"
"17.19","215.228","1.418358","215.228","1.418358","1.418358","1.418358"
"17.2","139.4546","1.41835","139.4546","1.41835","1.41835","1.41835"
"17.21","83.6246","1.41835","83.6246","1.41835","1.41835","1.41835"
"17.22","43.783","1.418342","43.783","1.418342","1.418342","1.418342"
"17.23","16.4406","1.418342","16.4406","1.418342","1.418342","1.418342"
"17.24","-1.3836","1.418333","-1.3836","1.418333","1.418333","1.418333"
