"1 _ 1",,,,,,"2 _ 3",,,,,,"3 _ 1",,,,,
"时间","载荷","行程","引伸计1","引伸计1(应变)","行程(应变)","时间","载荷","行程","引伸计1","引伸计1(应变)","行程(应变)","时间","载荷","行程","引伸计1","引伸计1(应变)","行程(应变)"
"sec","N","mm","mm","%","%","sec","N","mm","mm","%","%","sec","N","mm","mm","%","%"
"0","61.9424","0","0","0","0","0","543.233","0","0","0","0","0","531.6928","0","0","0","0"
"0.01","61.9416","8.333333E-06","-1.9E-06","-7.6E-06","1.515152E-05","0.01","543.2324","8.333333E-06","2E-06","8E-06","1.515152E-05","0.01","531.6974","8.333333E-06","-3.2E-06","-1.28E-05","1.515152E-05"
"0.02","61.9426","5E-05","-4.4E-06","-1.76E-05","9.09091E-05","0.02","543.2308","4.166667E-05","2.7E-06","1.08E-05","7.575758E-05","0.02","531.7034","4.166667E-05","-7.1E-06","-2.84E-05","7.575758E-05"
"0.03","61.9458","0.0001083333","-6.4E-06","-2.56E-05","0.0001969697","0.03","543.229","0.0001333333","1.9E-06","7.6E-06","0.0002424242","0.03","531.7102","0.0001","-1.17E-05","-4.68E-05","0.0001818182"
"0.04","61.9522","0.0002166667","-7.8E-06","-3.12E-05","0.0003939394","0.04","543.2282","0.0003416667","-2E-07","-8E-07","0.0006212121","0.04","531.716","0.0002083333","-1.62E-05","-6.48E-05","0.0003787879"
"0.05","61.9646","0.0003833333","-8.8E-06","-3.52E-05","0.0006969697","0.05","543.2284","0.0005666667","-2.9E-06","-1.16E-05","0.001030303","0.05","531.7202","0.0003916667","-2.02E-05","-8.08E-05","0.0007121212"
"0.06","61.9858","0.0006333333","-9.6E-06","-3.84E-05","0.001151515","0.06","543.2316","0.00075","-5.4E-06","-2.16E-05","0.001363636","0.06","531.7228","0.0006416667","-2.36E-05","-9.44E-05","0.001166667"
"0.07","62.0194","0.0008833333","-9.6E-06","-3.84E-05","0.001606061","0.07","543.2404","0.0009083333","-7.8E-06","-3.12E-05","0.001651515","0.07","531.7252","0.0008666667","-2.63E-05","-0.0001052","0.001575758"
"0.08","62.0668","0.001091667","-7.7E-06","-3.08E-05","0.001984848","0.08","543.2586","0.001058333","-9.5E-06","-3.8E-05","0.001924242","0.08","531.7292","0.001066667","-2.8E-05","-0.000112","0.001939394"
"0.09","62.1266","0.001266667","-3.9E-06","-1.56E-05","0.00230303","0.09","543.291","0.001216667","-1.02E-05","-4.08E-05","0.002212121","0.09","531.7364","0.001241667","-2.79E-05","-0.0001116","0.002257576"
"0.1","62.198","0.00145","1.1E-06","4.4E-06","0.002636363","0.1","543.3463","0.001375","-9.8E-06","-3.92E-05","0.0025","0.1","531.7468","0.001408333","-2.62E-05","-0.0001048","0.002560606"
"0.11","62.2788","0.001625","6.1E-06","2.44E-05","0.002954546","0.11","543.4336","0.001533333","-8.3E-06","-3.32E-05","0.002787879","0.11","531.7618","0.001566667","-2.27E-05","-9.08E-05","0.002848485"
"0.12","62.3656","0.001791667","1.04E-05","4.16E-05","0.003257576","0.12","543.5634","0.001691667","-5.3E-06","-2.12E-05","0.003075758","0.12","531.7852","0.001733333","-1.7E-05","-6.8E-05","0.003151515"
"0.13","62.4538","0.001958333","1.35E-05","5.4E-05","0.003560606","0.13","543.747","0.00185","-4E-07","-1.6E-06","0.003363636","0.13","531.8242","0.001891667","-8.9E-06","-3.56E-05","0.003439394"
"0.14","62.5378","0.002133333","1.53E-05","6.12E-05","0.003878788","0.14","543.9966","0.002016667","6.3E-06","2.52E-05","0.003666666","0.14","531.8876","0.00205","1.4E-06","5.6E-06","0.003727273"
"0.15","62.614","0.002291667","1.63E-05","6.52E-05","0.004166666","0.15","544.3248","0.002183333","1.54E-05","6.16E-05","0.003969697","0.15","531.985","0.002208333","1.32E-05","5.28E-05","0.004015152"
"0.16","62.6798","0.002458333","1.67E-05","6.68E-05","0.004469697","0.16","544.7422","0.002341667","2.78E-05","0.0001112","0.004257576","0.16","532.1258","0.002366667","2.6E-05","0.000104","0.004303031"
"0.17","62.7336","0.002633333","1.7E-05","6.8E-05","0.004787879","0.17","545.2566","0.002508333","4.44E-05","0.0001776","0.004560606","0.17","532.3202","0.002533333","3.93E-05","0.0001572","0.004606061"
"0.18","62.7762","0.0028","1.74E-05","6.96E-05","0.00509091","0.18","545.8732","0.002675","6.54E-05","0.0002616","0.004863637","0.18","532.5806","0.002691667","5.33E-05","0.0002132","0.004893939"
"0.19","62.81","0.002966667","1.81E-05","7.24E-05","0.005393939","0.19","546.595","0.00285","9.09E-05","0.0003636","0.005181818","0.19","532.9184","0.002866667","6.8E-05","0.000272","0.005212121"
"0.2","62.8376","0.003125","1.88E-05","7.52E-05","0.005681818","0.2","547.4212","0.003016667","0.0001204","0.0004816","0.005484849","0.2","533.3442","0.003025","8.43E-05","0.0003372","0.0055"
"0.21","62.8614","0.003291667","1.96E-05","7.84E-05","0.005984849","0.21","548.3492","0.003191667","0.0001535","0.000614","0.00580303","0.21","533.8674","0.003191667","0.0001027","0.0004108","0.00580303"
"0.22","62.883","0.00345","2.04E-05","8.16E-05","0.006272728","0.22","549.3746","0.003358333","0.0001899","0.0007596","0.006106061","0.22","534.4948","0.003358333","0.0001241","0.0004964","0.006106061"
"0.23","62.9038","0.003608333","2.13E-05","8.52E-05","0.006560606","0.23","550.4914","0.003525","0.0002296","0.0009184","0.006409091","0.23","535.2302","0.003525","0.0001492","0.0005968","0.006409091"
"0.24","62.9272","0.003766667","2.24E-05","8.96E-05","0.006848485","0.24","551.6928","0.003691667","0.0002729","0.0010916","0.006712121","0.24","536.0748","0.0037","0.0001783","0.0007132","0.006727273"
"0.25","62.9588","0.003933333","2.38E-05","9.52E-05","0.007151515","0.25","552.9726","0.003858333","0.0003192","0.0012768","0.007015151","0.25","537.028","0.003875","0.0002113","0.0008452","0.007045454"
"0.26","63.0074","0.004083334","2.6E-05","0.000104","0.007424243","0.26","554.3248","0.004025","0.0003682","0.0014728","0.007318182","0.26","538.0852","0.004033333","0.0002475","0.00099","0.007333333"
"0.27","63.0834","0.00425","2.92E-05","0.0001168","0.007727273","0.27","555.7412","0.004191667","0.0004193","0.0016772","0.007621213","0.27","539.2384","0.0042","0.0002866","0.0011464","0.007636364"
"0.28","63.1958","0.0044","3.32E-05","0.0001328","0.007999999","0.28","557.2118","0.004366667","0.0004721","0.0018884","0.007939394","0.28","540.477","0.004375","0.0003289","0.0013156","0.007954545"
"0.29","63.3538","0.004566667","3.8E-05","0.000152","0.00830303","0.29","558.7278","0.004533333","0.0005266","0.0021064","0.008242424","0.29","541.7892","0.004541667","0.0003748","0.0014992","0.008257576"
"0.3","63.5674","0.004733333","4.48E-05","0.0001792","0.008606061","0.3","560.2816","0.0047","0.0005827","0.0023308","0.008545455","0.3","543.1652","0.004708333","0.0004239","0.0016956","0.008560606"
"0.31","63.846","0.0049","5.51E-05","0.0002204","0.00890909","0.31","561.8662","0.004875","0.0006402","0.0025608","0.008863636","0.31","544.5968","0.004875","0.0004752","0.0019008","0.008863636"
"0.32","64.199","0.005058333","6.95E-05","0.000278","0.00919697","0.32","563.4752","0.005041667","0.0006988","0.0027952","0.009166667","0.32","546.0758","0.005041667","0.000528","0.002112","0.009166667"
"0.33","64.633","0.005225","8.8E-05","0.000352","0.009500001","0.33","565.1038","0.005208333","0.0007581","0.0030324","0.009469697","0.33","547.5944","0.005216666","0.0005815","0.002326","0.009484848"
"0.34","65.154","0.005391667","0.0001097","0.0004388","0.00980303","0.34","566.7468","0.005383333","0.0008182","0.0032728","0.009787879","0.34","549.1462","0.005383333","0.0006357","0.0025428","0.009787879"
"0.35","65.7654","0.005558333","0.000134","0.000536","0.01010606","0.35","568.4004","0.00555","0.0008791","0.0035164","0.01009091","0.35","550.7254","0.00555","0.0006912","0.0027648","0.01009091"
"0.36","66.4686","0.005725","0.0001607","0.0006428","0.01040909","0.36","570.0606","0.005716667","0.0009406","0.0037624","0.01039394","0.36","552.3268","0.005716667","0.0007483","0.0029932","0.01039394"
"0.37","67.26379","0.0059","0.0001897","0.0007588","0.01072727","0.37","571.7252","0.005891667","0.0010023","0.0040092","0.01071212","0.37","553.9454","0.005891667","0.0008065","0.003226","0.01071212"
"0.38","68.149","0.006075","0.0002211","0.0008844","0.01104545","0.38","573.3932","0.006058333","0.0010636","0.0042544","0.01101515","0.38","555.5764","0.006058333","0.0008658","0.0034632","0.01101515"
"0.39","69.1198","0.006241667","0.0002553","0.0010212","0.01134849","0.39","575.0644","0.006225","0.0011242","0.0044968","0.01131818","0.39","557.2166","0.006225","0.0009261","0.0037044","0.01131818"
"0.4","70.1706","0.006416667","0.0002926","0.0011704","0.01166667","0.4","576.739","0.006391667","0.0011841","0.0047364","0.01162121","0.4","558.8632","0.006391667","0.0009874","0.0039496","0.01162121"
"0.41","71.295","0.006583333","0.0003329","0.0013316","0.0119697","0.41","578.4182","0.006558334","0.0012437","0.0049748","0.01192424","0.41","560.5154","0.006566667","0.0010497","0.0041988","0.01193939"
"0.42","72.486","0.006758333","0.0003758","0.0015032","0.01228788","0.42","580.1034","0.006733333","0.0013033","0.0052132","0.01224242","0.42","562.1734","0.006733333","0.0011122","0.0044488","0.01224242"
"0.43","73.736","0.006925","0.0004209","0.0016836","0.01259091","0.43","581.7952","0.0069","0.0013631","0.0054524","0.01254546","0.43","563.8374","0.006908333","0.0011744","0.0046976","0.01256061"
"0.44","75.038","0.007091667","0.0004675","0.00187","0.01289394","0.44","583.4934","0.007066667","0.0014227","0.0056908","0.01284848","0.44","565.5082","0.007075","0.0012358","0.0049432","0.01286364"
"0.45","76.3844","0.007258333","0.0005158","0.0020632","0.01319697","0.45","585.1972","0.007233333","0.0014823","0.0059292","0.01315151","0.45","567.1858","0.007241667","0.0012963","0.0051852","0.01316667"
"0.46","77.7688","0.007433333","0.000566","0.002264","0.01351515","0.46","586.9072","0.007408333","0.0015424","0.0061696","0.0134697","0.46","568.8688","0.007416667","0.0013561","0.0054244","0.01348485"
"0.47","79.18439","0.0076","0.0006179","0.0024716","0.01381818","0.47","588.6226","0.007575","0.0016034","0.0064136","0.01377273","0.47","570.5568","0.007583334","0.0014156","0.0056624","0.01378788"
"0.48","80.625","0.007775","0.0006709","0.0026836","0.01413636","0.48","590.3416","0.007741667","0.0016656","0.0066624","0.01407576","0.48","572.249","0.00775","0.0014752","0.0059008","0.01409091"
"0.49","82.085","0.007941667","0.0007242","0.0028968","0.01443939","0.49","592.0627","0.007908333","0.001729","0.006916","0.01437879","0.49","573.9444","0.007916667","0.0015356","0.006142401","0.01439394"
"0.5","83.5594","0.008108334","0.0007773","0.0031092","0.01474242","0.5","593.7842","0.008075","0.0017933","0.0071732","0.01468182","0.5","575.6422","0.008083333","0.0015967","0.0063868","0.01469697"
"0.51","85.0442","0.008275","0.0008303","0.0033212","0.01504545","0.51","595.5048","0.008241666","0.0018583","0.0074332","0.01498485","0.51","577.342","0.008258333","0.0016579","0.0066316","0.01501515"
"0.52","86.5354","0.008441667","0.0008829","0.0035316","0.01534849","0.52","597.2228","0.008408333","0.0019234","0.0076936","0.01528788","0.52","579.0438","0.008416667","0.0017189","0.0068756","0.01530303"
"0.53","88.0288","0.008616666","0.000935","0.00374","0.01566667","0.53","598.9378","0.008575","0.0019879","0.0079516","0.01559091","0.53","580.7474","0.008591667","0.0017798","0.0071192","0.01562121"
"0.54","89.5234","0.008783333","0.0009865999","0.0039464","0.0159697","0.54","600.6505","0.008741667","0.0020512","0.0082048","0.01589394","0.54","582.4524","0.008758334","0.0018407","0.007362801","0.01592424"
"0.55","91.0194","0.00895","0.0010372","0.0041488","0.01627273","0.55","602.362","0.008908333","0.0021135","0.008454","0.01619697","0.55","584.1574","0.008925","0.001902","0.007608","0.01622727"
"0.56","92.5164","0.009116666","0.0010874","0.0043496","0.01657576","0.56","604.0742","0.009075","0.0021759","0.0087036","0.0165","0.56","585.863","0.009091667","0.0019639","0.0078556","0.0165303"
"0.57","94.0142","0.009283333","0.0011371","0.0045484","0.01687879","0.57","605.788","0.009241667","0.0022386","0.0089544","0.01680303","0.57","587.5696","0.009258334","0.0020262","0.0081048","0.01683333"
"0.58","95.5126","0.009458333","0.0011867","0.0047468","0.01719697","0.58","607.5026","0.009416667","0.0023011","0.0092044","0.01712121","0.58","589.2766","0.009425","0.0020887","0.0083548","0.01713637"
"0.59","97.0112","0.009625","0.001237","0.004948","0.0175","0.59","609.2182","0.009583334","0.0023631","0.0094524","0.01742424","0.59","590.985","0.009591667","0.0021515","0.008606","0.0174394"
"0.6","98.50961","0.009791667","0.001289","0.005156","0.01780303","0.6","610.9344","0.00975","0.002425","0.0097","0.01772727","0.6","592.6948","0.009758334","0.0022138","0.0088552","0.01774243"
"0.61","100.0074","0.009966667","0.001343","0.005372","0.01812121","0.61","612.6512","0.009916667","0.0024868","0.0099472","0.0180303","0.61","594.4058","0.009925","0.0022754","0.0091016","0.01804546"
"0.62","101.5052","0.010125","0.0013989","0.0055956","0.01840909","0.62","614.3676","0.01008333","0.0025485","0.010194","0.01833333","0.62","596.1184","0.01009167","0.0023368","0.0093472","0.01834849"
"0.63","103.0024","0.01029167","0.0014565","0.005826","0.01871212","0.63","616.0826","0.01025","0.0026101","0.0104404","0.01863636","0.63","597.8322","0.01025833","0.0023989","0.0095956","0.01865152"
"0.64","104.5","0.01045833","0.0015153","0.0060612","0.01901515","0.64","617.7954","0.01041667","0.0026721","0.0106884","0.01893939","0.64","599.5462","0.010425","0.0024622","0.0098488","0.01895455"
"0.65","106","0.01063333","0.0015751","0.0063004","0.01933333","0.65","619.5064","0.01058333","0.0027351","0.0109404","0.01924242","0.65","601.2584","0.01059167","0.0025262","0.0101048","0.01925758"
"0.66","107.5038","0.0108","0.0016361","0.0065444","0.01963636","0.66","621.215","0.01075","0.0027994","0.0111976","0.01954546","0.66","602.9678","0.01075833","0.0025902","0.0103608","0.01956061"
"0.67","109.0114","0.01096667","0.0016988","0.0067952","0.01993939","0.67","622.921","0.01091667","0.0028643","0.0114572","0.01984848","0.67","604.674","0.01093333","0.0026539","0.0106156","0.01987879"
"0.68","110.5214","0.01113333","0.0017626","0.0070504","0.02024242","0.68","624.6246","0.01108333","0.0029292","0.0117168","0.02015151","0.68","606.378","0.01109167","0.0027168","0.0108672","0.02016667"
"0.69","112.0312","0.0113","0.0018265","0.007306","0.02054545","0.69","626.3268","0.01125","0.0029937","0.0119748","0.02045455","0.69","608.08","0.01126667","0.0027791","0.0111164","0.02048485"
"0.7","113.5384","0.01146667","0.0018897","0.007558799","0.02084848","0.7","628.0278","0.01141667","0.0030575","0.01223","0.02075758","0.7","609.782","0.01143333","0.0028414","0.0113656","0.02078788"
"0.71","115.0418","0.01163333","0.0019516","0.0078064","0.02115152","0.71","629.7278","0.01158333","0.0031197","0.0124788","0.02106061","0.71","611.4858","0.01159167","0.0029034","0.0116136","0.02107576"
"0.72","116.5418","0.01180833","0.002012","0.008048","0.0214697","0.72","631.4276","0.01175","0.00318","0.01272","0.02136364","0.72","613.1922","0.01175833","0.002965","0.01186","0.02137879"
"0.73","118.0398","0.01196667","0.0020707","0.0082828","0.02175758","0.73","633.128","0.01191667","0.0032391","0.0129564","0.02166667","0.73","614.9014","0.01193333","0.0030259","0.0121036","0.02169697"
"0.74","119.5372","0.01214167","0.0021279","0.0085116","0.02207576","0.74","634.8306","0.01209167","0.0032981","0.0131924","0.02198485","0.74","616.6136","0.0121","0.0030867","0.0123468","0.022"
"0.75","121.0348","0.0123","0.0021839","0.0087356","0.02236364","0.75","636.5364","0.01225","0.0033578","0.0134312","0.02227273","0.75","618.329","0.01226667","0.0031481","0.0125924","0.02230303"
"0.76","122.533","0.01246667","0.0022388","0.0089552","0.02266667","0.76","638.2454","0.01241667","0.0034188","0.0136752","0.02257576","0.76","620.0464","0.01243333","0.0032111","0.0128444","0.02260606"
"0.77","124.031","0.01263333","0.002293","0.009172","0.0229697","0.77","639.9564","0.01258333","0.0034809","0.0139236","0.02287879","0.77","621.7644","0.01259167","0.0032755","0.013102","0.02289394"
"0.78","125.5284","0.01280833","0.0023474","0.0093896","0.02328788","0.78","641.6674","0.01275833","0.003544","0.014176","0.02319697","0.78","623.4814","0.01276667","0.003341","0.013364","0.02321212"
"0.79","127.0252","0.012975","0.0024023","0.0096092","0.02359091","0.79","643.3768","0.01291667","0.0036082","0.0144328","0.02348485","0.79","625.197","0.01293333","0.0034066","0.0136264","0.02351515"
"0.8","128.5214","0.01313333","0.0024575","0.00983","0.02387879","0.8","645.0838","0.01308333","0.0036738","0.0146952","0.02378788","0.8","626.9108","0.01309167","0.0034713","0.0138852","0.02380303"
"0.81","130.0176","0.01330833","0.0025122","0.0100488","0.02419697","0.81","646.7884","0.01325","0.0037414","0.0149656","0.02409091","0.81","628.6222","0.01325833","0.0035346","0.0141384","0.02410606"
"0.82","131.5122","0.013475","0.0025659","0.0102636","0.0245","0.82","648.491","0.013425","0.0038104","0.0152416","0.02440909","0.82","630.331","0.01343333","0.0035957","0.0143828","0.02442424"
"0.83","133.0036","0.01363333","0.0026192","0.0104768","0.02478788","0.83","650.1935","0.01358333","0.0038798","0.0155192","0.02469697","0.83","632.037","0.0136","0.0036546","0.0146184","0.02472727"
"0.84","134.4902","0.0138","0.0026718","0.0106872","0.02509091","0.84","651.8966","0.01375","0.0039483","0.0157932","0.025","0.84","633.7398","0.01376667","0.003712","0.014848","0.0250303"
"0.85","135.9726","0.013975","0.0027231","0.0108924","0.02540909","0.85","653.5998","0.01391667","0.0040154","0.0160616","0.02530303","0.85","635.4398","0.01393333","0.0037702","0.0150808","0.02533333"
"0.86","137.4514","0.01414167","0.0027737","0.0110948","0.02571212","0.86","655.3042","0.01409167","0.0040811","0.0163244","0.02562121","0.86","637.1382","0.0141","0.0038301","0.0153204","0.02563637"
"0.87","138.9276","0.01430833","0.0028241","0.0112964","0.02601515","0.87","657.01","0.01425833","0.0041458","0.0165832","0.02592424","0.87","638.8358","0.01426667","0.0038917","0.0155668","0.02593939"
"0.88","140.4014","0.014475","0.0028742","0.0114968","0.02631818","0.88","658.7182","0.014425","0.0042096","0.0168384","0.02622727","0.88","640.5336","0.01443333","0.0039552","0.0158208","0.02624243"
"0.89","141.8738","0.01464167","0.0029245","0.011698","0.02662121","0.89","660.429","0.01459167","0.0042718","0.0170872","0.0265303","0.89","642.2332","0.0146","0.0040199","0.0160796","0.02654546"
"0.9","143.3456","0.01480833","0.0029748","0.0118992","0.02692424","0.9","662.1416","0.01475","0.0043323","0.0173292","0.02681818","0.9","643.9348","0.014775","0.0040851","0.0163404","0.02686364"
"0.91","144.8166","0.014975","0.0030248","0.0120992","0.02722727","0.91","663.8556","0.014925","0.0043918","0.0175672","0.02713636","0.91","645.6388","0.01493333","0.0041501","0.0166004","0.02715152"
"0.92","146.2856","0.01514167","0.0030742","0.0122968","0.0275303","0.92","665.5704","0.01509167","0.0044508","0.0178032","0.02743939","0.92","647.346","0.0151","0.0042141","0.0168564","0.02745455"
"0.93","147.7514","0.0153","0.0031229","0.0124916","0.02781818","0.93","667.2859","0.01525833","0.0045095","0.018038","0.02774243","0.93","649.0569","0.015275","0.0042766","0.0171064","0.02777273"
"0.94","149.2128","0.015475","0.003171","0.012684","0.02813636","0.94","669.0018","0.015425","0.0045682","0.0182728","0.02804545","0.94","650.7708","0.01543333","0.0043371","0.0173484","0.02806061"
"0.95","150.6706","0.01564167","0.0032193","0.0128772","0.0284394","0.95","670.717","0.01559167","0.0046274","0.0185096","0.02834849","0.95","652.4884","0.0156","0.0043954","0.0175816","0.02836364"
"0.96","152.1252","0.01580833","0.0032685","0.013074","0.02874242","0.96","672.4318","0.01575833","0.0046874","0.0187496","0.02865152","0.96","654.2088","0.01576667","0.0044523","0.0178092","0.02866667"
"0.97","153.5784","0.015975","0.0033187","0.0132748","0.02904545","0.97","674.1462","0.015925","0.0047486","0.0189944","0.02895455","0.97","655.9312","0.01593333","0.0045089","0.0180356","0.0289697"
"0.98","155.0308","0.01614167","0.0033697","0.0134788","0.02934848","0.98","675.8612","0.01609167","0.0048111","0.0192444","0.02925758","0.98","657.6536","0.01610833","0.0045662","0.0182648","0.02928788"
"0.99","156.4822","0.01630833","0.0034207","0.0136828","0.02965152","0.99","677.577","0.01625833","0.0048751","0.0195004","0.02956061","0.99","659.373","0.01626667","0.004624","0.018496","0.02957576"
"1","157.9326","0.016475","0.0034719","0.0138876","0.02995454","1","679.2932","0.016425","0.0049402","0.0197608","0.02986364","1","661.0876","0.01643333","0.0046816","0.0187264","0.02987879"
"1.01","159.3824","0.01664167","0.0035239","0.0140956","0.03025758","1.01","681.0096","0.01659167","0.0050065","0.020026","0.03016667","1.01","662.7972","0.0166","0.004739","0.018956","0.03018182"
"1.02","160.8314","0.01680833","0.0035772","0.0143088","0.03056061","1.02","682.7262","0.01675833","0.0050737","0.0202948","0.0304697","1.02","664.503","0.016775","0.0047962","0.0191848","0.0305"
"1.03","162.2802","0.016975","0.0036321","0.0145284","0.03086364","1.03","684.4417","0.016925","0.0051405","0.020562","0.03077273","1.03","666.2078","0.01693333","0.0048539","0.0194156","0.03078788"
"1.04","163.7286","0.01714167","0.0036881","0.0147524","0.03116667","1.04","686.1552","0.01709167","0.0052056","0.0208224","0.03107576","1.04","667.913","0.0171","0.0049122","0.0196488","0.03109091"
"1.05","165.1764","0.01730833","0.0037449","0.0149796","0.0314697","1.05","687.8672","0.01725833","0.0052686","0.0210744","0.03137879","1.05","669.6182","0.01726667","0.0049705","0.019882","0.03139394"
"1.06","166.6236","0.017475","0.0038026","0.0152104","0.03177273","1.06","689.578","0.017425","0.0053299","0.0213196","0.03168182","1.06","671.3226","0.01744167","0.0050292","0.0201168","0.03171212"
"1.07","168.0706","0.01764167","0.0038606","0.0154424","0.03207576","1.07","691.2868","0.01759167","0.0053903","0.0215612","0.03198485","1.07","673.0255","0.01760833","0.0050884","0.0203536","0.03201515"
"1.08","169.5176","0.01780833","0.0039186","0.0156744","0.03237879","1.08","692.993","0.01775833","0.00545","0.0218","0.03228788","1.08","674.7274","0.017775","0.0051481","0.0205924","0.03231818"
"1.09","170.9652","0.017975","0.0039763","0.0159052","0.03268182","1.09","694.6958","0.017925","0.0055092","0.0220368","0.03259091","1.09","676.4286","0.01793333","0.0052084","0.0208336","0.03260606"
"1.1","172.4124","0.01815","0.0040339","0.0161356","0.033","1.1","696.3964","0.01809167","0.0055685","0.022274","0.03289394","1.1","678.1288","0.01810833","0.0052699","0.0210796","0.03292424"
"1.11","173.8588","0.01830833","0.0040915","0.016366","0.03328788","1.11","698.0952","0.01826667","0.0056279","0.0225116","0.03321212","1.11","679.8282","0.018275","0.0053327","0.0213308","0.03322727"
"1.12","175.3034","0.018475","0.0041486","0.0165944","0.03359091","1.12","699.7932","0.018425","0.005687","0.022748","0.0335","1.12","681.5256","0.01844167","0.0053971","0.0215884","0.03353031"
"1.13","176.7458","0.01864167","0.0042053","0.0168212","0.03389394","1.13","701.492","0.01859167","0.0057456","0.0229824","0.03380303","1.13","683.222","0.0186","0.0054635","0.021854","0.03381818"
"1.14","178.1864","0.01880833","0.0042622","0.0170488","0.03419697","1.14","703.1934","0.01875833","0.0058039","0.0232156","0.03410606","1.14","684.919","0.01876667","0.0055308","0.0221232","0.03412122"
"1.15","179.6256","0.018975","0.004319","0.017276","0.0345","1.15","704.8982","0.018925","0.0058621","0.0234484","0.03440909","1.15","686.6172","0.01894167","0.0055976","0.0223904","0.0344394"
"1.16","181.0638","0.01914167","0.0043753","0.0175012","0.03480303","1.16","706.6053","0.01909167","0.0059207","0.0236828","0.03471212","1.16","688.3166","0.01910833","0.0056633","0.0226532","0.03474242"
"1.17","182.5028","0.01930833","0.0044309","0.0177236","0.03510606","1.17","708.314","0.01925833","0.0059803","0.0239212","0.03501515","1.17","690.017","0.01926667","0.0057279","0.0229116","0.03503031"
"1.18","183.9444","0.019475","0.0044856","0.0179424","0.03540909","1.18","710.0242","0.019425","0.0060414","0.0241656","0.03531818","1.18","691.7178","0.01943333","0.0057917","0.0231668","0.03533334"
"1.19","185.3892","0.01964167","0.0045394","0.0181576","0.03571212","1.19","711.7364","0.01959167","0.0061038","0.0244152","0.03562121","1.19","693.42","0.01960833","0.0058557","0.0234228","0.03565152"
"1.2","186.8368","0.01980833","0.0045926","0.0183704","0.03601515","1.2","713.4512","0.01976667","0.0061665","0.024666","0.03593939","1.2","695.1238","0.01976667","0.0059202","0.0236808","0.03593939"
"1.21","188.286","0.019975","0.0046459","0.0185836","0.03631818","1.21","715.1678","0.019925","0.0062289","0.0249156","0.03622727","1.21","696.8288","0.01993333","0.0059857","0.0239428","0.03624243"
"1.22","189.7354","0.02014167","0.0047003","0.0188012","0.03662121","1.22","716.8842","0.02009167","0.0062907","0.0251628","0.0365303","1.22","698.5334","0.0201","0.0060519","0.0242076","0.03654545"
"1.23","191.1848","0.02030833","0.0047564","0.0190256","0.03692425","1.23","718.5984","0.02025833","0.0063524","0.0254096","0.03683333","1.23","700.2352","0.020275","0.0061183","0.0244732","0.03686364"
"1.24","192.6338","0.020475","0.004814","0.019256","0.03722727","1.24","720.3102","0.02043333","0.0064146","0.0256584","0.03715152","1.24","701.9334","0.02044167","0.006185","0.02474","0.03716667"
"1.25","194.0826","0.02064167","0.0048723","0.0194892","0.03753031","1.25","722.0198","0.02059167","0.006477","0.025908","0.03743939","1.25","703.6274","0.02060833","0.0062524","0.0250096","0.0374697"
"1.26","195.5312","0.02080833","0.0049303","0.0197212","0.03783333","1.26","723.7278","0.02075833","0.0065395","0.026158","0.03774242","1.26","705.3192","0.02076667","0.0063205","0.025282","0.03775758"
"1.27","196.9792","0.02098333","0.0049876","0.0199504","0.03815151","1.27","725.4332","0.020925","0.0066016","0.0264064","0.03804545","1.27","707.011","0.02093333","0.0063892","0.0255568","0.03806061"
"1.28","198.4258","0.02114167","0.0050444","0.0201776","0.03843939","1.28","727.1364","0.0211","0.0066628","0.0266512","0.03836364","1.28","708.7044","0.0211","0.0064577","0.0258308","0.03836364"
"1.29","199.8712","0.02130833","0.0051005","0.020402","0.03874242","1.29","728.8376","0.02125833","0.006723","0.026892","0.03865152","1.29","710.4","0.02126667","0.006525","0.0261","0.03866667"
"1.3","201.316","0.021475","0.0051562","0.0206248","0.03904545","1.3","730.5368","0.021425","0.0067828","0.0271312","0.03895454","1.3","712.0964","0.02143333","0.0065909","0.0263636","0.0389697"
"1.31","202.7608","0.02165","0.0052114","0.0208456","0.03936363","1.31","732.234","0.02159167","0.0068429","0.0273716","0.03925758","1.31","713.7932","0.0216","0.0066559","0.0266236","0.03927273"
"1.32","204.2066","0.02180833","0.0052658","0.0210632","0.03965152","1.32","733.9304","0.02176667","0.0069035","0.027614","0.03957576","1.32","715.4904","0.021775","0.0067197","0.0268788","0.03959091"
"1.33","205.6538","0.021975","0.005319","0.021276","0.03995454","1.33","735.628","0.02193333","0.0069646","0.0278584","0.03987879","1.33","717.1886","0.02194167","0.0067825","0.02713","0.03989394"
"1.34","207.1032","0.02214167","0.005371","0.021484","0.04025758","1.34","737.3272","0.02209167","0.0070261","0.0281044","0.04016666","1.34","718.887","0.0221","0.0068446","0.0273784","0.04018182"
"1.35","208.5548","0.02231667","0.0054227","0.0216908","0.04057576","1.35","739.0288","0.02225833","0.007088","0.028352","0.0404697","1.35","720.585","0.02226667","0.0069066","0.0276264","0.04048485"
"1.36","210.0074","0.022475","0.0054749","0.0218996","0.04086364","1.36","740.7322","0.022425","0.0071499","0.0285996","0.04077272","1.36","722.2836","0.02244167","0.0069689","0.0278756","0.04080303"
"1.37","211.4608","0.02264167","0.0055273","0.0221092","0.04116667","1.37","742.4354","0.02259167","0.0072115","0.028846","0.04107576","1.37","723.9838","0.02260833","0.0070311","0.0281244","0.04110606"
