"1 _ 1",,,,,,"2 _ 3",,,,,,"3 _ 1",,,,,
"时间","载荷","行程","引伸计1","引伸计1(应变)","行程(应变)","时间","载荷","行程","引伸计1","引伸计1(应变)","行程(应变)","时间","载荷","行程","引伸计1","引伸计1(应变)","行程(应变)"
"sec","N","mm","mm","%","%","sec","N","mm","mm","%","%","sec","N","mm","mm","%","%"
"3.81","553.6642","0.06330834","0.0189143","0.0756572","0.1151061","3.81","1156.865","0.06325833","0.0223591","0.0894364","0.1150152","3.81","1137.258","0.06326666","0.0220496","0.0881984","0.1150303"
"3.82","554.9828","0.063475","0.0189669","0.0758676","0.1154091","3.82","1158.581","0.063425","0.0224233","0.0896932","0.1153182","3.82","1138.97","0.06343333","0.022114","0.088456","0.1153333"
"3.83","556.3008","0.06364167","0.0190185","0.076074","0.1157121","3.83","1160.294","0.06359167","0.0224885","0.089954","0.1156212","3.83","1140.68","0.0636","0.0221795","0.088718","0.1156364"
"3.84","557.6188","0.06380834","0.0190689","0.0762756","0.1160152","3.84","1162.006","0.06375834","0.0225549","0.0902196","0.1159242","3.84","1142.388","0.06376667","0.022246","0.088984","0.1159394"
"3.85","558.9364","0.063975","0.0191183","0.0764732","0.1163182","3.85","1163.717","0.063925","0.0226221","0.0904884","0.1162273","3.85","1144.092","0.06393334","0.022313","0.089252","0.1162424"
"3.86","560.2522","0.06414167","0.0191678","0.0766712","0.1166212","3.86","1165.425","0.06409167","0.0226894","0.0907576","0.1165303","3.86","1145.792","0.0641","0.0223802","0.0895208","0.1165455"
"3.87","561.567","0.06430833","0.0192188","0.0768752","0.1169242","3.87","1167.132","0.06425834","0.022756","0.091024","0.1168333","3.87","1147.488","0.06426667","0.0224481","0.0897924","0.1168485"
"3.88","562.8812","0.064475","0.0192718","0.0770872","0.1172273","3.88","1168.837","0.064425","0.0228219","0.0912876","0.1171364","3.88","1149.18","0.06444167","0.0225169","0.0900676","0.1171667"
"3.89","564.1956","0.06464167","0.0193267","0.0773068","0.1175303","3.89","1170.541","0.06459167","0.0228873","0.0915492","0.1174394","3.89","1150.868","0.0646","0.0225863","0.0903452","0.1174545"
"3.9","565.5099","0.06480833","0.0193832","0.0775328","0.1178333","3.9","1172.243","0.06475833","0.0229521","0.0918084","0.1177424","3.9","1152.552","0.06476667","0.0226559","0.0906236","0.1177576"
"3.91","566.824","0.064975","0.0194411","0.0777644","0.1181364","3.91","1173.946","0.064925","0.0230164","0.0920656","0.1180454","3.91","1154.234","0.06494167","0.0227249","0.0908996","0.1180758"
"3.92","568.1364","0.06514167","0.0194999","0.0779996","0.1184394","3.92","1175.65","0.06509167","0.0230803","0.0923212","0.1183485","3.92","1155.915","0.0651","0.0227921","0.0911684","0.1183636"
"3.93","569.4472","0.06530833","0.0195591","0.0782364","0.1187424","3.93","1177.354","0.06525833","0.0231439","0.0925756","0.1186515","3.93","1157.598","0.06526667","0.022857","0.091428","0.1186667"
"3.94","570.757","0.06548333","0.0196184","0.0784736","0.1190606","3.94","1179.059","0.065425","0.0232073","0.0928292","0.1189545","3.94","1159.282","0.06543333","0.0229197","0.0916788","0.1189697"
"3.95","572.0662","0.06564166","0.0196772","0.0787088","0.1193485","3.95","1180.763","0.06559167","0.0232704","0.0930816","0.1192576","3.95","1160.969","0.06560834","0.0229808","0.0919232","0.1192879"
"3.96","573.3764","0.06580833","0.0197342","0.0789368","0.1196515","3.96","1182.467","0.06575833","0.0233322","0.0933288","0.1195606","3.96","1162.66","0.06576667","0.0230409","0.0921636","0.1195758"
"3.97","574.6884","0.065975","0.0197882","0.0791528","0.1199545","3.97","1184.172","0.065925","0.0233918","0.0935672","0.1198636","3.97","1164.355","0.06593333","0.0231001","0.0924004","0.1198788"
"3.98","576.0014","0.06614166","0.019839","0.079356","0.1202576","3.98","1185.878","0.06609166","0.0234497","0.0937988","0.1201667","3.98","1166.053","0.0661","0.0231588","0.0926352","0.1201818"
"3.99","577.314","0.06630833","0.0198872","0.0795488","0.1205606","3.99","1187.584","0.06625833","0.023507","0.094028","0.1204697","3.99","1167.754","0.066275","0.0232164","0.0928656","0.1205"
"4","578.6256","0.066475","0.0199333","0.0797332","0.1208636","4","1189.289","0.06641667","0.0235645","0.094258","0.1207576","4","1169.458","0.06644167","0.0232727","0.0930908","0.120803"
"4.01","579.9366","0.06664167","0.0199775","0.07991","0.1211667","4.01","1190.991","0.06659167","0.0236228","0.0944912","0.1210757","4.01","1171.162","0.0666","0.0233282","0.0933128","0.1210909"
"4.02","581.2484","0.06680834","0.0200213","0.0800852","0.1214697","4.02","1192.69","0.06675833","0.0236815","0.094726","0.1213788","4.02","1172.865","0.06676666","0.023384","0.093536","0.1213939"
"4.03","582.561","0.066975","0.0200664","0.0802656","0.1217727","4.03","1194.388","0.066925","0.0237406","0.0949624","0.1216818","4.03","1174.566","0.06693333","0.0234407","0.0937628","0.121697"
"4.04","583.8732","0.06714167","0.0201135","0.080454","0.1220758","4.04","1196.087","0.06709167","0.0238004","0.0952016","0.1219849","4.04","1176.264","0.0671","0.0234992","0.0939968","0.122"
"4.05","585.185","0.06730834","0.0201629","0.0806516","0.1223788","4.05","1197.788","0.06725834","0.0238622","0.0954488","0.1222879","4.05","1177.961","0.06726667","0.02356","0.09424","0.122303"
"4.06","586.4956","0.067475","0.0202145","0.080858","0.1226818","4.06","1199.493","0.067425","0.023926","0.095704","0.1225909","4.06","1179.659","0.06743333","0.0236226","0.0944904","0.1226061"
"4.07","587.804","0.06764167","0.0202678","0.0810712","0.1229848","4.07","1201.201","0.06759167","0.023991","0.095964","0.1228939","4.07","1181.357","0.0676","0.0236864","0.0947456","0.1229091"
"4.08","589.1098","0.06780834","0.0203219","0.0812876","0.1232879","4.08","1202.912","0.06775834","0.0240563","0.0962252","0.123197","4.08","1183.056","0.06776667","0.0237513","0.0950052","0.1232121"
"4.09","590.4134","0.067975","0.020377","0.081508","0.1235909","4.09","1204.627","0.067925","0.0241212","0.0964848","0.1235","4.09","1184.755","0.06793334","0.0238168","0.0952672","0.1235152"
"4.1","591.7156","0.06814167","0.0204325","0.08173","0.1238939","4.1","1206.344","0.06809167","0.0241859","0.0967436","0.123803","4.1","1186.456","0.0681","0.0238824","0.0955296","0.1238182"
"4.11","593.0174","0.06831667","0.0204881","0.0819524","0.1242121","4.11","1208.064","0.06825834","0.0242509","0.0970036","0.1241061","4.11","1188.158","0.06826667","0.0239478","0.0957912","0.1241212"
"4.12","594.3188","0.068475","0.0205432","0.0821728","0.1245","4.12","1209.784","0.068425","0.0243161","0.0972644","0.1244091","4.12","1189.861","0.06843334","0.0240124","0.0960496","0.1244243"
"4.13","595.6194","0.06864167","0.0205973","0.0823892","0.124803","4.13","1211.505","0.06859167","0.0243804","0.0975216","0.1247121","4.13","1191.565","0.06860834","0.0240763","0.0963052","0.1247424"
"4.14","596.92","0.06880833","0.0206504","0.0826016","0.1251061","4.14","1213.224","0.06875833","0.0244435","0.09777401","0.1250151","4.14","1193.267","0.06876667","0.02414","0.09656","0.1250303"
"4.15","598.2212","0.068975","0.020703","0.082812","0.1254091","4.15","1214.941","0.068925","0.0245056","0.0980224","0.1253182","4.15","1194.969","0.06893333","0.0242035","0.096814","0.1253333"
"4.16","599.5222","0.06914167","0.0207557","0.0830228","0.1257121","4.16","1216.656","0.06909167","0.0245668","0.0982672","0.1256212","4.16","1196.669","0.06910834","0.0242667","0.0970668","0.1256515"
"4.17","600.8222","0.06930833","0.0208088","0.0832352","0.1260152","4.17","1218.367","0.06925833","0.0246272","0.0985088","0.1259242","4.17","1198.369","0.06926667","0.0243302","0.0973208","0.1259394"
"4.18","602.1214","0.069475","0.0208625","0.08345","0.1263182","4.18","1220.075","0.069425","0.0246867","0.09874679","0.1262273","4.18","1200.07","0.06943333","0.0243943","0.0975772","0.1262424"
"4.19","603.4194","0.06964166","0.0209165","0.083666","0.1266212","4.19","1221.779","0.06959166","0.0247456","0.09898241","0.1265303","4.19","1201.772","0.0696","0.024459","0.09783601","0.1265455"
"4.2","604.7164","0.06980833","0.0209705","0.083882","0.1269242","4.2","1223.479","0.06975833","0.0248043","0.09921719","0.1268333","4.2","1203.474","0.06976667","0.0245236","0.09809439","0.1268485"
"4.21","606.0128","0.069975","0.0210242","0.0840968","0.1272273","4.21","1225.175","0.069925","0.0248636","0.0994544","0.1271364","4.21","1205.177","0.06994167","0.0245875","0.09835","0.1271667"
"4.22","607.3087","0.07014167","0.0210774","0.0843096","0.1275303","4.22","1226.867","0.07009166","0.0249236","0.0996944","0.1274394","4.22","1206.879","0.0701","0.02465","0.09860001","0.1274545"
"4.23","608.6031","0.07030834","0.0211301","0.0845204","0.1278333","4.23","1228.558","0.07025833","0.0249839","0.09993561","0.1277424","4.23","1208.579","0.070275","0.0247109","0.09884359","0.1277727"
"4.24","609.8958","0.070475","0.0211823","0.0847292","0.1281364","4.24","1230.248","0.070425","0.0250446","0.1001784","0.1280455","4.24","1210.279","0.07043333","0.02477","0.09908","0.1280606"
"4.25","611.1862","0.07065","0.0212342","0.0849368","0.1284546","4.25","1231.937","0.07059167","0.0251058","0.1004232","0.1283485","4.25","1211.976","0.07060833","0.0248269","0.0993076","0.1283788"
"4.26","612.4744","0.07080834","0.0212853","0.0851412","0.1287424","4.26","1233.629","0.07075834","0.025167","0.100668","0.1286515","4.26","1213.672","0.07076667","0.0248814","0.0995256","0.1286667"
"4.27","613.7612","0.070975","0.0213357","0.0853428","0.1290455","4.27","1235.323","0.070925","0.0252273","0.1009092","0.1289545","4.27","1215.366","0.07093333","0.0249338","0.09973519","0.1289697"
"4.28","615.0484","0.07114167","0.0213858","0.0855432","0.1293485","4.28","1237.019","0.07109167","0.0252862","0.1011448","0.1292576","4.28","1217.059","0.0711","0.0249849","0.0999396","0.1292727"
"4.29","616.3368","0.07130834","0.021436","0.085744","0.1296515","4.29","1238.717","0.07125834","0.0253433","0.1013732","0.1295606","4.29","1218.754","0.071275","0.0250363","0.1001452","0.1295909"
"4.3","617.6272","0.071475","0.0214862","0.0859448","0.1299545","4.3","1240.415","0.071425","0.0253988","0.1015952","0.1298636","4.3","1220.45","0.07144167","0.0250888","0.1003552","0.1298939"
"4.31","618.919","0.07164167","0.0215365","0.086146","0.1302576","4.31","1242.113","0.07159167","0.0254543","0.1018172","0.1301667","4.31","1222.145","0.07160833","0.0251431","0.1005724","0.130197"
"4.32","620.211","0.07180833","0.0215873","0.0863492","0.1305606","4.32","1243.813","0.07175834","0.0255112","0.1020448","0.1304697","4.32","1223.835","0.07176667","0.0251991","0.1007964","0.1304848"
"4.33","621.502","0.07198334","0.0216389","0.0865556","0.1308788","4.33","1245.512","0.071925","0.0255702","0.1022808","0.1307727","4.33","1225.522","0.07193334","0.0252569","0.1010276","0.1307879"
"4.34","622.791","0.07214167","0.0216913","0.0867652","0.1311667","4.34","1247.212","0.07209167","0.0256314","0.1025256","0.1310758","4.34","1227.205","0.07210834","0.0253165","0.101266","0.1311061"
"4.35","624.0786","0.07230833","0.0217444","0.0869776","0.1314697","4.35","1248.914","0.07225","0.0256946","0.1027784","0.1313636","4.35","1228.886","0.072275","0.0253781","0.1015124","0.1314091"
"4.36","625.3642","0.072475","0.0217975","0.08719","0.1317727","4.36","1250.616","0.072425","0.0257591","0.1030364","0.1316818","4.36","1230.566","0.07244167","0.025441","0.101764","0.1317121"
"4.37","626.6482","0.07264167","0.0218505","0.087402","0.1320758","4.37","1252.316","0.07259167","0.0258241","0.1032964","0.1319849","4.37","1232.246","0.07260834","0.025505","0.10202","0.1320152"
"4.38","627.932","0.07280833","0.0219031","0.0876124","0.1323788","4.38","1254.014","0.07275833","0.0258896","0.1035584","0.1322879","4.38","1233.928","0.072775","0.0255695","0.102278","0.1323182"
"4.39","629.2164","0.072975","0.0219553","0.0878212","0.1326818","4.39","1255.711","0.072925","0.0259554","0.1038216","0.1325909","4.39","1235.611","0.07294167","0.0256346","0.1025384","0.1326212"
"4.4","630.5008","0.07314166","0.0220075","0.08803","0.1329848","4.4","1257.408","0.07309167","0.0260214","0.1040856","0.1328939","4.4","1237.294","0.0731","0.0257004","0.1028016","0.1329091"
"4.41","631.7844","0.07330833","0.0220604","0.0882416","0.1332879","4.41","1259.106","0.07325833","0.0260877","0.1043508","0.133197","4.41","1238.98","0.07326667","0.0257669","0.1030676","0.1332121"
"4.42","633.0668","0.073475","0.022114","0.088456","0.1335909","4.42","1260.805","0.073425","0.0261542","0.1046168","0.1335","4.42","1240.666","0.07344167","0.0258329","0.1033316","0.1335303"
"4.43","634.3484","0.07364167","0.0221681","0.0886724","0.1338939","4.43","1262.506","0.07359166","0.0262205","0.104882","0.133803","4.43","1242.355","0.07360833","0.025898","0.103592","0.1338333"
"4.44","635.629","0.07380833","0.0222223","0.0888892","0.134197","4.44","1264.207","0.07375833","0.0262866","0.1051464","0.1341061","4.44","1244.046","0.073775","0.0259624","0.1038496","0.1341364"
"4.45","636.909","0.073975","0.0222765","0.089106","0.1345","4.45","1265.91","0.073925","0.026353","0.105412","0.1344091","4.45","1245.738","0.07393333","0.0260271","0.1041084","0.1344242"
"4.46","638.189","0.07414167","0.0223305","0.089322","0.134803","4.46","1267.612","0.07409167","0.0264195","0.105678","0.1347121","4.46","1247.432","0.0741","0.0260926","0.1043704","0.1347273"
"4.47","639.4698","0.07430834","0.0223841","0.0895364","0.1351061","4.47","1269.314","0.07425833","0.0264856","0.1059424","0.1350151","4.47","1249.127","0.074275","0.026158","0.104632","0.1350455"
"4.48","640.7506","0.074475","0.0224373","0.0897492","0.1354091","4.48","1271.016","0.074425","0.0265511","0.1062044","0.1353182","4.48","1250.823","0.07444166","0.0262216","0.1048864","0.1353485"
"4.49","642.0308","0.07464167","0.0224902","0.0899608","0.1357121","4.49","1272.719","0.07459167","0.0266155","0.106462","0.1356212","4.49","1252.519","0.07460833","0.0262832","0.1051328","0.1356515"
"4.5","643.3104","0.07481667","0.022543","0.090172","0.1360303","4.5","1274.421","0.07475834","0.0266783","0.1067132","0.1359242","4.5","1254.215","0.07476667","0.0263436","0.1053744","0.1359394"
"4.51","644.5902","0.074975","0.0225953","0.0903812","0.1363182","4.51","1276.121","0.074925","0.0267399","0.1069596","0.1362273","4.51","1255.91","0.07494166","0.0264036","0.1056144","0.1362576"
"4.52","645.8706","0.07514167","0.0226459","0.0905836","0.1366212","4.52","1277.819","0.0751","0.0268007","0.1072028","0.1365454","4.52","1257.6","0.07510833","0.0264638","0.1058552","0.1365606"
"4.53","647.1519","0.07530834","0.0226943","0.0907772","0.1369243","4.53","1279.516","0.07525834","0.0268612","0.1074448","0.1368333","4.53","1259.288","0.075275","0.0265249","0.1060996","0.1368636"
"4.54","648.433","0.07548334","0.0227406","0.0909624","0.1372424","4.54","1281.213","0.075425","0.0269221","0.1076884","0.1371364","4.54","1260.974","0.07543334","0.0265872","0.1063488","0.1371515"
"4.55","649.714","0.07564167","0.0227853","0.0911412","0.1375303","4.55","1282.91","0.07559167","0.0269833","0.1079332","0.1374394","4.55","1262.658","0.07560834","0.0266511","0.1066044","0.1374697"
"4.56","650.9944","0.07580833","0.0228289","0.0913156","0.1378333","4.56","1284.607","0.07575833","0.0270444","0.1081776","0.1377424","4.56","1264.34","0.075775","0.0267166","0.1068664","0.1377727"
"4.57","652.2738","0.075975","0.0228726","0.0914904","0.1381364","4.57","1286.303","0.075925","0.0271051","0.1084204","0.1380454","4.57","1266.022","0.07594167","0.0267833","0.1071332","0.1380758"
"4.58","653.5512","0.07614167","0.0229175","0.09167","0.1384394","4.58","1287.998","0.07609167","0.0271654","0.1086616","0.1383485","4.58","1267.707","0.0761","0.0268501","0.1074004","0.1383636"
"4.59","654.825","0.07630833","0.0229642","0.0918568","0.1387424","4.59","1289.692","0.07625833","0.0272253","0.1089012","0.1386515","4.59","1269.393","0.07626667","0.0269162","0.1076648","0.1386667"
"4.6","656.0946","0.076475","0.0230134","0.0920536","0.1390455","4.6","1291.385","0.07643333","0.0272843","0.1091372","0.1389697","4.6","1271.081","0.07644167","0.0269809","0.1079236","0.1389849"
"4.61","657.3608","0.07664166","0.0230645","0.092258","0.1393485","4.61","1293.078","0.07659167","0.0273423","0.1093692","0.1392576","4.61","1272.772","0.07660834","0.0270437","0.1081748","0.1392879"
"4.62","658.625","0.07680833","0.0231171","0.0924684","0.1396515","4.62","1294.771","0.07675833","0.0273994","0.1095976","0.1395606","4.62","1274.465","0.076775","0.0271043","0.1084172","0.1395909"
"4.63","659.8892","0.07698333","0.0231703","0.0926812","0.1399697","4.63","1296.462","0.076925","0.0274559","0.1098236","0.1398636","4.63","1276.159","0.07693333","0.0271626","0.1086504","0.1398788"
"4.64","661.1544","0.07714166","0.023223","0.092892","0.1402576","4.64","1298.151","0.07709166","0.0275122","0.1100488","0.1401667","4.64","1277.852","0.07710833","0.0272193","0.1088772","0.140197"
"4.65","662.4214","0.07730833","0.0232746","0.0930984","0.1405606","4.65","1299.842","0.07725833","0.0275692","0.1102768","0.1404697","4.65","1279.545","0.077275","0.027275","0.1091","0.1405"
"4.66","663.6902","0.077475","0.0233253","0.0933012","0.1408636","4.66","1301.533","0.077425","0.0276277","0.1105108","0.1407727","4.66","1281.238","0.07744167","0.0273302","0.1093208","0.140803"
"4.67","664.961","0.07765","0.0233758","0.0935032","0.1411818","4.67","1303.223","0.07759167","0.0276878","0.1107512","0.1410758","4.67","1282.931","0.0776","0.0273847","0.1095388","0.1410909"
"4.68","666.2332","0.07781667","0.0234265","0.093706","0.1414849","4.68","1304.909","0.07775833","0.0277491","0.1109964","0.1413788","4.68","1284.622","0.077775","0.0274386","0.1097544","0.1414091"
"4.69","667.5058","0.077975","0.0234774","0.0939096","0.1417727","4.69","1306.594","0.07793333","0.0278103","0.1112412","0.141697","4.69","1286.312","0.07794167","0.0274926","0.1099704","0.1417121"
"4.7","668.7782","0.07814167","0.0235284","0.0941136","0.1420758","4.7","1308.277","0.07809167","0.0278705","0.111482","0.1419849","4.7","1287.999","0.07810833","0.0275474","0.1101896","0.1420152"
"4.71","670.0502","0.07830834","0.0235797","0.0943188","0.1423788","4.71","1309.962","0.07825834","0.0279298","0.1117192","0.1422879","4.71","1289.684","0.07826667","0.0276035","0.110414","0.142303"
"4.72","671.3216","0.07848334","0.0236314","0.0945256","0.142697","4.72","1311.648","0.078425","0.0279888","0.1119552","0.1425909","4.72","1291.366","0.07843333","0.0276613","0.1106452","0.1426061"
"4.73","672.592","0.07864167","0.0236836","0.0947344","0.1429849","4.73","1313.337","0.0786","0.0280481","0.1121924","0.1429091","4.73","1293.047","0.07860833","0.0277205","0.110882","0.1429242"
"4.74","673.8608","0.07880834","0.0237362","0.0949448","0.1432879","4.74","1315.028","0.07875834","0.0281076","0.1124304","0.143197","4.74","1294.727","0.078775","0.0277809","0.1111236","0.1432273"
"4.75","675.1272","0.078975","0.0237886","0.0951544","0.1435909","4.75","1316.723","0.078925","0.0281668","0.1126672","0.1435","4.75","1296.41","0.07893334","0.0278428","0.1113712","0.1435152"
"4.76","676.3916","0.07915","0.0238405","0.095362","0.1439091","4.76","1318.421","0.07909167","0.0282262","0.1129048","0.143803","4.76","1298.093","0.07910834","0.0279061","0.1116244","0.1438333"
"4.77","677.6538","0.07931667","0.0238912","0.0955648","0.1442121","4.77","1320.12","0.07925834","0.0282865","0.113146","0.1441061","4.77","1299.776","0.079275","0.0279702","0.1118808","0.1441364"
"4.78","678.9126","0.079475","0.0239408","0.0957632","0.1445","4.78","1321.816","0.079425","0.0283482","0.1133928","0.1444091","4.78","1301.46","0.07944167","0.0280346","0.1121384","0.1444394"
"4.79","680.1672","0.07964167","0.0239899","0.0959596","0.144803","4.79","1323.509","0.07959167","0.028411","0.113644","0.1447121","4.79","1303.143","0.0796","0.0280989","0.1123956","0.1447273"
"4.8","681.4186","0.07981667","0.0240389","0.0961556","0.1451212","4.8","1325.2","0.07975833","0.0284746","0.1138984","0.1450152","4.8","1304.828","0.079775","0.0281631","0.1126524","0.1450454"
"4.81","682.6698","0.07998333","0.0240882","0.0963528","0.1454242","4.81","1326.887","0.079925","0.0285381","0.1141524","0.1453182","4.81","1306.516","0.07994167","0.0282272","0.1129088","0.1453485"
"4.82","683.9236","0.08014167","0.0241375","0.09655","0.1457121","4.82","1328.572","0.08009167","0.0286014","0.1144056","0.1456212","4.82","1308.207","0.08010834","0.0282916","0.1131664","0.1456515"
"4.83","685.1818","0.08030833","0.024187","0.096748","0.1460152","4.83","1330.255","0.08025833","0.0286646","0.1146584","0.1459242","4.83","1309.9","0.08026667","0.0283564","0.1134256","0.1459394"
"4.84","686.4442","0.080475","0.0242367","0.0969468","0.1463182","4.84","1331.938","0.080425","0.0287284","0.1149136","0.1462273","4.84","1311.591","0.08043333","0.0284214","0.1136856","0.1462424"
"4.85","687.7102","0.08064166","0.0242868","0.0971472","0.1466212","4.85","1333.622","0.08059167","0.0287932","0.1151728","0.1465303","4.85","1313.281","0.08060833","0.0284865","0.113946","0.1465606"
"4.86","688.9786","0.08080833","0.0243374","0.0973496","0.1469242","4.86","1335.309","0.08075833","0.0288595","0.115438","0.1468333","4.86","1314.969","0.080775","0.0285518","0.1142072","0.1468636"
"4.87","690.2478","0.080975","0.0243887","0.0975548","0.1472273","4.87","1336.999","0.080925","0.0289268","0.1157072","0.1471364","4.87","1316.654","0.08094167","0.0286174","0.1144696","0.1471667"
"4.88","691.5166","0.08114167","0.0244411","0.0977644","0.1475303","4.88","1338.692","0.08109166","0.0289942","0.1159768","0.1474394","4.88","1318.338","0.08110833","0.0286834","0.1147336","0.1474697"
"4.89","692.7842","0.08131666","0.0244939","0.0979756","0.1478485","4.89","1340.387","0.08125833","0.0290609","0.1162436","0.1477424","4.89","1320.021","0.08126666","0.0287495","0.114998","0.1477576"
"4.9","694.0492","0.081475","0.024547","0.098188","0.1481364","4.9","1342.083","0.081425","0.0291261","0.1165044","0.1480455","4.9","1321.704","0.08144167","0.0288151","0.1152604","0.1480758"
"4.91","695.3106","0.08164167","0.0246001","0.0984004","0.1484394","4.91","1343.779","0.08159167","0.0291895","0.116758","0.1483485","4.91","1323.389","0.08160833","0.0288789","0.1155156","0.1483788"
"4.92","696.5688","0.08180834","0.0246533","0.09861321","0.1487424","4.92","1345.472","0.08175834","0.0292515","0.117006","0.1486515","4.92","1325.074","0.081775","0.0289405","0.115762","0.1486818"
"4.93","697.8244","0.08198334","0.0247069","0.0988276","0.1490606","4.93","1347.162","0.081925","0.0293129","0.1172516","0.1489545","4.93","1326.76","0.08193333","0.0290002","0.1160008","0.1489697"
"4.94","699.0788","0.08215","0.02476","0.09903999","0.1493636","4.94","1348.847","0.0821","0.0293735","0.117494","0.1492727","4.94","1328.445","0.08210833","0.0290583","0.1162332","0.1492879"
"4.95","700.3334","0.08230834","0.0248117","0.0992468","0.1496515","4.95","1350.528","0.08225834","0.0294335","0.117734","0.1495606","4.95","1330.13","0.082275","0.0291155","0.116462","0.1495909"
"4.96","701.5886","0.082475","0.0248619","0.0994476","0.1499545","4.96","1352.207","0.082425","0.0294929","0.1179716","0.1498636","4.96","1331.814","0.08244167","0.0291724","0.1166896","0.1498939"
"4.97","702.8444","0.08264167","0.0249109","0.0996436","0.1502576","4.97","1353.886","0.08259167","0.0295523","0.1182092","0.1501667","4.97","1333.497","0.08260833","0.0292288","0.1169152","0.150197"
"4.98","704.1","0.08281667","0.0249587","0.0998348","0.1505758","4.98","1355.566","0.08275834","0.029613","0.118452","0.1504697","4.98","1335.18","0.082775","0.0292842","0.1171368","0.1505"
"4.99","705.355","0.082975","0.025006","0.100024","0.1508636","4.99","1357.246","0.08293334","0.0296756","0.1187024","0.1507879","4.99","1336.861","0.08294167","0.0293386","0.1173544","0.150803"
"5","706.6092","0.08314167","0.0250532","0.1002128","0.1511667","5","1358.928","0.0831","0.0297395","0.118958","0.1510909","5","1338.542","0.08310834","0.0293922","0.1175688","0.1511061"
"5.01","707.8622","0.08330833","0.0251007","0.1004028","0.1514697","5.01","1360.612","0.08325833","0.0298035","0.119214","0.1513788","5.01","1340.224","0.083275","0.0294462","0.1177848","0.1514091"
"5.02","709.1144","0.083475","0.025149","0.100596","0.1517727","5.02","1362.298","0.083425","0.0298674","0.1194696","0.1516818","5.02","1341.907","0.08344167","0.0295012","0.1180048","0.1517121"
"5.03","710.3656","0.08364167","0.0251981","0.1007924","0.1520758","5.03","1363.987","0.08359167","0.0299308","0.1197232","0.1519849","5.03","1343.593","0.08360834","0.0295573","0.1182292","0.1520152"
"5.04","711.6162","0.08380833","0.0252479","0.1009916","0.1523788","5.04","1365.679","0.08375833","0.0299939","0.1199756","0.1522879","5.04","1345.281","0.083775","0.0296145","0.118458","0.1523182"
"5.05","712.8656","0.083975","0.0252987","0.1011948","0.1526818","5.05","1367.372","0.083925","0.0300569","0.1202276","0.1525909","5.05","1346.968","0.08394167","0.0296734","0.1186936","0.1526212"
"5.06","714.1134","0.08415","0.0253504","0.1014016","0.153","5.06","1369.067","0.08409167","0.0301198","0.1204792","0.1528939","5.06","1348.654","0.08410834","0.0297339","0.1189356","0.1529243"
"5.07","715.3594","0.08431667","0.0254024","0.1016096","0.153303","5.07","1370.766","0.08426667","0.0301821","0.1207284","0.1532121","5.07","1350.336","0.084275","0.0297958","0.1191832","0.1532273"
"5.08","716.605","0.08448333","0.0254544","0.1018176","0.1536061","5.08","1372.466","0.08443333","0.0302432","0.1209728","0.1535151","5.08","1352.018","0.08444167","0.0298591","0.1194364","0.1535303"
"5.09","717.8516","0.08465","0.025506","0.102024","0.1539091","5.09","1374.165","0.08459166","0.0303028","0.1212112","0.153803","5.09","1353.699","0.08460833","0.0299233","0.1196932","0.1538333"
"5.1","719.1006","0.08481666","0.0255564","0.1022256","0.1542121","5.1","1375.864","0.08475833","0.0303613","0.1214452","0.1541061","5.1","1355.381","0.084775","0.0299876","0.1199504","0.1541364"
"5.11","720.3526","0.08498333","0.0256057","0.1024228","0.1545152","5.11","1377.56","0.084925","0.0304195","0.121678","0.1544091","5.11","1357.065","0.08494167","0.0300512","0.1202048","0.1544394"
"5.12","721.6072","0.08515","0.0256548","0.1026192","0.1548182","5.12","1379.255","0.08509167","0.0304787","0.1219148","0.1547121","5.12","1358.751","0.08510833","0.0301138","0.1204552","0.1547424"
"5.13","722.8632","0.08530834","0.0257046","0.1028184","0.1551061","5.13","1380.947","0.08525833","0.0305396","0.1221584","0.1550152","5.13","1360.438","0.085275","0.0301757","0.1207028","0.1550454"
"5.14","724.12","0.085475","0.0257555","0.103022","0.1554091","5.14","1382.64","0.085425","0.0306016","0.1224064","0.1553182","5.14","1362.125","0.08543333","0.0302374","0.1209496","0.1553333"
"5.15","725.377","0.08564167","0.0258074","0.1032296","0.1557121","5.15","1384.333","0.08559167","0.0306644","0.1226576","0.1556212","5.15","1363.812","0.0856","0.0302991","0.1211964","0.1556364"
"5.16","726.6336","0.08580834","0.0258593","0.1034372","0.1560152","5.16","1386.027","0.08576667","0.0307277","0.1229108","0.1559394","5.16","1365.499","0.085775","0.0303612","0.1214448","0.1559546"
"5.17","727.8896","0.085975","0.0259113","0.1036452","0.1563182","5.17","1387.719","0.085925","0.0307917","0.1231668","0.1562273","5.17","1367.184","0.08594166","0.0304237","0.1216948","0.1562576"
"5.18","729.1434","0.08614167","0.0259633","0.1038532","0.1566212","5.18","1389.412","0.0861","0.0308564","0.1234256","0.1565455","5.18","1368.868","0.0861","0.0304863","0.1219452","0.1565455"
"5.19","730.3938","0.08631667","0.0260156","0.1040624","0.1569394","5.19","1391.102","0.08625834","0.0309214","0.1236856","0.1568333","5.19","1370.549","0.086275","0.0305489","0.1221956","0.1568636"
"5.2","731.6418","0.08648334","0.0260676","0.1042704","0.1572424","5.2","1392.791","0.08643334","0.0309854","0.1239416","0.1571515","5.2","1372.228","0.08644167","0.0306116","0.1224464","0.1571667"
