"1 _ 1",,,
"时间","载荷","行程","位移"
"sec","N","mm","mm"
"29.15","984.9278","9.712158","9.712158"
"29.16","984.8996","9.715492","9.715492"
"29.17","984.873","9.718825","9.718825"
"29.18","984.8484","9.722158","9.722158"
"29.19","984.8252","9.725492","9.725492"
"29.2","984.8034","9.728833","9.728833"
"29.21","984.7828","9.732159","9.732159"
"29.22","984.7628","9.7355","9.7355"
"29.23","984.743","9.738817","9.738817"
"29.24","984.7242","9.742133","9.742133"
"29.25","984.7064","9.745467","9.745467"
"29.26","984.689","9.748792","9.748792"
"29.27","984.6716","9.752117","9.752117"
"29.28","984.6544","9.75545","9.75545"
"29.29","984.6364","9.758775","9.758775"
"29.3","984.6164","9.762092","9.762092"
"29.31","984.594","9.765417","9.765417"
"29.32","984.569","9.768759","9.768759"
"29.33","984.5404","9.772117","9.772117"
"29.34","984.5088","9.775476","9.775476"
"29.35","984.4764","9.778833","9.778833"
"29.36","984.4449","9.782166","9.782166"
"29.37","984.4148","9.785517","9.785517"
"29.38","984.3864","9.788867","9.788867"
"29.39","984.3606","9.7922","9.7922"
"29.4","984.338","9.79555","9.79555"
"29.41","984.3174","9.798892","9.798892"
"29.42","984.2975","9.802217","9.802217"
"29.43","984.2778","9.805542","9.805542"
"29.44","984.259","9.808859","9.808859"
"29.45","984.2406","9.812183","9.812183"
"29.46","984.2238","9.815509","9.815509"
"29.47","984.2083","9.818825","9.818825"
"29.48","984.194","9.82215","9.82215"
"29.49","984.181","9.825467","9.825467"
"29.5","984.1686","9.828792","9.828792"
"29.51","984.1564","9.832125","9.832125"
"29.52","984.144","9.83545","9.83545"
"29.53","984.1306","9.838792","9.838792"
"29.54","984.1158","9.84215","9.84215"
"29.55","984.099","9.845491","9.845491"
"29.56","984.0802","9.848825","9.848825"
"29.57","984.0598","9.852141","9.852141"
"29.58","984.0388","9.855483","9.855483"
"29.59","984.0174","9.858809","9.858809"
"29.6","983.9962","9.862159","9.862159"
"29.61","983.976","9.865492","9.865492"
"29.62","983.9574","9.868825","9.868825"
"29.63","983.9408","9.872158","9.872158"
"29.64","983.9258","9.875475","9.875475"
"29.65","983.9116","9.8788","9.8788"
"29.66","983.8972","9.882116","9.882116"
"29.67","983.882","9.88545","9.88545"
"29.68","983.866","9.888783","9.888783"
"29.69","983.8504","9.892117","9.892117"
"29.7","983.8366","9.895433","9.895433"
"29.71","983.8246","9.898775","9.898775"
"29.72","983.8134","9.902117","9.902117"
"29.73","983.801","9.905475","9.905475"
"29.74","983.7872","9.908825","9.908825"
"29.75","983.7718","9.912175","9.912175"
"29.76","983.7548","9.915508","9.915508"
"29.77","983.7368","9.918841","9.918841"
"29.78","983.7188","9.922192","9.922192"
"29.79","983.702","9.925533","9.925533"
"29.8","983.6866","9.928866","9.928866"
"29.81","983.6722","9.9322","9.9322"
"29.82","983.6578","9.935534","9.935534"
"29.83","983.6434","9.938858","9.938858"
"29.84","983.6292","9.942175","9.942175"
"29.85","983.6154","9.9455","9.9455"
"29.86","983.6016","9.948825","9.948825"
"29.87","983.5866","9.95215","9.95215"
"29.88","983.5688","9.955483","9.955483"
"29.89","983.5472","9.958792","9.958792"
"29.9","983.5214","9.962117","9.962117"
"29.91","983.492","9.96545","9.96545"
"29.92","983.459","9.968792","9.968792"
"29.93","983.4224","9.972134","9.972134"
"29.94","983.3848","9.975484","9.975484"
"29.95","983.3476","9.978833","9.978833"
"29.96","983.312","9.982159","9.982159"
"29.97","983.2794","9.9855","9.9855"
"29.98","983.2516","9.988842","9.988842"
"29.99","983.229","9.992167","9.992167"
"30","983.2112","9.995501","9.995501"
"30.01","983.197","9.998834","9.998834"
"30.02","983.1854","10.00217","10.00217"
"30.03","983.1752","10.00548","10.00548"
"30.04","983.1646","10.00882","10.00882"
"30.05","983.1512","10.01214","10.01214"
"30.06","983.1338","10.01546","10.01546"
"30.07","983.113","10.01877","10.01877"
"30.08","983.09","10.02211","10.02211"
"30.09","983.0672","10.02543","10.02543"
"30.1","983.045","10.02876","10.02876"
"30.11","983.0238","10.0321","10.0321"
"30.12","983.0032","10.03545","10.03545"
"30.13","982.983","10.0388","10.0388"
"30.14","982.964","10.04215","10.04215"
"30.15","982.9466","10.04549","10.04549"
"30.16","982.9312","10.04883","10.04883"
"30.17","982.918","10.05217","10.05217"
"30.18","982.9064","10.05551","10.05551"
"30.19","982.8948","10.05884","10.05884"
"30.2","982.8824","10.06218","10.06218"
"30.21","982.8688","10.06553","10.06553"
"30.22","982.8526","10.06886","10.06886"
"30.23","982.833","10.07218","10.07218"
"30.24","982.8106","10.07551","10.07551"
"30.25","982.7852","10.07883","10.07883"
"30.26","982.7576","10.08215","10.08215"
"30.27","982.7286","10.08547","10.08547"
"30.28","982.7006","10.08881","10.08881"
"30.29","982.6752","10.09212","10.09212"
"30.3","982.6534","10.09545","10.09545"
"30.31","982.634","10.09878","10.09878"
"30.32","982.6162","10.10213","10.10213"
"30.33","982.5984","10.10548","10.10548"
"30.34","982.579","10.10882","10.10882"
"30.35","982.5578","10.11217","10.11217"
"30.36","982.5344","10.1155","10.1155"
"30.37","982.5094","10.11883","10.11883"
"30.38","982.4828","10.12216","10.12216"
"30.39","982.4548","10.12549","10.12549"
"30.4","982.4258","10.12883","10.12883"
"30.41","982.3968","10.13218","10.13218"
"30.42","982.3686","10.13552","10.13552"
"30.43","982.3422","10.13885","10.13885"
"30.44","982.3182","10.14217","10.14217"
"30.45","982.2954","10.1455","10.1455"
"30.46","982.2722","10.1488","10.1488"
"30.47","982.2482","10.15212","10.15212"
"30.48","982.2242","10.15544","10.15544"
"30.49","982.2004","10.15878","10.15878"
"30.5","982.176","10.16209","10.16209"
"30.51","982.15","10.16543","10.16543"
"30.52","982.1226","10.16877","10.16877"
"30.53","982.0944","10.17212","10.17212"
"30.54","982.0662","10.17547","10.17547"
"30.55","982.0384","10.17882","10.17882"
"30.56","982.0118","10.18216","10.18216"
"30.57","981.988","10.18551","10.18551"
"30.58","981.9677","10.18885","10.18885"
"30.59","981.9514","10.19217","10.19217"
"30.6","981.9394","10.19552","10.19552"
"30.61","981.93","10.19886","10.19886"
"30.62","981.921","10.20219","10.20219"
"30.63","981.9116","10.20552","10.20552"
"30.64","981.9024","10.20886","10.20886"
"30.65","981.894","10.21218","10.21218"
"30.66","981.8852","10.21549","10.21549"
"30.67","981.8744","10.21881","10.21881"
"30.68","981.861","10.22213","10.22213"
"30.69","981.8452","10.22546","10.22546"
"30.7","981.8286","10.22878","10.22878"
"30.71","981.8114","10.23212","10.23212"
"30.72","981.795","10.23546","10.23546"
"30.73","981.7788","10.2388","10.2388"
"30.74","981.763","10.24216","10.24216"
"30.75","981.7484","10.24549","10.24549"
"30.76","981.735","10.24883","10.24883"
"30.77","981.723","10.25218","10.25218"
"30.78","981.7118","10.25553","10.25553"
"30.79","981.7018","10.25884","10.25884"
"30.8","981.6928","10.26217","10.26217"
"30.81","981.6832","10.2655","10.2655"
"30.82","981.6716","10.26883","10.26883"
"30.83","981.6577","10.27215","10.27215"
"30.84","981.6422","10.27548","10.27548"
"30.85","981.6268","10.2788","10.2788"
"30.86","981.611","10.28212","10.28212"
"30.87","981.5946","10.28544","10.28544"
"30.88","981.5772","10.28878","10.28878"
"30.89","981.5578","10.29211","10.29211"
"30.9","981.5364","10.29543","10.29543"
"30.91","981.5114","10.29876","10.29876"
"30.92","981.4834","10.3021","10.3021"
"30.93","981.4534","10.30545","10.30545"
"30.94","981.423","10.3088","10.3088"
"30.95","981.3926","10.31214","10.31214"
"30.96","981.3628","10.31548","10.31548"
"30.97","981.3342","10.31883","10.31883"
"30.98","981.3074","10.32218","10.32218"
"30.99","981.283","10.32552","10.32552"
"31","981.2602","10.32886","10.32886"
"31.01","981.2382","10.3322","10.3322"
"31.02","981.2168","10.33553","10.33553"
"31.03","981.1968","10.33885","10.33885"
"31.04","981.178","10.34218","10.34218"
"31.05","981.1596","10.3455","10.3455"
"31.06","981.1404","10.34882","10.34882"
"31.07","981.1202","10.35215","10.35215"
"31.08","981.0992","10.35548","10.35548"
"31.09","981.0776","10.35881","10.35881"
"31.1","981.0556","10.36212","10.36212"
"31.11","981.0338","10.36545","10.36545"
"31.12","981.0126","10.36879","10.36879"
"31.13","980.9924","10.37214","10.37214"
"31.14","980.9736","10.3755","10.3755"
"31.15","980.955","10.37883","10.37883"
"31.16","980.9362","10.38216","10.38216"
"31.17","980.9168","10.3855","10.3855"
"31.18","980.8976","10.38883","10.38883"
"31.19","980.8792","10.39217","10.39217"
"31.2","980.862","10.3955","10.3955"
"31.21","980.8444","10.39883","10.39883"
"31.22","980.825","10.40216","10.40216"
"31.23","980.8036","10.40547","10.40547"
"31.24","980.7812","10.4088","10.4088"
"31.25","980.758","10.41213","10.41213"
"31.26","980.7334","10.41544","10.41544"
"31.27","980.7082","10.41878","10.41878"
"31.28","980.6834","10.42211","10.42211"
"31.29","980.66","10.42543","10.42543"
"31.3","980.6378","10.42876","10.42876"
"31.31","980.6158","10.43209","10.43209"
"31.32","980.5934","10.43544","10.43544"
"31.33","980.5704","10.4388","10.4388"
"31.34","980.5488","10.44215","10.44215"
"31.35","980.5296","10.44549","10.44549"
"31.36","980.5128","10.44883","10.44883"
"31.37","980.498","10.45218","10.45218"
"31.38","980.4836","10.45553","10.45553"
"31.39","980.4684","10.45887","10.45887"
"31.4","980.4512","10.46222","10.46222"
"31.41","980.4336","10.46556","10.46556"
"31.42","980.4162","10.46889","10.46889"
"31.43","980.3994","10.47221","10.47221"
"31.44","980.3828","10.47552","10.47552"
"31.45","980.3658","10.47884","10.47884"
"31.46","980.347","10.48217","10.48217"
"31.47","980.3254","10.48548","10.48548"
"31.48","980.3022","10.48882","10.48882"
"31.49","980.2786","10.49213","10.49213"
"31.5","980.2558","10.49545","10.49545"
"31.51","980.2352","10.49879","10.49879"
"31.52","980.217","10.50212","10.50212"
"31.53","980.1996","10.50548","10.50548"
"31.54","980.183","10.50883","10.50883"
"31.55","980.167","10.51217","10.51217"
"31.56","980.1522","10.51549","10.51549"
"31.57","980.1388","10.51882","10.51882"
"31.58","980.1274","10.52215","10.52215"
"31.59","980.1174","10.52548","10.52548"
"31.6","980.1078","10.52882","10.52882"
"31.61","980.0968","10.53217","10.53217"
"31.62","980.084","10.53549","10.53549"
"31.63","980.0682","10.53882","10.53882"
"31.64","980.049","10.54212","10.54212"
"31.65","980.0262","10.54546","10.54546"
"31.66","980","10.54879","10.54879"
"31.67","979.9726","10.55212","10.55212"
"31.68","979.9452","10.55547","10.55547"
"31.69","979.92","10.5588","10.5588"
"31.7","979.899","10.56211","10.56211"
"31.71","979.8816","10.56544","10.56544"
"31.72","979.8666","10.56879","10.56879"
"31.73","979.8526","10.57215","10.57215"
"31.74","979.8394","10.5755","10.5755"
"31.75","979.8264","10.57884","10.57884"
"31.76","979.8132","10.58218","10.58218"
"31.77","979.8","10.58552","10.58552"
"31.78","979.787","10.58886","10.58886"
"31.79","979.7746","10.5922","10.5922"
"31.8","979.7634","10.59553","10.59553"
"31.81","979.754","10.59887","10.59887"
"31.82","979.7468","10.60221","10.60221"
"31.83","979.7416","10.60553","10.60553"
"31.84","979.7372","10.60884","10.60884"
"31.85","979.7316","10.61217","10.61217"
"31.86","979.7236","10.61549","10.61549"
"31.87","979.713","10.61882","10.61882"
"31.88","979.6992","10.62216","10.62216"
"31.89","979.6826","10.62547","10.62547"
"31.9","979.6626","10.62878","10.62878"
"31.91","979.6404","10.63211","10.63211"
"31.92","979.6176","10.63545","10.63545"
"31.93","979.5948","10.6388","10.6388"
"31.94","979.5724","10.64215","10.64215"
"31.95","979.5512","10.6455","10.6455"
"31.96","979.532","10.64882","10.64882"
"31.97","979.5158","10.65217","10.65217"
"31.98","979.5036","10.6555","10.6555"
"31.99","979.4954","10.65882","10.65882"
"32","979.4906","10.66217","10.66217"
"32.01","979.4874","10.66551","10.66551"
"32.02","979.4834","10.66883","10.66883"
"32.03","979.4764","10.67216","10.67216"
"32.04","979.4634","10.67548","10.67548"
"32.05","979.444","10.67881","10.67881"
"32.06","979.4184","10.68213","10.68213"
"32.07","979.3892","10.68545","10.68545"
"32.08","979.358","10.68879","10.68879"
"32.09","979.3257","10.69212","10.69212"
"32.1","979.2928","10.69543","10.69543"
"32.11","979.2604","10.69877","10.69877"
"32.12","979.2296","10.70212","10.70212"
"32.13","979.2008","10.70547","10.70547"
"32.14","979.1738","10.70882","10.70882"
"32.15","979.1464","10.71216","10.71216"
"32.16","979.1184","10.7155","10.7155"
"32.17","979.09","10.71884","10.71884"
"32.18","979.0616","10.72218","10.72218"
"32.19","979.034","10.72552","10.72552"
"32.2","979.0086","10.72886","10.72886"
"32.21","978.985","10.7322","10.7322"
"32.22","978.9622","10.73553","10.73553"
"32.23","978.939","10.73886","10.73886"
"32.24","978.9156","10.74218","10.74218"
"32.25","978.8914","10.7455","10.7455"
"32.26","978.8664","10.74882","10.74882"
"32.27","978.8408","10.75214","10.75214"
"32.28","978.8154","10.75548","10.75548"
"32.29","978.7902","10.75879","10.75879"
"32.3","978.7644","10.76212","10.76212"
"32.31","978.7372","10.76546","10.76546"
"32.32","978.708","10.7688","10.7688"
"32.33","978.6766","10.77214","10.77214"
"32.34","978.6432","10.77548","10.77548"
"32.35","978.6086","10.77884","10.77884"
"32.36","978.5742","10.78217","10.78217"
"32.37","978.5416","10.7855","10.7855"
"32.38","978.5124","10.78884","10.78884"
"32.39","978.4874","10.79217","10.79217"
"32.4","978.4666","10.7955","10.7955"
"32.41","978.449","10.79883","10.79883"
"32.42","978.4338","10.80218","10.80218"
"32.43","978.4196","10.80551","10.80551"
"32.44","978.4044","10.80884","10.80884"
"32.45","978.3872","10.81217","10.81217"
"32.46","978.3684","10.81548","10.81548"
"32.47","978.3496","10.81879","10.81879"
"32.48","978.3336","10.82212","10.82212"
"32.49","978.3204","10.82544","10.82544"
"32.5","978.3096","10.82876","10.82876"
"32.51","978.2996","10.83209","10.83209"
"32.52","978.2886","10.83543","10.83543"
"32.53","978.2754","10.83878","10.83878"
"32.54","978.26","10.84213","10.84213"
"32.55","978.2424","10.84548","10.84548"
"32.56","978.223","10.84883","10.84883"
"32.57","978.2034","10.85217","10.85217"
"32.58","978.1846","10.85552","10.85552"
"32.59","978.167","10.85884","10.85884"
"32.6","978.1514","10.86218","10.86218"
"32.61","978.1368","10.86553","10.86553"
"32.62","978.1236","10.86887","10.86887"
"32.63","978.11","10.8722","10.8722"
"32.64","978.0946","10.87553","10.87553"
"32.65","978.0782","10.87885","10.87885"
"32.66","978.0626","10.88217","10.88217"
"32.67","978.049","10.88548","10.88548"
"32.68","978.0376","10.88882","10.88882"
"32.69","978.0274","10.89214","10.89214"
"32.7","978.0172","10.89546","10.89546"
"32.71","978.007","10.89879","10.89879"
"32.72","977.996","10.90213","10.90213"
"32.73","977.9842","10.90547","10.90547"
"32.74","977.9716","10.90881","10.90881"
"32.75","977.9588","10.91216","10.91216"
"32.76","977.9454","10.91549","10.91549"
"32.77","977.931","10.91884","10.91884"
"32.78","977.9158","10.92218","10.92218"
"32.79","977.8996","10.92551","10.92551"
"32.8","977.883","10.92883","10.92883"
"32.81","977.8656","10.93217","10.93217"
"32.82","977.8476","10.9355","10.9355"
"32.83","977.8298","10.93882","10.93882"
"32.84","977.8134","10.94214","10.94214"
"32.85","977.7976","10.94547","10.94547"
"32.86","977.781","10.94878","10.94878"
"32.87","977.7622","10.95211","10.95211"
"32.88","977.7408","10.95545","10.95545"
"32.89","977.7162","10.95878","10.95878"
"32.9","977.689","10.9621","10.9621"
"32.91","977.6614","10.96543","10.96543"
"32.92","977.6344","10.96877","10.96877"
"32.93","977.6084","10.97212","10.97212"
"32.94","977.5836","10.97546","10.97546"
"32.95","977.56","10.97881","10.97881"
"32.96","977.5372","10.98215","10.98215"
"32.97","977.5162","10.98551","10.98551"
"32.98","977.4972","10.98885","10.98885"
"32.99","977.481","10.99218","10.99218"
"33","977.4682","10.99552","10.99552"
"33.01","977.459","10.99887","10.99887"
"33.02","977.4526","11.0022","11.0022"
"33.03","977.4486","11.00552","11.00552"
"33.04","977.4446","11.00884","11.00884"
"33.05","977.4382","11.01218","11.01218"
"33.06","977.428","11.01549","11.01549"
"33.07","977.4146","11.01882","11.01882"
"33.08","977.3986","11.02216","11.02216"
"33.09","977.3818","11.02548","11.02548"
"33.1","977.3646","11.0288","11.0288"
"33.11","977.3478","11.03213","11.03213"
"33.12","977.3318","11.03547","11.03547"
"33.13","977.3172","11.03883","11.03883"
"33.14","977.303","11.04216","11.04216"
"33.15","977.2885","11.0455","11.0455"
"33.16","977.272","11.04883","11.04883"
"33.17","977.2536","11.05218","11.05218"
"33.18","977.2334","11.05551","11.05551"
"33.19","977.2118","11.05883","11.05883"
"33.2","977.1894","11.06217","11.06217"
"33.21","977.165","11.0655","11.0655"
"33.22","977.1378","11.06883","11.06883"
"33.23","977.1092","11.07216","11.07216"
"33.24","977.0804","11.07547","11.07547"
"33.25","977.0526","11.07881","11.07881"
"33.26","977.0272","11.08212","11.08212"
"33.27","977.0048","11.08544","11.08544"
"33.28","976.9858","11.08877","11.08877"
"33.29","976.9698","11.0921","11.0921"
"33.3","976.9538","11.09542","11.09542"
"33.31","976.9356","11.09876","11.09876"
"33.32","976.9154","11.1021","11.1021"
"33.33","976.893","11.10545","11.10545"
"33.34","976.8696","11.10881","11.10881"
"33.35","976.8464","11.11217","11.11217"
"33.36","976.824","11.1155","11.1155"
"33.37","976.8034","11.11885","11.11885"
"33.38","976.7852","11.1222","11.1222"
"33.39","976.768","11.12554","11.12554"
"33.4","976.7516","11.12888","11.12888"
"33.41","976.7356","11.13221","11.13221"
"33.42","976.719","11.13554","11.13554"
"33.43","976.702","11.13887","11.13887"
"33.44","976.6842","11.14219","11.14219"
"33.45","976.6656","11.14552","11.14552"
"33.46","976.6456","11.14884","11.14884"
"33.47","976.6256","11.15215","11.15215"
"33.48","976.6064","11.15547","11.15547"
"33.49","976.59","11.15879","11.15879"
"33.5","976.577","11.16212","11.16212"
"33.51","976.5666","11.16545","11.16545"
"33.52","976.5572","11.16879","11.16879"
"33.53","976.5474","11.17213","11.17213"
"33.54","976.5368","11.17548","11.17548"
"33.55","976.525","11.17883","11.17883"
"33.56","976.5118","11.18216","11.18216"
"33.57","976.496","11.18548","11.18548"
"33.58","976.4782","11.18882","11.18882"
"33.59","976.4582","11.19215","11.19215"
"33.6","976.4378","11.19549","11.19549"
"33.61","976.4176","11.19883","11.19883"
"33.62","976.3988","11.20217","11.20217"
"33.63","976.3814","11.20549","11.20549"
"33.64","976.3654","11.20881","11.20881"
"33.65","976.3492","11.21213","11.21213"
"33.66","976.3328","11.21546","11.21546"
"33.67","976.3168","11.21879","11.21879"
"33.68","976.3014","11.22213","11.22213"
"33.69","976.2852","11.22547","11.22547"
"33.7","976.2678","11.22878","11.22878"
"33.71","976.2496","11.23212","11.23212"
"33.72","976.231","11.23548","11.23548"
"33.73","976.2118","11.23882","11.23882"
"33.74","976.1914","11.24216","11.24216"
"33.75","976.1698","11.2455","11.2455"
"33.76","976.1472","11.24884","11.24884"
"33.77","976.1246","11.25218","11.25218"
"33.78","976.1024","11.25553","11.25553"
"33.79","976.082","11.25887","11.25887"
"33.8","976.0636","11.2622","11.2622"
"33.81","976.0474","11.26554","11.26554"
"33.82","976.0332","11.26888","11.26888"
"33.83","976.0208","11.27219","11.27219"
"33.84","976.0092","11.27552","11.27552"
"33.85","975.9976","11.27884","11.27884"
"33.86","975.9856","11.28217","11.28217"
"33.87","975.9742","11.28548","11.28548"
"33.88","975.9634","11.28883","11.28883"
"33.89","975.9534","11.29214","11.29214"
"33.9","975.9438","11.29546","11.29546"
"33.91","975.9348","11.29878","11.29878"
"33.92","975.9254","11.30212","11.30212"
"33.93","975.9148","11.30547","11.30547"
"33.94","975.9024","11.30882","11.30882"
"33.95","975.8878","11.31217","11.31217"
"33.96","975.8712","11.3155","11.3155"
"33.97","975.8534","11.31883","11.31883"
"33.98","975.8362","11.32218","11.32218"
"33.99","975.8198","11.3255","11.3255"
"34","975.8038","11.32884","11.32884"
"34.01","975.7886","11.33218","11.33218"
"34.02","975.7746","11.33552","11.33552"
"34.03","975.7614","11.33883","11.33883"
"34.04","975.7482","11.34216","11.34216"
"34.05","975.7338","11.34548","11.34548"
"34.06","975.7172","11.3488","11.3488"
"34.07","975.6986","11.35213","11.35213"
"34.08","975.678","11.35546","11.35546"
"34.09","975.655","11.35878","11.35878"
"34.1","975.6298","11.36209","11.36209"
"34.11","975.602","11.36543","11.36543"
"34.12","975.573","11.36878","11.36878"
"34.13","975.5448","11.37213","11.37213"
"34.14","975.5186","11.37548","11.37548"
"34.15","975.4944","11.37883","11.37883"
"34.16","975.472","11.38216","11.38216"
"34.17","975.4514","11.3855","11.3855"
"34.18","975.4326","11.38884","11.38884"
"34.19","975.4154","11.39218","11.39218"
"34.2","975.3996","11.39552","11.39552"
"34.21","975.385","11.39887","11.39887"
"34.22","975.371","11.4022","11.4022"
"34.23","975.3562","11.40553","11.40553"
"34.24","975.3398","11.40884","11.40884"
"34.25","975.322","11.41217","11.41217"
"34.26","975.3018","11.41548","11.41548"
"34.27","975.2794","11.41881","11.41881"
"34.28","975.254","11.42214","11.42214"
"34.29","975.2254","11.42546","11.42546"
"34.3","975.1934","11.42878","11.42878"
"34.31","975.1588","11.43213","11.43213"
"34.32","975.1234","11.43547","11.43547"
"34.33","975.0894","11.43881","11.43881"
"34.34","975.0588","11.44215","11.44215"
"34.35","975.031","11.4455","11.4455"
"34.36","975.0048","11.44883","11.44883"
"34.37","974.981","11.45217","11.45217"
"34.38","974.959","11.45551","11.45551"
"34.39","974.9376","11.45883","11.45883"
"34.4","974.9168","11.46217","11.46217"
"34.41","974.8962","11.46551","11.46551"
"34.42","974.875","11.46886","11.46886"
"34.43","974.8536","11.47218","11.47218"
"34.44","974.832","11.4755","11.4755"
"34.45","974.81","11.47884","11.47884"
"34.46","974.7874","11.48216","11.48216"
"34.47","974.7642","11.48548","11.48548"
"34.48","974.7414","11.4888","11.4888"
"34.49","974.7194","11.49212","11.49212"
"34.5","974.6984","11.49543","11.49543"
"34.51","974.6786","11.49877","11.49877"
"34.52","974.66","11.5021","11.5021"
"34.53","974.6428","11.50546","11.50546"
"34.54","974.627","11.50881","11.50881"
"34.55","974.6126","11.51216","11.51216"
"34.56","974.5994","11.5155","11.5155"
"34.57","974.5874","11.51884","11.51884"
"34.58","974.5766","11.52218","11.52218"
"34.59","974.5664","11.52552","11.52552"
"34.6","974.556","11.52886","11.52886"
"34.61","974.545","11.5322","11.5322"
"34.62","974.5348","11.53553","11.53553"
"34.63","974.5266","11.53886","11.53886"
"34.64","974.5202","11.54219","11.54219"
"34.65","974.5156","11.54552","11.54552"
"34.66","974.5116","11.54883","11.54883"
"34.67","974.5062","11.55215","11.55215"
"34.68","974.498","11.55548","11.55548"
"34.69","974.4866","11.55881","11.55881"
"34.7","974.472","11.56212","11.56212"
"34.71","974.4546","11.56545","11.56545"
"34.72","974.4346","11.56878","11.56878"
"34.73","974.4132","11.57213","11.57213"
"34.74","974.3916","11.57548","11.57548"
"34.75","974.3696","11.57883","11.57883"
"34.76","974.3474","11.58218","11.58218"
"34.77","974.3256","11.58552","11.58552"
"34.78","974.3042","11.58886","11.58886"
"34.79","974.284","11.59218","11.59218"
"34.8","974.266","11.5955","11.5955"
"34.81","974.2502","11.59883","11.59883"
"34.82","974.235","11.60216","11.60216"
"34.83","974.2202","11.60548","11.60548"
"34.84","974.2062","11.60882","11.60882"
"34.85","974.1932","11.61214","11.61214"
"34.86","974.1812","11.61545","11.61545"
"34.87","974.1694","11.61878","11.61878"
"34.88","974.1576","11.62212","11.62212"
"34.89","974.1458","11.62545","11.62545"
"34.9","974.1344","11.62877","11.62877"
"34.91","974.1223","11.6321","11.6321"
"34.92","974.1088","11.63545","11.63545"
"34.93","974.0936","11.63879","11.63879"
"34.94","974.0768","11.64213","11.64213"
"34.95","974.0594","11.64548","11.64548"
"34.96","974.0418","11.64882","11.64882"
"34.97","974.0242","11.65218","11.65218"
"34.98","974.0058","11.65553","11.65553"
"34.99","973.9858","11.65887","11.65887"
"35","973.9634","11.66219","11.66219"
"35.01","973.9384","11.66553","11.66553"
"35.02","973.9116","11.66887","11.66887"
"35.03","973.885","11.67219","11.67219"
"35.04","973.8606","11.67552","11.67552"
"35.05","973.8384","11.67884","11.67884"
"35.06","973.8184","11.68215","11.68215"
"35.07","973.801","11.68548","11.68548"
"35.08","973.7867","11.68881","11.68881"
"35.09","973.7758","11.69214","11.69214"
"35.1","973.7662","11.69547","11.69547"
"35.11","973.756","11.69881","11.69881"
"35.12","973.7434","11.70214","11.70214"
"35.13","973.729","11.70548","11.70548"
"35.14","973.7138","11.70883","11.70883"
"35.15","973.698","11.71217","11.71217"
"35.16","973.681","11.7155","11.7155"
"35.17","973.6636","11.71884","11.71884"
"35.18","973.6466","11.72218","11.72218"
"35.19","973.6304","11.7255","11.7255"
"35.2","973.6142","11.72883","11.72883"
"35.21","973.5966","11.73217","11.73217"
"35.22","973.5774","11.7355","11.7355"
"35.23","973.5564","11.73882","11.73882"
"35.24","973.5336","11.74214","11.74214"
"35.25","973.5104","11.74547","11.74547"
"35.26","973.4884","11.74879","11.74879"
"35.27","973.4684","11.75211","11.75211"
"35.28","973.4502","11.75544","11.75544"
"35.29","973.4328","11.75877","11.75877"
"35.3","973.4162","11.7621","11.7621"
"35.31","973.3996","11.76543","11.76543"
"35.32","973.3826","11.76877","11.76877"
"35.33","973.365","11.77213","11.77213"
"35.34","973.3458","11.77548","11.77548"
"35.35","973.3248","11.77882","11.77882"
"35.36","973.303","11.78216","11.78216"
"35.37","973.2814","11.78551","11.78551"
"35.38","973.2598","11.78887","11.78887"
"35.39","973.2382","11.7922","11.7922"
"35.4","973.2168","11.79555","11.79555"
"35.41","973.195","11.79887","11.79887"
"35.42","973.1734","11.80221","11.80221"
"35.43","973.1536","11.80553","11.80553"
"35.44","973.1362","11.80886","11.80886"
"35.45","973.1212","11.81219","11.81219"
"35.46","973.108","11.81551","11.81551"
"35.47","973.0956","11.81882","11.81882"
"35.48","973.084","11.82215","11.82215"
"35.49","973.0736","11.82547","11.82547"
"35.5","973.0634","11.82879","11.82879"
"35.51","973.0526","11.83213","11.83213"
"35.52","973.0414","11.83546","11.83546"
"35.53","973.0304","11.83881","11.83881"
"35.54","973.0184","11.84216","11.84216"
"35.55","973.005","11.8455","11.8455"
"35.56","972.9902","11.84883","11.84883"
"35.57","972.9746","11.85216","11.85216"
"35.58","972.959","11.8555","11.8555"
"35.59","972.9442","11.85882","11.85882"
"35.6","972.9306","11.86216","11.86216"
"35.61","972.9186","11.86551","11.86551"
"35.62","972.9068","11.86883","11.86883"
"35.63","972.895","11.87216","11.87216"
"35.64","972.8826","11.87547","11.87547"
"35.65","972.8696","11.87881","11.87881"
"35.66","972.8554","11.88212","11.88212"
"35.67","972.8402","11.88545","11.88545"
"35.68","972.8232","11.88878","11.88878"
"35.69","972.8036","11.8921","11.8921"
"35.7","972.7812","11.89543","11.89543"
"35.71","972.7576","11.89878","11.89878"
"35.72","972.7332","11.90213","11.90213"
"35.73","972.7092","11.90548","11.90548"
"35.74","972.6866","11.90882","11.90882"
"35.75","972.666","11.91217","11.91217"
"35.76","972.6478","11.91551","11.91551"
"35.77","972.6302","11.91885","11.91885"
"35.78","972.6134","11.92219","11.92219"
"35.79","972.5982","11.92553","11.92553"
"35.8","972.5862","11.92887","11.92887"
"35.81","972.5774","11.93221","11.93221"
"35.82","972.5716","11.93553","11.93553"
"35.83","972.5682","11.93886","11.93886"
"35.84","972.5668","11.94217","11.94217"
"35.85","972.5648","11.94551","11.94551"
"35.86","972.5609","11.94883","11.94883"
