"1 _ 1",,,
"时间","载荷","行程","位移"
"sec","N","mm","mm"
"259.27","771.7926","86.41899","86.41899"
"259.28","771.7896","86.42233","86.42233"
"259.29","771.7848","86.42567","86.42567"
"259.3","771.7784","86.42899","86.42899"
"259.31","771.7718","86.43233","86.43233"
"259.32","771.766","86.43567","86.43567"
"259.33","771.7626","86.43901","86.43901"
"259.34","771.7608","86.44236","86.44236"
"259.35","771.76","86.4457","86.4457"
"259.36","771.7604","86.44905","86.44905"
"259.37","771.7618","86.4524","86.4524"
"259.38","771.7642","86.45574","86.45574"
"259.39","771.7674","86.45908","86.45908"
"259.4","771.7712","86.46243","86.46243"
"259.41","771.774","86.46577","86.46577"
"259.42","771.7752","86.46909","86.46909"
"259.43","771.7764","86.47242","86.47242"
"259.44","771.7774","86.47575","86.47575"
"259.45","771.779","86.47906","86.47906"
"259.46","771.7816","86.48238","86.48238"
"259.47","771.7859","86.48571","86.48571"
"259.48","771.7934","86.48903","86.48903"
"259.49","771.8036","86.49235","86.49235"
"259.5","771.817","86.49567","86.49567"
"259.51","771.8324","86.49901","86.49901"
"259.52","771.8498","86.50234","86.50234"
"259.53","771.8676","86.50568","86.50568"
"259.54","771.8848","86.50903","86.50903"
"259.55","771.899","86.51237","86.51237"
"259.56","771.9088","86.51571","86.51571"
"259.57","771.916","86.51904","86.51904"
"259.58","771.9226","86.52238","86.52238"
"259.59","771.9298","86.5257","86.5257"
"259.6","771.9378","86.52904","86.52904"
"259.61","771.9456","86.53238","86.53238"
"259.62","771.9538","86.53571","86.53571"
"259.63","771.9614","86.53903","86.53903"
"259.64","771.9678","86.54235","86.54235"
"259.65","771.9718","86.54568","86.54568"
"259.66","771.9726","86.54901","86.54901"
"259.67","771.9698","86.55234","86.55234"
"259.68","771.964","86.55568","86.55568"
"259.69","771.9562","86.559","86.559"
"259.7","771.9468","86.56232","86.56232"
"259.71","771.9372","86.56566","86.56566"
"259.72","771.9296","86.56901","86.56901"
"259.73","771.925","86.57236","86.57236"
"259.74","771.924","86.57571","86.57571"
"259.75","771.927","86.57905","86.57905"
"259.76","771.9333","86.58238","86.58238"
"259.77","771.942","86.58573","86.58573"
"259.78","771.9514","86.58907","86.58907"
"259.79","771.9612","86.59241","86.59241"
"259.8","771.9713","86.59575","86.59575"
"259.81","771.9802","86.59909","86.59909"
"259.82","771.9872","86.60242","86.60242"
"259.83","771.9924","86.60574","86.60574"
"259.84","771.9958","86.60907","86.60907"
"259.85","771.9976","86.6124","86.6124"
"259.86","771.999","86.61572","86.61572"
"259.87","772.0006","86.61904","86.61904"
"259.88","772.0038","86.62237","86.62237"
"259.89","772.0088","86.62569","86.62569"
"259.9","772.0154","86.629","86.629"
"259.91","772.0232","86.63234","86.63234"
"259.92","772.0312","86.63567","86.63567"
"259.93","772.0384","86.63902","86.63902"
"259.94","772.0444","86.64238","86.64238"
"259.95","772.0478","86.64572","86.64572"
"259.96","772.0486","86.64905","86.64905"
"259.97","772.0468","86.65238","86.65238"
"259.98","772.0438","86.65572","86.65572"
"259.99","772.0404","86.65906","86.65906"
"260","772.0382","86.66239","86.66239"
"260.01","772.0382","86.66573","86.66573"
"260.02","772.0416","86.66906","86.66906"
"260.03","772.048","86.67238","86.67238"
"260.04","772.0566","86.6757","86.6757"
"260.05","772.0658","86.67903","86.67903"
"260.06","772.0748","86.68235","86.68235"
"260.07","772.082","86.68568","86.68568"
"260.08","772.086","86.68901","86.68901"
"260.09","772.0866","86.69234","86.69234"
"260.1","772.0854","86.69565","86.69565"
"260.11","772.084","86.69898","86.69898"
"260.12","772.084","86.70233","86.70233"
"260.13","772.086","86.70568","86.70568"
"260.14","772.0894","86.70905","86.70905"
"260.15","772.0932","86.71239","86.71239"
"260.16","772.0956","86.71572","86.71572"
"260.17","772.0962","86.71905","86.71905"
"260.18","772.0946","86.72239","86.72239"
"260.19","772.0906","86.72572","86.72572"
"260.2","772.0834","86.72907","86.72907"
"260.21","772.072","86.73241","86.73241"
"260.22","772.0576","86.73575","86.73575"
"260.23","772.0418","86.73907","86.73907"
"260.24","772.0258","86.74239","86.74239"
"260.25","772.0116","86.74572","86.74572"
"260.26","772.0012","86.74903","86.74903"
"260.27","771.9954","86.75236","86.75236"
"260.28","771.9942","86.75569","86.75569"
"260.29","771.9974","86.75902","86.75902"
"260.3","772.0038","86.76234","86.76234"
"260.31","772.013","86.76568","86.76568"
"260.32","772.0234","86.76902","86.76902"
"260.33","772.0344","86.77237","86.77237"
"260.34","772.0436","86.77573","86.77573"
"260.35","772.0504","86.77908","86.77908"
"260.36","772.055","86.7824","86.7824"
"260.37","772.0578","86.78573","86.78573"
"260.38","772.0588","86.78905","86.78905"
"260.39","772.0576","86.79239","86.79239"
"260.4","772.0544","86.79573","86.79573"
"260.41","772.0496","86.79907","86.79907"
"260.42","772.0434","86.80241","86.80241"
"260.43","772.036","86.80574","86.80574"
"260.44","772.0284","86.80906","86.80906"
"260.45","772.0222","86.81238","86.81238"
"260.46","772.0182","86.81569","86.81569"
"260.47","772.0158","86.81901","86.81901"
"260.48","772.0146","86.82233","86.82233"
"260.49","772.0138","86.82566","86.82566"
"260.5","772.0124","86.82898","86.82898"
"260.51","772.0098","86.83231","86.83231"
"260.52","772.0064","86.83565","86.83565"
"260.53","772.0038","86.83901","86.83901"
"260.54","772.0032","86.84237","86.84237"
"260.55","772.0052","86.84573","86.84573"
"260.56","772.0086","86.84906","86.84906"
"260.57","772.013","86.85239","86.85239"
"260.58","772.0182","86.85574","86.85574"
"260.59","772.0242","86.85908","86.85908"
"260.6","772.032","86.86241","86.86241"
"260.61","772.0406","86.86576","86.86576"
"260.62","772.0486","86.86909","86.86909"
"260.63","772.055","86.87242","86.87242"
"260.64","772.0594","86.87574","86.87574"
"260.65","772.0596","86.87907","86.87907"
"260.66","772.056","86.88238","86.88238"
"260.67","772.0492","86.88571","86.88571"
"260.68","772.0398","86.88904","86.88904"
"260.69","772.0286","86.89236","86.89236"
"260.7","772.0162","86.89568","86.89568"
"260.71","772.0034","86.89901","86.89901"
"260.72","771.9918","86.90234","86.90234"
"260.73","771.982","86.90569","86.90569"
"260.74","771.9744","86.90903","86.90903"
"260.75","771.9692","86.91238","86.91238"
"260.76","771.9658","86.91572","86.91572"
"260.77","771.9628","86.91906","86.91906"
"260.78","771.9596","86.9224","86.9224"
"260.79","771.9556","86.92573","86.92573"
"260.8","771.9514","86.92905","86.92905"
"260.81","771.9468","86.9324","86.9324"
"260.82","771.9416","86.93572","86.93572"
"260.83","771.9362","86.93904","86.93904"
"260.84","771.9316","86.94236","86.94236"
"260.85","771.9288","86.94569","86.94569"
"260.86","771.9278","86.949","86.949"
"260.87","771.9286","86.95233","86.95233"
"260.88","771.9314","86.95567","86.95567"
"260.89","771.9354","86.95901","86.95901"
"260.9","771.9394","86.96233","86.96233"
"260.91","771.9422","86.96566","86.96566"
"260.92","771.9432","86.96899","86.96899"
"260.93","771.9432","86.97234","86.97234"
"260.94","771.9424","86.97569","86.97569"
"260.95","771.9404","86.97903","86.97903"
"260.96","771.9366","86.98238","86.98238"
"260.97","771.9314","86.98572","86.98572"
"260.98","771.9264","86.98906","86.98906"
"260.99","771.923","86.99239","86.99239"
"261","771.9226","86.99574","86.99574"
"261.01","771.924","86.99909","86.99909"
"261.02","771.9262","87.00243","87.00243"
"261.03","771.9278","87.00575","87.00575"
"261.04","771.9286","87.00908","87.00908"
"261.05","771.9284","87.01239","87.01239"
"261.06","771.9282","87.01572","87.01572"
"261.07","771.929","87.01904","87.01904"
"261.08","771.9314","87.02238","87.02238"
"261.09","771.935","87.0257","87.0257"
"261.1","771.938","87.02901","87.02901"
"261.11","771.9394","87.03235","87.03235"
"261.12","771.9392","87.03569","87.03569"
"261.13","771.9376","87.03903","87.03903"
"261.14","771.9352","87.04237","87.04237"
"261.15","771.9314","87.04572","87.04572"
"261.16","771.9256","87.04905","87.04905"
"261.17","771.9176","87.05239","87.05239"
"261.18","771.9072","87.05573","87.05573"
"261.19","771.8946","87.05904","87.05904"
"261.2","771.8798","87.06239","87.06239"
"261.21","771.8642","87.06572","87.06572"
"261.22","771.85","87.06905","87.06905"
"261.23","771.8388","87.07237","87.07237"
"261.24","771.8308","87.0757","87.0757"
"261.25","771.8246","87.07903","87.07903"
"261.26","771.8206","87.08234","87.08234"
"261.27","771.8192","87.08567","87.08567"
"261.28","771.8206","87.089","87.089"
"261.29","771.8239","87.09232","87.09232"
"261.3","771.8274","87.09566","87.09566"
"261.31","771.8304","87.099","87.099"
"261.32","771.8328","87.10233","87.10233"
"261.33","771.8348","87.10568","87.10568"
"261.34","771.8358","87.10903","87.10903"
"261.35","771.8354","87.11238","87.11238"
"261.36","771.8334","87.11572","87.11572"
"261.37","771.8294","87.11906","87.11906"
"261.38","771.8239","87.12242","87.12242"
"261.39","771.8163","87.12575","87.12575"
"261.4","771.8082","87.12909","87.12909"
"261.41","771.8016","87.13242","87.13242"
"261.42","771.7986","87.13575","87.13575"
"261.43","771.7992","87.13908","87.13908"
"261.44","771.802","87.14241","87.14241"
"261.45","771.806","87.14574","87.14574"
"261.46","771.8094","87.14905","87.14905"
"261.47","771.8114","87.15236","87.15236"
"261.48","771.812","87.15569","87.15569"
"261.49","771.8098","87.15901","87.15901"
"261.5","771.8044","87.16235","87.16235"
"261.51","771.7956","87.16569","87.16569"
"261.52","771.785","87.16901","87.16901"
"261.53","771.7734","87.17236","87.17236"
"261.54","771.7624","87.17571","87.17571"
"261.55","771.7536","87.17905","87.17905"
"261.56","771.747","87.18238","87.18238"
"261.57","771.7422","87.18571","87.18571"
"261.58","771.7388","87.18904","87.18904"
"261.59","771.736","87.19238","87.19238"
"261.6","771.7316","87.19571","87.19571"
"261.61","771.7248","87.19906","87.19906"
"261.62","771.7168","87.20238","87.20238"
"261.63","771.71","87.20572","87.20572"
"261.64","771.7056","87.20902","87.20902"
"261.65","771.7043","87.21236","87.21236"
"261.66","771.7062","87.21568","87.21568"
"261.67","771.711","87.219","87.219"
"261.68","771.7188","87.22234","87.22234"
"261.69","771.728","87.22568","87.22568"
"261.7","771.7368","87.229","87.229"
"261.71","771.7448","87.23234","87.23234"
"261.72","771.7524","87.23568","87.23568"
"261.73","771.7594","87.23903","87.23903"
"261.74","771.7658","87.24238","87.24238"
"261.75","771.7714","87.24572","87.24572"
"261.76","771.7758","87.24906","87.24906"
"261.77","771.779","87.25241","87.25241"
"261.78","771.7796","87.25575","87.25575"
"261.79","771.7778","87.25909","87.25909"
"261.8","771.7755","87.26242","87.26242"
"261.81","771.774","87.26576","87.26576"
"261.82","771.7738","87.2691","87.2691"
"261.83","771.7746","87.27241","87.27241"
"261.84","771.7758","87.27573","87.27573"
"261.85","771.7758","87.27906","87.27906"
"261.86","771.7734","87.28238","87.28238"
"261.87","771.769","87.28569","87.28569"
"261.88","771.7626","87.28903","87.28903"
"261.89","771.7548","87.29234","87.29234"
"261.9","771.7462","87.29567","87.29567"
"261.91","771.7372","87.29901","87.29901"
"261.92","771.7294","87.30235","87.30235"
"261.93","771.7242","87.30569","87.30569"
"261.94","771.7218","87.30904","87.30904"
"261.95","771.7212","87.31238","87.31238"
"261.96","771.7218","87.31571","87.31571"
"261.97","771.7212","87.31905","87.31905"
"261.98","771.7182","87.3224","87.3224"
"261.99","771.7134","87.32571","87.32571"
"262","771.708","87.32906","87.32906"
"262.01","771.703","87.3324","87.3324"
"262.02","771.6988","87.33572","87.33572"
"262.03","771.6952","87.33905","87.33905"
"262.04","771.6924","87.34237","87.34237"
"262.05","771.6891","87.3457","87.3457"
"262.06","771.686","87.34901","87.34901"
"262.07","771.6836","87.35234","87.35234"
"262.08","771.6832","87.35567","87.35567"
"262.09","771.6844","87.359","87.359"
"262.1","771.685","87.36232","87.36232"
"262.11","771.6838","87.36566","87.36566"
"262.12","771.6804","87.369","87.369"
"262.13","771.6752","87.37235","87.37235"
"262.14","771.6688","87.37571","87.37571"
"262.15","771.6608","87.37905","87.37905"
"262.16","771.6514","87.38239","87.38239"
"262.17","771.6416","87.38572","87.38572"
"262.18","771.6328","87.38906","87.38906"
"262.19","771.6258","87.3924","87.3924"
"262.2","771.6214","87.39574","87.39574"
"262.21","771.619","87.39909","87.39909"
"262.22","771.6182","87.40242","87.40242"
"262.23","771.6184","87.40574","87.40574"
"262.24","771.6194","87.40907","87.40907"
"262.25","771.6208","87.41239","87.41239"
"262.26","771.6222","87.41571","87.41571"
"262.27","771.6234","87.41904","87.41904"
"262.28","771.6248","87.42236","87.42236"
"262.29","771.6258","87.42569","87.42569"
"262.3","771.6254","87.42901","87.42901"
"262.31","771.6226","87.43235","87.43235"
"262.32","771.6166","87.43569","87.43569"
"262.33","771.6074","87.43903","87.43903"
"262.34","771.596","87.44238","87.44238"
"262.35","771.5834","87.44572","87.44572"
"262.36","771.5706","87.44906","87.44906"
"262.37","771.5578","87.4524","87.4524"
"262.38","771.545","87.45573","87.45573"
"262.39","771.5322","87.45907","87.45907"
"262.4","771.52","87.4624","87.4624"
"262.41","771.509","87.46573","87.46573"
"262.42","771.4994","87.46908","87.46908"
"262.43","771.4906","87.4724","87.4724"
"262.44","771.4826","87.47572","87.47572"
"262.45","771.476","87.47905","87.47905"
"262.46","771.47","87.48237","87.48237"
"262.47","771.4638","87.48569","87.48569"
"262.48","771.4568","87.48901","87.48901"
"262.49","771.4492","87.49233","87.49233"
"262.5","771.4424","87.49565","87.49565"
"262.51","771.4378","87.49899","87.49899"
"262.52","771.4356","87.50233","87.50233"
"262.53","771.4358","87.50568","87.50568"
"262.54","771.438","87.50903","87.50903"
"262.55","771.4424","87.51237","87.51237"
"262.56","771.4482","87.51572","87.51572"
"262.57","771.4542","87.51906","87.51906"
"262.58","771.4604","87.5224","87.5224"
"262.59","771.4654","87.52574","87.52574"
"262.6","771.4688","87.52908","87.52908"
"262.61","771.4718","87.53242","87.53242"
"262.62","771.4746","87.53576","87.53576"
"262.63","771.477","87.53909","87.53909"
"262.64","771.479","87.5424","87.5424"
"262.65","771.4804","87.54573","87.54573"
"262.66","771.4818","87.54905","87.54905"
"262.67","771.4828","87.55238","87.55238"
"262.68","771.483","87.55571","87.55571"
"262.69","771.4822","87.55904","87.55904"
"262.7","771.4804","87.56235","87.56235"
"262.71","771.478","87.56567","87.56567"
"262.72","771.4748","87.56901","87.56901"
"262.73","771.4704","87.57235","87.57235"
"262.74","771.4658","87.57571","87.57571"
"262.75","771.4618","87.57906","87.57906"
"262.76","771.459","87.5824","87.5824"
"262.77","771.458","87.58573","87.58573"
"262.78","771.4588","87.58907","87.58907"
"262.79","771.4606","87.5924","87.5924"
"262.8","771.4614","87.59573","87.59573"
"262.81","771.4606","87.59907","87.59907"
"262.82","771.4574","87.60239","87.60239"
"262.83","771.4526","87.60571","87.60571"
"262.84","771.4454","87.60903","87.60903"
"262.85","771.4362","87.61236","87.61236"
"262.86","771.426","87.61568","87.61568"
"262.87","771.4148","87.619","87.619"
"262.88","771.4026","87.62234","87.62234"
"262.89","771.3886","87.62567","87.62567"
"262.9","771.3722","87.62898","87.62898"
"262.91","771.3542","87.63232","87.63232"
"262.92","771.3352","87.63566","87.63566"
"262.93","771.317","87.63901","87.63901"
"262.94","771.3002","87.64236","87.64236"
"262.95","771.287","87.64571","87.64571"
"262.96","771.2786","87.64905","87.64905"
"262.97","771.2754","87.65239","87.65239"
"262.98","771.2762","87.65573","87.65573"
"262.99","771.28","87.65907","87.65907"
"263","771.2856","87.66241","87.66241"
"263.01","771.2918","87.66576","87.66576"
"263.02","771.2982","87.66908","87.66908"
"263.03","771.3034","87.67241","87.67241"
"263.04","771.307","87.67574","87.67574"
"263.05","771.3092","87.67906","87.67906"
"263.06","771.3082","87.68237","87.68237"
"263.07","771.303","87.68571","87.68571"
"263.08","771.294","87.68904","87.68904"
"263.09","771.2842","87.69237","87.69237"
"263.1","771.2764","87.69569","87.69569"
"263.11","771.2716","87.69904","87.69904"
"263.12","771.2702","87.70236","87.70236"
"263.13","771.2714","87.70571","87.70571"
"263.14","771.2752","87.70906","87.70906"
"263.15","771.2794","87.7124","87.7124"
"263.16","771.2828","87.71574","87.71574"
"263.17","771.2846","87.71907","87.71907"
"263.18","771.2848","87.7224","87.7224"
"263.19","771.2842","87.72572","87.72572"
"263.2","771.2838","87.72905","87.72905"
"263.21","771.2834","87.73238","87.73238"
"263.22","771.2834","87.73573","87.73573"
"263.23","771.2832","87.73904","87.73904"
"263.24","771.2832","87.74237","87.74237"
"263.25","771.2842","87.74568","87.74568"
"263.26","771.2866","87.74901","87.74901"
"263.27","771.2896","87.75233","87.75233"
"263.28","771.2928","87.75567","87.75567"
"263.29","771.2942","87.75899","87.75899"
"263.3","771.2932","87.76231","87.76231"
"263.31","771.2888","87.76566","87.76566"
"263.32","771.2818","87.769","87.769"
"263.33","771.2744","87.77234","87.77234"
"263.34","771.2662","87.7757","87.7757"
"263.35","771.2572","87.77905","87.77905"
"263.36","771.247","87.78239","87.78239"
"263.37","771.2358","87.78574","87.78574"
"263.38","771.2234","87.78909","87.78909"
"263.39","771.2108","87.79243","87.79243"
"263.4","771.1985","87.79576","87.79576"
"263.41","771.1874","87.7991","87.7991"
"263.42","771.178","87.80244","87.80244"
"263.43","771.1714","87.80576","87.80576"
"263.44","771.1682","87.80908","87.80908"
"263.45","771.1694","87.81241","87.81241"
"263.46","771.174","87.81572","87.81572"
"263.47","771.1814","87.81903","87.81903"
"263.48","771.189","87.82236","87.82236"
"263.49","771.1948","87.82568","87.82568"
"263.5","771.1978","87.82901","87.82901"
"263.51","771.197","87.83236","87.83236"
"263.52","771.1922","87.83569","87.83569"
"263.53","771.1838","87.83903","87.83903"
"263.54","771.1734","87.84238","87.84238"
"263.55","771.1632","87.84573","87.84573"
"263.56","771.1538","87.84905","87.84905"
"263.57","771.1456","87.85239","87.85239"
"263.58","771.1374","87.85572","87.85572"
"263.59","771.1288","87.85904","87.85904"
"263.6","771.1194","87.86237","87.86237"
"263.61","771.1094","87.86572","87.86572"
"263.62","771.1002","87.86904","87.86904"
"263.63","771.0924","87.87238","87.87238"
"263.64","771.0874","87.87571","87.87571"
"263.65","771.0856","87.87903","87.87903"
"263.66","771.0874","87.88234","87.88234"
"263.67","771.092","87.88567","87.88567"
"263.68","771.0974","87.88902","87.88902"
"263.69","771.102","87.89234","87.89234"
"263.7","771.1048","87.89567","87.89567"
"263.71","771.105","87.899","87.899"
"263.72","771.1022","87.90234","87.90234"
"263.73","771.0963","87.90569","87.90569"
"263.74","771.0874","87.90903","87.90903"
"263.75","771.077","87.91239","87.91239"
"263.76","771.0656","87.91573","87.91573"
"263.77","771.0548","87.91908","87.91908"
"263.78","771.0452","87.92242","87.92242"
"263.79","771.038","87.92575","87.92575"
"263.8","771.0326","87.92908","87.92908"
"263.81","771.029","87.93243","87.93243"
"263.82","771.0264","87.93576","87.93576"
"263.83","771.0242","87.93909","87.93909"
"263.84","771.0218","87.94241","87.94241"
"263.85","771.0196","87.94572","87.94572"
"263.86","771.0174","87.94905","87.94905"
"263.87","771.0162","87.95238","87.95238"
"263.88","771.0152","87.9557","87.9557"
"263.89","771.014","87.95901","87.95901"
"263.9","771.0125","87.96234","87.96234"
"263.91","771.0112","87.96568","87.96568"
"263.92","771.0098","87.96902","87.96902"
"263.93","771.008","87.97236","87.97236"
"263.94","771.0062","87.9757","87.9757"
"263.95","771.0054","87.97904","87.97904"
"263.96","771.0058","87.98238","87.98238"
"263.97","771.0064","87.98573","87.98573"
"263.98","771.007","87.98906","87.98906"
"263.99","771.0062","87.99239","87.99239"
"264","771.003","87.99574","87.99574"
"264.01","770.9966","87.99907","87.99907"
"264.02","770.9884","88.0024","88.0024"
"264.03","770.9808","88.00573","88.00573"
"264.04","770.9745","88.00904","88.00904"
"264.05","770.9698","88.01237","88.01237"
"264.06","770.9658","88.01569","88.01569"
"264.07","770.9616","88.01901","88.01901"
"264.08","770.9556","88.02233","88.02233"
"264.09","770.9482","88.02566","88.02566"
"264.1","770.9391","88.02899","88.02899"
"264.11","770.9274","88.03233","88.03233"
"264.12","770.9132","88.03568","88.03568"
"264.13","770.8982","88.03902","88.03902"
"264.14","770.8836","88.04237","88.04237"
"264.15","770.8702","88.0457","88.0457"
"264.16","770.858","88.04904","88.04904"
"264.17","770.8468","88.05239","88.05239"
"264.18","770.8372","88.05573","88.05573"
"264.19","770.8288","88.05907","88.05907"
"264.2","770.8218","88.06241","88.06241"
"264.21","770.8162","88.06575","88.06575"
"264.22","770.8118","88.06908","88.06908"
"264.23","770.8088","88.07241","88.07241"
"264.24","770.8076","88.07574","88.07574"
"264.25","770.8078","88.07906","88.07906"
"264.26","770.8086","88.08237","88.08237"
"264.27","770.8082","88.08569","88.08569"
"264.28","770.8062","88.08902","88.08902"
"264.29","770.8026","88.09235","88.09235"
"264.3","770.7964","88.09567","88.09567"
"264.31","770.7872","88.09901","88.09901"
"264.32","770.7758","88.10235","88.10235"
"264.33","770.7635","88.1057","88.1057"
"264.34","770.752","88.10904","88.10904"
"264.35","770.742","88.1124","88.1124"
"264.36","770.7342","88.11572","88.11572"
"264.37","770.728","88.11906","88.11906"
"264.38","770.7224","88.12239","88.12239"
"264.39","770.7168","88.12572","88.12572"
"264.4","770.711","88.12906","88.12906"
"264.41","770.7062","88.1324","88.1324"
"264.42","770.7024","88.13574","88.13574"
"264.43","770.699","88.13906","88.13906"
"264.44","770.6952","88.1424","88.1424"
"264.45","770.6904","88.14573","88.14573"
"264.46","770.6856","88.14903","88.14903"
"264.47","770.6814","88.15237","88.15237"
"264.48","770.6782","88.15569","88.15569"
"264.49","770.6758","88.159","88.159"
"264.5","770.6744","88.16232","88.16232"
"264.51","770.6744","88.16566","88.16566"
"264.52","770.6764","88.16901","88.16901"
"264.53","770.6794","88.17235","88.17235"
"264.54","770.683","88.1757","88.1757"
"264.55","770.686","88.17904","88.17904"
"264.56","770.6874","88.18238","88.18238"
"264.57","770.6858","88.18574","88.18574"
"264.58","770.6804","88.18906","88.18906"
"264.59","770.672","88.19241","88.19241"
"264.6","770.6616","88.19575","88.19575"
"264.61","770.6494","88.19909","88.19909"
"264.62","770.6362","88.20242","88.20242"
"264.63","770.6218","88.20575","88.20575"
"264.64","770.6066","88.20907","88.20907"
"264.65","770.5905","88.2124","88.2124"
"264.66","770.5746","88.21571","88.21571"
"264.67","770.561","88.21903","88.21903"
"264.68","770.5506","88.22237","88.22237"
"264.69","770.5438","88.22569","88.22569"
"264.7","770.5388","88.22901","88.22901"
"264.71","770.5354","88.23235","88.23235"
"264.72","770.5334","88.23568","88.23568"
"264.73","770.5322","88.23902","88.23902"
"264.74","770.5316","88.24238","88.24238"
"264.75","770.532","88.24573","88.24573"
"264.76","770.5332","88.24907","88.24907"
"264.77","770.5354","88.2524","88.2524"
"264.78","770.5384","88.25574","88.25574"
"264.79","770.5421","88.25907","88.25907"
"264.8","770.5456","88.2624","88.2624"
"264.81","770.5494","88.26573","88.26573"
"264.82","770.5524","88.26906","88.26906"
"264.83","770.5532","88.27238","88.27238"
"264.84","770.5514","88.2757","88.2757"
"264.85","770.5472","88.27902","88.27902"
"264.86","770.5398","88.28234","88.28234"
"264.87","770.5304","88.28568","88.28568"
"264.88","770.5212","88.28901","88.28901"
"264.89","770.5126","88.29234","88.29234"
"264.9","770.5048","88.29565","88.29565"
"264.91","770.497","88.299","88.299"
"264.92","770.4884","88.30234","88.30234"
"264.93","770.479","88.30568","88.30568"
"264.94","770.4686","88.30904","88.30904"
"264.95","770.4574","88.31238","88.31238"
"264.96","770.446","88.31572","88.31572"
"264.97","770.4352","88.31906","88.31906"
"264.98","770.4264","88.32241","88.32241"
"264.99","770.42","88.32574","88.32574"
"265","770.4149","88.32909","88.32909"
"265.01","770.4096","88.33243","88.33243"
"265.02","770.4044","88.33576","88.33576"
"265.03","770.4","88.33908","88.33908"
"265.04","770.3964","88.34241","88.34241"
"265.05","770.3928","88.34573","88.34573"
"265.06","770.389","88.34905","88.34905"
"265.07","770.3838","88.35239","88.35239"
"265.08","770.3776","88.35571","88.35571"
"265.09","770.3714","88.35902","88.35902"
"265.1","770.3656","88.36235","88.36235"
"265.11","770.361","88.36568","88.36568"
"265.12","770.3572","88.36903","88.36903"
"265.13","770.3526","88.37237","88.37237"
"265.14","770.3466","88.37572","88.37572"
"265.15","770.339","88.37907","88.37907"
"265.16","770.33","88.38239","88.38239"
"265.17","770.3204","88.38573","88.38573"
"265.18","770.3114","88.38906","88.38906"
"265.19","770.304","88.39239","88.39239"
"265.2","770.2984","88.39572","88.39572"
"265.21","770.2948","88.39906","88.39906"
"265.22","770.2914","88.40239","88.40239"
"265.23","770.2872","88.40571","88.40571"
"265.24","770.2828","88.40903","88.40903"
"265.25","770.2788","88.41235","88.41235"
"265.26","770.2748","88.41566","88.41566"
"265.27","770.2704","88.41899","88.41899"
"265.28","770.2652","88.42234","88.42234"
"265.29","770.259","88.42566","88.42566"
"265.3","770.2514","88.42899","88.42899"
"265.31","770.2422","88.43233","88.43233"
"265.32","770.2318","88.43567","88.43567"
"265.33","770.2202","88.43902","88.43902"
"265.34","770.2072","88.44238","88.44238"
"265.35","770.1928","88.44572","88.44572"
"265.36","770.1778","88.44907","88.44907"
"265.37","770.1622","88.45241","88.45241"
"265.38","770.1462","88.45575","88.45575"
"265.39","770.1302","88.45908","88.45908"
"265.4","770.1148","88.46243","88.46243"
"265.41","770.101","88.46577","88.46577"
"265.42","770.0902","88.46911","88.46911"
"265.43","770.0828","88.47243","88.47243"
"265.44","770.0788","88.47575","88.47575"
"265.45","770.0774","88.47907","88.47907"
"265.46","770.0778","88.48239","88.48239"
"265.47","770.0792","88.48571","88.48571"
"265.48","770.0806","88.48904","88.48904"
"265.49","770.0816","88.49237","88.49237"
"265.5","770.0816","88.49568","88.49568"
"265.51","770.0806","88.49901","88.49901"
"265.52","770.0786","88.50235","88.50235"
"265.53","770.0748","88.50569","88.50569"
"265.54","770.0698","88.50904","88.50904"
"265.55","770.0648","88.51239","88.51239"
"265.56","770.061","88.51573","88.51573"
"265.57","770.0588","88.51905","88.51905"
"265.58","770.0576","88.52238","88.52238"
"265.59","770.0566","88.52572","88.52572"
"265.6","770.0558","88.52905","88.52905"
"265.61","770.0556","88.5324","88.5324"
"265.62","770.0564","88.53573","88.53573"
"265.63","770.058","88.53906","88.53906"
"265.64","770.0596","88.54237","88.54237"
"265.65","770.0596","88.54569","88.54569"
"265.66","770.0572","88.54901","88.54901"
"265.67","770.0522","88.55235","88.55235"
"265.68","770.0456","88.55569","88.55569"
"265.69","770.037","88.55901","88.55901"
"265.7","770.026","88.56233","88.56233"
"265.71","770.0134","88.56567","88.56567"
"265.72","770.0012","88.56902","88.56902"
"265.73","769.9892","88.57236","88.57236"
"265.74","769.978","88.57571","88.57571"
"265.75","769.9678","88.57906","88.57906"
"265.76","769.9588","88.5824","88.5824"
"265.77","769.951","88.58574","88.58574"
"265.78","769.9436","88.58908","88.58908"
"265.79","769.9372","88.59242","88.59242"
"265.8","769.9322","88.59576","88.59576"
"265.81","769.9292","88.59909","88.59909"
"265.82","769.9284","88.60242","88.60242"
"265.83","769.928","88.60575","88.60575"
"265.84","769.9274","88.60908","88.60908"
"265.85","769.9265","88.6124","88.6124"
"265.86","769.9248","88.61572","88.61572"
"265.87","769.922","88.61904","88.61904"
"265.88","769.9182","88.62238","88.62238"
"265.89","769.9134","88.62569","88.62569"
"265.9","769.9078","88.62901","88.62901"
"265.91","769.9022","88.63235","88.63235"
"265.92","769.8954","88.63568","88.63568"
"265.93","769.8885","88.63902","88.63902"
"265.94","769.882","88.64238","88.64238"
"265.95","769.8754","88.64572","88.64572"
"265.96","769.8686","88.64905","88.64905"
"265.97","769.8622","88.65238","88.65238"
"265.98","769.856","88.65572","88.65572"
