"1 _ 1",,,,,,"2 _ 3",,,,,,"3 _ 1",,,,,
"时间","载荷","行程","引伸计1","引伸计1(应变)","行程(应变)","时间","载荷","行程","引伸计1","引伸计1(应变)","行程(应变)","时间","载荷","行程","引伸计1","引伸计1(应变)","行程(应变)"
"sec","N","mm","mm","%","%","sec","N","mm","mm","%","%","sec","N","mm","mm","%","%"
"0","163.327","0","0","0","0","0","563.8194","0","0","0","0","0","543.7098","0","0","0","0"
"0.01","163.331","8.333333E-06","4.8E-06","9.6E-06","1.515152E-05","0.01","563.8162","1.666667E-05","2.5E-06","5E-06","3.030303E-05","0.01","543.713","8.333333E-06","-1.9E-06","-3.8E-06","1.515152E-05"
"0.02","163.3356","1.666667E-05","9.2E-06","1.84E-05","3.030303E-05","0.02","563.8156","7.5E-05","4.7E-06","9.4E-06","0.0001363636","0.02","543.7151","2.5E-05","-3E-06","-6.000001E-06","4.545455E-05"
"0.03","163.3392","6.666667E-05","1.22E-05","2.44E-05","0.0001212121","0.03","563.8182","0.0001833333","6.8E-06","1.36E-05","0.0003333333","0.03","543.7166","0.0001","-2.7E-06","-5.4E-06","0.0001818182"
"0.04","163.3416","0.00015","1.37E-05","2.74E-05","0.0002727273","0.04","563.8274","0.0004166667","9.3E-06","1.86E-05","0.0007575757","0.04","543.7177","0.0002833333","-6E-07","-1.2E-06","0.0005151515"
"0.05","163.347","0.0002833333","1.44E-05","2.88E-05","0.0005151515","0.05","563.8524","0.0006333333","1.25E-05","2.5E-05","0.001151515","0.05","543.7196","0.0005166667","3.1E-06","6.2E-06","0.000939394"
"0.06","163.363","0.0004833333","1.51E-05","3.02E-05","0.0008787879","0.06","563.913","0.0008","1.54E-05","3.08E-05","0.001454546","0.06","543.728","0.0007","8E-06","1.6E-05","0.001272727"
"0.07","163.3974","0.00075","1.6E-05","3.2E-05","0.001363636","0.07","564.0418","0.0009666667","1.76E-05","3.52E-05","0.001757576","0.07","543.7554","0.000875","1.32E-05","2.64E-05","0.001590909"
"0.08","163.4532","0.000975","1.75E-05","3.5E-05","0.001772727","0.08","564.2782","0.001133333","1.91E-05","3.82E-05","0.002060606","0.08","543.82","0.001041667","1.78E-05","3.56E-05","0.001893939"
"0.09","163.53","0.001175","1.98E-05","3.96E-05","0.002136364","0.09","564.662","0.0013","2.04E-05","4.08E-05","0.002363636","0.09","543.9436","0.001216667","2.19E-05","4.38E-05","0.002212121"
"0.1","163.6254","0.001358333","2.24E-05","4.48E-05","0.002469697","0.1","565.2286","0.001466667","2.26E-05","4.52E-05","0.002666667","0.1","544.1466","0.001383333","2.6E-05","5.2E-05","0.002515152"
"0.11","163.735","0.001533333","2.45E-05","4.9E-05","0.002787879","0.11","566.0046","0.001641667","2.67E-05","5.34E-05","0.002984849","0.11","544.4464","0.00155","3.08E-05","6.16E-05","0.002818182"
"0.12","163.8532","0.0017","2.55E-05","5.1E-05","0.003090909","0.12","567.008","0.001808333","3.27E-05","6.54E-05","0.003287879","0.12","544.8566","0.001708333","3.65E-05","7.3E-05","0.003106061"
"0.13","163.9756","0.001875","2.51E-05","5.02E-05","0.003409091","0.13","568.2464","0.001983333","4.14E-05","8.28E-05","0.003606061","0.13","545.3878","0.001866667","4.36E-05","8.72E-05","0.003393939"
"0.14","164.0992","0.002025","2.31E-05","4.62E-05","0.003681818","0.14","569.7186","0.002158333","5.29E-05","0.0001058","0.003924242","0.14","546.0497","0.002025","5.23E-05","0.0001046","0.003681818"
"0.15","164.224","0.002158333","2.01E-05","4.02E-05","0.003924242","0.15","571.4154","0.002325","6.7E-05","0.000134","0.004227273","0.15","546.8524","0.002191667","6.3E-05","0.000126","0.003984849"
"0.16","164.3564","0.0023","1.68E-05","3.36E-05","0.004181819","0.16","573.3204","0.0025","8.34E-05","0.0001668","0.004545454","0.16","547.8054","0.002366667","7.55E-05","0.000151","0.004303031"
"0.17","164.5134","0.002458333","1.39E-05","2.78E-05","0.004469697","0.17","575.4132","0.002666667","0.0001021","0.0002042","0.004848485","0.17","548.9168","0.002533333","8.97E-05","0.0001794","0.004606061"
"0.18","164.7204","0.002616667","1.19E-05","2.38E-05","0.004757576","0.18","577.671","0.002833333","0.0001229","0.0002458","0.005151515","0.18","550.1944","0.0027","0.0001053","0.0002106","0.004909091"
"0.19","165.0088","0.002783333","1.08E-05","2.16E-05","0.005060606","0.19","580.071","0.003008333","0.0001457","0.0002914","0.005469697","0.19","551.6432","0.002875","0.000122","0.000244","0.005227273"
"0.2","165.411","0.002958333","1.06E-05","2.12E-05","0.005378788","0.2","582.5916","0.003175","0.0001707","0.0003414","0.005772728","0.2","553.263","0.003041667","0.0001401","0.0002802","0.005530303"
"0.21","165.958","0.003125","1.09E-05","2.18E-05","0.005681818","0.21","585.2122","0.003341667","0.0001966","0.0003932","0.006075758","0.21","555.0504","0.003208333","0.0001603","0.0003206","0.005833333"
"0.22","166.676","0.0033","1.21E-05","2.42E-05","0.006","0.22","587.9138","0.003516667","0.0002221","0.0004442","0.006393939","0.22","556.9992","0.003383333","0.0001831","0.0003662","0.006151515"
"0.23","167.5858","0.003475","1.46E-05","2.92E-05","0.006318182","0.23","590.6768","0.003683333","0.0002461","0.0004922","0.00669697","0.23","559.0984","0.00355","0.0002081","0.0004162","0.006454546"
"0.24","168.7012","0.00365","1.87E-05","3.74E-05","0.006636364","0.24","593.4848","0.003858333","0.0002686","0.0005372","0.007015151","0.24","561.3342","0.003716667","0.0002342","0.0004684","0.006757576"
"0.25","170.028","0.003825","2.53E-05","5.06E-05","0.006954546","0.25","596.3256","0.004025","0.0002897","0.0005794","0.007318182","0.25","563.6926","0.003891667","0.0002599","0.0005198","0.007075757"
"0.26","171.5628","0.004","3.47E-05","6.94E-05","0.007272728","0.26","599.192","0.004191667","0.0003098","0.0006196","0.007621213","0.26","566.1578","0.004058334","0.0002838","0.0005676","0.007378788"
"0.27","173.2944","0.004166667","4.72E-05","9.44E-05","0.007575758","0.27","602.0796","0.004366667","0.0003296","0.0006592","0.007939394","0.27","568.715","0.004233333","0.0003054","0.0006108","0.007696969"
"0.28","175.2072","0.004341667","6.32E-05","0.0001264","0.007893939","0.28","604.9854","0.004533333","0.0003495","0.000699","0.008242424","0.28","571.3498","0.0044","0.0003245","0.000649","0.007999999"
"0.29","177.2808","0.004516667","8.35E-05","0.000167","0.008212121","0.29","607.9046","0.0047","0.0003696","0.0007392","0.008545455","0.29","574.048","0.004566667","0.0003419","0.0006838","0.00830303"
"0.3","179.4938","0.004683333","0.0001078","0.0002156","0.008515151","0.3","610.8316","0.004866667","0.0003912","0.0007824","0.008848485","0.3","576.7974","0.004741667","0.0003583","0.0007166","0.008621212"
"0.31","181.8232","0.004858334","0.0001351","0.0002702","0.008833334","0.31","613.7626","0.005033333","0.0004153","0.0008305999","0.009151516","0.31","579.588","0.004908334","0.0003747","0.0007494","0.008924243"
"0.32","184.2458","0.005025","0.0001634","0.0003268","0.009136363","0.32","616.695","0.005208333","0.0004419","0.0008838","0.009469697","0.32","582.4114","0.005075","0.0003914","0.0007828","0.009227273"
"0.33","186.7406","0.0052","0.0001916","0.0003832","0.009454546","0.33","619.6274","0.005375","0.0004704","0.0009407999","0.009772728","0.33","585.2604","0.00525","0.0004091","0.0008182","0.009545455"
"0.34","189.289","0.005366667","0.0002194","0.0004388","0.009757576","0.34","622.558","0.005541667","0.0005005","0.001001","0.01007576","0.34","588.1284","0.005408334","0.0004284","0.0008568","0.009833334"
"0.35","191.8768","0.005541667","0.0002473","0.0004946","0.01007576","0.35","625.4846","0.005708334","0.0005319","0.0010638","0.01037879","0.35","591.012","0.005583333","0.0004496","0.0008992","0.01015151"
"0.36","194.4924","0.005708334","0.0002753","0.0005506","0.01037879","0.36","628.4078","0.005875","0.0005646","0.0011292","0.01068182","0.36","593.9066","0.005741667","0.0004721","0.0009441999","0.01043939"
"0.37","197.1286","0.005875","0.0003026","0.0006052","0.01068182","0.37","631.328","0.006041667","0.0005981","0.0011962","0.01098485","0.37","596.8088","0.005916667","0.0004962","0.0009924","0.01075758"
"0.38","199.7792","0.006041667","0.0003285","0.000657","0.01098485","0.38","634.245","0.006208333","0.0006315","0.001263","0.01128788","0.38","599.7156","0.006083333","0.0005218","0.0010436","0.01106061"
"0.39","202.4388","0.006216667","0.0003528","0.0007056","0.01130303","0.39","637.1568","0.006375","0.0006645","0.001329","0.01159091","0.39","602.625","0.00625","0.000549","0.001098","0.01136364"
"0.4","205.103","0.006383333","0.0003759","0.0007518","0.01160606","0.4","640.0626","0.006541667","0.0006965","0.001393","0.01189394","0.4","605.5356","0.006425","0.0005778","0.0011556","0.01168182"
"0.41","207.7686","0.006558334","0.0003984","0.0007968","0.01192424","0.41","642.9636","0.006716667","0.0007265","0.001453","0.01221212","0.41","608.446","0.006591667","0.0006086","0.0012172","0.01198485"
"0.42","210.4334","0.006725","0.000421","0.000842","0.01222727","0.42","645.8608","0.006883333","0.0007543","0.0015086","0.01251515","0.42","611.355","0.006758333","0.0006412","0.0012824","0.01228788"
"0.43","213.0968","0.0069","0.000444","0.000888","0.01254546","0.43","648.7552","0.00705","0.0007803","0.0015606","0.01281818","0.43","614.2606","0.006925","0.0006751","0.0013502","0.01259091"
"0.44","215.7572","0.007066667","0.0004672","0.0009344","0.01284848","0.44","651.648","0.007216667","0.0008047","0.0016094","0.01312121","0.44","617.1612","0.007091667","0.0007096","0.0014192","0.01289394"
"0.45","218.4142","0.007233333","0.0004907","0.0009814","0.01315151","0.45","654.5394","0.007375","0.0008276","0.0016552","0.01340909","0.45","620.0568","0.007258333","0.0007446","0.0014892","0.01319697"
"0.46","221.0678","0.007391667","0.0005147","0.0010294","0.01343939","0.46","657.4298","0.00755","0.0008491","0.0016982","0.01372727","0.46","622.9474","0.007425","0.0007796","0.0015592","0.0135"
"0.47","223.7188","0.007566667","0.0005388","0.0010776","0.01375758","0.47","660.3194","0.007716667","0.0008701","0.0017402","0.0140303","0.47","625.8329","0.007591667","0.0008139","0.0016278","0.01380303"
"0.48","226.3674","0.007733333","0.0005625","0.001125","0.01406061","0.48","663.2092","0.007883334","0.0008921","0.0017842","0.01433333","0.48","628.7138","0.007758333","0.0008468","0.0016936","0.01410606"
"0.49","229.0142","0.007900001","0.0005852","0.0011704","0.01436364","0.49","666.0988","0.008041667","0.0009157","0.0018314","0.01462121","0.49","631.5914","0.007925","0.0008781","0.0017562","0.01440909"
"0.5","231.6576","0.008066666","0.0006078","0.0012156","0.01466667","0.5","668.9862","0.008216667","0.000941","0.001882","0.01493939","0.5","634.4668","0.008091667","0.0009076","0.0018152","0.01471212"
"0.51","234.2966","0.008233333","0.0006311","0.0012622","0.0149697","0.51","671.87","0.008383334","0.0009678","0.0019356","0.01524243","0.51","637.3414","0.008266667","0.000935","0.00187","0.0150303"
"0.52","236.9296","0.0084","0.0006558","0.0013116","0.01527273","0.52","674.7494","0.00855","0.0009956","0.0019912","0.01554545","0.52","640.2166","0.008425","0.0009606","0.0019212","0.01531818"
"0.53","239.5558","0.008566666","0.0006813","0.0013626","0.01557576","0.53","677.6244","0.008716667","0.0010238","0.0020476","0.01584849","0.53","643.0934","0.008591667","0.0009851001","0.0019702","0.01562121"
"0.54","242.1756","0.008741667","0.0007069","0.0014138","0.01589394","0.54","680.496","0.008883334","0.0010521","0.0021042","0.01615152","0.54","645.9714","0.008758334","0.0010092","0.0020184","0.01592424"
"0.55","244.7892","0.008908333","0.0007322","0.0014644","0.01619697","0.55","683.3652","0.00905","0.0010804","0.0021608","0.01645455","0.55","648.8488","0.008925","0.0010334","0.0020668","0.01622727"
"0.56","247.3982","0.009066666","0.0007574","0.0015148","0.01648485","0.56","686.2316","0.009216667","0.0011083","0.0022166","0.01675758","0.56","651.7248","0.0091","0.0010585","0.002117","0.01654545"
"0.57","250.0036","0.009233333","0.0007818","0.0015636","0.01678788","0.57","689.0962","0.009391666","0.0011356","0.0022712","0.01707576","0.57","654.5986","0.009258334","0.0010848","0.0021696","0.01683333"
"0.58","252.6056","0.0094","0.0008051","0.0016102","0.01709091","0.58","691.96","0.009550001","0.0011624","0.0023248","0.01736364","0.58","657.471","0.009433334","0.0011126","0.0022252","0.01715152"
"0.59","255.205","0.009575","0.0008275","0.001655","0.01740909","0.59","694.824","0.009716667","0.0011893","0.0023786","0.01766667","0.59","660.3414","0.009591667","0.0011414","0.0022828","0.0174394"
"0.6","257.8024","0.009733333","0.0008493","0.0016986","0.01769697","0.6","697.6884","0.009883333","0.0012167","0.0024334","0.0179697","0.6","663.2092","0.009766667","0.0011707","0.0023414","0.01775758"
"0.61","260.3962","0.0099","0.0008712","0.0017424","0.018","0.61","700.5532","0.01005","0.0012449","0.0024898","0.01827273","0.61","666.0756","0.009933334","0.0012008","0.0024016","0.01806061"
"0.62","262.9854","0.010075","0.0008938","0.0017876","0.01831818","0.62","703.4182","0.01021667","0.0012741","0.0025482","0.01857576","0.62","668.9416","0.0101","0.001231","0.002462","0.01836364"
"0.63","265.5688","0.01025","0.0009174","0.0018348","0.01863636","0.63","706.282","0.01038333","0.0013046","0.0026092","0.01887879","0.63","671.8066","0.01026667","0.0012603","0.0025206","0.01866667"
"0.64","268.144","0.01040833","0.0009422","0.0018844","0.01892424","0.64","709.143","0.01055","0.0013369","0.0026738","0.01918182","0.64","674.6702","0.01043333","0.0012884","0.0025768","0.0189697"
"0.65","270.7058","0.01056667","0.0009678","0.0019356","0.01921212","0.65","712.0022","0.01071667","0.0013708","0.0027416","0.01948485","0.65","677.532","0.0106","0.0013158","0.0026316","0.01927273"
"0.66","273.2508","0.01073333","0.0009933","0.0019866","0.01951515","0.66","714.8606","0.01089167","0.0014059","0.0028118","0.01980303","0.66","680.3914","0.01076667","0.0013432","0.0026864","0.01957576"
"0.67","275.778","0.01090833","0.0010182","0.0020364","0.01983333","0.67","717.7192","0.01105","0.0014415","0.002883","0.02009091","0.67","683.248","0.01093333","0.0013714","0.0027428","0.01987879"
"0.68","278.289","0.01106667","0.0010428","0.0020856","0.02012121","0.68","720.5778","0.01121667","0.0014764","0.0029528","0.02039394","0.68","686.1008","0.01109167","0.001401","0.002802","0.02016667"
"0.69","280.7874","0.01124167","0.0010673","0.0021346","0.02043939","0.69","723.435","0.01138333","0.0015102","0.0030204","0.02069697","0.69","688.9504","0.01126667","0.0014315","0.002863","0.02048485"
"0.7","283.278","0.01140833","0.0010916","0.0021832","0.02074243","0.7","726.289","0.01155833","0.0015427","0.0030854","0.02101515","0.7","691.7974","0.01143333","0.0014617","0.0029234","0.02078788"
"0.71","285.7652","0.011575","0.0011152","0.0022304","0.02104546","0.71","729.1386","0.011725","0.0015735","0.003147","0.02131818","0.71","694.6412","0.0116","0.0014906","0.0029812","0.02109091"
"0.72","288.2536","0.01174167","0.001138","0.002276","0.02134849","0.72","731.9838","0.01188333","0.0016026","0.0032052","0.02160606","0.72","697.482","0.01176667","0.0015182","0.0030364","0.02139394"
"0.73","290.7468","0.01190833","0.0011597","0.0023194","0.02165152","0.73","734.8252","0.01205","0.0016298","0.0032596","0.02190909","0.73","700.321","0.01193333","0.0015445","0.003089","0.02169697"
"0.74","293.2474","0.012075","0.0011801","0.0023602","0.02195455","0.74","737.6636","0.012225","0.0016553","0.0033106","0.02222727","0.74","703.159","0.0121","0.0015695","0.003139","0.022"
"0.75","295.757","0.01224167","0.0011999","0.0023998","0.02225758","0.75","740.5002","0.01239167","0.0016796","0.0033592","0.0225303","0.75","705.9978","0.01226667","0.0015934","0.0031868","0.02230303"
"0.76","298.2762","0.01240833","0.0012196","0.0024392","0.02256061","0.76","743.3366","0.01255833","0.0017032","0.0034064","0.02283333","0.76","708.8376","0.01243333","0.0016163","0.0032326","0.02260606"
"0.77","300.8046","0.012575","0.0012399","0.0024798","0.02286364","0.77","746.172","0.01271667","0.0017263","0.0034526","0.02312121","0.77","711.6786","0.0126","0.0016388","0.0032776","0.02290909"
"0.78","303.3412","0.01274167","0.0012608","0.0025216","0.02316667","0.78","749.0067","0.01288333","0.0017488","0.0034976","0.02342424","0.78","714.52","0.01276667","0.0016613","0.0033226","0.02321212"
"0.79","305.8858","0.01291667","0.0012825","0.002565","0.02348485","0.79","751.8404","0.01305833","0.001771","0.003542","0.02374242","0.79","717.3608","0.01293333","0.0016849","0.0033698","0.02351515"
"0.8","308.437","0.01308333","0.0013051","0.0026102","0.02378788","0.8","754.6744","0.013225","0.0017938","0.0035876","0.02404545","0.8","720.1985","0.0131","0.00171","0.00342","0.02381818"
"0.81","310.9928","0.01324167","0.0013279","0.0026558","0.02407576","0.81","757.5096","0.01339167","0.001818","0.003636","0.02434849","0.81","723.033","0.01326667","0.0017368","0.0034736","0.02412121"
"0.82","313.5514","0.01340833","0.0013505","0.002701","0.02437879","0.82","760.3458","0.01355833","0.0018439","0.0036878","0.02465151","0.82","725.8638","0.01343333","0.0017646","0.0035292","0.02442424"
"0.83","316.1114","0.01358333","0.0013729","0.0027458","0.02469697","0.83","763.182","0.013725","0.0018708","0.0037416","0.02495455","0.83","728.6922","0.0136","0.0017925","0.003585","0.02472727"
"0.84","318.6718","0.01375","0.0013947","0.0027894","0.025","0.84","766.0168","0.01389167","0.0018979","0.0037958","0.02525758","0.84","731.5182","0.013775","0.0018196","0.0036392","0.02504546"
"0.85","321.2326","0.01390833","0.0014157","0.0028314","0.02528788","0.85","768.8498","0.01405833","0.0019254","0.0038508","0.02556061","0.85","734.3416","0.01394167","0.001846","0.003692","0.02534848"
"0.86","323.7946","0.014075","0.0014361","0.0028722","0.02559091","0.86","771.6806","0.01421667","0.0019531","0.0039062","0.02584849","0.86","737.1628","0.0141","0.0018722","0.0037444","0.02563637"
"0.87","326.358","0.01425","0.0014555","0.002911","0.02590909","0.87","774.5098","0.01439167","0.0019807","0.0039614","0.02616667","0.87","739.982","0.01426667","0.0018984","0.0037968","0.02593939"
"0.88","328.923","0.01441667","0.0014738","0.0029476","0.02621212","0.88","777.337","0.01455833","0.0020078","0.0040156","0.0264697","0.88","742.7998","0.01443333","0.0019247","0.0038494","0.02624243"
"0.89","331.4898","0.01458333","0.0014913","0.0029826","0.02651515","0.89","780.1624","0.014725","0.0020346","0.0040692","0.02677273","0.89","745.6164","0.0146","0.0019512","0.0039024","0.02654546"
"0.9","334.0584","0.01475","0.0015083","0.0030166","0.02681818","0.9","782.9852","0.01489167","0.0020614","0.0041228","0.02707576","0.9","748.4308","0.01476667","0.0019782","0.0039564","0.02684848"
"0.91","336.627","0.01490833","0.0015251","0.0030502","0.02710606","0.91","785.8054","0.01505833","0.0020885","0.004177","0.02737879","0.91","751.2432","0.01493333","0.0020059","0.0040118","0.02715152"
"0.92","339.1944","0.01508333","0.0015417","0.0030834","0.02742424","0.92","788.6228","0.015225","0.0021158","0.0042316","0.02768182","0.92","754.0526","0.0151","0.0020343","0.0040686","0.02745455"
"0.93","341.7586","0.01525","0.0015583","0.0031166","0.02772727","0.93","791.4384","0.01539167","0.002143","0.004286","0.02798485","0.93","756.858","0.01526667","0.0020635","0.004127","0.02775758"
"0.94","344.3172","0.01541667","0.0015758","0.0031516","0.0280303","0.94","794.252","0.01555833","0.0021703","0.0043406","0.02828788","0.94","759.6586","0.01543333","0.0020936","0.0041872","0.02806061"
"0.95","346.87","0.01558333","0.0015942","0.0031884","0.02833333","0.95","797.0632","0.01571667","0.0021972","0.0043944","0.02857576","0.95","762.4547","0.0156","0.0021241","0.0042482","0.02836364"
"0.96","349.4174","0.01575","0.0016136","0.0032272","0.02863636","0.96","799.8704","0.01589167","0.0022231","0.0044462","0.02889394","0.96","765.2484","0.01576667","0.0021545","0.004309","0.02866667"
"0.97","351.9608","0.01591667","0.0016342","0.0032684","0.02893939","0.97","802.6732","0.01605833","0.002248","0.004496","0.02919697","0.97","768.0418","0.01593333","0.002184","0.004368","0.0289697"
"0.98","354.501","0.01608333","0.0016562","0.0033124","0.02924243","0.98","805.472","0.016225","0.0022726","0.0045452","0.0295","0.98","770.836","0.0161","0.0022123","0.0044246","0.02927273"
"0.99","357.0386","0.01624167","0.0016792","0.0033584","0.0295303","0.99","808.2684","0.01639167","0.0022972","0.0045944","0.02980303","0.99","773.6314","0.01626667","0.0022392","0.0044784","0.02957576"
"1","359.574","0.01641667","0.0017027","0.0034054","0.02984849","1","811.0646","0.01655833","0.0023223","0.0046446","0.03010606","1","776.4296","0.01643333","0.0022658","0.0045316","0.02987879"
"1.01","362.1076","0.01658333","0.0017272","0.0034544","0.03015151","1.01","813.8624","0.016725","0.0023477","0.0046954","0.03040909","1.01","779.2304","0.0166","0.0022926","0.0045852","0.03018182"
"1.02","364.6402","0.01675","0.0017534","0.0035068","0.03045454","1.02","816.662","0.01689167","0.0023735","0.004747","0.03071212","1.02","782.0332","0.01676667","0.0023195","0.004639","0.03048485"
"1.03","367.1744","0.01691667","0.0017813","0.0035626","0.03075757","1.03","819.4638","0.01705","0.0023994","0.0047988","0.031","1.03","784.8374","0.01693333","0.0023458","0.0046916","0.03078788"
"1.04","369.7098","0.01708333","0.0018103","0.0036206","0.03106061","1.04","822.2666","0.017225","0.0024248","0.0048496","0.03131818","1.04","787.6434","0.0171","0.0023719","0.0047438","0.03109091"
"1.05","372.2458","0.01725","0.0018396","0.0036792","0.03136364","1.05","825.0692","0.01739167","0.0024495","0.004899","0.03162121","1.05","790.4508","0.01726667","0.0023981","0.0047962","0.03139394"
"1.06","374.782","0.01741667","0.0018686","0.0037372","0.03166667","1.06","827.8712","0.01755833","0.002474","0.004948","0.03192424","1.06","793.2598","0.01744167","0.0024245","0.004849","0.03171212"
"1.07","377.3168","0.01758333","0.0018966","0.0037932","0.0319697","1.07","830.6724","0.017725","0.0024988","0.0049976","0.03222727","1.07","796.0677","0.01760833","0.0024513","0.0049026","0.03201515"
"1.08","379.8494","0.01775","0.0019235","0.003847","0.03227273","1.08","833.4714","0.01789167","0.0025239","0.0050478","0.03253031","1.08","798.8738","0.01776667","0.0024784","0.0049568","0.03230303"
"1.09","382.3784","0.01791667","0.0019496","0.0038992","0.03257576","1.09","836.2688","0.01805833","0.0025498","0.0050996","0.03283333","1.09","801.6772","0.01793333","0.002506","0.005012","0.03260606"
"1.1","384.9022","0.01808333","0.0019751","0.0039502","0.03287879","1.1","839.0656","0.018225","0.0025762","0.0051524","0.03313636","1.1","804.4786","0.01810833","0.0025339","0.0050678","0.03292424"
"1.11","387.4202","0.01825","0.002","0.004","0.03318182","1.11","841.863","0.01839167","0.0026033","0.0052066","0.03343939","1.11","807.2788","0.018275","0.0025621","0.0051242","0.03322727"
"1.12","389.933","0.01841667","0.0020239","0.0040478","0.03348485","1.12","844.663","0.01855833","0.0026308","0.0052616","0.03374242","1.12","810.0776","0.01843333","0.002591","0.005182","0.03351515"
"1.13","392.441","0.01858333","0.0020465","0.004093","0.03378788","1.13","847.4664","0.018725","0.002659","0.005318","0.03404545","1.13","812.874","0.0186","0.0026213","0.0052426","0.03381818"
"1.14","394.9458","0.01875","0.0020679","0.0041358","0.03409091","1.14","850.2734","0.01889167","0.0026884","0.0053768","0.03434848","1.14","815.6678","0.01876667","0.0026529","0.0053058","0.03412122"
"1.15","397.4482","0.01891667","0.0020891","0.0041782","0.03439394","1.15","853.0826","0.01905833","0.0027187","0.0054374","0.03465151","1.15","818.4572","0.01894167","0.0026853","0.0053706","0.0344394"
"1.16","399.9488","0.01908333","0.0021106","0.0042212","0.03469697","1.16","855.8936","0.01921667","0.00275","0.0055","0.03493939","1.16","821.2434","0.01910833","0.0027175","0.005435","0.03474242"
"1.17","402.448","0.01925","0.0021322","0.0042644","0.035","1.17","858.7038","0.01939167","0.0027821","0.0055642","0.03525758","1.17","824.0274","0.019275","0.0027488","0.0054976","0.03504546"
"1.18","404.9448","0.01941667","0.0021535","0.004307","0.03530303","1.18","861.5099","0.01955833","0.0028146","0.0056292","0.0355606","1.18","826.81","0.01944167","0.0027786","0.0055572","0.03534849"
"1.19","407.4374","0.01958333","0.0021741","0.0043482","0.03560606","1.19","864.3108","0.019725","0.0028469","0.0056938","0.03586364","1.19","829.592","0.01960833","0.0028067","0.0056134","0.03565152"
"1.2","409.9254","0.01975","0.0021949","0.0043898","0.03590909","1.2","867.1064","0.01989167","0.0028786","0.0057572","0.03616667","1.2","832.3736","0.019775","0.0028331","0.0056662","0.03595454"
"1.21","412.4086","0.01991667","0.0022165","0.004433","0.03621212","1.21","869.8982","0.02005833","0.0029096","0.0058192","0.0364697","1.21","835.1546","0.01994167","0.0028581","0.0057162","0.03625758"
"1.22","414.8868","0.02008333","0.0022391","0.0044782","0.03651515","1.22","872.6874","0.020225","0.0029398","0.0058796","0.03677273","1.22","837.9338","0.02010833","0.0028821","0.0057642","0.0365606"
"1.23","417.3606","0.02025","0.0022626","0.0045252","0.03681818","1.23","875.4758","0.02039167","0.0029694","0.0059388","0.03707576","1.23","840.7108","0.020275","0.0029056","0.0058112","0.03686364"
"1.24","419.8306","0.02041667","0.0022863","0.0045726","0.03712121","1.24","878.2648","0.02055833","0.0029992","0.0059984","0.03737879","1.24","843.4868","0.02044167","0.0029293","0.0058586","0.03716667"
"1.25","422.2978","0.020575","0.0023098","0.0046196","0.03740909","1.25","881.054","0.02071667","0.0030296","0.0060592","0.03766667","1.25","846.2632","0.02060833","0.002953","0.005906","0.0374697"
"1.26","424.7646","0.02075","0.002333","0.004666","0.03772727","1.26","883.8428","0.02089167","0.0030607","0.0061214","0.03798485","1.26","849.04","0.020775","0.0029774","0.0059548","0.03777273"
"1.27","427.2318","0.02091667","0.0023565","0.004713","0.0380303","1.27","886.632","0.02105833","0.0030919","0.0061838","0.03828788","1.27","851.8178","0.02094167","0.0030033","0.0060066","0.03807576"
"1.28","429.6994","0.02108333","0.0023804","0.0047608","0.03833334","1.28","889.4212","0.021225","0.0031217","0.006243399","0.03859091","1.28","854.5958","0.02110833","0.0030309","0.0060618","0.03837879"
"1.29","432.1652","0.02125","0.0024046","0.0048092","0.03863636","1.29","892.2106","0.02138333","0.0031493","0.0062986","0.03887879","1.29","857.3734","0.021275","0.0030599","0.0061198","0.03868182"
"1.3","434.6288","0.02141667","0.0024282","0.0048564","0.03893939","1.3","894.9984","0.02155833","0.0031744","0.0063488","0.03919697","1.3","860.1506","0.02144167","0.0030897","0.006179399","0.03898485"
"1.31","437.09","0.02158333","0.0024507","0.0049014","0.03924242","1.31","897.7828","0.021725","0.0031976","0.0063952","0.0395","1.31","862.9288","0.0216","0.0031196","0.0062392","0.03927273"
"1.32","439.548","0.02175","0.0024723","0.0049446","0.03954545","1.32","900.564","0.02189167","0.0032197","0.0064394","0.03980303","1.32","865.7092","0.021775","0.003149","0.006298","0.03959091"
"1.33","442.0024","0.02191667","0.0024936","0.0049872","0.03984848","1.33","903.343","0.02205","0.0032411","0.0064822","0.04009091","1.33","868.49","0.02194167","0.0031774","0.0063548","0.03989394"
"1.34","444.4522","0.02208333","0.0025148","0.0050296","0.04015151","1.34","906.1212","0.02221667","0.0032617","0.0065234","0.04039394","1.34","871.2702","0.02210833","0.0032044","0.0064088","0.04019697"
"1.35","446.8968","0.02225","0.0025354","0.0050708","0.04045454","1.35","908.8986","0.02239167","0.0032811","0.0065622","0.04071212","1.35","874.0496","0.022275","0.0032306","0.006461199","0.0405"
"1.36","449.3366","0.02241667","0.0025552","0.0051104","0.04075757","1.36","911.675","0.02255833","0.003299","0.006598","0.04101515","1.36","876.8292","0.02244167","0.0032563","0.0065126","0.04080303"
"1.37","451.7706","0.022575","0.0025744","0.0051488","0.04104545","1.37","914.4504","0.02271667","0.003316","0.006632","0.04130303","1.37","879.6098","0.02260833","0.0032818","0.0065636","0.04110606"
"1.38","454.1988","0.02274167","0.0025932","0.0051864","0.04134848","1.38","917.2244","0.02288333","0.0033335","0.006667","0.04160606","1.38","882.392","0.022775","0.0033071","0.0066142","0.04140909"
