"1 _ 1",,,,,,
"时间","载荷","行程","引伸计1","位移","位移(应变)","引伸计1(应变)"
"sec","N","mm","mm","mm","%","%"
"28.8","1593.699","0.4715167","0.0541196","0.0541196","0.2164784","0.2164784"
"28.81","1594.175","0.4716834","0.0541394","0.0541394","0.2165576","0.2165576"
"28.82","1594.652","0.47185","0.0541585","0.0541585","0.216634","0.216634"
"28.83","1595.128","0.4720167","0.0541773","0.0541773","0.2167092","0.2167092"
"28.84","1595.603","0.4721833","0.0541963","0.0541963","0.2167852","0.2167852"
"28.85","1596.075","0.47235","0.0542156","0.0542156","0.2168624","0.2168624"
"28.86","1596.544","0.4725167","0.0542347","0.0542347","0.2169388","0.2169388"
"28.87","1597.01","0.4726833","0.0542537","0.0542537","0.2170148","0.2170148"
"28.88","1597.473","0.4728417","0.054273","0.054273","0.217092","0.217092"
"28.89","1597.935","0.4730167","0.0542929","0.0542929","0.2171716","0.2171716"
"28.9","1598.397","0.4731833","0.0543129","0.0543129","0.2172516","0.2172516"
"28.91","1598.858","0.47335","0.0543324","0.0543324","0.2173296","0.2173296"
"28.92","1599.318","0.4735083","0.0543504","0.0543504","0.2174016","0.2174016"
"28.93","1599.778","0.4736833","0.0543667","0.0543667","0.2174668","0.2174668"
"28.94","1600.239","0.47385","0.0543818","0.0543818","0.2175272","0.2175272"
"28.95","1600.701","0.4740167","0.0543963","0.0543963","0.2175852","0.2175852"
"28.96","1601.166","0.474175","0.054411","0.054411","0.217644","0.217644"
"28.97","1601.632","0.47435","0.054427","0.054427","0.217708","0.217708"
"28.98","1602.098","0.4745167","0.054445","0.054445","0.21778","0.21778"
"28.99","1602.564","0.4746833","0.054465","0.054465","0.21786","0.21786"
"29","1603.028","0.4748417","0.0544863","0.0544863","0.2179452","0.2179452"
"29.01","1603.491","0.4750083","0.0545074","0.0545074","0.2180296","0.2180296"
"29.02","1603.951","0.4751833","0.054527","0.054527","0.218108","0.218108"
"29.03","1604.407","0.47535","0.0545446","0.0545446","0.2181784","0.2181784"
"29.04","1604.863","0.4755167","0.0545606","0.0545606","0.2182424","0.2182424"
"29.05","1605.319","0.475675","0.0545756","0.0545756","0.2183024","0.2183024"
"29.06","1605.776","0.47585","0.0545898","0.0545898","0.2183592","0.2183592"
"29.07","1606.233","0.4760167","0.0546038","0.0546038","0.2184152","0.2184152"
"29.08","1606.688","0.4761833","0.0546181","0.0546181","0.2184724","0.2184724"
"29.09","1607.144","0.47635","0.0546332","0.0546332","0.2185328","0.2185328"
"29.1","1607.601","0.4765167","0.0546488","0.0546488","0.2185952","0.2185952"
"29.11","1608.06","0.4766833","0.0546646","0.0546646","0.2186584","0.2186584"
"29.12","1608.522","0.47685","0.0546803","0.0546803","0.2187212","0.2187212"
"29.13","1608.986","0.4770167","0.0546966","0.0546966","0.2187864","0.2187864"
"29.14","1609.453","0.4771833","0.054714","0.054714","0.218856","0.218856"
"29.15","1609.921","0.47735","0.0547325","0.0547325","0.21893","0.21893"
"29.16","1610.389","0.4775167","0.0547517","0.0547517","0.2190068","0.2190068"
"29.17","1610.858","0.4776833","0.0547712","0.0547712","0.2190848","0.2190848"
"29.18","1611.326","0.47785","0.0547909","0.0547909","0.2191636","0.2191636"
"29.19","1611.794","0.4780167","0.0548105","0.0548105","0.219242","0.219242"
"29.2","1612.259","0.4781833","0.05483","0.05483","0.21932","0.21932"
"29.21","1612.724","0.47835","0.0548492","0.0548492","0.2193968","0.2193968"
"29.22","1613.188","0.4785167","0.0548681","0.0548681","0.2194724","0.2194724"
"29.23","1613.652","0.4786834","0.0548868","0.0548868","0.2195472","0.2195472"
"29.24","1614.117","0.47885","0.0549052","0.0549052","0.2196208","0.2196208"
"29.25","1614.584","0.4790167","0.0549233","0.0549233","0.2196932","0.2196932"
"29.26","1615.05","0.4791833","0.0549413","0.0549413","0.2197652","0.2197652"
"29.27","1615.518","0.47935","0.0549599","0.0549599","0.2198396","0.2198396"
"29.28","1615.986","0.4795167","0.0549795","0.0549795","0.219918","0.219918"
"29.29","1616.454","0.4796833","0.0550004","0.0550004","0.2200016","0.2200016"
"29.3","1616.923","0.47985","0.0550215","0.0550215","0.220086","0.220086"
"29.31","1617.392","0.4800167","0.055042","0.055042","0.220168","0.220168"
"29.32","1617.862","0.4801833","0.0550616","0.0550616","0.2202464","0.2202464"
"29.33","1618.331","0.48035","0.0550802","0.0550802","0.2203208","0.2203208"
"29.34","1618.797","0.4805167","0.0550982","0.0550982","0.2203928","0.2203928"
"29.35","1619.26","0.4806833","0.0551148","0.0551148","0.2204592","0.2204592"
"29.36","1619.723","0.48085","0.0551296","0.0551296","0.2205184","0.2205184"
"29.37","1620.185","0.4810167","0.055142","0.055142","0.220568","0.220568"
"29.38","1620.647","0.4811834","0.0551527","0.0551527","0.2206108","0.2206108"
"29.39","1621.11","0.48135","0.0551633","0.0551633","0.2206532","0.2206532"
"29.4","1621.572","0.4815167","0.0551748","0.0551748","0.2206992","0.2206992"
"29.41","1622.033","0.4816833","0.0551884","0.0551884","0.2207536","0.2207536"
"29.42","1622.492","0.48185","0.0552051","0.0552051","0.2208204","0.2208204"
"29.43","1622.951","0.4820083","0.0552247","0.0552247","0.2208988","0.2208988"
"29.44","1623.409","0.482175","0.0552465","0.0552465","0.220986","0.220986"
"29.45","1623.867","0.48235","0.0552693","0.0552693","0.2210772","0.2210772"
"29.46","1624.324","0.4825167","0.0552917","0.0552917","0.2211668","0.2211668"
"29.47","1624.781","0.4826833","0.0553125","0.0553125","0.22125","0.22125"
"29.48","1625.238","0.4828417","0.0553318","0.0553318","0.2213272","0.2213272"
"29.49","1625.696","0.4830167","0.0553494","0.0553494","0.2213976","0.2213976"
"29.5","1626.155","0.4831833","0.0553657","0.0553657","0.2214628","0.2214628"
"29.51","1626.614","0.48335","0.0553807","0.0553807","0.2215228","0.2215228"
"29.52","1627.074","0.4835167","0.0553949","0.0553949","0.2215796","0.2215796"
"29.53","1627.533","0.4836833","0.0554092","0.0554092","0.2216368","0.2216368"
"29.54","1627.993","0.48385","0.0554246","0.0554246","0.2216984","0.2216984"
"29.55","1628.453","0.4840167","0.055442","0.055442","0.221768","0.221768"
"29.56","1628.914","0.4841833","0.0554612","0.0554612","0.2218448","0.2218448"
"29.57","1629.379","0.4843417","0.0554814","0.0554814","0.2219256","0.2219256"
"29.58","1629.847","0.4845167","0.0555017","0.0555017","0.2220068","0.2220068"
"29.59","1630.32","0.4846833","0.055522","0.055522","0.222088","0.222088"
"29.6","1630.796","0.4848417","0.0555421","0.0555421","0.2221684","0.2221684"
"29.61","1631.273","0.4850083","0.0555621","0.0555621","0.2222484","0.2222484"
"29.62","1631.749","0.4851833","0.0555822","0.0555822","0.2223288","0.2223288"
"29.63","1632.223","0.48535","0.055603","0.055603","0.222412","0.222412"
"29.64","1632.694","0.4855167","0.0556244","0.0556244","0.2224976","0.2224976"
"29.65","1633.161","0.4856834","0.0556454","0.0556454","0.2225816","0.2225816"
"29.66","1633.626","0.48585","0.0556658","0.0556658","0.2226632","0.2226632"
"29.67","1634.09","0.4860167","0.0556854","0.0556854","0.2227416","0.2227416"
"29.68","1634.553","0.4861833","0.0557043","0.0557043","0.2228172","0.2228172"
"29.69","1635.019","0.48635","0.0557226","0.0557226","0.2228904","0.2228904"
"29.7","1635.488","0.4865167","0.05574","0.05574","0.22296","0.22296"
"29.71","1635.958","0.4866833","0.0557562","0.0557562","0.2230248","0.2230248"
"29.72","1636.43","0.48685","0.0557713","0.0557713","0.2230852","0.2230852"
"29.73","1636.902","0.4870167","0.0557857","0.0557857","0.2231428","0.2231428"
"29.74","1637.372","0.4871833","0.0558006","0.0558006","0.2232024","0.2232024"
"29.75","1637.838","0.48735","0.055817","0.055817","0.223268","0.223268"
"29.76","1638.302","0.4875167","0.0558348","0.0558348","0.2233392","0.2233392"
"29.77","1638.763","0.4876833","0.0558544","0.0558544","0.2234176","0.2234176"
"29.78","1639.224","0.48785","0.0558755","0.0558755","0.223502","0.223502"
"29.79","1639.685","0.4880167","0.0558971","0.0558971","0.2235884","0.2235884"
"29.8","1640.148","0.4881833","0.0559187","0.0559187","0.2236748","0.2236748"
"29.81","1640.613","0.48835","0.0559402","0.0559402","0.2237608","0.2237608"
"29.82","1641.079","0.4885167","0.0559621","0.0559621","0.2238484","0.2238484"
"29.83","1641.546","0.4886833","0.0559843","0.0559843","0.2239372","0.2239372"
"29.84","1642.013","0.48885","0.0560062","0.0560062","0.2240248","0.2240248"
"29.85","1642.479","0.4890167","0.0560272","0.0560272","0.2241088","0.2241088"
"29.86","1642.944","0.4891917","0.0560473","0.0560473","0.2241892","0.2241892"
"29.87","1643.406","0.48935","0.0560665","0.0560665","0.224266","0.224266"
"29.88","1643.865","0.4895167","0.0560847","0.0560847","0.2243388","0.2243388"
"29.89","1644.323","0.4896833","0.0561015","0.0561015","0.224406","0.224406"
"29.9","1644.782","0.48985","0.056117","0.056117","0.224468","0.224468"
"29.91","1645.243","0.490025","0.0561316","0.0561316","0.2245264","0.2245264"
"29.92","1645.704","0.4901834","0.0561456","0.0561456","0.2245824","0.2245824"
"29.93","1646.167","0.49035","0.0561597","0.0561597","0.2246388","0.2246388"
"29.94","1646.632","0.4905167","0.0561746","0.0561746","0.2246984","0.2246984"
"29.95","1647.099","0.4906833","0.0561906","0.0561906","0.2247624","0.2247624"
"29.96","1647.568","0.4908583","0.0562077","0.0562077","0.2248308","0.2248308"
"29.97","1648.037","0.4910167","0.0562256","0.0562256","0.2249024","0.2249024"
"29.98","1648.504","0.4911833","0.0562437","0.0562437","0.2249748","0.2249748"
"29.99","1648.971","0.49135","0.0562615","0.0562615","0.225046","0.225046"
"30","1649.437","0.4915167","0.0562789","0.0562789","0.2251156","0.2251156"
"30.01","1649.903","0.4916833","0.0562963","0.0562963","0.2251852","0.2251852"
"30.02","1650.371","0.49185","0.0563141","0.0563141","0.2252564","0.2252564"
"30.03","1650.839","0.4920167","0.0563322","0.0563322","0.2253288","0.2253288"
"30.04","1651.309","0.4921917","0.0563506","0.0563506","0.2254024","0.2254024"
"30.05","1651.779","0.49235","0.0563693","0.0563693","0.2254772","0.2254772"
"30.06","1652.25","0.4925167","0.0563879","0.0563879","0.2255516","0.2255516"
"30.07","1652.722","0.4926834","0.0564063","0.0564063","0.2256252","0.2256252"
"30.08","1653.196","0.49285","0.0564242","0.0564242","0.2256968","0.2256968"
"30.09","1653.67","0.4930167","0.0564416","0.0564416","0.2257664","0.2257664"
"30.1","1654.144","0.4931833","0.0564588","0.0564588","0.2258352","0.2258352"
"30.11","1654.616","0.49335","0.056476","0.056476","0.225904","0.225904"
"30.12","1655.087","0.4935167","0.0564936","0.0564936","0.2259744","0.2259744"
"30.13","1655.555","0.4936917","0.0565121","0.0565121","0.2260484","0.2260484"
"30.14","1656.022","0.49385","0.0565311","0.0565311","0.2261244","0.2261244"
"30.15","1656.487","0.4940167","0.0565502","0.0565502","0.2262008","0.2262008"
"30.16","1656.952","0.4941833","0.0565694","0.0565694","0.2262776","0.2262776"
"30.17","1657.419","0.49435","0.0565887","0.0565887","0.2263548","0.2263548"
"30.18","1657.887","0.4945167","0.0566084","0.0566084","0.2264336","0.2264336"
"30.19","1658.357","0.4946833","0.0566285","0.0566285","0.226514","0.226514"
"30.2","1658.827","0.49485","0.0566491","0.0566491","0.2265964","0.2265964"
"30.21","1659.297","0.4950167","0.05667","0.05667","0.22668","0.22668"
"30.22","1659.767","0.4951833","0.0566909","0.0566909","0.2267636","0.2267636"
"30.23","1660.236","0.49535","0.0567115","0.0567115","0.226846","0.226846"
"30.24","1660.706","0.4955167","0.0567318","0.0567318","0.2269272","0.2269272"
"30.25","1661.175","0.4956833","0.0567514","0.0567514","0.2270056","0.2270056"
"30.26","1661.643","0.49585","0.0567702","0.0567702","0.2270808","0.2270808"
"30.27","1662.111","0.4960167","0.0567878","0.0567878","0.2271512","0.2271512"
"30.28","1662.579","0.4961833","0.0568044","0.0568044","0.2272176","0.2272176"
"30.29","1663.048","0.49635","0.0568196","0.0568196","0.2272784","0.2272784"
"30.3","1663.517","0.4965167","0.0568335","0.0568335","0.227334","0.227334"
"30.31","1663.988","0.4966833","0.0568462","0.0568462","0.2273848","0.2273848"
"30.32","1664.457","0.49685","0.0568585","0.0568585","0.227434","0.227434"
"30.33","1664.923","0.4970167","0.0568713","0.0568713","0.2274852","0.2274852"
"30.34","1665.388","0.4971834","0.0568842","0.0568842","0.2275368","0.2275368"
"30.35","1665.851","0.49735","0.0568976","0.0568976","0.2275904","0.2275904"
"30.36","1666.313","0.4975167","0.0569119","0.0569119","0.2276476","0.2276476"
"30.37","1666.772","0.4976833","0.0569272","0.0569272","0.2277088","0.2277088"
"30.38","1667.232","0.49785","0.0569435","0.0569435","0.227774","0.227774"
"30.39","1667.691","0.4980167","0.0569598","0.0569598","0.2278392","0.2278392"
"30.4","1668.153","0.4981833","0.0569757","0.0569757","0.2279028","0.2279028"
"30.41","1668.619","0.49835","0.0569907","0.0569907","0.2279628","0.2279628"
"30.42","1669.088","0.4985167","0.0570051","0.0570051","0.2280204","0.2280204"
"30.43","1669.561","0.4986833","0.0570195","0.0570195","0.228078","0.228078"
"30.44","1670.039","0.49885","0.0570338","0.0570338","0.2281352","0.2281352"
"30.45","1670.52","0.4990167","0.0570484","0.0570484","0.2281936","0.2281936"
"30.46","1671.003","0.4991833","0.0570636","0.0570636","0.2282544","0.2282544"
"30.47","1671.484","0.49935","0.0570796","0.0570796","0.2283184","0.2283184"
"30.48","1671.963","0.4995167","0.0570962","0.0570962","0.2283848","0.2283848"
"30.49","1672.44","0.4996834","0.0571127","0.0571127","0.2284508","0.2284508"
"30.5","1672.916","0.49985","0.0571294","0.0571294","0.2285176","0.2285176"
"30.51","1673.391","0.5000167","0.057147","0.057147","0.228588","0.228588"
"30.52","1673.863","0.5001833","0.0571664","0.0571664","0.2286656","0.2286656"
"30.53","1674.331","0.50035","0.0571882","0.0571882","0.2287528","0.2287528"
"30.54","1674.796","0.5005167","0.0572117","0.0572117","0.2288468","0.2288468"
"30.55","1675.258","0.5006834","0.0572362","0.0572362","0.2289448","0.2289448"
"30.56","1675.719","0.50085","0.0572612","0.0572612","0.2290448","0.2290448"
"30.57","1676.179","0.5010167","0.0572863","0.0572863","0.2291452","0.2291452"
"30.58","1676.639","0.5011833","0.0573108","0.0573108","0.2292432","0.2292432"
"30.59","1677.098","0.50135","0.0573345","0.0573345","0.229338","0.229338"
"30.6","1677.556","0.5015167","0.0573573","0.0573573","0.2294292","0.2294292"
"30.61","1678.013","0.5016834","0.0573796","0.0573796","0.2295184","0.2295184"
"30.62","1678.468","0.50185","0.0574018","0.0574018","0.2296072","0.2296072"
"30.63","1678.921","0.5020167","0.0574241","0.0574241","0.2296964","0.2296964"
"30.64","1679.374","0.5021833","0.0574468","0.0574468","0.2297872","0.2297872"
"30.65","1679.829","0.50235","0.0574696","0.0574696","0.2298784","0.2298784"
"30.66","1680.284","0.5025167","0.0574918","0.0574918","0.2299672","0.2299672"
"30.67","1680.74","0.5026833","0.0575126","0.0575126","0.2300504","0.2300504"
"30.68","1681.198","0.5028583","0.0575317","0.0575317","0.2301268","0.2301268"
"30.69","1681.656","0.5030167","0.0575489","0.0575489","0.2301956","0.2301956"
"30.7","1682.115","0.5031834","0.0575637","0.0575637","0.2302548","0.2302548"
"30.71","1682.574","0.50335","0.0575762","0.0575762","0.2303048","0.2303048"
"30.72","1683.035","0.5035167","0.0575877","0.0575877","0.2303508","0.2303508"
"30.73","1683.498","0.5036833","0.0575997","0.0575997","0.2303988","0.2303988"
"30.74","1683.962","0.50385","0.0576127","0.0576127","0.2304508","0.2304508"
"30.75","1684.427","0.5040167","0.057627","0.057627","0.230508","0.230508"
"30.76","1684.894","0.5041834","0.0576432","0.0576432","0.2305728","0.2305728"
"30.77","1685.363","0.50435","0.0576612","0.0576612","0.2306448","0.2306448"
"30.78","1685.832","0.5045167","0.0576801","0.0576801","0.2307204","0.2307204"
"30.79","1686.3","0.5046833","0.0576992","0.0576992","0.2307968","0.2307968"
"30.8","1686.766","0.50485","0.0577171","0.0577171","0.2308684","0.2308684"
"30.81","1687.23","0.5050167","0.0577335","0.0577335","0.230934","0.230934"
"30.82","1687.694","0.5051833","0.0577487","0.0577487","0.2309948","0.2309948"
"30.83","1688.161","0.50535","0.0577633","0.0577633","0.2310532","0.2310532"
"30.84","1688.634","0.5055166","0.0577777","0.0577777","0.2311108","0.2311108"
"30.85","1689.111","0.5056834","0.057792","0.057792","0.231168","0.231168"
"30.86","1689.591","0.5058417","0.0578067","0.0578067","0.2312268","0.2312268"
"30.87","1690.071","0.5060167","0.0578229","0.0578229","0.2312916","0.2312916"
"30.88","1690.55","0.5061833","0.0578405","0.0578405","0.231362","0.231362"
"30.89","1691.026","0.50635","0.0578588","0.0578588","0.2314352","0.2314352"
"30.9","1691.497","0.5065167","0.057877","0.057877","0.231508","0.231508"
"30.91","1691.965","0.5066833","0.0578949","0.0578949","0.2315796","0.2315796"
"30.92","1692.429","0.50685","0.0579128","0.0579128","0.2316512","0.2316512"
"30.93","1692.889","0.5070167","0.0579308","0.0579308","0.2317232","0.2317232"
"30.94","1693.346","0.507175","0.057949","0.057949","0.231796","0.231796"
"30.95","1693.801","0.50735","0.0579673","0.0579673","0.2318692","0.2318692"
"30.96","1694.255","0.5075167","0.0579859","0.0579859","0.2319436","0.2319436"
"30.97","1694.712","0.5076833","0.0580047","0.0580047","0.2320188","0.2320188"
"30.98","1695.171","0.50785","0.0580231","0.0580231","0.2320924","0.2320924"
"30.99","1695.635","0.5080166","0.0580411","0.0580411","0.2321644","0.2321644"
"31","1696.103","0.5081834","0.0580589","0.0580589","0.2322356","0.2322356"
"31.01","1696.576","0.50835","0.0580773","0.0580773","0.2323092","0.2323092"
"31.02","1697.054","0.5085167","0.0580973","0.0580973","0.2323892","0.2323892"
"31.03","1697.532","0.5086833","0.0581184","0.0581184","0.2324736","0.2324736"
"31.04","1698.011","0.50885","0.0581406","0.0581406","0.2325624","0.2325624"
"31.05","1698.488","0.5090167","0.0581634","0.0581634","0.2326536","0.2326536"
"31.06","1698.964","0.5091833","0.0581869","0.0581869","0.2327476","0.2327476"
"31.07","1699.439","0.50935","0.0582105","0.0582105","0.232842","0.232842"
"31.08","1699.912","0.5095167","0.0582334","0.0582334","0.2329336","0.2329336"
"31.09","1700.385","0.5096833","0.0582553","0.0582553","0.2330212","0.2330212"
"31.1","1700.858","0.50985","0.0582764","0.0582764","0.2331056","0.2331056"
"31.11","1701.331","0.5100167","0.0582965","0.0582965","0.233186","0.233186"
"31.12","1701.803","0.5101833","0.058315","0.058315","0.23326","0.23326"
"31.13","1702.272","0.51035","0.0583314","0.0583314","0.2333256","0.2333256"
"31.14","1702.739","0.5105166","0.0583467","0.0583467","0.2333868","0.2333868"
"31.15","1703.206","0.5106834","0.0583624","0.0583624","0.2334496","0.2334496"
"31.16","1703.672","0.51085","0.0583794","0.0583794","0.2335176","0.2335176"
"31.17","1704.139","0.5110167","0.0583982","0.0583982","0.2335928","0.2335928"
"31.18","1704.607","0.5111833","0.0584184","0.0584184","0.2336736","0.2336736"
"31.19","1705.076","0.51135","0.0584394","0.0584394","0.2337576","0.2337576"
"31.2","1705.547","0.5115167","0.05846","0.05846","0.23384","0.23384"
"31.21","1706.02","0.5116833","0.0584794","0.0584794","0.2339176","0.2339176"
"31.22","1706.495","0.51185","0.0584971","0.0584971","0.2339884","0.2339884"
"31.23","1706.971","0.5120167","0.058513","0.058513","0.234052","0.234052"
"31.24","1707.445","0.5121917","0.0585275","0.0585275","0.23411","0.23411"
"31.25","1707.917","0.51235","0.0585416","0.0585416","0.2341664","0.2341664"
"31.26","1708.386","0.5125167","0.058556","0.058556","0.234224","0.234224"
"31.27","1708.856","0.5126833","0.0585722","0.0585722","0.2342888","0.2342888"
"31.28","1709.327","0.51285","0.0585906","0.0585906","0.2343624","0.2343624"
"31.29","1709.799","0.5130167","0.0586111","0.0586111","0.2344444","0.2344444"
"31.3","1710.272","0.5131834","0.0586329","0.0586329","0.2345316","0.2345316"
"31.31","1710.744","0.51335","0.058655","0.058655","0.23462","0.23462"
"31.32","1711.215","0.5135167","0.0586767","0.0586767","0.2347068","0.2347068"
"31.33","1711.685","0.5136833","0.0586973","0.0586973","0.2347892","0.2347892"
"31.34","1712.152","0.51385","0.0587173","0.0587173","0.2348692","0.2348692"
"31.35","1712.619","0.5140167","0.0587371","0.0587371","0.2349484","0.2349484"
"31.36","1713.084","0.5141833","0.0587576","0.0587576","0.2350304","0.2350304"
"31.37","1713.55","0.51435","0.0587788","0.0587788","0.2351152","0.2351152"
"31.38","1714.015","0.5145167","0.0587998","0.0587998","0.2351992","0.2351992"
"31.39","1714.482","0.5146834","0.05882","0.05882","0.23528","0.23528"
"31.4","1714.949","0.51485","0.0588391","0.0588391","0.2353564","0.2353564"
"31.41","1715.418","0.5150167","0.0588566","0.0588566","0.2354264","0.2354264"
"31.42","1715.889","0.5151833","0.0588727","0.0588727","0.2354908","0.2354908"
"31.43","1716.362","0.51535","0.058888","0.058888","0.235552","0.235552"
"31.44","1716.838","0.5155167","0.058903","0.058903","0.235612","0.235612"
"31.45","1717.319","0.5156834","0.058918","0.058918","0.235672","0.235672"
"31.46","1717.803","0.51585","0.0589325","0.0589325","0.23573","0.23573"
"31.47","1718.288","0.5160167","0.0589461","0.0589461","0.2357844","0.2357844"
"31.48","1718.771","0.5161833","0.0589583","0.0589583","0.2358332","0.2358332"
"31.49","1719.252","0.51635","0.0589691","0.0589691","0.2358764","0.2358764"
"31.5","1719.728","0.5165167","0.0589795","0.0589795","0.235918","0.235918"
"31.51","1720.201","0.5166833","0.0589907","0.0589907","0.2359628","0.2359628"
"31.52","1720.671","0.51685","0.0590035","0.0590035","0.236014","0.236014"
"31.53","1721.14","0.5170166","0.0590181","0.0590181","0.2360724","0.2360724"
"31.54","1721.61","0.5171834","0.0590338","0.0590338","0.2361352","0.2361352"
"31.55","1722.083","0.51735","0.0590499","0.0590499","0.2361996","0.2361996"
"31.56","1722.559","0.5175167","0.0590668","0.0590668","0.2362672","0.2362672"
"31.57","1723.037","0.5176833","0.059085","0.059085","0.23634","0.23634"
"31.58","1723.517","0.51785","0.0591042","0.0591042","0.2364168","0.2364168"
"31.59","1723.997","0.5180167","0.0591238","0.0591238","0.2364952","0.2364952"
"31.6","1724.476","0.5181834","0.0591437","0.0591437","0.2365748","0.2365748"
"31.61","1724.955","0.51835","0.0591638","0.0591638","0.2366552","0.2366552"
"31.62","1725.432","0.5185167","0.0591843","0.0591843","0.2367372","0.2367372"
"31.63","1725.91","0.5186833","0.0592051","0.0592051","0.2368204","0.2368204"
"31.64","1726.386","0.51885","0.0592266","0.0592266","0.2369064","0.2369064"
"31.65","1726.86","0.5190167","0.0592489","0.0592489","0.2369956","0.2369956"
"31.66","1727.33","0.5191833","0.0592723","0.0592723","0.2370892","0.2370892"
"31.67","1727.797","0.51935","0.0592966","0.0592966","0.2371864","0.2371864"
"31.68","1728.264","0.5195166","0.0593212","0.0593212","0.2372848","0.2372848"
"31.69","1728.733","0.5196834","0.0593455","0.0593455","0.237382","0.237382"
"31.7","1729.204","0.51985","0.0593686","0.0593686","0.2374744","0.2374744"
"31.71","1729.676","0.5200167","0.0593895","0.0593895","0.237558","0.237558"
"31.72","1730.149","0.5201833","0.0594075","0.0594075","0.23763","0.23763"
"31.73","1730.622","0.52035","0.0594234","0.0594234","0.2376936","0.2376936"
"31.74","1731.095","0.5205167","0.0594374","0.0594374","0.2377496","0.2377496"
"31.75","1731.57","0.5206833","0.05945","0.05945","0.2378","0.2378"
"31.76","1732.046","0.52085","0.0594617","0.0594617","0.2378468","0.2378468"
"31.77","1732.523","0.5210167","0.0594737","0.0594737","0.2378948","0.2378948"
"31.78","1733","0.5211833","0.0594869","0.0594869","0.2379476","0.2379476"
"31.79","1733.476","0.52135","0.0595014","0.0595014","0.2380056","0.2380056"
"31.8","1733.951","0.5215167","0.0595173","0.0595173","0.2380692","0.2380692"
"31.81","1734.425","0.5216833","0.059535","0.059535","0.23814","0.23814"
"31.82","1734.899","0.52185","0.0595546","0.0595546","0.2382184","0.2382184"
"31.83","1735.373","0.5220166","0.0595754","0.0595754","0.2383016","0.2383016"
"31.84","1735.846","0.5221834","0.0595971","0.0595971","0.2383884","0.2383884"
"31.85","1736.319","0.52235","0.0596196","0.0596196","0.2384784","0.2384784"
"31.86","1736.79","0.5225167","0.0596425","0.0596425","0.23857","0.23857"
"31.87","1737.26","0.5226833","0.0596655","0.0596655","0.238662","0.238662"
"31.88","1737.731","0.52285","0.0596881","0.0596881","0.2387524","0.2387524"
"31.89","1738.203","0.5230167","0.0597105","0.0597105","0.238842","0.238842"
"31.9","1738.677","0.5231833","0.0597321","0.0597321","0.2389284","0.2389284"
"31.91","1739.152","0.52335","0.0597529","0.0597529","0.2390116","0.2390116"
"31.92","1739.628","0.5235167","0.0597728","0.0597728","0.2390912","0.2390912"
"31.93","1740.104","0.5236833","0.0597915","0.0597915","0.239166","0.239166"
"31.94","1740.579","0.52385","0.0598085","0.0598085","0.239234","0.239234"
"31.95","1741.053","0.5240167","0.0598243","0.0598243","0.2392972","0.2392972"
"31.96","1741.527","0.5241833","0.0598395","0.0598395","0.239358","0.239358"
"31.97","1741.999","0.52435","0.0598544","0.0598544","0.2394176","0.2394176"
"31.98","1742.47","0.5245167","0.0598692","0.0598692","0.2394768","0.2394768"
"31.99","1742.939","0.5246834","0.0598839","0.0598839","0.2395356","0.2395356"
"32","1743.406","0.52485","0.0598982","0.0598982","0.2395928","0.2395928"
"32.01","1743.871","0.5250167","0.0599128","0.0599128","0.2396512","0.2396512"
"32.02","1744.334","0.5251833","0.0599278","0.0599278","0.2397112","0.2397112"
"32.03","1744.795","0.52535","0.0599431","0.0599431","0.2397724","0.2397724"
"32.04","1745.255","0.5255167","0.0599582","0.0599582","0.2398328","0.2398328"
"32.05","1745.716","0.5256833","0.0599728","0.0599728","0.2398912","0.2398912"
"32.06","1746.181","0.52585","0.0599872","0.0599872","0.2399488","0.2399488"
"32.07","1746.648","0.5260084","0.0600022","0.0600022","0.2400088","0.2400088"
"32.08","1747.118","0.5261834","0.0600185","0.0600185","0.240074","0.240074"
"32.09","1747.589","0.52635","0.0600366","0.0600366","0.2401464","0.2401464"
"32.1","1748.061","0.5265167","0.0600561","0.0600561","0.2402244","0.2402244"
"32.11","1748.531","0.526675","0.0600759","0.0600759","0.2403036","0.2403036"
"32.12","1749","0.52685","0.0600952","0.0600952","0.2403808","0.2403808"
"32.13","1749.467","0.5270167","0.0601139","0.0601139","0.2404556","0.2404556"
"32.14","1749.933","0.527175","0.0601316","0.0601316","0.2405264","0.2405264"
"32.15","1750.402","0.5273417","0.0601475","0.0601475","0.24059","0.24059"
"32.16","1750.872","0.5275167","0.0601617","0.0601617","0.2406468","0.2406468"
"32.17","1751.344","0.527675","0.0601752","0.0601752","0.2407008","0.2407008"
"32.18","1751.819","0.5278417","0.0601893","0.0601893","0.2407572","0.2407572"
"32.19","1752.296","0.5280083","0.0602048","0.0602048","0.2408192","0.2408192"
"32.2","1752.774","0.528175","0.0602219","0.0602219","0.2408876","0.2408876"
"32.21","1753.253","0.52835","0.0602405","0.0602405","0.240962","0.240962"
"32.22","1753.734","0.5285084","0.0602606","0.0602606","0.2410424","0.2410424"
"32.23","1754.217","0.5286834","0.0602824","0.0602824","0.2411296","0.2411296"
"32.24","1754.701","0.5288417","0.060305","0.060305","0.24122","0.24122"
"32.25","1755.184","0.5290167","0.0603269","0.0603269","0.2413076","0.2413076"
"32.26","1755.666","0.529175","0.0603478","0.0603478","0.2413912","0.2413912"
"32.27","1756.145","0.5293417","0.0603677","0.0603677","0.2414708","0.2414708"
