"1 _ 1",,,,,,
"时间","载荷","行程","引伸计1","位移","位移(应变)","引伸计1(应变)"
"sec","N","mm","mm","mm","%","%"
"41.86","4302.952","0.6891583","0.0418534","0.0418534","0.0837068","0.0837068"
"41.87","4303.798","0.6893167","0.0418603","0.0418603","0.0837206","0.0837206"
"41.88","4304.644","0.6894833","0.0418658","0.0418658","0.0837316","0.0837316"
"41.89","4305.49","0.68965","0.0418703","0.0418703","0.0837406","0.0837406"
"41.9","4306.334","0.689825","0.0418744","0.0418744","0.0837488","0.0837488"
"41.91","4307.179","0.6899834","0.0418791","0.0418791","0.0837582","0.0837582"
"41.92","4308.023","0.69015","0.0418856","0.0418856","0.0837712","0.0837712"
"41.93","4308.869","0.690325","0.041894","0.041894","0.083788","0.083788"
"41.94","4309.716","0.6904917","0.0419045","0.0419045","0.083809","0.083809"
"41.95","4310.565","0.6906583","0.0419174","0.0419174","0.0838348","0.0838348"
"41.96","4311.415","0.690825","0.0419325","0.0419325","0.083865","0.083865"
"41.97","4312.267","0.6909834","0.0419491","0.0419491","0.0838982","0.0838982"
"41.98","4313.122","0.69115","0.0419668","0.0419668","0.0839336","0.0839336"
"41.99","4313.98","0.691325","0.041985","0.041985","0.08397","0.08397"
"42","4314.84","0.6914917","0.0420026","0.0420026","0.0840052","0.0840052"
"42.01","4315.7","0.6916583","0.0420194","0.0420194","0.0840388","0.0840388"
"42.02","4316.559","0.691825","0.042035","0.042035","0.08407","0.08407"
"42.03","4317.419","0.6919917","0.0420493","0.0420493","0.0840986","0.0840986"
"42.04","4318.28","0.6921583","0.0420629","0.0420629","0.0841258","0.0841258"
"42.05","4319.141","0.6923167","0.0420758","0.0420758","0.0841516","0.0841516"
"42.06","4320","0.6924834","0.0420877","0.0420877","0.0841754","0.0841754"
"42.07","4320.857","0.6926584","0.0420986","0.0420986","0.0841972","0.0841972"
"42.08","4321.71","0.692825","0.0421089","0.0421089","0.0842178","0.0842178"
"42.09","4322.559","0.6929917","0.0421183","0.0421183","0.0842366","0.0842366"
"42.1","4323.405","0.6931583","0.0421268","0.0421268","0.0842536","0.0842536"
"42.11","4324.248","0.6933167","0.0421352","0.0421352","0.0842704","0.0842704"
"42.12","4325.09","0.6934917","0.0421436","0.0421436","0.0842872","0.0842872"
"42.13","4325.933","0.6936584","0.042152","0.042152","0.084304","0.084304"
"42.14","4326.774","0.693825","0.0421601","0.0421601","0.0843202","0.0843202"
"42.15","4327.616","0.6939833","0.0421678","0.0421678","0.0843356","0.0843356"
"42.16","4328.46","0.6941583","0.0421755","0.0421755","0.084351","0.084351"
"42.17","4329.304","0.694325","0.0421839","0.0421839","0.0843678","0.0843678"
"42.18","4330.149","0.6944917","0.0421933","0.0421933","0.0843866","0.0843866"
"42.19","4330.993","0.6946583","0.0422037","0.0422037","0.0844074","0.0844074"
"42.2","4331.836","0.694825","0.0422148","0.0422148","0.0844296","0.0844296"
"42.21","4332.679","0.6949916","0.0422267","0.0422267","0.0844534","0.0844534"
"42.22","4333.523","0.6951584","0.0422391","0.0422391","0.0844782","0.0844782"
"42.23","4334.371","0.695325","0.0422518","0.0422518","0.0845036","0.0845036"
"42.24","4335.223","0.6954917","0.0422639","0.0422639","0.0845278","0.0845278"
"42.25","4336.078","0.6956583","0.0422757","0.0422757","0.0845514","0.0845514"
"42.26","4336.935","0.695825","0.0422868","0.0422868","0.0845736","0.0845736"
"42.27","4337.792","0.6959917","0.0422966","0.0422966","0.0845932","0.0845932"
"42.28","4338.65","0.69615","0.0423052","0.0423052","0.0846104","0.0846104"
"42.29","4339.506","0.696325","0.042313","0.042313","0.084626","0.084626"
"42.3","4340.361","0.6964917","0.0423198","0.0423198","0.0846396","0.0846396"
"42.31","4341.216","0.6966583","0.0423255","0.0423255","0.084651","0.084651"
"42.32","4342.069","0.6968167","0.0423303","0.0423303","0.0846606","0.0846606"
"42.33","4342.922","0.6969917","0.0423344","0.0423344","0.0846688","0.0846688"
"42.34","4343.774","0.6971583","0.0423383","0.0423383","0.0846766","0.0846766"
"42.35","4344.624","0.697325","0.0423429","0.0423429","0.0846858","0.0846858"
"42.36","4345.472","0.6974916","0.0423486","0.0423486","0.0846972","0.0846972"
"42.37","4346.319","0.6976584","0.0423547","0.0423547","0.0847094","0.0847094"
"42.38","4347.167","0.697825","0.0423609","0.0423609","0.0847218","0.0847218"
"42.39","4348.017","0.6979917","0.042368","0.042368","0.084736","0.084736"
"42.4","4348.868","0.6981583","0.0423765","0.0423765","0.084753","0.084753"
"42.41","4349.72","0.6983167","0.0423868","0.0423868","0.0847736","0.0847736"
"42.42","4350.571","0.6984917","0.042398","0.042398","0.084796","0.084796"
"42.43","4351.422","0.6986583","0.0424092","0.0424092","0.0848184","0.0848184"
"42.44","4352.273","0.6988167","0.0424203","0.0424203","0.0848406","0.0848406"
"42.45","4353.125","0.6989833","0.0424312","0.0424312","0.0848624","0.0848624"
"42.46","4353.977","0.6991584","0.0424418","0.0424418","0.0848836","0.0848836"
"42.47","4354.828","0.699325","0.0424517","0.0424517","0.0849034","0.0849034"
"42.48","4355.679","0.6994917","0.0424613","0.0424613","0.0849226","0.0849226"
"42.49","4356.529","0.6996583","0.0424713","0.0424713","0.0849426","0.0849426"
"42.5","4357.379","0.699825","0.0424822","0.0424822","0.0849644","0.0849644"
"42.51","4358.233","0.6999917","0.042494","0.042494","0.084988","0.084988"
"42.52","4359.093","0.70015","0.0425066","0.0425066","0.0850132","0.0850132"
"42.53","4359.959","0.700325","0.0425197","0.0425197","0.0850394","0.0850394"
"42.54","4360.829","0.7004833","0.0425335","0.0425335","0.085067","0.085067"
"42.55","4361.698","0.70065","0.0425477","0.0425477","0.0850954","0.0850954"
"42.56","4362.566","0.7008167","0.0425619","0.0425619","0.0851238","0.0851238"
"42.57","4363.433","0.7009833","0.0425748","0.0425748","0.0851496","0.0851496"
"42.58","4364.296","0.70115","0.0425859","0.0425859","0.0851718","0.0851718"
"42.59","4365.158","0.701325","0.0425956","0.0425956","0.0851912","0.0851912"
"42.6","4366.018","0.7014917","0.0426047","0.0426047","0.0852094","0.0852094"
"42.61","4366.876","0.70165","0.0426142","0.0426142","0.0852284","0.0852284"
"42.62","4367.735","0.7018167","0.042625","0.042625","0.08525","0.08525"
"42.63","4368.594","0.7019917","0.0426375","0.0426375","0.085275","0.085275"
"42.64","4369.452","0.7021583","0.0426518","0.0426518","0.0853036","0.0853036"
"42.65","4370.311","0.702325","0.042668","0.042668","0.085336","0.085336"
"42.66","4371.171","0.7024834","0.0426851","0.0426851","0.0853702","0.0853702"
"42.67","4372.034","0.70265","0.0427022","0.0427022","0.0854044","0.0854044"
"42.68","4372.898","0.702825","0.0427179","0.0427179","0.0854358","0.0854358"
"42.69","4373.766","0.7029917","0.0427317","0.0427317","0.0854634","0.0854634"
"42.7","4374.635","0.7031583","0.0427438","0.0427438","0.0854876","0.0854876"
"42.71","4375.506","0.703325","0.0427544","0.0427544","0.0855088","0.0855088"
"42.72","4376.378","0.7034917","0.0427632","0.0427632","0.0855264","0.0855264"
"42.73","4377.249","0.7036583","0.0427705","0.0427705","0.085541","0.085541"
"42.74","4378.117","0.703825","0.0427768","0.0427768","0.0855536","0.0855536"
"42.75","4378.984","0.7039917","0.0427825","0.0427825","0.085565","0.085565"
"42.76","4379.85","0.7041584","0.0427879","0.0427879","0.0855758","0.0855758"
"42.77","4380.713","0.704325","0.0427942","0.0427942","0.0855884","0.0855884"
"42.78","4381.576","0.7044917","0.0428023","0.0428023","0.0856046","0.0856046"
"42.79","4382.436","0.70465","0.0428122","0.0428122","0.0856244","0.0856244"
"42.8","4383.295","0.7048167","0.0428236","0.0428236","0.0856472","0.0856472"
"42.81","4384.153","0.7049917","0.0428363","0.0428363","0.0856726","0.0856726"
"42.82","4385.01","0.7051584","0.0428502","0.0428502","0.0857004","0.0857004"
"42.83","4385.866","0.705325","0.0428645","0.0428645","0.085729","0.085729"
"42.84","4386.723","0.7054917","0.0428786","0.0428786","0.0857572","0.0857572"
"42.85","4387.58","0.7056583","0.0428925","0.0428925","0.085785","0.085785"
"42.86","4388.438","0.705825","0.0429059","0.0429059","0.0858118","0.0858118"
"42.87","4389.297","0.7059917","0.0429183","0.0429183","0.0858366","0.0858366"
"42.88","4390.159","0.7061583","0.0429298","0.0429298","0.0858596","0.0858596"
"42.89","4391.023","0.706325","0.0429405","0.0429405","0.085881","0.085881"
"42.9","4391.892","0.7064916","0.0429508","0.0429508","0.0859016","0.0859016"
"42.91","4392.761","0.7066584","0.0429613","0.0429613","0.0859226","0.0859226"
"42.92","4393.633","0.7068334","0.0429722","0.0429722","0.0859444","0.0859444"
"42.93","4394.505","0.7069917","0.042983","0.042983","0.085966","0.085966"
"42.94","4395.378","0.7071583","0.0429931","0.0429931","0.0859862","0.0859862"
"42.95","4396.251","0.707325","0.0430022","0.0430022","0.0860044","0.0860044"
"42.96","4397.123","0.7074917","0.0430101","0.0430101","0.0860202","0.0860202"
"42.97","4397.993","0.70765","0.0430172","0.0430172","0.0860344","0.0860344"
"42.98","4398.856","0.707825","0.043024","0.043024","0.086048","0.086048"
"42.99","4399.715","0.7079917","0.043031","0.043031","0.086062","0.086062"
"43","4400.568","0.7081583","0.043039","0.043039","0.086078","0.086078"
"43.01","4401.417","0.708325","0.0430482","0.0430482","0.0860964","0.0860964"
"43.02","4402.263","0.7084917","0.0430584","0.0430584","0.0861168","0.0861168"
"43.03","4403.11","0.7086583","0.0430696","0.0430696","0.0861392","0.0861392"
"43.04","4403.958","0.708825","0.0430817","0.0430817","0.0861634","0.0861634"
"43.05","4404.809","0.7089916","0.0430938","0.0430938","0.0861876","0.0861876"
"43.06","4405.661","0.7091584","0.0431054","0.0431054","0.0862108","0.0862108"
"43.07","4406.516","0.709325","0.0431159","0.0431159","0.0862318","0.0862318"
"43.08","4407.373","0.7094917","0.0431255","0.0431255","0.086251","0.086251"
"43.09","4408.231","0.7096667","0.0431351","0.0431351","0.0862702","0.0862702"
"43.1","4409.089","0.709825","0.0431449","0.0431449","0.0862898","0.0862898"
"43.11","4409.948","0.7099917","0.0431549","0.0431549","0.0863098","0.0863098"
"43.12","4410.807","0.7101583","0.0431651","0.0431651","0.0863302","0.0863302"
"43.13","4411.667","0.710325","0.0431764","0.0431764","0.0863528","0.0863528"
"43.14","4412.526","0.7104917","0.0431891","0.0431891","0.0863782","0.0863782"
"43.15","4413.385","0.7106583","0.0432033","0.0432033","0.0864066","0.0864066"
"43.16","4414.243","0.710825","0.0432184","0.0432184","0.0864368","0.0864368"
"43.17","4415.099","0.7109917","0.0432333","0.0432333","0.0864666","0.0864666"
"43.18","4415.951","0.7111583","0.0432469","0.0432469","0.0864938","0.0864938"
"43.19","4416.794","0.711325","0.0432585","0.0432585","0.086517","0.086517"
"43.2","4417.628","0.7114917","0.0432684","0.0432684","0.0865368","0.0865368"
"43.21","4418.45","0.7116584","0.0432772","0.0432772","0.0865544","0.0865544"
"43.22","4419.262","0.7118167","0.043286","0.043286","0.086572","0.086572"
"43.23","4420.07","0.7119833","0.0432948","0.0432948","0.0865896","0.0865896"
"43.24","4420.874","0.7121583","0.0433033","0.0433033","0.0866066","0.0866066"
"43.25","4421.678","0.712325","0.0433115","0.0433115","0.086623","0.086623"
"43.26","4422.48","0.7124917","0.0433193","0.0433193","0.0866386","0.0866386"
"43.27","4423.286","0.7126583","0.0433273","0.0433273","0.0866546","0.0866546"
"43.28","4424.094","0.712825","0.0433355","0.0433355","0.086671","0.086671"
"43.29","4424.91","0.7129917","0.0433435","0.0433435","0.086687","0.086687"
"43.3","4425.734","0.7131584","0.0433516","0.0433516","0.0867032","0.0867032"
"43.31","4426.569","0.713325","0.0433596","0.0433596","0.0867192","0.0867192"
"43.32","4427.413","0.7134917","0.0433675","0.0433675","0.086735","0.086735"
"43.33","4428.265","0.7136583","0.0433764","0.0433764","0.0867528","0.0867528"
"43.34","4429.123","0.713825","0.0433866","0.0433866","0.0867732","0.0867732"
"43.35","4429.982","0.7139917","0.0433982","0.0433982","0.0867964","0.0867964"
"43.36","4430.842","0.7141584","0.0434103","0.0434103","0.0868206","0.0868206"
"43.37","4431.702","0.714325","0.0434223","0.0434223","0.0868446","0.0868446"
"43.38","4432.564","0.7144917","0.0434343","0.0434343","0.0868686","0.0868686"
"43.39","4433.429","0.7146583","0.0434463","0.0434463","0.0868926","0.0868926"
"43.4","4434.296","0.7148167","0.0434586","0.0434586","0.0869172","0.0869172"
"43.41","4435.166","0.7149917","0.0434711","0.0434711","0.0869422","0.0869422"
"43.42","4436.034","0.7151583","0.0434845","0.0434845","0.086969","0.086969"
"43.43","4436.902","0.715325","0.0434987","0.0434987","0.0869974","0.0869974"
"43.44","4437.771","0.7154917","0.0435131","0.0435131","0.0870262","0.0870262"
"43.45","4438.642","0.7156584","0.043527","0.043527","0.087054","0.087054"
"43.46","4439.513","0.715825","0.0435406","0.0435406","0.0870812","0.0870812"
"43.47","4440.383","0.7159917","0.0435538","0.0435538","0.0871076","0.0871076"
"43.48","4441.253","0.7161583","0.0435664","0.0435664","0.0871328","0.0871328"
"43.49","4442.119","0.716325","0.0435779","0.0435779","0.0871558","0.0871558"
"43.5","4442.981","0.7164917","0.0435878","0.0435878","0.0871756","0.0871756"
"43.51","4443.84","0.7166584","0.0435967","0.0435967","0.0871934","0.0871934"
"43.52","4444.699","0.7168334","0.0436049","0.0436049","0.0872098","0.0872098"
"43.53","4445.56","0.7169917","0.0436124","0.0436124","0.0872248","0.0872248"
"43.54","4446.422","0.7171583","0.0436201","0.0436201","0.0872402","0.0872402"
"43.55","4447.285","0.717325","0.043628","0.043628","0.087256","0.087256"
"43.56","4448.147","0.7174917","0.0436362","0.0436362","0.0872724","0.0872724"
"43.57","4449.006","0.71765","0.0436439","0.0436439","0.0872878","0.0872878"
"43.58","4449.864","0.717825","0.0436514","0.0436514","0.0873028","0.0873028"
"43.59","4450.721","0.7179917","0.0436587","0.0436587","0.0873174","0.0873174"
"43.6","4451.578","0.7181584","0.0436665","0.0436665","0.087333","0.087333"
"43.61","4452.437","0.718325","0.0436757","0.0436757","0.0873514","0.0873514"
"43.62","4453.298","0.7184917","0.0436864","0.0436864","0.0873728","0.0873728"
"43.63","4454.161","0.7186583","0.0436976","0.0436976","0.0873952","0.0873952"
"43.64","4455.024","0.718825","0.0437085","0.0437085","0.087417","0.087417"
"43.65","4455.889","0.7189917","0.043719","0.043719","0.087438","0.087438"
"43.66","4456.753","0.71915","0.0437301","0.0437301","0.0874602","0.0874602"
"43.67","4457.617","0.719325","0.0437419","0.0437419","0.0874838","0.0874838"
"43.68","4458.481","0.7194917","0.0437535","0.0437535","0.087507","0.087507"
"43.69","4459.344","0.7196583","0.0437646","0.0437646","0.0875292","0.0875292"
"43.7","4460.206","0.719825","0.0437753","0.0437753","0.0875506","0.0875506"
"43.71","4461.067","0.7199917","0.0437862","0.0437862","0.0875724","0.0875724"
"43.72","4461.927","0.7201583","0.0437972","0.0437972","0.0875944","0.0875944"
"43.73","4462.788","0.720325","0.0438084","0.0438084","0.0876168","0.0876168"
"43.74","4463.646","0.7204834","0.0438192","0.0438192","0.0876384","0.0876384"
"43.75","4464.503","0.72065","0.0438293","0.0438293","0.0876586","0.0876586"
"43.76","4465.357","0.720825","0.0438394","0.0438394","0.0876788","0.0876788"
"43.77","4466.21","0.7209917","0.0438494","0.0438494","0.0876988","0.0876988"
"43.78","4467.064","0.7211583","0.0438594","0.0438594","0.0877188","0.0877188"
"43.79","4467.917","0.7213167","0.0438692","0.0438692","0.0877384","0.0877384"
"43.8","4468.772","0.7214917","0.0438787","0.0438787","0.0877574","0.0877574"
"43.81","4469.629","0.7216583","0.0438887","0.0438887","0.0877774","0.0877774"
"43.82","4470.485","0.7218167","0.0438999","0.0438999","0.0877998","0.0877998"
"43.83","4471.343","0.7219833","0.0439119","0.0439119","0.0878238","0.0878238"
"43.84","4472.2","0.7221583","0.043925","0.043925","0.08785","0.08785"
"43.85","4473.055","0.722325","0.0439384","0.0439384","0.0878768","0.0878768"
"43.86","4473.908","0.7224833","0.0439513","0.0439513","0.0879026","0.0879026"
"43.87","4474.758","0.72265","0.0439632","0.0439632","0.0879264","0.0879264"
"43.88","4475.605","0.722825","0.043974","0.043974","0.087948","0.087948"
"43.89","4476.453","0.7229916","0.0439841","0.0439841","0.0879682","0.0879682"
"43.9","4477.299","0.7231584","0.0439942","0.0439942","0.0879884","0.0879884"
"43.91","4478.147","0.7233167","0.0440046","0.0440046","0.0880092","0.0880092"
"43.92","4478.998","0.7234833","0.0440158","0.0440158","0.0880316","0.0880316"
"43.93","4479.853","0.7236583","0.0440281","0.0440281","0.0880562","0.0880562"
"43.94","4480.712","0.7238167","0.0440413","0.0440413","0.0880826","0.0880826"
"43.95","4481.574","0.7239833","0.0440555","0.0440555","0.088111","0.088111"
"43.96","4482.438","0.72415","0.0440698","0.0440698","0.0881396","0.0881396"
"43.97","4483.305","0.724325","0.0440832","0.0440832","0.0881664","0.0881664"
"43.98","4484.174","0.7244917","0.0440949","0.0440949","0.0881898","0.0881898"
"43.99","4485.045","0.72465","0.0441053","0.0441053","0.0882106","0.0882106"
"44","4485.917","0.7248167","0.0441149","0.0441149","0.0882298","0.0882298"
"44.01","4486.786","0.7249917","0.0441247","0.0441247","0.0882494","0.0882494"
"44.02","4487.654","0.7251583","0.0441352","0.0441352","0.0882704","0.0882704"
"44.03","4488.521","0.725325","0.0441466","0.0441466","0.0882932","0.0882932"
"44.04","4489.388","0.7254917","0.0441587","0.0441587","0.0883174","0.0883174"
"44.05","4490.255","0.72565","0.0441704","0.0441704","0.0883408","0.0883408"
"44.06","4491.122","0.725825","0.044181","0.044181","0.088362","0.088362"
"44.07","4491.988","0.7259917","0.0441899","0.0441899","0.0883798","0.0883798"
"44.08","4492.854","0.7261583","0.0441979","0.0441979","0.0883958","0.0883958"
"44.09","4493.718","0.726325","0.0442059","0.0442059","0.0884118","0.0884118"
"44.1","4494.583","0.7264917","0.0442147","0.0442147","0.0884294","0.0884294"
"44.11","4495.447","0.7266583","0.0442242","0.0442242","0.0884484","0.0884484"
"44.12","4496.31","0.726825","0.0442344","0.0442344","0.0884688","0.0884688"
"44.13","4497.172","0.7269917","0.0442448","0.0442448","0.0884896","0.0884896"
"44.14","4498.033","0.7271584","0.0442548","0.0442548","0.0885096","0.0885096"
"44.15","4498.893","0.727325","0.0442648","0.0442648","0.0885296","0.0885296"
"44.16","4499.753","0.7274917","0.0442749","0.0442749","0.0885498","0.0885498"
"44.17","4500.614","0.7276583","0.0442853","0.0442853","0.0885706","0.0885706"
"44.18","4501.477","0.727825","0.0442959","0.0442959","0.0885918","0.0885918"
"44.19","4502.339","0.7279917","0.0443062","0.0443062","0.0886124","0.0886124"
"44.2","4503.201","0.7281584","0.0443165","0.0443165","0.088633","0.088633"
"44.21","4504.062","0.728325","0.0443272","0.0443272","0.0886544","0.0886544"
"44.22","4504.921","0.7284917","0.0443392","0.0443392","0.0886784","0.0886784"
"44.23","4505.78","0.7286583","0.0443526","0.0443526","0.0887052","0.0887052"
"44.24","4506.642","0.728825","0.044367","0.044367","0.088734","0.088734"
"44.25","4507.506","0.7289917","0.0443815","0.0443815","0.088763","0.088763"
"44.26","4508.374","0.7291583","0.0443956","0.0443956","0.0887912","0.0887912"
"44.27","4509.247","0.729325","0.0444094","0.0444094","0.0888188","0.0888188"
"44.28","4510.122","0.7294917","0.0444225","0.0444225","0.088845","0.088845"
"44.29","4510.998","0.7296584","0.044434","0.044434","0.088868","0.088868"
"44.3","4511.874","0.729825","0.0444437","0.0444437","0.0888874","0.0888874"
"44.31","4512.752","0.7299917","0.0444515","0.0444515","0.088903","0.088903"
"44.32","4513.628","0.7301583","0.0444576","0.0444576","0.0889152","0.0889152"
"44.33","4514.5","0.730325","0.0444626","0.0444626","0.0889252","0.0889252"
"44.34","4515.367","0.7304917","0.0444674","0.0444674","0.0889348","0.0889348"
"44.35","4516.229","0.7306584","0.0444729","0.0444729","0.0889458","0.0889458"
"44.36","4517.086","0.730825","0.0444794","0.0444794","0.0889588","0.0889588"
"44.37","4517.939","0.7309917","0.0444866","0.0444866","0.0889732","0.0889732"
"44.38","4518.789","0.7311583","0.044494","0.044494","0.088988","0.088988"
"44.39","4519.637","0.731325","0.0445019","0.0445019","0.0890038","0.0890038"
"44.4","4520.483","0.7314917","0.0445102","0.0445102","0.0890204","0.0890204"
"44.41","4521.329","0.7316583","0.0445185","0.0445185","0.089037","0.089037"
"44.42","4522.173","0.731825","0.0445267","0.0445267","0.0890534","0.0890534"
"44.43","4523.017","0.7319916","0.0445344","0.0445344","0.0890688","0.0890688"
"44.44","4523.86","0.7321584","0.0445423","0.0445423","0.0890846","0.0890846"
"44.45","4524.703","0.732325","0.0445508","0.0445508","0.0891016","0.0891016"
"44.46","4525.547","0.7324917","0.04456","0.04456","0.08912","0.08912"
"44.47","4526.393","0.7326583","0.0445699","0.0445699","0.0891398","0.0891398"
"44.48","4527.239","0.732825","0.0445803","0.0445803","0.0891606","0.0891606"
"44.49","4528.086","0.7329917","0.0445908","0.0445908","0.0891816","0.0891816"
"44.5","4528.938","0.7331583","0.0446011","0.0446011","0.0892022","0.0892022"
"44.51","4529.792","0.733325","0.0446105","0.0446105","0.089221","0.089221"
"44.52","4530.65","0.7334917","0.0446192","0.0446192","0.0892384","0.0892384"
"44.53","4531.511","0.7336583","0.0446283","0.0446283","0.0892566","0.0892566"
"44.54","4532.372","0.733825","0.0446383","0.0446383","0.0892766","0.0892766"
"44.55","4533.231","0.7339917","0.0446486","0.0446486","0.0892972","0.0892972"
"44.56","4534.088","0.7341583","0.0446587","0.0446587","0.0893174","0.0893174"
"44.57","4534.942","0.734325","0.044668","0.044668","0.089336","0.089336"
"44.58","4535.794","0.7344916","0.0446768","0.0446768","0.0893536","0.0893536"
"44.59","4536.644","0.7346584","0.0446857","0.0446857","0.0893714","0.0893714"
"44.6","4537.489","0.734825","0.0446947","0.0446947","0.0893894","0.0893894"
"44.61","4538.333","0.7349917","0.0447036","0.0447036","0.0894072","0.0894072"
"44.62","4539.175","0.7351583","0.0447124","0.0447124","0.0894248","0.0894248"
"44.63","4540.016","0.735325","0.0447214","0.0447214","0.0894428","0.0894428"
"44.64","4540.859","0.7354917","0.0447316","0.0447316","0.0894632","0.0894632"
"44.65","4541.705","0.73565","0.0447438","0.0447438","0.0894876","0.0894876"
"44.66","4542.555","0.735825","0.044758","0.044758","0.089516","0.089516"
"44.67","4543.41","0.7359917","0.0447736","0.0447736","0.0895472","0.0895472"
"44.68","4544.267","0.7361584","0.0447891","0.0447891","0.0895782","0.0895782"
"44.69","4545.125","0.736325","0.0448035","0.0448035","0.089607","0.089607"
"44.7","4545.983","0.7364917","0.0448164","0.0448164","0.0896328","0.0896328"
"44.71","4546.84","0.7366583","0.0448287","0.0448287","0.0896574","0.0896574"
"44.72","4547.695","0.736825","0.0448405","0.0448405","0.089681","0.089681"
"44.73","4548.548","0.7369834","0.0448519","0.0448519","0.0897038","0.0897038"
"44.74","4549.401","0.73715","0.0448619","0.0448619","0.0897238","0.0897238"
"44.75","4550.252","0.737325","0.0448704","0.0448704","0.0897408","0.0897408"
"44.76","4551.103","0.7374917","0.0448784","0.0448784","0.0897568","0.0897568"
"44.77","4551.953","0.7376583","0.0448871","0.0448871","0.0897742","0.0897742"
"44.78","4552.803","0.737825","0.0448966","0.0448966","0.0897932","0.0897932"
"44.79","4553.653","0.7379917","0.0449064","0.0449064","0.0898128","0.0898128"
"44.8","4554.506","0.7381583","0.0449168","0.0449168","0.0898336","0.0898336"
"44.81","4555.361","0.738325","0.0449282","0.0449282","0.0898564","0.0898564"
"44.82","4556.22","0.7384917","0.0449404","0.0449404","0.0898808","0.0898808"
"44.83","4557.082","0.7386584","0.0449533","0.0449533","0.0899066","0.0899066"
"44.84","4557.947","0.738825","0.044966","0.044966","0.089932","0.089932"
"44.85","4558.814","0.7389917","0.0449781","0.0449781","0.0899562","0.0899562"
"44.86","4559.683","0.7391583","0.0449892","0.0449892","0.0899784","0.0899784"
"44.87","4560.551","0.739325","0.045","0.045","0.09","0.09"
"44.88","4561.418","0.7394917","0.0450106","0.0450106","0.0900212","0.0900212"
"44.89","4562.283","0.7396584","0.0450209","0.0450209","0.0900418","0.0900418"
"44.9","4563.145","0.739825","0.0450311","0.0450311","0.0900622","0.0900622"
"44.91","4564.006","0.7399917","0.0450421","0.0450421","0.0900842","0.0900842"
"44.92","4564.867","0.7401583","0.0450548","0.0450548","0.0901096","0.0901096"
"44.93","4565.728","0.740325","0.0450694","0.0450694","0.0901388","0.0901388"
"44.94","4566.591","0.7404917","0.0450853","0.0450853","0.0901706","0.0901706"
"44.95","4567.455","0.7406583","0.0451011","0.0451011","0.0902022","0.0902022"
"44.96","4568.319","0.740825","0.0451163","0.0451163","0.0902326","0.0902326"
"44.97","4569.183","0.7409917","0.0451296","0.0451296","0.0902592","0.0902592"
"44.98","4570.044","0.7411584","0.0451399","0.0451399","0.0902798","0.0902798"
"44.99","4570.905","0.741325","0.0451476","0.0451476","0.0902952","0.0902952"
"45","4571.762","0.7414917","0.0451534","0.0451534","0.0903068","0.0903068"
"45.01","4572.616","0.7416583","0.0451582","0.0451582","0.0903164","0.0903164"
"45.02","4573.467","0.741825","0.0451634","0.0451634","0.0903268","0.0903268"
"45.03","4574.318","0.7419917","0.0451705","0.0451705","0.090341","0.090341"
"45.04","4575.171","0.7421584","0.0451796","0.0451796","0.0903592","0.0903592"
"45.05","4576.024","0.742325","0.0451909","0.0451909","0.0903818","0.0903818"
"45.06","4576.877","0.7424917","0.0452038","0.0452038","0.0904076","0.0904076"
"45.07","4577.729","0.7426583","0.0452177","0.0452177","0.0904354","0.0904354"
"45.08","4578.58","0.742825","0.0452318","0.0452318","0.0904636","0.0904636"
"45.09","4579.431","0.7429917","0.045245","0.045245","0.09049","0.09049"
"45.1","4580.286","0.7431583","0.045257","0.045257","0.090514","0.090514"
"45.11","4581.145","0.743325","0.0452682","0.0452682","0.0905364","0.0905364"
"45.12","4582.01","0.7434916","0.0452789","0.0452789","0.0905578","0.0905578"
"45.13","4582.878","0.7436584","0.0452883","0.0452883","0.0905766","0.0905766"
"45.14","4583.748","0.743825","0.045296","0.045296","0.090592","0.090592"
"45.15","4584.618","0.7439917","0.0453025","0.0453025","0.090605","0.090605"
"45.16","4585.49","0.74415","0.0453086","0.0453086","0.0906172","0.0906172"
"45.17","4586.363","0.7443167","0.0453147","0.0453147","0.0906294","0.0906294"
"45.18","4587.237","0.7444917","0.0453209","0.0453209","0.0906418","0.0906418"
"45.19","4588.109","0.7446584","0.0453275","0.0453275","0.090655","0.090655"
"45.2","4588.979","0.7448167","0.0453353","0.0453353","0.0906706","0.0906706"
"45.21","4589.843","0.7449833","0.0453447","0.0453447","0.0906894","0.0906894"
"45.22","4590.705","0.7451583","0.0453556","0.0453556","0.0907112","0.0907112"
"45.23","4591.564","0.7453167","0.0453676","0.0453676","0.0907352","0.0907352"
"45.24","4592.424","0.7454833","0.0453801","0.0453801","0.0907602","0.0907602"
"45.25","4593.285","0.74565","0.0453929","0.0453929","0.0907858","0.0907858"
"45.26","4594.147","0.7458166","0.0454066","0.0454066","0.0908132","0.0908132"
"45.27","4595.012","0.7459834","0.0454213","0.0454213","0.0908426","0.0908426"
"45.28","4595.876","0.74615","0.0454371","0.0454371","0.0908742","0.0908742"
"45.29","4596.743","0.7463167","0.0454538","0.0454538","0.0909076","0.0909076"
"45.3","4597.611","0.7464833","0.0454714","0.0454714","0.0909428","0.0909428"
"45.31","4598.479","0.74665","0.0454892","0.0454892","0.0909784","0.0909784"
"45.32","4599.349","0.7468167","0.0455068","0.0455068","0.0910136","0.0910136"
