"1 _ 1",,,,,,
"时间","载荷","行程","引伸计1","位移","位移(应变)","引伸计1(应变)"
"sec","N","mm","mm","mm","%","%"
"82.9","5933.067","1.373108","0.5799891","0.5799891","2.319956","2.319956"
"82.91","5933.405","1.373275","0.5801439","0.5801439","2.320576","2.320576"
"82.92","5933.749","1.373442","0.5802978","0.5802978","2.321191","2.321191"
"82.93","5934.098","1.3736","0.580451","0.580451","2.321804","2.321804"
"82.94","5934.453","1.373775","0.5806041","0.5806041","2.322416","2.322416"
"82.95","5934.813","1.373942","0.580758","0.580758","2.323032","2.323032"
"82.96","5935.178","1.374108","0.5809135","0.5809135","2.323654","2.323654"
"82.97","5935.548","1.374267","0.5810701","0.5810701","2.324281","2.324281"
"82.98","5935.923","1.374442","0.5812268","0.5812268","2.324907","2.324907"
"82.99","5936.307","1.374608","0.5813828","0.5813828","2.325531","2.325531"
"83","5936.697","1.374775","0.5815376","0.5815376","2.32615","2.32615"
"83.01","5937.094","1.374942","0.5816908","0.5816908","2.326763","2.326763"
"83.02","5937.497","1.3751","0.5818425","0.5818425","2.32737","2.32737"
"83.03","5937.906","1.375275","0.5819927","0.5819927","2.327971","2.327971"
"83.04","5938.317","1.375442","0.5821421","0.5821421","2.328568","2.328568"
"83.05","5938.727","1.375608","0.5822917","0.5822917","2.329167","2.329167"
"83.06","5939.132","1.375775","0.5824414","0.5824414","2.329766","2.329766"
"83.07","5939.532","1.375942","0.5825909","0.5825909","2.330364","2.330364"
"83.08","5939.924","1.376108","0.5827403","0.5827403","2.330961","2.330961"
"83.09","5940.308","1.376275","0.5828894","0.5828894","2.331558","2.331558"
"83.1","5940.686","1.376433","0.5830382","0.5830382","2.332153","2.332153"
"83.11","5941.06","1.3766","0.5831874","0.5831874","2.33275","2.33275"
"83.12","5941.428","1.376775","0.5833374","0.5833374","2.33335","2.33335"
"83.13","5941.794","1.376942","0.5834888","0.5834888","2.333955","2.333955"
"83.14","5942.158","1.3771","0.5836418","0.5836418","2.334567","2.334567"
"83.15","5942.521","1.377267","0.5837962","0.5837962","2.335185","2.335185"
"83.16","5942.882","1.377442","0.5839512","0.5839512","2.335805","2.335805"
"83.17","5943.244","1.377608","0.5841066","0.5841066","2.336426","2.336426"
"83.18","5943.604","1.377767","0.5842621","0.5842621","2.337048","2.337048"
"83.19","5943.964","1.377933","0.5844171","0.5844171","2.337668","2.337668"
"83.2","5944.325","1.378108","0.5845711","0.5845711","2.338284","2.338284"
"83.21","5944.686","1.378275","0.5847238","0.5847238","2.338895","2.338895"
"83.22","5945.045","1.378433","0.5848756","0.5848756","2.339502","2.339502"
"83.23","5945.405","1.378608","0.5850266","0.5850266","2.340106","2.340106"
"83.24","5945.764","1.378775","0.5851771","0.5851771","2.340708","2.340708"
"83.25","5946.119","1.378933","0.5853275","0.5853275","2.34131","2.34131"
"83.26","5946.472","1.3791","0.5854778","0.5854778","2.341911","2.341911"
"83.27","5946.819","1.379267","0.585628","0.585628","2.342512","2.342512"
"83.28","5947.158","1.379433","0.5857781","0.5857781","2.343112","2.343112"
"83.29","5947.489","1.3796","0.5859284","0.5859284","2.343714","2.343714"
"83.3","5947.81","1.379767","0.5860794","0.5860794","2.344318","2.344318"
"83.31","5948.123","1.379933","0.586231","0.586231","2.344924","2.344924"
"83.32","5948.428","1.3801","0.5863822","0.5863822","2.345529","2.345529"
"83.33","5948.728","1.380275","0.5865325","0.5865325","2.34613","2.34613"
"83.34","5949.023","1.380433","0.586682","0.586682","2.346728","2.346728"
"83.35","5949.312","1.3806","0.5868306","0.5868306","2.347322","2.347322"
"83.36","5949.596","1.380767","0.586978","0.586978","2.347912","2.347912"
"83.37","5949.874","1.380933","0.5871244","0.5871244","2.348498","2.348498"
"83.38","5950.143","1.3811","0.5872709","0.5872709","2.349084","2.349084"
"83.39","5950.398","1.381267","0.587419","0.587419","2.349676","2.349676"
"83.4","5950.636","1.381433","0.5875693","0.5875693","2.350277","2.350277"
"83.41","5950.853","1.3816","0.5877216","0.5877216","2.350886","2.350886"
"83.42","5951.047","1.381767","0.5878749","0.5878749","2.3515","2.3515"
"83.43","5951.217","1.381933","0.5880282","0.5880282","2.352113","2.352113"
"83.44","5951.364","1.3821","0.5881807","0.5881807","2.352723","2.352723"
"83.45","5951.489","1.382267","0.5883319","0.5883319","2.353328","2.353328"
"83.46","5951.596","1.382433","0.5884821","0.5884821","2.353928","2.353928"
"83.47","5951.688","1.3826","0.5886322","0.5886322","2.354529","2.354529"
"83.48","5951.772","1.382767","0.588783","0.588783","2.355132","2.355132"
"83.49","5951.856","1.382933","0.5889351","0.5889351","2.35574","2.35574"
"83.5","5951.948","1.3831","0.589089","0.589089","2.356356","2.356356"
"83.51","5952.051","1.383267","0.5892446","0.5892446","2.356978","2.356978"
"83.52","5952.17","1.383433","0.5894021","0.5894021","2.357608","2.357608"
"83.53","5952.31","1.3836","0.5895611","0.5895611","2.358244","2.358244"
"83.54","5952.47","1.383767","0.5897211","0.5897211","2.358884","2.358884"
"83.55","5952.656","1.383933","0.5898814","0.5898814","2.359526","2.359526"
"83.56","5952.867","1.3841","0.5900414","0.5900414","2.360166","2.360166"
"83.57","5953.104","1.384267","0.5902012","0.5902012","2.360805","2.360805"
"83.58","5953.367","1.384433","0.5903598","0.5903598","2.361439","2.361439"
"83.59","5953.654","1.384608","0.5905169","0.5905169","2.362068","2.362068"
"83.6","5953.964","1.384775","0.590673","0.590673","2.362692","2.362692"
"83.61","5954.295","1.384933","0.5908277","0.5908277","2.363311","2.363311"
"83.62","5954.646","1.3851","0.5909807","0.5909807","2.363923","2.363923"
"83.63","5955.018","1.385275","0.5911319","0.5911319","2.364528","2.364528"
"83.64","5955.409","1.385442","0.5912814","0.5912814","2.365126","2.365126"
"83.65","5955.821","1.385608","0.5914297","0.5914297","2.365719","2.365719"
"83.66","5956.252","1.385767","0.5915772","0.5915772","2.366309","2.366309"
"83.67","5956.703","1.385933","0.5917244","0.5917244","2.366898","2.366898"
"83.68","5957.172","1.386108","0.5918715","0.5918715","2.367486","2.367486"
"83.69","5957.658","1.386275","0.5920189","0.5920189","2.368076","2.368076"
"83.7","5958.16","1.386433","0.5921672","0.5921672","2.368669","2.368669"
"83.71","5958.676","1.3866","0.592316","0.592316","2.369264","2.369264"
"83.72","5959.207","1.386767","0.5924646","0.5924646","2.369859","2.369859"
"83.73","5959.748","1.386933","0.5926122","0.5926122","2.370449","2.370449"
"83.74","5960.301","1.3871","0.5927586","0.5927586","2.371034","2.371034"
"83.75","5960.861","1.387267","0.5929041","0.5929041","2.371616","2.371616"
"83.76","5961.423","1.387442","0.5930492","0.5930492","2.372197","2.372197"
"83.77","5961.987","1.3876","0.5931953","0.5931953","2.372781","2.372781"
"83.78","5962.552","1.387767","0.5933435","0.5933435","2.373374","2.373374"
"83.79","5963.118","1.387933","0.5934937","0.5934937","2.373975","2.373975"
"83.8","5963.688","1.388108","0.593645","0.593645","2.37458","2.37458"
"83.81","5964.263","1.388267","0.5937969","0.5937969","2.375188","2.375188"
"83.82","5964.847","1.388433","0.5939487","0.5939487","2.375795","2.375795"
"83.83","5965.439","1.3886","0.5940998","0.5940998","2.376399","2.376399"
"83.84","5966.039","1.388767","0.5942498","0.5942498","2.376999","2.376999"
"83.85","5966.646","1.388933","0.5943996","0.5943996","2.377598","2.377598"
"83.86","5967.259","1.3891","0.5945496","0.5945496","2.378198","2.378198"
"83.87","5967.878","1.389267","0.5946994","0.5946994","2.378798","2.378798"
"83.88","5968.502","1.389433","0.5948485","0.5948485","2.379394","2.379394"
"83.89","5969.133","1.3896","0.5949968","0.5949968","2.379987","2.379987"
"83.9","5969.768","1.389767","0.5951438","0.5951438","2.380575","2.380575"
"83.91","5970.405","1.389933","0.5952892","0.5952892","2.381157","2.381157"
"83.92","5971.041","1.3901","0.5954332","0.5954332","2.381733","2.381733"
"83.93","5971.674","1.390267","0.5955767","0.5955767","2.382307","2.382307"
"83.94","5972.304","1.390433","0.59572","0.59572","2.38288","2.38288"
"83.95","5972.931","1.3906","0.5958634","0.5958634","2.383454","2.383454"
"83.96","5973.554","1.390767","0.5960066","0.5960066","2.384026","2.384026"
"83.97","5974.173","1.390933","0.5961496","0.5961496","2.384598","2.384598"
"83.98","5974.788","1.3911","0.5962922","0.5962922","2.385169","2.385169"
"83.99","5975.398","1.391267","0.5964341","0.5964341","2.385736","2.385736"
"84","5976.003","1.391433","0.5965755","0.5965755","2.386302","2.386302"
"84.01","5976.604","1.3916","0.5967169","0.5967169","2.386868","2.386868"
"84.02","5977.202","1.391767","0.5968586","0.5968586","2.387434","2.387434"
"84.03","5977.795","1.391933","0.5970005","0.5970005","2.388002","2.388002"
"84.04","5978.387","1.3921","0.5971426","0.5971426","2.38857","2.38857"
"84.05","5978.976","1.392267","0.5972852","0.5972852","2.389141","2.389141"
"84.06","5979.563","1.392433","0.5974285","0.5974285","2.389714","2.389714"
"84.07","5980.147","1.3926","0.5975723","0.5975723","2.390289","2.390289"
"84.08","5980.73","1.392767","0.5977159","0.5977159","2.390864","2.390864"
"84.09","5981.313","1.392933","0.5978589","0.5978589","2.391436","2.391436"
"84.1","5981.895","1.3931","0.5980011","0.5980011","2.392004","2.392004"
"84.11","5982.476","1.393258","0.5981426","0.5981426","2.39257","2.39257"
"84.12","5983.058","1.393433","0.5982842","0.5982842","2.393137","2.393137"
"84.13","5983.639","1.3936","0.5984261","0.5984261","2.393704","2.393704"
"84.14","5984.221","1.393767","0.5985683","0.5985683","2.394273","2.394273"
"84.15","5984.798","1.393933","0.5987107","0.5987107","2.394843","2.394843"
"84.16","5985.372","1.3941","0.5988537","0.5988537","2.395415","2.395415"
"84.17","5985.938","1.394267","0.5989974","0.5989974","2.39599","2.39599"
"84.18","5986.499","1.394433","0.5991417","0.5991417","2.396567","2.396567"
"84.19","5987.054","1.3946","0.5992869","0.5992869","2.397148","2.397148"
"84.2","5987.605","1.394767","0.599433","0.599433","2.397732","2.397732"
"84.21","5988.151","1.394933","0.59958","0.59958","2.39832","2.39832"
"84.22","5988.694","1.3951","0.5997277","0.5997277","2.398911","2.398911"
"84.23","5989.235","1.395267","0.5998758","0.5998758","2.399503","2.399503"
"84.24","5989.779","1.395433","0.6000246","0.6000246","2.400098","2.400098"
"84.25","5990.327","1.3956","0.6001744","0.6001744","2.400698","2.400698"
"84.26","5990.876","1.395767","0.600325","0.600325","2.4013","2.4013"
"84.27","5991.427","1.395933","0.6004759","0.6004759","2.401904","2.401904"
"84.28","5991.977","1.3961","0.6006261","0.6006261","2.402504","2.402504"
"84.29","5992.527","1.396275","0.6007756","0.6007756","2.403102","2.403102"
"84.3","5993.077","1.396433","0.6009239","0.6009239","2.403696","2.403696"
"84.31","5993.624","1.3966","0.6010707","0.6010707","2.404283","2.404283"
"84.32","5994.167","1.396775","0.6012162","0.6012162","2.404865","2.404865"
"84.33","5994.7","1.396942","0.6013607","0.6013607","2.405443","2.405443"
"84.34","5995.22","1.397108","0.6015055","0.6015055","2.406022","2.406022"
"84.35","5995.729","1.397267","0.601651","0.601651","2.406604","2.406604"
"84.36","5996.228","1.397433","0.6017976","0.6017976","2.40719","2.40719"
"84.37","5996.719","1.397608","0.6019449","0.6019449","2.40778","2.40778"
"84.38","5997.205","1.397767","0.6020919","0.6020919","2.408368","2.408368"
"84.39","5997.684","1.397933","0.6022378","0.6022378","2.408951","2.408951"
"84.4","5998.156","1.3981","0.6023825","0.6023825","2.40953","2.40953"
"84.41","5998.619","1.398275","0.6025262","0.6025262","2.410105","2.410105"
"84.42","5999.075","1.398433","0.6026691","0.6026691","2.410676","2.410676"
"84.43","5999.522","1.3986","0.602812","0.602812","2.411248","2.411248"
"84.44","5999.963","1.398767","0.6029556","0.6029556","2.411822","2.411822"
"84.45","6000.396","1.398942","0.6030999","0.6030999","2.4124","2.4124"
"84.46","6000.825","1.3991","0.6032447","0.6032447","2.412979","2.412979"
"84.47","6001.249","1.399275","0.6033894","0.6033894","2.413558","2.413558"
"84.48","6001.671","1.399433","0.6035343","0.6035343","2.414137","2.414137"
"84.49","6002.09","1.3996","0.6036802","0.6036802","2.414721","2.414721"
"84.5","6002.507","1.399767","0.603827","0.603827","2.415308","2.415308"
"84.51","6002.92","1.399942","0.6039748","0.6039748","2.415899","2.415899"
"84.52","6003.332","1.4001","0.6041232","0.6041232","2.416493","2.416493"
"84.53","6003.741","1.400267","0.6042718","0.6042718","2.417087","2.417087"
"84.54","6004.15","1.400433","0.604421","0.604421","2.417684","2.417684"
"84.55","6004.559","1.4006","0.6045713","0.6045713","2.418285","2.418285"
"84.56","6004.967","1.400767","0.6047229","0.6047229","2.418892","2.418892"
"84.57","6005.371","1.400933","0.6048754","0.6048754","2.419502","2.419502"
"84.58","6005.772","1.4011","0.6050279","0.6050279","2.420112","2.420112"
"84.59","6006.172","1.401267","0.6051799","0.6051799","2.42072","2.42072"
"84.6","6006.571","1.401433","0.6053313","0.6053313","2.421325","2.421325"
"84.61","6006.969","1.4016","0.6054816","0.6054816","2.421926","2.421926"
"84.62","6007.368","1.401767","0.6056307","0.6056307","2.422523","2.422523"
"84.63","6007.764","1.401933","0.6057785","0.6057785","2.423114","2.423114"
"84.64","6008.16","1.4021","0.6059253","0.6059253","2.423701","2.423701"
"84.65","6008.555","1.402267","0.6060713","0.6060713","2.424285","2.424285"
"84.66","6008.949","1.402433","0.6062167","0.6062167","2.424867","2.424867"
"84.67","6009.34","1.4026","0.6063616","0.6063616","2.425447","2.425447"
"84.68","6009.729","1.402767","0.6065062","0.6065062","2.426025","2.426025"
"84.69","6010.117","1.402933","0.6066504","0.6066504","2.426602","2.426602"
"84.7","6010.505","1.4031","0.6067951","0.6067951","2.42718","2.42718"
"84.71","6010.892","1.403258","0.6069407","0.6069407","2.427763","2.427763"
"84.72","6011.276","1.403425","0.6070872","0.6070872","2.428349","2.428349"
"84.73","6011.657","1.4036","0.6072344","0.6072344","2.428938","2.428938"
"84.74","6012.037","1.403758","0.6073822","0.6073822","2.429529","2.429529"
"84.75","6012.417","1.403933","0.6075304","0.6075304","2.430122","2.430122"
"84.76","6012.797","1.404092","0.6076796","0.6076796","2.430718","2.430718"
"84.77","6013.18","1.404267","0.6078297","0.6078297","2.431319","2.431319"
"84.78","6013.564","1.404425","0.6079806","0.6079806","2.431922","2.431922"
"84.79","6013.952","1.404592","0.6081323","0.6081323","2.432529","2.432529"
"84.8","6014.342","1.404758","0.6082845","0.6082845","2.433138","2.433138"
"84.81","6014.734","1.404933","0.6084362","0.6084362","2.433745","2.433745"
"84.82","6015.128","1.4051","0.6085865","0.6085865","2.434346","2.434346"
"84.83","6015.524","1.405267","0.6087355","0.6087355","2.434942","2.434942"
"84.84","6015.921","1.405433","0.6088844","0.6088844","2.435538","2.435538"
"84.85","6016.318","1.405592","0.6090337","0.6090337","2.436135","2.436135"
"84.86","6016.716","1.405767","0.6091836","0.6091836","2.436734","2.436734"
"84.87","6017.115","1.405933","0.6093338","0.6093338","2.437335","2.437335"
"84.88","6017.513","1.4061","0.609484","0.609484","2.437936","2.437936"
"84.89","6017.91","1.406267","0.6096338","0.6096338","2.438535","2.438535"
"84.9","6018.305","1.406433","0.6097834","0.6097834","2.439134","2.439134"
"84.91","6018.7","1.4066","0.609933","0.609933","2.439732","2.439732"
"84.92","6019.094","1.406767","0.610082","0.610082","2.440328","2.440328"
"84.93","6019.489","1.406933","0.6102303","0.6102303","2.440921","2.440921"
"84.94","6019.884","1.4071","0.6103777","0.6103777","2.441511","2.441511"
"84.95","6020.28","1.407267","0.610525","0.610525","2.4421","2.4421"
"84.96","6020.677","1.407433","0.6106723","0.6106723","2.442689","2.442689"
"84.97","6021.075","1.4076","0.6108197","0.6108197","2.443279","2.443279"
"84.98","6021.475","1.407767","0.6109675","0.6109675","2.44387","2.44387"
"84.99","6021.879","1.407933","0.6111153","0.6111153","2.444461","2.444461"
"85","6022.287","1.4081","0.6112626","0.6112626","2.44505","2.44505"
"85.01","6022.699","1.408267","0.6114089","0.6114089","2.445636","2.445636"
"85.02","6023.117","1.408433","0.611554","0.611554","2.446216","2.446216"
"85.03","6023.539","1.4086","0.6116986","0.6116986","2.446795","2.446795"
"85.04","6023.964","1.408767","0.6118433","0.6118433","2.447373","2.447373"
"85.05","6024.393","1.408933","0.611989","0.611989","2.447956","2.447956"
"85.06","6024.821","1.4091","0.6121359","0.6121359","2.448544","2.448544"
"85.07","6025.25","1.409267","0.6122835","0.6122835","2.449134","2.449134"
"85.08","6025.682","1.409433","0.6124313","0.6124313","2.449725","2.449725"
"85.09","6026.114","1.4096","0.6125792","0.6125792","2.450317","2.450317"
"85.1","6026.549","1.409767","0.6127271","0.6127271","2.450908","2.450908"
"85.11","6026.984","1.409933","0.6128746","0.6128746","2.451499","2.451499"
"85.12","6027.421","1.4101","0.6130216","0.6130216","2.452086","2.452086"
"85.13","6027.858","1.410267","0.613169","0.613169","2.452676","2.452676"
"85.14","6028.295","1.410433","0.6133174","0.6133174","2.453269","2.453269"
"85.15","6028.732","1.4106","0.6134667","0.6134667","2.453867","2.453867"
"85.16","6029.167","1.410767","0.6136167","0.6136167","2.454467","2.454467"
"85.17","6029.6","1.410933","0.6137673","0.6137673","2.455069","2.455069"
"85.18","6030.028","1.4111","0.6139179","0.6139179","2.455672","2.455672"
"85.19","6030.454","1.411267","0.6140685","0.6140685","2.456274","2.456274"
"85.2","6030.877","1.411433","0.6142183","0.6142183","2.456873","2.456873"
"85.21","6031.301","1.4116","0.614367","0.614367","2.457468","2.457468"
"85.22","6031.728","1.411767","0.614515","0.614515","2.45806","2.45806"
"85.23","6032.159","1.411933","0.614663","0.614663","2.458652","2.458652"
"85.24","6032.596","1.4121","0.6148116","0.6148116","2.459246","2.459246"
"85.25","6033.037","1.412267","0.6149607","0.6149607","2.459843","2.459843"
"85.26","6033.483","1.412433","0.6151094","0.6151094","2.460438","2.460438"
"85.27","6033.933","1.4126","0.6152574","0.6152574","2.46103","2.46103"
"85.28","6034.387","1.412758","0.6154043","0.6154043","2.461617","2.461617"
"85.29","6034.843","1.412933","0.6155504","0.6155504","2.462202","2.462202"
"85.3","6035.302","1.4131","0.6156961","0.6156961","2.462784","2.462784"
"85.31","6035.762","1.413267","0.6158421","0.6158421","2.463368","2.463368"
"85.32","6036.225","1.413425","0.6159885","0.6159885","2.463954","2.463954"
"85.33","6036.687","1.4136","0.616135","0.616135","2.46454","2.46454"
"85.34","6037.149","1.413758","0.616282","0.616282","2.465128","2.465128"
"85.35","6037.609","1.413925","0.61643","0.61643","2.46572","2.46572"
"85.36","6038.068","1.414092","0.616578","0.616578","2.466312","2.466312"
"85.37","6038.523","1.414267","0.616725","0.616725","2.4669","2.4669"
"85.38","6038.975","1.414433","0.6168709","0.6168709","2.467484","2.467484"
"85.39","6039.426","1.4146","0.6170156","0.6170156","2.468062","2.468062"
"85.4","6039.878","1.414767","0.6171594","0.6171594","2.468638","2.468638"
"85.41","6040.333","1.414933","0.6173029","0.6173029","2.469212","2.469212"
"85.42","6040.792","1.4151","0.6174464","0.6174464","2.469786","2.469786"
"85.43","6041.259","1.415267","0.6175901","0.6175901","2.470361","2.470361"
"85.44","6041.736","1.415433","0.6177341","0.6177341","2.470936","2.470936"
"85.45","6042.221","1.415592","0.6178785","0.6178785","2.471514","2.471514"
"85.46","6042.713","1.415767","0.618023","0.618023","2.472092","2.472092"
"85.47","6043.208","1.415933","0.6181678","0.6181678","2.472671","2.472671"
"85.48","6043.702","1.4161","0.6183136","0.6183136","2.473254","2.473254"
"85.49","6044.191","1.416258","0.6184608","0.6184608","2.473843","2.473843"
"85.5","6044.674","1.416433","0.6186094","0.6186094","2.474438","2.474438"
"85.51","6045.145","1.4166","0.6187593","0.6187593","2.475037","2.475037"
"85.52","6045.597","1.416767","0.6189103","0.6189103","2.475641","2.475641"
"85.53","6046.026","1.416933","0.6190625","0.6190625","2.47625","2.47625"
"85.54","6046.422","1.417108","0.6192159","0.6192159","2.476864","2.476864"
"85.55","6046.779","1.417267","0.6193699","0.6193699","2.47748","2.47748"
"85.56","6047.086","1.417433","0.6195244","0.6195244","2.478098","2.478098"
"85.57","6047.335","1.417608","0.6196789","0.6196789","2.478716","2.478716"
"85.58","6047.523","1.417767","0.6198335","0.6198335","2.479334","2.479334"
"85.59","6047.647","1.417975","0.6199888","0.6199888","2.479955","2.479955"
"85.6","6047.709","1.418117","0.6201459","0.6201459","2.480584","2.480584"
"85.61","6047.713","1.418267","0.6203047","0.6203047","2.481219","2.481219"
"85.62","6047.661","1.418433","0.6204648","0.6204648","2.481859","2.481859"
"85.63","6047.559","1.4186","0.6206258","0.6206258","2.482503","2.482503"
"85.64","6047.414","1.418767","0.6207876","0.6207876","2.48315","2.48315"
"85.65","6047.231","1.418933","0.6209502","0.6209502","2.483801","2.483801"
"85.66","6047.022","1.4191","0.6211137","0.6211137","2.484455","2.484455"
"85.67","6046.795","1.419267","0.6212775","0.6212775","2.48511","2.48511"
"85.68","6046.564","1.419433","0.6214412","0.6214412","2.485765","2.485765"
"85.69","6046.34","1.4196","0.6216046","0.6216046","2.486418","2.486418"
"85.7","6046.132","1.419758","0.621768","0.621768","2.487072","2.487072"
"85.71","6045.95","1.419933","0.6219321","0.6219321","2.487728","2.487728"
"85.72","6045.799","1.4201","0.6220971","0.6220971","2.488388","2.488388"
"85.73","6045.68","1.420267","0.6222629","0.6222629","2.489052","2.489052"
"85.74","6045.593","1.420433","0.6224286","0.6224286","2.489714","2.489714"
"85.75","6045.533","1.4206","0.6225938","0.6225938","2.490375","2.490375"
"85.76","6045.498","1.420775","0.6227582","0.6227582","2.491033","2.491033"
"85.77","6045.481","1.420933","0.6229208","0.6229208","2.491683","2.491683"
"85.78","6045.483","1.4211","0.6230815","0.6230815","2.492326","2.492326"
"85.79","6045.499","1.421275","0.6232404","0.6232404","2.492962","2.492962"
"85.8","6045.527","1.421442","0.6233978","0.6233978","2.493591","2.493591"
"85.81","6045.567","1.4216","0.6235543","0.6235543","2.494217","2.494217"
"85.82","6045.617","1.421775","0.6237106","0.6237106","2.494842","2.494842"
"85.83","6045.675","1.421942","0.6238665","0.6238665","2.495466","2.495466"
"85.84","6045.737","1.4221","0.6240211","0.6240211","2.496084","2.496084"
"85.85","6045.8","1.422267","0.6241741","0.6241741","2.496696","2.496696"
"85.86","6045.863","1.422433","0.6243254","0.6243254","2.497302","2.497302"
"85.87","6045.928","1.4226","0.6244756","0.6244756","2.497902","2.497902"
"85.88","6045.993","1.422767","0.6246253","0.6246253","2.498501","2.498501"
"85.89","6046.059","1.422933","0.6247756","0.6247756","2.499102","2.499102"
"85.9","6046.126","1.4231","0.6249272","0.6249272","2.499709","2.499709"
"85.91","6046.194","1.423267","0.6250805","0.6250805","2.500322","2.500322"
"85.92","6046.264","1.423442","0.6252357","0.6252357","2.500943","2.500943"
"85.93","6046.336","1.4236","0.6253926","0.6253926","2.50157","2.50157"
"85.94","6046.407","1.423767","0.6255511","0.6255511","2.502204","2.502204"
"85.95","6046.474","1.423933","0.625711","0.625711","2.502844","2.502844"
"85.96","6046.535","1.424108","0.6258718","0.6258718","2.503487","2.503487"
"85.97","6046.586","1.424267","0.6260334","0.6260334","2.504134","2.504134"
"85.98","6046.628","1.424433","0.6261956","0.6261956","2.504782","2.504782"
"85.99","6046.657","1.4246","0.6263579","0.6263579","2.505432","2.505432"
"86","6046.673","1.424767","0.6265197","0.6265197","2.506079","2.506079"
"86.01","6046.677","1.424925","0.6266806","0.6266806","2.506722","2.506722"
"86.02","6046.666","1.4251","0.6268404","0.6268404","2.507362","2.507362"
"86.03","6046.644","1.425267","0.6269993","0.6269993","2.507997","2.507997"
"86.04","6046.61","1.425433","0.627158","0.627158","2.508632","2.508632"
"86.05","6046.567","1.4256","0.627316","0.627316","2.509264","2.509264"
"86.06","6046.516","1.425767","0.627473","0.627473","2.509892","2.509892"
"86.07","6046.458","1.425933","0.627629","0.627629","2.510516","2.510516"
"86.08","6046.395","1.4261","0.627784","0.627784","2.511136","2.511136"
"86.09","6046.325","1.426267","0.627938","0.627938","2.511752","2.511752"
"86.1","6046.248","1.426433","0.6280917","0.6280917","2.512367","2.512367"
"86.11","6046.164","1.4266","0.6282451","0.6282451","2.51298","2.51298"
"86.12","6046.072","1.426767","0.628399","0.628399","2.513596","2.513596"
"86.13","6045.97","1.426933","0.628554","0.628554","2.514216","2.514216"
"86.14","6045.855","1.4271","0.6287103","0.6287103","2.514841","2.514841"
"86.15","6045.725","1.427267","0.6288678","0.6288678","2.515471","2.515471"
"86.16","6045.573","1.427433","0.6290269","0.6290269","2.516108","2.516108"
"86.17","6045.393","1.4276","0.6291876","0.6291876","2.51675","2.51675"
"86.18","6045.177","1.427767","0.6293494","0.6293494","2.517398","2.517398"
"86.19","6044.922","1.427933","0.6295116","0.6295116","2.518046","2.518046"
"86.2","6044.624","1.4281","0.6296743","0.6296743","2.518697","2.518697"
"86.21","6044.277","1.428267","0.6298379","0.6298379","2.519351","2.519351"
"86.22","6043.876","1.428433","0.6300028","0.6300028","2.520011","2.520011"
"86.23","6043.415","1.4286","0.6301693","0.6301693","2.520677","2.520677"
"86.24","6042.886","1.428767","0.6303376","0.6303376","2.52135","2.52135"
"86.25","6042.29","1.428933","0.6305079","0.6305079","2.522032","2.522032"
"86.26","6041.626","1.429108","0.6306801","0.6306801","2.52272","2.52272"
"86.27","6040.897","1.429275","0.6308539","0.6308539","2.523416","2.523416"
"86.28","6040.11","1.429442","0.6310298","0.6310298","2.524119","2.524119"
"86.29","6039.275","1.4296","0.6312077","0.6312077","2.524831","2.524831"
"86.3","6038.404","1.429775","0.6313866","0.6313866","2.525546","2.525546"
"86.31","6037.514","1.429942","0.6315657","0.6315657","2.526263","2.526263"
"86.32","6036.616","1.430108","0.6317446","0.6317446","2.526978","2.526978"
"86.33","6035.724","1.430267","0.6319235","0.6319235","2.527694","2.527694"
"86.34","6034.847","1.430433","0.6321024","0.6321024","2.528409","2.528409"
"86.35","6033.995","1.430608","0.6322813","0.6322813","2.529125","2.529125"
"86.36","6033.173","1.430775","0.6324599","0.6324599","2.52984","2.52984"
"86.37","6032.386","1.430933","0.6326381","0.6326381","2.530552","2.530552"
"86.38","6031.639","1.4311","0.6328157","0.6328157","2.531263","2.531263"
"86.39","6030.933","1.431275","0.6329931","0.6329931","2.531972","2.531972"
"86.4","6030.266","1.431442","0.6331701","0.6331701","2.532681","2.532681"
"86.41","6029.638","1.4316","0.6333463","0.6333463","2.533385","2.533385"
"86.42","6029.046","1.431775","0.6335217","0.6335217","2.534087","2.534087"
"86.43","6028.488","1.431942","0.6336957","0.6336957","2.534783","2.534783"
"86.44","6027.961","1.432108","0.633868","0.633868","2.535472","2.535472"
"86.45","6027.465","1.432267","0.634039","0.634039","2.536156","2.536156"
"86.46","6027","1.432433","0.6342093","0.6342093","2.536837","2.536837"
"86.47","6026.563","1.4326","0.6343798","0.6343798","2.537519","2.537519"
"86.48","6026.153","1.432775","0.6345509","0.6345509","2.538204","2.538204"
"86.49","6025.766","1.432933","0.6347225","0.6347225","2.53889","2.53889"
"86.5","6025.398","1.4331","0.6348937","0.6348937","2.539575","2.539575"
"86.51","6025.051","1.433267","0.635064","0.635064","2.540256","2.540256"
"86.52","6024.724","1.433442","0.6352324","0.6352324","2.54093","2.54093"
"86.53","6024.417","1.4336","0.6353989","0.6353989","2.541596","2.541596"
"86.54","6024.131","1.433767","0.6355643","0.6355643","2.542257","2.542257"
"86.55","6023.864","1.433933","0.6357296","0.6357296","2.542918","2.542918"
"86.56","6023.614","1.434108","0.6358961","0.6358961","2.543584","2.543584"
"86.57","6023.382","1.434275","0.636064","0.636064","2.544256","2.544256"
"86.58","6023.164","1.434433","0.636233","0.636233","2.544932","2.544932"
