数据组,视频,帧数,fps,时长_s,px_per_cm,px_per_cm_std,cm_per_px,入射方向,全局FFT反射入射能量比,稳定窗口_start_frame,稳定窗口_end_frame,稳定窗口_start_s,稳定窗口_end_s,稳定窗口反射入射能量比中位数,直接峰距_median_cm,直接峰距_mean_cm,直接峰距_std_cm,直接峰距_n,直接峰距_候选总_n,直接峰距_稳定窗口_n,直接峰距_统计范围,入射剖面峰距_median_cm,入射剖面峰距_mean_cm,入射剖面峰距_std_cm,入射剖面峰距_n,入射剖面峰距_候选总_n,入射剖面峰距_稳定窗口_n,入射剖面峰距_统计范围,FFT诊断波长_cm,FFT诊断频率_Hz,直接_入射差异_cm,直接_入射相对差异_percent,判断,建议
12,906c14e37f39c284cb542371456ef8e7.mp4,175,30.000000,5.833333,27.437700,0.080000,0.03644620,向右(+x),0.04075498,94,119,3.133333,3.966667,0.01906466,29.445490,29.537054,2.525238,8,26,8,低反射稳定窗口,28.826716,29.408716,1.931533,9,24,9,低反射稳定窗口,37.320912,2.080078,0.618774,2.146528,低反射窗口内驻波/反射影响较小,主波长可优先采用低反射窗口直接峰距，并用方向分离入射剖面作为一致性检查；全帧 2D FFT 仅作方向诊断。
