frame,time_s,status,mean_brightness,surface_amplitude_px,surface_amplitude_cm,peak_count,peak_x_px,peak_prominence_px,spacings_px,spacings_cm,frame_spacing_px,frame_spacing_cm,included_in_average
58,1.9333333333333333,one_visible_peak_only,72.43844545717593,17.878917680030796,0.5223948992269875,1,650,15.77,,,,,False
59,1.9666666666666666,one_visible_peak_only,72.46427770543981,24.08007130823809,0.7035832173720284,1,691,10.79,,,,,False
60,2.0,one_visible_peak_only,72.25569155092593,33.07433670600158,0.9663820316052482,1,826,6.10,,,,,False
61,2.033333333333333,one_visible_peak_only,72.42886357060185,36.105210426521396,1.0549395718398618,1,83,4.87,,,,,False
62,2.066666666666667,one_visible_peak_only,72.57407986111112,36.0193905893707,1.0524320461617227,1,126,6.02,,,,,False
63,2.1,one_visible_peak_only,72.9504542824074,34.85091240400166,1.0182908830992312,1,200,7.15,,,,,False
64,2.1333333333333333,one_visible_peak_only,72.90077039930556,34.218850312233954,0.9998229859567224,1,259,13.76,,,,,False
65,2.1666666666666665,one_visible_peak_only,73.287158203125,32.88715138875823,0.9609127601041365,1,330,31.25,,,,,False
66,2.2,one_visible_peak_only,73.16505967881945,31.937044655529167,0.9331520801769373,1,392,33.50,,,,,False
67,2.2333333333333334,one_visible_peak_only,73.12186487268518,52.19195217768704,1.5249698044515865,1,504,42.70,,,,,False
68,2.2666666666666666,one_visible_peak_only,73.09436595775463,52.23061273405564,1.5260994073621021,1,504,42.70,,,,,False
69,2.3,one_visible_peak_only,73.24353226273148,54.68919466620912,1.5979354482049501,1,563,46.13,,,,,False
70,2.3333333333333335,one_visible_peak_only,73.1977072482639,52.50805264694338,1.5342057814686518,1,624,49.97,,,,,False
71,2.3666666666666667,one_visible_peak_only,73.29570891203704,52.011194259656065,1.5196883318219687,1,684,50.48,,,,,False
72,2.4,one_visible_peak_only,73.07421983506944,50.54962093038692,1.4769833725106345,1,741,45.17,,,,,False
73,2.433333333333333,one_visible_peak_only,73.28722330729167,44.533890650069935,1.3012128437904913,1,803,41.55,,,,,False
74,2.466666666666667,one_visible_peak_only,73.20946035879629,42.04960931470795,1.228625905304421,1,837,44.13,,,,,False
75,2.5,one_visible_peak_only,73.26008355034722,43.23298081537338,1.2632022284858107,1,944,33.90,,,,,False
76,2.533333333333333,one_visible_peak_only,73.33365198206019,44.38601267104747,1.296892073186149,1,1076,16.79,,,,,False
77,2.566666666666667,one_visible_peak_only,73.3326808449074,44.38601267104747,1.296892073186149,1,1076,16.79,,,,,False
78,2.6,measured_reliable,73.32413266782407,46.81203525293414,1.3677767791212625,2,224;1143,10.25;9.02,919.0,26.852,919.0,26.8517882895009,True
79,2.6333333333333333,measured_reliable,73.32687138310185,51.49498974611654,1.504605617663483,2,286;1194,25.08;5.91,908.0,26.530,908.0,26.53038494762439,True
80,2.6666666666666665,one_visible_peak_only,73.04275028935186,47.16163947156355,1.3779916849577731,1,361,43.75,,,,,False
81,2.7,one_visible_peak_only,73.06252133969907,43.762039280406384,1.2786605156412345,1,421,45.31,,,,,False
82,2.7333333333333334,one_visible_peak_only,73.01458333333333,55.31789915158005,1.6163052411732197,1,473,49.17,,,,,False
83,2.7666666666666666,one_visible_peak_only,72.9855859375,59.85533762143359,1.748882321879579,1,535,53.96,,,,,False
84,2.8,one_visible_peak_only,73.24180121527777,58.38433442807471,1.7059018362198919,1,592,58.60,,,,,False
85,2.8333333333333335,one_visible_peak_only,73.21975658275463,62.20346473685876,1.8174910402476239,1,658,51.87,,,,,False
86,2.8666666666666667,one_visible_peak_only,73.34702039930555,59.465410402292406,1.7374892390322527,1,716,44.01,,,,,False
87,2.9,one_visible_peak_only,73.25506221064815,51.49652007487474,1.5046503315523063,1,762,38.40,,,,,False
88,2.933333333333333,one_visible_peak_only,73.36627350983797,39.516789711234,1.1546207521292522,1,818,38.97,,,,,False
89,2.966666666666667,one_visible_peak_only,73.22089482060186,40.25943370471914,1.1763196849774922,1,844,31.79,,,,,False
90,3.0,measured_reliable,73.12624710648149,42.68968156008578,1.2473278470050424,2,97;1089,7.38;16.15,992.0,28.985,992.0,28.984737740135902,True
91,3.033333333333333,wave_present_no_stable_peak_pair,73.25384874131944,40.43439316558603,1.181431735469813,0,,,,,,,False
92,3.066666666666667,one_visible_peak_only,72.94650752314814,45.624432222851546,1.333076817058425,1,224,8.93,,,,,False
93,3.1,one_visible_peak_only,72.80216507523149,46.439845849685284,1.3569019683926076,1,279,15.65,,,,,False
94,3.1333333333333333,one_visible_peak_only,72.7348781105324,43.9946087155352,1.2854558423383922,1,344,32.08,,,,,False
95,3.1666666666666665,one_visible_peak_only,72.95999927662037,37.73944066348619,1.102689304526782,1,407,38.18,,,,,False
96,3.2,one_visible_peak_only,72.97779730902778,37.59043292052099,1.0983355239309192,1,465,37.09,,,,,False
97,3.2333333333333334,one_visible_peak_only,73.13566478587963,42.16450236787665,1.2319829063268588,1,523,36.86,,,,,False
98,3.2666666666666666,one_visible_peak_only,73.0726906105324,41.85584926061215,1.2229645299490972,1,585,39.75,,,,,False
99,3.3,one_visible_peak_only,73.34429072627314,44.88319550166746,1.3114190025756842,1,642,38.44,,,,,False
100,3.3333333333333335,one_visible_peak_only,73.37394567418981,52.27002278914662,1.5272509094902638,1,696,37.65,,,,,False
101,3.3666666666666667,one_visible_peak_only,73.40849211516203,54.06395049608494,1.5796667604079762,1,752,38.76,,,,,False
102,3.4,one_visible_peak_only,73.06491789641204,43.5688266040104,1.2730151338333642,1,843,39.34,,,,,False
103,3.433333333333333,one_visible_peak_only,73.08556532118055,43.68411264577152,1.2763836173873404,1,840,39.48,,,,,False
104,3.466666666666667,measured_reliable,73.0408521412037,30.446972303989845,0.8896144225930716,2,102;957,11.32;29.99,855.0,24.982,855.0,24.981805209492133,True
105,3.5,measured_reliable,73.00271665219907,27.215762301395603,0.7952033595804728,2,174;1041,11.57;6.76,867.0,25.332,867.0,25.332427036993774,True
106,3.533333333333333,one_visible_peak_only,72.76918655960648,31.00992558674059,0.9060630649927478,1,235,19.34,,,,,False
107,3.566666666666667,one_visible_peak_only,72.74817599826389,41.13429533849361,1.2018818170479153,1,292,33.04,,,,,False
108,3.6,one_visible_peak_only,72.76862340856482,48.770396637378326,1.4249971330814684,1,334,46.73,,,,,False
109,3.6333333333333333,one_visible_peak_only,72.92193033854167,54.23268367533586,1.5845968883804027,1,374,55.51,,,,,False
110,3.6666666666666665,one_visible_peak_only,72.80012369791666,51.23263306270011,1.4969399526804217,1,427,53.03,,,,,False
111,3.7,one_visible_peak_only,73.02178891782407,40.53237954115369,1.184294748975796,1,484,41.97,,,,,False
112,3.7333333333333334,one_visible_peak_only,73.03645363136575,30.48915471824185,0.8908469288575273,1,549,30.34,,,,,False
113,3.7666666666666666,one_visible_peak_only,73.08359049479166,26.968716424215923,0.787985053169349,1,627,26.63,,,,,False
114,3.8,one_visible_peak_only,72.94546296296296,43.5769482957877,1.2732524373678111,1,711,31.04,,,,,False
115,3.8333333333333335,one_visible_peak_only,73.11339373553241,69.61196811822509,2.0339562897998547,1,843,50.48,,,,,False
116,3.8666666666666667,one_visible_peak_only,72.94668764467593,85.25001063139527,2.4908762101761988,1,860,65.95,,,,,False
117,3.9,one_visible_peak_only,72.7915357349537,84.80872890677918,2.477982626448868,1,851,68.72,,,,,False
118,3.933333333333333,one_visible_peak_only,72.49276294849537,65.83920437003025,1.9237218464561856,1,871,56.97,,,,,False
119,3.966666666666667,one_visible_peak_only,72.42874421296297,24.431875180503248,0.7138623937566755,1,933,25.16,,,,,False
120,4.0,one_visible_peak_only,72.24032841435185,15.49000721165345,0.4525945530469648,1,240,8.18,,,,,False
121,4.033333333333333,one_visible_peak_only,72.7819997829861,43.10363579737593,1.259422962936769,1,326,28.78,,,,,False
122,4.066666666666666,one_visible_peak_only,73.06794487847222,60.79550543716297,1.7763526016886844,1,364,53.35,,,,,False
123,4.1,one_visible_peak_only,73.08590639467593,71.1034896921782,2.0775362914679856,1,401,71.61,,,,,False
124,4.133333333333334,one_visible_peak_only,73.06003580729167,71.14202104307785,2.078662119190364,1,401,71.63,,,,,False
125,4.166666666666667,one_visible_peak_only,73.40854817708333,55.479170554798145,1.6210173473498932,1,424,55.74,,,,,False
126,4.2,one_visible_peak_only,73.42754267939814,34.382705326526434,1.0046105813364339,1,449,29.31,,,,,False
127,4.233333333333333,one_visible_peak_only,73.17142758969908,23.79418984401186,0.6952301939190413,1,901,28.44,,,,,False
128,4.266666666666667,one_visible_peak_only,72.84817238136574,59.2388490273499,1.7308694587552838,1,873,36.96,,,,,False
129,4.3,one_visible_peak_only,73.04939236111112,91.45349525270956,2.672132636409829,1,841,65.02,,,,,False
130,4.333333333333333,one_visible_peak_only,73.05665328414352,109.73667827670883,3.2063395567783,1,832,87.20,,,,,False
131,4.366666666666666,one_visible_peak_only,72.92607566550926,101.56256854321072,2.9675044490317934,1,834,89.56,,,,,False
132,4.4,one_visible_peak_only,72.29671766493055,73.70136072479261,2.1534421488903894,1,841,73.92,,,,,False
133,4.433333333333334,one_visible_peak_only,72.36968352141204,37.65586543285257,1.100247362851896,1,898,28.38,,,,,False
134,4.466666666666667,one_visible_peak_only,72.01934932002315,25.06565343356695,0.7323804345333418,1,608,3.36,,,,,False
135,4.5,one_visible_peak_only,72.5040285011574,52.55474382593188,1.535570027010748,1,316,18.43,,,,,False
136,4.533333333333333,one_visible_peak_only,73.68990921585649,84.0584072930314,2.4560593651633487,1,351,77.32,,,,,False
137,4.566666666666666,one_visible_peak_only,73.73472475405093,84.04727956654213,2.4557342298468816,1,351,77.31,,,,,False
138,4.6,one_visible_peak_only,74.08679000289352,82.61856039248957,2.4139892191974694,1,358,83.43,,,,,False
139,4.633333333333334,one_visible_peak_only,73.92479383680555,68.49415556957871,2.0012954999156327,1,359,68.89,,,,,False
140,4.666666666666667,one_visible_peak_only,73.91309642650462,68.42766476726624,1.9993527393640618,1,359,68.80,,,,,False
141,4.7,black,0.0007139756944444445,,,0,,,,,,,False
