video,frame_count,fps,duration_s,width_px,height_px,px_per_cm,cm_per_px,amp_threshold_px,reliable_spacing_count,reliable_frames,best_average_spacing_px,best_average_spacing_cm,arithmetic_mean_spacing_px,arithmetic_mean_spacing_cm,trimmed_mean_spacing_px,trimmed_mean_spacing_cm,sample_std_px,sample_std_cm,status_counts
D:\虚拟C盘\5.6实验\6.1\66554178dce29cb2d05657813da1c8d2.mp4,142,30.0,4.733333333333333,1280,720,34.224908601686344,0.029218485625136997,8.0,5,78;79;90;104;105,908.0,26.53038494762439,908.2,26.53622864474942,898.0,26.238200091373024,54.006481092550366,1.577987591466916,flat_or_no_resolvable_wave:53; one_visible_peak_only:82; measured_reliable:5; wave_present_no_stable_peak_pair:1; black:1
