数据组,视频,读取帧数,分析帧数,剔除无效帧索引,帧率_fps,时长_s,px_per_cm,px_per_cm诊断散布,视场宽度_cm,稳定窗口_start_s,稳定窗口_end_s,窗口反射入射能量比,直接峰距_cm,直接峰距不确定度_cm,直接峰距样本数,直接自相关主周期_cm,入射峰距_cm,入射峰距不确定度_cm,入射峰距样本数,入射自相关主周期_cm,FFT诊断波长_cm,FFT主频_Hz,入射方向,全局反射入射能量比,最终建议峰距_cm,最终不确定度_cm,差值_直接减入射_cm,相对差异_pct,判断,FFT说明
2.6,3.mp4,881,881,,30.000000,29.366667,18.955882,0.072044,45.632273,21.500000,22.366667,0.088032,21.523662,0.263770,27,22.051202,20.996121,0.105508,27,21.418154,22.842514,0.272418,-x/left,0.328096,22.842514,0.500000,0.527541,2.512563,反射影响中等，建议纳入不确定度,已修正定标、裁掉端部并清理固定竖条伪影；最终建议值优先采用全帧 x-t 方向/频带诊断，单帧峰距仅作复核。
