数据组,视频,最终建议峰距_cm,最终不确定度_cm,px_per_cm,直接峰距_cm,入射峰距_cm,FFT诊断波长_cm,稳定窗口_start_s,稳定窗口_end_s,反射判断,最终口径说明
2.6,3.mp4,22.842514,0.500000,18.955882,21.523662,20.996121,22.842514,21.500000,22.366667,反射影响中等，建议纳入不确定度,修正定标和峰对选择后，采用清理固定竖条伪影的 x-t 方向/频带结果；单帧峰距仅作复核。
