video,frames_used,duration_s,px_per_cm,incident_direction,incident_fft_lambda_cm,opposite_fft_lambda_cm,opposite_to_incident_energy_ratio,secondary_incident_lambda_cm,secondary_to_main_energy_ratio,stable_window_mean_cm,stable_window_std_cm,stable_window_n,window_time_span_s,naive_main_mean_cm,naive_main_std_cm,naive_main_n,delta_incident_minus_naive_cm,percent_delta_vs_naive,xt_reliability_status,caution_note,recommended_use
4.mp4,117,3.9,31.65,right,20.221171080813505,20.2211710808135,0.1360266286824332,10.860727229062803,0.6687538318118383,20.22117108081351,3.2754401705733782e-15,21,0.000-3.867,24.422603220388932,0.4116418908897038,7,-4.201432139575427,-17.203047937444726,diagnostic_only,????117????????????????????????????????????????x-t?????????????????,????????????/????????x-t??????????????????
