frame,time_s,x1,x2,d_px,y1,y2,prom1,prom2,n_peaks
520,17.333333333333332,181,602,421,310.995867253836,327.0044929603412,26.34446474342826,15.18527941613678,2
525,17.5,181,622,441,312.60916724139884,326.7140140227584,26.390832758601164,16.28598597724158,3
530,17.666666666666668,237,640,403,327.10275303370764,327.0050405885703,11.897246966292357,15.993204727771513,2
535,17.833333333333332,252,663,411,327.0546363410719,324.79299983088293,11.912294590477018,18.207000169117066,2
540,18.0,266,677,411,327.00505469752704,323.6406870286156,15.93985411318613,19.359312971384384,2
545,18.166666666666668,181,692,511,311.5917516063583,323.2804447986452,31.39750242686722,19.71911166141132,2
550,18.333333333333332,309,709,400,326.38127091244473,325.47974206948425,16.618662169229992,17.52019101219048,2
555,18.5,317,716,399,327.0,327.00052908510247,15.930216643106633,12.005106967451866,2
560,18.666666666666668,343,731,388,323.666839869524,327.00280779598273,19.32911982770497,12.406002639319183,2
565,18.833333333333332,360,752,392,323.36975818153275,327.13508406978707,19.454048670247687,12.360105681226003,2
575,19.166666666666668,397,788,391,323.3071517213381,331.01401568835803,15.692848278661927,7.985984311641971,2
580,19.333333333333332,415,811,396,323.2804678939427,331.523137755004,15.719532106057272,7.469748639032787,2
585,19.5,491,829,338,321.5648526630412,331.3847865093438,21.435059163032918,6.870854043172585,2
590,19.666666666666668,451,847,396,323.0980660035345,331.2223933404466,19.901933996465516,3.777606659553328,2
595,19.833333333333332,489,869,380,314.70710199409166,331.00006691832516,28.29289800590834,3.999933081674783,2
600,20.0,483,887,404,323.03555815052306,327.93875491689,19.96444184947694,7.054226348477641,2
605,20.166666666666668,501,889,388,322.2263415252987,328.1587738953073,20.77365847470128,9.18644467715751,2
610,20.333333333333332,516,899,383,322.3039652128023,331.0072621010338,20.696034787197675,5.788522528223098,2
615,20.5,530,891,361,323.15657780371447,334.3179082260223,19.84342219628553,2.640378873027487,2
620,20.666666666666668,103,542,439,331.0,324.2722651439727,3.9971922040172103,19.609214230324255,2
625,20.833333333333332,166,555,389,327.0802178462171,327.0017008420613,7.919782153782819,15.620724593068587,2
630,21.0,171,578,407,327.0,327.04994378725195,9.543745740819475,13.34426950268022,2
635,21.166666666666668,193,593,400,327.00022497829605,331.0,11.787857697241236,8.583826966806214,2
645,21.5,243,637,394,326.29830453861143,331.00346702667923,16.701695461388567,8.971944976323698,2
655,21.833333333333332,277,690,413,323.45689719221207,327.2856604364471,19.089285788547954,15.714339563552926,2
660,22.0,181,701,520,317.3335287297599,327.24540251334685,29.650310059155913,16.754172276137865,2
670,22.333333333333332,323,717,394,323.10365956013396,328.5286581035356,11.886261957969623,18.336257826677354,3
685,22.833333333333332,490,773,283,326.13563669742746,335.01074596677444,20.541311449069838,8.070733424829598,2
700,23.333333333333332,599,855,256,340.2092290999302,335.9496707610495,2.304786574775335,5.858100075544883,3
705,23.5,463,867,404,329.69321932897117,333.62140644757056,13.306780671028832,5.996429026545513,2
710,23.666666666666668,181,476,295,323.6050243387282,327.1857928031876,19.344516589148384,15.81420719681239,3
710,23.666666666666668,476,880,404,327.1857928031876,331.0983519879885,15.81420719681239,7.901648012011492,3
715,23.833333333333332,181,491,310,323.5844347305888,327.0113440717698,16.629320808056605,15.988655928230173,3
715,23.833333333333332,491,882,391,327.0113440717698,331.058708358225,15.988655928230173,7.758349298759413,3
720,24.0,86,506,420,327.0001338366504,327.00533455639714,3.9998661633496226,19.994349323661083,3
720,24.0,506,896,390,327.00533455639714,331.9414772174394,19.994349323661083,6.736653352122289,3
725,24.166666666666668,96,517,421,327.00052908510247,327.0015218654427,3.999470914897529,19.998478134557274,3
725,24.166666666666668,517,900,383,327.0015218654427,334.01959616555456,19.998478134557274,4.7378785215314565,3
730,24.333333333333332,107,367,260,327.0,321.11584374484306,4.0,25.884156255156938,3
740,24.666666666666668,180,551,371,310.7119944340449,331.0,24.152921496168005,12.002977359892498,3
740,24.666666666666668,551,857,306,331.0,339.0107459667745,12.002977359892498,2.173985956265824,3
745,24.833333333333332,201,576,375,312.9581793124487,331.2379049696786,24.765456938116813,12.331431155275425,3
750,25.0,120,491,371,330.34815601857395,325.3461749553102,8.651793792682213,20.48972667612105,3
750,25.0,491,789,298,325.3461749553102,339.3218694304383,20.48972667612105,4.769236828743658,3
755,25.166666666666668,172,629,457,331.0,334.99999999999994,8.0,8.457146270170483,3
765,25.5,182,689,507,315.49893059304105,330.5971828505169,27.501069406958948,12.402817149483099,2
770,25.666666666666668,181,699,518,317.3136971805296,327.2456448278179,28.01646328466029,15.754355172182102,2
785,26.166666666666668,321,727,406,323.18401094519345,330.31790822602227,23.81598905480655,16.68209177397773,2
790,26.333333333333332,337,738,401,323.21011551159944,331.0,15.496885230812723,15.999800789625567,3
795,26.5,349,735,386,324.12755429818367,334.99999999999994,22.872445701816332,11.573112827663465,2
800,26.666666666666668,365,780,415,327.0013526536929,334.99999999999994,16.230582845475226,8.000000000000057,2
805,26.833333333333332,383,810,427,327.15528462840757,334.99999999999994,16.68409806345494,7.9465023824276955,2
815,27.166666666666668,588,865,277,339.0,334.2627066570903,3.398922643515448,4.6919829676711515,4
820,27.333333333333332,181,453,272,323.9399342873838,331.0,19.060065712616222,11.990738827640598,3
820,27.333333333333332,453,885,432,331.0,331.08481564326695,11.990738827640598,7.83376566743982,3
825,27.5,181,478,297,323.35951831769944,327.8142240693505,19.64048168230056,15.185775930649527,3
825,27.5,478,891,413,327.8142240693505,331.02845442385296,15.185775930649527,7.298952727031974,3
830,27.666666666666668,181,495,314,323.35951831769944,327.013207793143,19.565795472587638,15.98679220685699,3
830,27.666666666666668,495,894,399,327.013207793143,329.8364808009245,15.98679220685699,7.634861095539975,3
835,27.833333333333332,180,504,324,319.620199260448,327.0032290870724,20.54639933698826,19.996241827825145,3
835,27.833333333333332,504,903,399,327.0032290870724,331.00550753307243,19.996241827825145,5.524187302124972,3
840,28.0,180,515,335,319.40501209694816,327.0025617130938,19.255339638215105,19.9960505250433,2
845,28.166666666666668,181,527,346,314.8005626060047,327.02103906298476,21.308338972967476,19.97856412318839,2
850,28.333333333333332,201,527,326,314.39916852975335,330.57350518579574,20.898169549291822,12.426494814204261,2
855,28.5,180,560,380,313.2000706462715,331.000060826931,25.120917921343676,11.99993917306898,3
855,28.5,560,843,283,331.000060826931,339.0,11.99993917306898,3.4064176616575423,3
860,28.666666666666668,145,586,441,330.0524847805501,331.36501016073885,8.848620421439819,11.7618226577913,3
865,28.833333333333332,144,490,346,331.0,322.58407090699336,7.938933251789024,21.29298910802106,3
865,28.833333333333332,490,803,313,322.58407090699336,339.00006691832516,21.29298910802106,3.9999330816748397,3
870,29.0,194,659,465,331.0,334.08130737874774,8.0,10.185781076733633,2
875,29.166666666666668,207,670,463,331.00023561648317,332.11759141275667,7.999764383516833,10.996927138511012,2
880,29.333333333333332,182,453,271,309.6235716506573,339.0107459667745,29.796452799123415,3.9892540332255066,3
