数据组,视频,读取帧数,分析帧数,剔除无效帧索引,帧率_fps,时长_s,px_per_cm,px_per_cm诊断散布,视场宽度_cm,稳定窗口_start_s,稳定窗口_end_s,窗口反射入射能量比,直接峰距_cm,直接峰距不确定度_cm,直接峰距样本数,直接自相关主周期_cm,入射峰距_cm,入射峰距不确定度_cm,入射峰距样本数,入射自相关主周期_cm,FFT诊断波长_cm,FFT主频_Hz,入射方向,全局反射入射能量比,差值_直接减入射_cm,相对差异_pct,判断,FFT说明
3.2,4.mp4,117,117,,30.000000,3.900000,53.203704,5.796296,24.039680,0.900000,1.766667,0.251586,8.570832,0.855204,16,13.382527,12.677689,2.387052,12,15.919944,24.058475,0.512821,+x/right,0.326685,-4.106857,32.394366,需要考虑反射/驻波影响,全帧2D FFT仅作诊断；短视频/有限视场下不单独作为最终高精度波长。
