video,experiment_folder,px_per_cm,px_per_cm_std,category,distance_range_cm,n,mean_cm,median_cm,std_cm,min_cm,max_cm
906c14e37f39c284cb542371456ef8e7.mp4,12,27.592789025873877,0.031306036841920314,main_broad_crests,18-30,15,26.15612717246257,27.579736802385803,3.8803721159606384,18.291576978280265,29.60162491439934
