video,experiment_folder,frames_used,duration_s,px_per_cm,px_per_cm_std,incident_direction,incident_fft_lambda_cm,opposite_fft_lambda_cm,opposite_to_incident_energy_ratio,secondary_incident_lambda_cm,secondary_to_main_energy_ratio,xt_reliability_status,caution_note,recommended_use
906c14e37f39c284cb542371456ef8e7.mp4,12,175,5.833333333333333,27.592789025873877,0.031306036841920314,right,23.19446728455181,23.19446728455181,0.030758753630402043,12.867925279568968,0.17351585416944768,diagnostic_only_short_clip,??????5.83s???FFT??/????????x-t/FFT??????????????????,???????????/??/?????????????????????
