frame,time_s,amplitude_px,peak_count,peak_x_px,direct_spacing_px,direct_spacing_cm,estimated_spacing_px,estimated_spacing_cm,method,confidence,track_id,track_x_px,track_spacing_px,track_spacing_cm,best_spacing_px,best_spacing_cm,best_method
81,2.7,74.86967964172362,1,507.0,,,1056.0,31.807228915662648,crest_trough_half_wave,medium,4.0,507.0,854.9258987243909,25.750780082059965,854.9258987243909,25.750780082059965,crest_track_model
82,2.7333333333333334,84.70978984832763,1,552.0,,,1014.0,30.542168674698793,crest_trough_half_wave,medium,4.0,552.0,856.9148185984866,25.81068730718333,856.9148185984866,25.81068730718333,crest_track_model
83,2.7666666666666666,88.45267124176024,1,597.0,,,968.0,29.156626506024093,crest_trough_half_wave,medium,4.0,597.0,858.9037384725827,25.870594532306708,858.9037384725827,25.870594532306708,crest_track_model
84,2.8,76.00560092926025,1,649.0,,,922.0,27.771084337349397,crest_trough_half_wave,medium,4.0,649.0,860.8926583466784,25.930501757430072,860.8926583466784,25.930501757430072,crest_track_model
85,2.8333333333333335,58.85605554580688,1,706.0,,,854.0,25.72289156626506,crest_trough_half_wave,medium,4.0,706.0,862.8815782207741,25.990408982553436,862.8815782207741,25.990408982553436,crest_track_model
86,2.8666666666666667,39.78711299896239,1,760.0,,,1140.0,34.33734939759036,crest_trough_half_wave,medium,4.0,760.0,864.8704980948698,26.0503162076768,864.8704980948698,26.0503162076768,crest_track_model
87,2.9,36.310574650764465,1,867.0,,,590.0,17.771084337349397,crest_trough_half_wave,medium,4.0,867.0,866.8594179689655,26.110223432800165,866.8594179689655,26.110223432800165,crest_track_model
88,2.933333333333333,54.4070779800415,1,954.0,,,730.0,21.987951807228914,crest_trough_half_wave,medium,4.0,954.0,868.8483378430612,26.17013065792353,868.8483378430612,26.17013065792353,crest_track_model
89,2.966666666666667,71.16458158493042,1,1006.0,,,842.0,25.361445783132528,crest_trough_half_wave,medium,4.0,1006.0,870.837257717157,26.230037883046894,870.837257717157,26.230037883046894,crest_track_model
90,3.0,75.133292388916,1,1034.0,,,1096.0,33.01204819277108,crest_trough_half_wave,medium,4.0,1034.0,872.8261775912526,26.289945108170258,872.8261775912526,26.289945108170258,crest_track_model
91,3.033333333333333,50.08396587371826,1,1109.0,,,1126.0,33.91566265060241,crest_trough_half_wave,medium,4.0,1109.0,874.8150974653488,26.349852333293637,874.8150974653488,26.349852333293637,crest_track_model
92,3.066666666666667,50.083552551269534,1,1109.0,,,1126.0,33.91566265060241,crest_trough_half_wave,medium,4.0,1109.0,876.8040173394445,26.409759558417,876.8040173394445,26.409759558417,crest_track_model
93,3.1,33.96366786956787,0,,,,,,not_enough_signal,low,,,,,,,
94,3.1333333333333333,39.234077548980714,1,417.0,,,1196.0,36.024096385542165,crest_trough_half_wave,medium,5.0,417.0,852.8308387173947,25.687675864981767,852.8308387173947,25.687675864981767,crest_track_model
95,3.1666666666666665,61.739097881317136,1,504.0,,,1066.0,32.10843373493976,crest_trough_half_wave,medium,5.0,504.0,855.3468652787733,25.76345979755341,855.3468652787733,25.76345979755341,crest_track_model
96,3.2,80.80000591278076,1,545.0,,,1020.0,30.72289156626506,crest_trough_half_wave,medium,5.0,545.0,857.862891840151,25.839243730125027,857.862891840151,25.839243730125027,crest_track_model
97,3.2333333333333334,87.8191177368164,1,578.0,,,968.0,29.156626506024093,crest_trough_half_wave,medium,5.0,578.0,860.3789184015295,25.91502766269667,860.3789184015295,25.91502766269667,crest_track_model
98,3.2666666666666666,91.30151195526122,1,605.0,,,918.0,27.65060240963855,crest_trough_half_wave,medium,5.0,605.0,862.8949449629081,25.990811595268312,862.8949449629081,25.990811595268312,crest_track_model
99,3.3,72.66744327545166,1,659.0,,,806.0,24.277108433734938,crest_trough_half_wave,medium,5.0,659.0,865.4109715242867,26.066595527839958,865.4109715242867,26.066595527839958,crest_track_model
100,3.3333333333333335,38.650868725776675,1,863.0,,,,,not_enough_signal,low,,,,,,,
101,3.3666666666666667,38.650868725776675,1,863.0,,,,,not_enough_signal,low,,,,,,,
102,3.4,53.99598846435546,1,936.0,,,678.0,20.42168674698795,crest_trough_half_wave,medium,5.0,936.0,872.9590512084205,26.293947325554832,872.9590512084205,26.293947325554832,crest_track_model
103,3.433333333333333,75.81463966369628,1,982.0,,,786.0,23.67469879518072,crest_trough_half_wave,medium,5.0,982.0,875.4750777697982,26.36973125812645,875.4750777697982,26.36973125812645,crest_track_model
104,3.466666666666667,86.46874237060547,1,1010.0,,,1018.0,30.662650602409634,crest_trough_half_wave,medium,5.0,1010.0,877.9911043311768,26.445515190698092,877.9911043311768,26.445515190698092,crest_track_model
105,3.5,81.38712863922119,1,1018.0,,,1080.0,32.53012048192771,crest_trough_half_wave,medium,5.0,1018.0,880.5071308925553,26.521299123269735,880.5071308925553,26.521299123269735,crest_track_model
106,3.533333333333333,60.08821620941161,1,1080.0,,,1210.0,36.44578313253012,crest_trough_half_wave,medium,5.0,1080.0,883.0231574539339,26.59708305584138,883.0231574539339,26.59708305584138,crest_track_model
107,3.566666666666667,43.65870428085327,1,1166.0,,,,,not_enough_signal,low,,,,,,,
108,3.6,25.810673835873605,1,639.0,,,654.0,19.69879518072289,crest_trough_half_wave,medium,,,,,,,
109,3.6333333333333333,39.21261702775955,1,427.0,,,432.0,13.012048192771083,crest_trough_half_wave,medium,,,,,,,
110,3.6666666666666665,39.21261702775955,1,427.0,,,432.0,13.012048192771083,crest_trough_half_wave,medium,,,,,,,
