video,experiment_folder,decoded_frames,fps,duration_s,field_width_cm,px_per_cm,px_per_cm_std,calibration_method,incident_direction,global_reflection_energy_ratio,global_reflection_amplitude_ratio,selected_window_start_s,selected_window_end_s,selected_reflection_energy_ratio,selected_reflection_amplitude_ratio,fft_incident_lambda_cm,fft_incident_period_s,fft_secondary_lambda_cm,fft_secondary_to_main_power,fft_status,direct_broad_peak_distance_cm,direct_broad_peak_distance_std_cm,direct_broad_peak_distance_n,direct_local_peak_distance_cm,direct_local_peak_distance_std_cm,direct_local_peak_distance_n,incident_profile_peak_distance_cm,incident_profile_peak_distance_std_cm,incident_profile_peak_distance_n,judgement
8b5f4cdec73a03c1e7ed911633b86d5b.mp4,10.0,168,30.0,5.6,39.38039299728824,29.964149928144586,0.06405007953771398,background_ruler_tick_autocorrelation,right,0.52362702023557,0.7236207710089381,1.6,3.566666666666667,0.03027460692562923,0.1739959968666786,34.174171550188476,0.4740740740740741,27.33933724015078,0.10389496556754323,诊断值；短视频/视场有限，不作为唯一最终波长,24.000903359222985,4.681985646702335,6,10.494021862742535,1.7904905521756955,18,23.023809804158446,3.501701297192802,9,低反射窗口内反射弱，可用于行波波长测量；全片后段反射明显，整体解释需考虑驻波/反射
