time_s,mean_eta_cm,rms_eta_cm,max_eta_cm,min_eta_cm
2.3666666666666667,-0.1086238856582811,0.2521813926715239,0.2720187142908913,-0.6436098050972164
2.4,-0.1084759277597455,0.25227937491689806,0.2744102782363696,-0.6436098050972164
2.433333333333333,-0.09583397867656727,0.2590814141858149,0.369939882279968,-0.6331918284685792
2.466666666666667,-0.055759405902673795,0.2618892681334724,0.5089231802115864,-0.5313915597020711
2.5,-0.010164894105520565,0.2788914812753224,0.5458900419851882,-0.45129658699505976
2.533333333333333,0.030723815857082986,0.31146097223067665,0.6768755035486741,-0.43406232688872426
2.566666666666667,0.06839436072311987,0.345937899579123,0.7702918919836412,-0.4337662467028612
2.6,0.09125929195472497,0.364075101005385,0.8818848169297934,-0.4038403727776569
2.6333333333333333,0.10842000894082769,0.36044112871657635,0.9159788552541026,-0.3386358606636221
2.6666666666666665,0.10302088857509661,0.3776543610541825,0.9675422349125348,-0.5453671855191444
2.7,0.0808892778125183,0.41688317340928227,0.9831987566838178,-0.7821635412962311
2.7333333333333334,0.041859627009085236,0.44602224683575836,0.905816514413783,-0.8632306973165513
2.7666666666666666,0.005691720608969235,0.459716259351328,0.9243790627693381,-0.8446681489609962
2.8,-0.04600251514666077,0.46491216636072197,0.7973378569246006,-0.7693128757609456
2.8333333333333335,-0.05582602678522927,0.4644739043514558,0.8483545137624314,-0.740906358844391
2.8666666666666667,-0.07789209960474965,0.44811060740031233,0.8137238059437757,-0.7601095609266136
2.9,-0.06901515338396146,0.44410335921131594,0.6980995923827584,-0.7345716747736877
2.933333333333333,-0.03913192959131472,0.43779375399828874,0.687590346346136,-0.6725115833720225
2.966666666666667,-0.014541383622457703,0.4365060937282879,0.6437137166471144,-0.7754474312861875
3.0,-0.05977646132331728,0.4350741121889954,0.6841658147612082,-0.8806917022661656
3.033333333333333,-0.01786087583628478,0.4517080166162829,0.7839616650347347,-0.8533336556988279
3.066666666666667,-0.07355033821366241,0.4748718152031016,0.8930965667442198,-0.903438455250061
3.1,-0.01378515639451546,0.4772409664878711,0.9666916005720831,-0.799205152012634
3.1333333333333333,0.023669790030661882,0.4725871823911083,0.9679523438962053,-0.8342911169863425
3.1666666666666665,0.0715969085250142,0.4877612919392616,1.0108801007155588,-0.7178242526578907
3.2,0.04840349600656219,0.490524784656748,0.9888876547356683,-0.6644965393253996
3.2333333333333334,0.09844279388277388,0.4947972107006398,1.0219848220349372,-0.5684932878160474
3.2666666666666666,0.17674002016539056,0.4941888086845578,0.9370015859260514,-0.46045454413556564
3.3,0.1206604720803131,0.45095507164334264,0.8064766766648461,-0.4396713689890348
3.3333333333333335,0.08443332386653342,0.43043154797502897,0.8617106370991328,-0.5037187944972898
3.3666666666666667,0.0191702233169098,0.42895074237654024,0.814902649160125,-0.6336730750978237
3.4,0.006220933177276346,0.4548604082312459,0.8713604356850292,-0.6785957866998295
3.433333333333333,-0.04177223724077856,0.4675820767953089,0.7497269507791504,-0.7233119714188556
3.466666666666667,-0.025367392705213525,0.45703476699727885,0.9177829077573216,-0.8513394635115419
3.5,-0.07098722699807286,0.41885677734057825,0.8436260007999616,-0.9254963704689019
3.533333333333333,-0.01868572798011242,0.3391110157577354,0.7592395810423599,-0.7109286567951967
3.566666666666667,0.02801941505598298,0.2647767678032796,0.6262425135801337,-0.4255917080626744
3.6,0.109325164847563,0.31002682697685296,0.7769694886552141,-0.3116419955152792
3.6333333333333333,0.08266695390767766,0.39132149696336194,0.7936675905761554,-0.5358605644481438
3.6666666666666665,0.04468067642202233,0.45593241309431337,0.8322093836171758,-0.7759339518614499
3.7,0.055119571604087786,0.4807843476167414,0.8898517195693999,-0.7060345337560946
3.7333333333333334,0.07979007874642745,0.4562208086796337,0.8426678522644883,-0.5436651633112668
3.7666666666666666,0.08246271164043065,0.3713997961386138,0.8274636629250948,-0.46297593050185737
3.8,0.036933613401949415,0.2672968046709225,0.4992718961987553,-0.39190201060064217
3.8333333333333335,-0.029327196462680033,0.24438615264675562,0.4935997272670506,-0.5388692781246673
3.8666666666666667,0.017344131284016757,0.34270995107534075,0.7656512541465923,-0.5830974227198813
3.9,-0.0014233335592053475,0.44416794023858347,0.696347574998718,-0.7595679014717585
3.933333333333333,0.0014290888712188605,0.5253961488773032,0.8652105581171864,-0.846386075632635
3.966666666666667,-0.024746665018162525,0.5309713776210037,0.9183190380475108,-0.9233054332688997
4.0,-0.03913117158031033,0.47084694289240897,0.8696881686659192,-0.9192624299007084
4.033333333333333,-0.0009114368984611651,0.3119027014087699,0.6151058890955887,-0.7387693199369954
4.066666666666666,0.013693973051762875,0.1623116358464659,0.32721686375719483,-0.2982609703339446
4.1,0.022381538575516405,0.25944303251141315,0.4662571465748247,-0.4970528466219476
4.133333333333334,0.010429599829048897,0.48034180368907703,0.903122571926084,-0.7255796970672646
4.166666666666667,0.06338231380152988,0.6420908364041341,1.2000734450635113,-0.909674670718795
4.2,0.10006165885636892,0.6762277459477601,1.2663428025082777,-0.8498080571407729
4.233333333333333,0.07439329217229312,0.6225380676231954,1.100045790784495,-0.8822901274801513
4.266666666666667,0.025399165910520494,0.43911539599771554,0.8002719013797097,-0.6907870232300642
4.3,-0.023396922975387542,0.2017561722280899,0.35950365559400793,-0.44928835762129227
4.333333333333333,0.04442063453818669,0.22184599533114424,0.5470778907376314,-0.2788095419054449
4.366666666666666,0.02267759793894215,0.44248063717480307,0.827439560652826,-0.6943634913554969
4.4,0.014066954117160723,0.6603443696817068,1.1721398050684362,-0.9899127576187213
4.433333333333334,-0.0026478670840623265,0.7314332876626194,1.3105857199641175,-1.145854237164656
4.466666666666667,-0.028621054071680658,0.716043496512164,1.2702037511474924,-1.1862362059812812
4.5,-0.10086052392047937,0.5557592894385137,0.7038754295994911,-1.1250194703489145
4.533333333333333,-0.024250758135619683,0.25629306843981214,0.5888646034335873,-0.5107151650199598
4.566666666666666,0.09154774039407235,0.41700218600585,0.9364200083491808,-0.6493856228754539
4.6,0.09154774039407235,0.41700218600585,0.9364200083491808,-0.6493856228754539
4.633333333333334,0.19416462060996245,0.6902421103509664,1.5802448059662713,-0.7300702645258126
4.666666666666667,0.20586809535094022,0.7987199268547513,1.623314664497816,-0.6956841049457583
4.7,0.21003249271725313,0.7904223348123953,1.6158045570772548,-0.7187816279439256
4.733333333333333,0.15614480024669536,0.6291599401768715,1.4316275082574093,-0.8129466796233282
4.766666666666667,0.028646034402971227,0.33463136495177626,0.9528397476091625,-0.57882233138016
4.8,-0.01851783140338008,0.16077887797757526,0.3157904672054243,-0.3894622202066283
4.833333333333333,0.004360807291505151,0.3762124609919779,0.6870878071308595,-0.6971114439203299
4.866666666666666,-0.10778602951994994,0.6449598798424061,1.0083805887642758,-1.1763315224347892
4.9,-0.10785056319383711,0.7516839142609762,0.9518351910454703,-1.2696375245818898
4.933333333333334,-0.09206428703364504,0.749655429318206,0.9252503088932367,-1.2686024339300879
4.966666666666667,-0.11612365714142611,0.618019502718537,0.7356984742982735,-1.099381368753964
5.0,-0.0021731396841192423,0.36595684795754624,0.8215121064771482,-0.6339992273195694
5.033333333333333,0.03259196519091692,0.1727132062087422,0.362937938185941,-0.3537381666790117
5.066666666666666,0.044234312379068094,0.3702927208684154,0.8955196480630228,-0.5182960731919082
5.1,0.18710669854584266,0.6279930104710458,1.4395843403790898,-0.6566904756077165
5.133333333333334,0.21145353491287489,0.7510933804957037,1.5106758275079608,-0.7073660775787364
5.166666666666667,0.15791091033320348,0.7494503214537797,1.4560090729137176,-0.8123243518207518
5.2,0.06843885294430499,0.6357601719793808,1.1362702369798467,-0.9133631691689045
5.233333333333333,-0.023253406292725286,0.37129782979378323,0.5570312508812185,-0.6764728941002374
5.266666666666667,-0.0009145558216692697,0.12759190278348576,0.3369442106217426,-0.3862952884952988
5.3,0.022926778925859648,0.34101565944150797,0.794378029519233,-0.5352806362172757
5.333333333333333,0.011973641394187011,0.6486588495236769,1.5275976549707222,-0.9283574991603317
5.366666666666666,0.04208032283741037,0.7775880112469833,1.504319118117526,-1.0731786891871828
5.4,0.042214418294623586,0.7543784527994114,1.3684456523369406,-1.078759523740635
5.433333333333334,0.05905723430345253,0.34157326497976725,0.6631462592547788,-0.6014255178987693
5.466666666666667,0.058901484783378186,0.34135283887175966,0.6631462592547788,-0.6014255178987693
5.5,-0.04510141471933659,0.29813360178960074,0.526615912188433,-0.7100599786512621
5.533333333333333,-0.04510141471933659,0.29813360178960074,0.526615912188433,-0.7100599786512621
5.566666666666666,-0.04498828517898241,0.2982361340932829,0.526615912188433,-0.7100599786512621
