frames_used,incident_direction,incident_direction_cn,incident_fft_lambda_cm_diagnostic,incident_fft_frequency_hz,incident_fft_spatial_frequency_cyc_per_cm,opposite_to_incident_energy_ratio_fft,opposite_to_incident_amplitude_ratio_fft,secondary_incident_lambda_cm_diagnostic,secondary_to_main_peak_power_ratio_fft,xt_reliability_status
98,right,向右,22.04860270023346,2.071434912555855,0.04535434800997215,0.02875828065476932,0.16958266613887552,11.02430135011673,0.029406044215976156,diagnostic_only_short_clip
