series,frame_local,time_s,period_cm,autocorr_value
direct_raw,60,2.0,5.007871627807617,0.24485130134757058
direct_raw,61,2.033333333333333,5.007871627807617,0.34571899546366913
direct_raw,62,2.066666666666667,5.007871627807617,0.3467949797968839
direct_raw,63,2.1,5.007871627807617,0.22618408947558444
direct_raw,64,2.1333333333333333,12.188970565795898,-0.32239432631585696
direct_raw,65,2.1666666666666665,5.007871627807617,0.028449592715104926
direct_raw,66,2.2,5.007871627807617,0.13223790570556512
direct_raw,67,2.2333333333333334,5.007871627807617,0.26238946806025754
direct_raw,68,2.2666666666666666,5.007871627807617,0.34828009609454297
direct_raw,69,2.3,5.007871627807617,0.3903055416461966
direct_raw,70,2.3333333333333335,5.007871627807617,0.38431044398915515
direct_raw,71,2.3666666666666667,5.007871627807617,0.281536668202012
direct_raw,72,2.4,5.007871627807617,0.1298048296428661
direct_raw,73,2.433333333333333,5.007871627807617,0.19368060245500035
direct_raw,74,2.466666666666667,5.007871627807617,0.24216079435410287
direct_raw,75,2.5,5.007871627807617,0.2863659930969024
direct_raw,76,2.533333333333333,5.007871627807617,0.33548455135497757
direct_raw,77,2.566666666666667,5.007871627807617,0.3370988690410618
direct_raw,78,2.6,5.007871627807617,0.20528712171132787
direct_raw,79,2.6333333333333333,12.503931045532227,-0.022380110578373053
direct_raw,80,2.6666666666666665,5.007871627807617,0.07084868872416551
direct_raw,81,2.7,5.007871627807617,0.268931048225983
incident_separated,60,2.0,12.944875717163086,0.3181657884275298
incident_separated,61,2.033333333333333,12.157474517822266,0.3983955183587477
incident_separated,62,2.066666666666667,11.968498229980469,0.454450120266121
incident_separated,63,2.1,11.937002182006836,0.5015421170792685
incident_separated,64,2.1333333333333333,12.377946853637695,0.5199945054777411
incident_separated,65,2.1666666666666665,12.787395477294922,0.3684791610036163
incident_separated,66,2.2,11.055112838745117,0.24940622492027018
incident_separated,67,2.2333333333333334,10.960624694824219,0.3771188591381426
incident_separated,68,2.2666666666666666,9.85826301574707,0.3245372935989686
incident_separated,69,2.3,9.259838104248047,0.36882195055976236
incident_separated,70,2.3333333333333335,10.267711639404297,0.35640380017967666
incident_separated,71,2.3666666666666667,10.488183975219727,0.32419943826634856
incident_separated,72,2.4,13.448812484741211,0.2518159616876106
incident_separated,73,2.433333333333333,13.480308532714844,0.35872840878372175
incident_separated,74,2.466666666666667,13.385820388793945,0.34806840898097163
incident_separated,75,2.5,13.070859909057617,0.3294674037671626
incident_separated,76,2.533333333333333,12.503931045532227,0.3259668466385746
incident_separated,77,2.566666666666667,12.409442901611328,0.32571241042159266
incident_separated,78,2.6,12.062986373901367,0.4549772431914365
incident_separated,79,2.6333333333333333,12.094482421875,0.4758277349940982
incident_separated,80,2.6666666666666665,10.64566421508789,0.3486630402891629
incident_separated,81,2.7,10.141727447509766,0.4882804422535746
