frame,time_s,method,best_spacing_cm,direct_spacing_cm,direct_spacing_mad_cm,autocorr_spacing_cm,autocorr_strength,n_peaks,n_direct_intervals,quality_weight,used_for_average,waterline_amp_px_p95_p5,waterline_repaired_columns,waterline_repaired_fraction,prominence_threshold_px,peak_x_px_all,peak_x_cm_all,direct_interval_cm_list
16,0.5517241379310345,direct_peaks,18.00504562723952,18.00504562723952,0.0,29.97525091533062,0.2608028222691238,3,1,0.9418239474920918,True,1.947380828857422,0,0.0,0.15221063892199005,280;597;1140,9.2844;19.7956;37.8006,18.0050
17,0.5862068965517241,direct_peaks,17.83925331022995,17.83925331022995,0.0,30.20736015914402,0.2661346234995322,3,1,0.9477709122545798,True,1.928664779663086,0,0.0,0.14762414645871752,265;601;1139,8.7870;19.9282;37.7675,17.8393
18,0.6206896551724138,direct_peaks,14.722357750449994,14.722357750449994,1.492130853086148,30.20736015914402,0.2843702022318797,3,2,0.9381488149178309,True,1.8221103668212888,0,0.0,0.13967768875564507,251;740;1139,8.3228;24.5373;37.7675,16.2145;13.2302
19,0.6551724137931034,direct_peaks,19.03295799269887,19.03295799269887,0.0,30.14104323234019,0.2958858865392579,3,1,0.9623837506728321,True,1.156744003295898,0,0.0,0.1,225;566;1140,7.4607;18.7677;37.8006,19.0330
20,0.6896551724137931,direct_peaks,17.673460993220377,17.673460993220377,0.0,27.687316940598528,0.08854467399218122,2,1,0.7793869815162755,True,1.1626495361328124,0,0.0,0.1,594;1127,19.6961;37.3696,17.6735
21,0.7241379310344828,autocorr_fallback,28.51627852564639,nan,nan,28.51627852564639,0.19594694931940437,3,0,0.284918027694225,False,1.5338027954101554,0,0.0,0.11653334861925686,284;658;1008,9.4170;21.8183;33.4237,
22,0.7586206896551724,direct_peaks,12.898642263344703,12.898642263344703,0.0,28.715229306057875,0.15807980131892158,2,1,0.8028008745185049,True,2.084880065917968,0,0.0,0.16549675158730637,619;1008,20.5251;33.4237,12.8986
23,0.7931034482758621,autocorr_fallback,28.582595452450217,nan,nan,28.582595452450217,0.1647617736259521,2,0,0.22456474236407606,False,2.2422195434570305,0,0.0,0.17762704703621185,619;976,20.5251;32.3627,
24,0.8275862068965517,direct_peaks,13.727603848392564,13.727603848392564,0.0,29.146289330282762,0.10449997814707793,3,1,0.8854976934282495,True,2.266091156005859,0,0.0,0.18448727958396965,214;628;973,7.0959;20.8235;32.2632,13.7276
25,0.8620689655172413,direct_peaks,13.760762311794478,13.760762311794478,0.0,27.952584647813843,0.10279151622488494,3,1,0.8841232464473819,True,1.7924610137939445,0,0.0,0.14504483520854483,243;658;974,8.0575;21.8183;32.2963,13.7608
26,0.896551724137931,autocorr_fallback,27.55468308699087,nan,nan,27.55468308699087,0.22587947174549028,3,0,0.29296998558263765,False,1.706634521484375,0,0.0,0.13068669601014296,256;596;975,8.4886;19.7624;32.3295,
27,0.9310344827586207,direct_peaks,12.898642263344703,12.898642263344703,0.0,27.057306135962154,0.2550665759188462,3,1,0.939794987644455,True,1.2063823699951173,0,0.0,0.1,281;670;975,9.3175;22.2162;32.3295,12.8986
28,0.9655172413793104,direct_peaks,14.52340697003851,14.52340697003851,0.0,26.692563038541095,0.2629298360989533,2,1,0.8387458651799378,True,1.124924087524414,0,0.0,0.1,290;728,9.6160;24.1394,14.5234
29,1.0,direct_peaks,16.94397479837826,16.94397479837826,0.0,12.832325336540874,0.19296456795701594,2,1,0.8095369865169891,True,1.0721275329589834,0,0.0,0.1,214;725,7.0959;24.0399,16.9440
30,1.0344827586206897,direct_peaks,14.705778518749039,14.705778518749039,0.547114646131587,28.350486208636816,0.20641472462241078,3,2,0.908889099997523,True,1.6600753784179685,0,0.0,0.10819208504464971,240;700;1127,7.9580;23.2109;37.3696,15.2529;14.1587
31,1.0689655172413792,direct_peaks,14.622882360244253,14.622882360244253,0.13263385360765767,29.544190891105735,0.2551451217192283,3,2,0.9357609484443068,True,1.8443428039550778,0,0.0,0.1258340242500083,255;692;1137,8.4554;22.9457;37.7012,14.4902;14.7555
32,1.103448275862069,direct_peaks,14.589723896842337,14.589723896842337,0.862120048449774,30.14104323234019,0.27795998269818156,3,2,0.9370277623261544,True,1.85126953125,0,0.0,0.13197571448779127,265;731;1145,8.7870;24.2388;37.9664,15.4518;13.7276
33,1.1379310344827587,direct_peaks,14.738936982150953,14.738936982150953,0.94501620695456,30.20736015914402,0.2669325733230357,3,2,0.9344082332517736,True,1.727122116088867,0,0.0,0.11351786086316434,253;669;1142,8.3891;22.1830;37.8670,13.7939;15.6840
34,1.1724137931034482,direct_peaks,17.872411773631864,17.872411773631864,0.0,28.51627852564639,0.11594452108597215,3,1,0.887232243878267,True,1.2306049346923826,0,0.0,0.1,211;595;1134,6.9964;19.7293;37.6017,17.8724
35,1.206896551724138,direct_peaks,15.319210091684454,15.319210091684454,0.0,28.44996159884256,0.1559628051964284,3,1,0.9061146888910867,True,1.3608551025390625,0,0.0,0.1033945657024384,306;649;1111,10.1465;21.5198;36.8391,15.3192
36,1.2413793103448276,autocorr_fallback,28.284169281832988,nan,nan,28.284169281832988,0.1828348738251203,3,0,0.28381807302888,False,1.63713264465332,0,0.0,0.11728633534949477,286;664;996,9.4833;22.0172;33.0258,
37,1.2758620689655173,direct_peaks,12.898642263344703,12.898642263344703,0.0,27.91942618441193,0.0776806505162666,3,1,0.8734808385372163,True,1.748126220703125,0,0.0,0.13792108529203204,277;595;984,9.1849;19.7293;32.6279,12.8986
38,1.3103448275862069,direct_peaks,12.865483799942789,12.865483799942789,0.0,29.444715500899992,0.03624771893586037,3,1,0.874568796157837,True,1.7925342559814452,0,0.0,0.14080573403705343,252;596;984,8.3559;19.7624;32.6279,12.8655
39,1.3448275862068966,direct_peaks,19.26506723651227,19.26506723651227,0.0,28.98049701327319,-0.036125720385728456,3,1,0.8766924262046815,True,1.4479084014892578,0,0.0,0.10844224826530202,238;819;1202,7.8917;27.1568;39.8565,19.2651
40,1.3793103448275863,direct_peaks,19.530334943727585,19.530334943727585,0.0,24.902006014837717,0.07503159273614549,3,1,0.8705671787261964,True,1.5860206604003906,0,0.0,0.12505433186214202,228;817;1184,7.5601;27.0905;39.2596,19.5303
41,1.4137931034482758,direct_peaks,14.22498079942128,14.22498079942128,0.0,29.27892318389042,0.1703638471411077,3,1,0.9037765272158944,True,1.4190998077392578,0,0.0,0.11286110915627956,280;709;1046,9.2844;23.5094;34.6838,14.2250
42,1.4482758620689655,autocorr_fallback,29.21260625708659,nan,nan,29.21260625708659,0.21845829293988397,2,0,0.2315564266611109,False,1.5261470794677732,0,0.0,0.11386897542486317,596;908,19.7624;30.1079,
43,1.4827586206896552,direct_peaks,18.237154871052923,18.237154871052923,0.0,19.099274919502697,0.12997849123362673,2,1,0.7838007436461606,True,1.6200843811035157,0,0.0,0.11147907633170143,595;1145,19.7293;37.9664,18.2372
44,1.5172413793103448,direct_peaks,21.61931813804819,21.61931813804819,0.0,21.78511045505776,0.2746017192428283,2,1,0.8411909360339234,True,1.6529071807861329,0,0.0,0.10451986287867182,505;1157,16.7450;38.3643,21.6193
45,1.5517241379310345,direct_peaks,18.30347179785675,18.30347179785675,0.0,18.170837944249094,0.3648056562519558,2,1,0.8643715143203735,True,2.5282611846923824,0,0.0,0.1633179339969496,605;1157,20.0609;38.3643,18.3035
46,1.5862068965517242,direct_peaks,18.30347179785675,18.30347179785675,0.0,18.13767948084718,0.36698795661292344,2,1,0.8651065111160278,True,2.5155872344970702,0,0.0,0.16225853201119492,606;1158,20.0940;38.3975,18.3035
47,1.6206896551724137,autocorr_fallback,18.834007212287382,nan,nan,18.834007212287382,-0.10011514758688364,0,0,0.14421439826488497,False,11.473297500610348,0,0.0,0.8324767129723385,,,
48,1.6551724137931034,autocorr_fallback,35.976932791077125,nan,nan,35.976932791077125,0.18480057022715712,0,0,0.16369961183055168,False,16.489149475097655,0,0.0,0.9961898947462112,,,
49,1.6896551724137931,autocorr_fallback,35.976932791077125,nan,nan,35.976932791077125,0.18480057022715712,0,0,0.1636996085522962,False,16.489149475097655,0,0.0,0.9961898947462112,,,
50,1.7241379310344827,autocorr_fallback,34.55111886479481,nan,nan,34.55111886479481,0.20283306170851395,1,0,0.16662317322549317,False,15.722439956665038,0,0.0,0.9080991766175432,179,5.9354,
51,1.7586206896551724,autocorr_fallback,33.092146475110574,nan,nan,33.092146475110574,0.21702268859849513,1,0,0.17314544520222497,False,16.232995605468748,0,0.0,0.855970131691887,215,7.1291,
52,1.793103448275862,autocorr_fallback,31.069480207593795,nan,nan,31.069480207593795,0.22252860106282984,1,0,0.18161547230279232,False,16.07091369628906,0,0.0,0.8429917361597675,279,9.2512,
53,1.8275862068965518,autocorr_fallback,30.837370963780394,nan,nan,30.837370963780394,0.04628053826090264,1,0,0.1512190663814545,False,24.740002441406247,0,0.0,2.0515127402964666,317,10.5112,
54,1.8620689655172413,autocorr_fallback,32.395818743670375,nan,nan,32.395818743670375,0.07004070306199339,1,0,0.15263612508773808,False,22.426913452148437,0,0.0,1.8120656990539992,395,13.0976,
55,1.896551724137931,autocorr_fallback,34.65059425500055,nan,nan,34.65059425500055,0.11155217389252955,1,0,0.15762195021308642,False,28.664684677124022,0,0.0,2.1247300939094873,429,14.2250,
56,1.9310344827586208,autocorr_fallback,32.428977207072286,nan,nan,32.428977207072286,0.13655414625211051,1,0,0.16204987007503482,False,29.71569938659668,0,0.0,2.1144324708618782,485,16.0819,
57,1.9655172413793103,autocorr_fallback,30.771054036976565,nan,nan,30.771054036976565,0.14733955882551078,1,0,0.16207493491335312,False,30.701263427734375,0,0.0,2.1485494460746106,547,18.1377,
58,2.0,autocorr_fallback,29.444715500899992,nan,nan,29.444715500899992,0.1560327698923659,1,0,0.16692260770700898,False,32.87571144104004,0,0.0,2.2277952740342633,586,19.4309,
59,2.0344827586206895,autocorr_fallback,26.559929184933438,nan,nan,26.559929184933438,0.16814248419695357,1,0,0.16589976305679996,False,33.03477973937988,0,0.0,2.2150832986257707,643,21.3209,
60,2.0689655172413794,autocorr_fallback,24.10620289319177,nan,nan,24.10620289319177,0.23872824553199712,1,0,0.18156838258088218,False,32.34991645812988,0,0.0,2.237002068953909,713,23.6420,
61,2.103448275862069,autocorr_fallback,24.338312137005172,nan,nan,24.338312137005172,0.23420844150090578,1,0,0.18128109294524752,False,31.388202667236328,0,0.0,2.4974371131124182,752,24.9352,
62,2.1379310344827585,autocorr_fallback,25.929918380297064,nan,nan,25.929918380297064,0.1777205799640245,1,0,0.16431522197093826,False,32.395263671875,0,0.0,2.7813006816706456,832,27.5878,
63,2.1724137931034484,autocorr_fallback,27.78679233080427,nan,nan,27.78679233080427,0.15664293171059904,1,0,0.16060519721746647,False,35.38505744934082,0,0.0,2.8724064601231203,884,29.3121,
64,2.206896551724138,autocorr_fallback,29.27892318389042,nan,nan,29.27892318389042,0.15883922590807403,1,0,0.15248272203881513,False,37.146752166748044,0,0.0,2.8322401601659717,976,32.3627,
65,2.2413793103448274,direct_peaks,25.797284526689406,25.797284526689406,0.0,30.041567842134448,0.16625013553527812,2,1,0.7850924290157469,False,37.706905364990234,0,0.0,2.80794258964434,294;1072,9.7486;35.5459,25.7973
66,2.2758620689655173,direct_peaks,24.139361356593685,24.139361356593685,0.0,29.013655476675105,0.16619866327606958,2,1,0.7995864949868651,False,39.480831146240234,0,0.0,2.796494729932099,346;1074,11.4728;35.6122,24.1394
67,2.310344827586207,autocorr_fallback,26.692563038541095,nan,nan,26.692563038541095,0.21648646229850077,1,0,0.15341611252610324,False,41.38259658813476,22,0.0171875,2.94501764055162,358,11.8707,
68,2.3448275862068964,autocorr_fallback,25.100956795249203,nan,nan,25.100956795249203,0.31660450749112734,1,0,0.15352578106570192,False,41.92012977600098,38,0.0296875,3.1162354062354707,407,13.4955,
69,2.3793103448275863,autocorr_fallback,24.271995210201343,nan,nan,24.271995210201343,0.3131047518268623,1,0,0.11915060962589752,False,40.877546310424805,63,0.04921875,3.0844254869682532,484,16.0487,
70,2.413793103448276,autocorr_fallback,25.53201681947409,nan,nan,25.53201681947409,0.2373535726484535,1,0,0.1631918138729067,False,42.91003150939942,17,0.01328125,3.420065825075428,545,18.0714,
71,2.4482758620689653,autocorr_fallback,25.83044299009132,nan,nan,25.83044299009132,0.19832988426360673,1,0,0.12507086601124529,False,39.231192398071286,40,0.03125,3.1461430281623635,600,19.8951,
72,2.4827586206896552,autocorr_fallback,26.460453794727695,nan,nan,26.460453794727695,0.17414939928779824,1,0,0.06270380314753504,False,36.53674392700194,94,0.0734375,2.9080446952068506,608,20.1603,
73,2.5172413793103448,autocorr_fallback,26.228344550914294,nan,nan,26.228344550914294,0.2906963868572589,1,0,0.06584255092303849,False,39.474814987182604,100,0.078125,2.8340916598607624,830,27.5215,
74,2.5517241379310347,autocorr_fallback,26.42729533132578,nan,nan,26.42729533132578,0.34864500334016485,1,0,0.13868999265949244,False,46.49213714599609,45,0.03515625,3.3765002039478667,845,28.0189,
75,2.586206896551724,autocorr_fallback,26.460453794727695,nan,nan,26.460453794727695,0.3593680916476859,1,0,0.08344212612447639,False,43.30759506225586,88,0.06875,3.242634577087796,841,27.8863,
76,2.6206896551724137,autocorr_fallback,27.753633867402357,nan,nan,27.753633867402357,0.30450767920397576,1,0,0.08031631748845648,False,42.53153343200684,88,0.06875,3.3219023003984787,1006,33.3574,
77,2.6551724137931036,autocorr_fallback,28.68207084265596,nan,nan,28.68207084265596,0.2527614265353307,1,0,0.08268267199345762,False,41.35987663269043,81,0.06328125,3.3751327873750463,1052,34.8827,
78,2.689655172413793,direct_peaks,28.0852185014215,28.0852185014215,0.0,29.51103242770382,0.2118732670836389,2,1,0.4135129666428449,False,41.13759346008301,74,0.0578125,3.4365085192524876,251;1098,8.3228;36.4080,28.0852
79,2.7241379310344827,direct_peaks,28.21785235502916,28.21785235502916,0.0,29.709983208115304,0.17906151770496537,2,1,0.40854344385275126,False,42.93144836425781,75,0.05859375,3.6057865551372084,317;1168,10.5112;38.7291,28.2179
80,2.7586206896551726,direct_peaks,26.06255223390472,26.06255223390472,0.0,28.350486208636816,0.17430655985828866,2,1,0.35450752425430615,False,44.44177169799805,86,0.0671875,3.8134805069865436,394;1180,13.0644;39.1270,26.0626
81,2.793103448275862,autocorr_fallback,27.18993998956981,nan,nan,27.18993998956981,0.2994832043002799,1,0,0.02925350351338116,False,42.72544212341308,131,0.10234375,3.4836912957374717,396,13.1308,
82,2.8275862068965516,autocorr_fallback,26.825196892148753,nan,nan,26.825196892148753,0.32176723324843964,1,0,0.03359780560597697,False,41.000084304809576,128,0.1,3.2348609640780137,520,17.2424,
83,2.8620689655172415,autocorr_fallback,26.95783074575641,nan,nan,26.95783074575641,0.27538684745446096,1,0,0.07747009312810167,False,39.16181907653808,91,0.07109375,3.137682100104423,578,19.1656,
84,2.896551724137931,autocorr_fallback,28.847863159665533,nan,nan,28.847863159665533,0.18770877397443597,1,0,0.11563536459906246,False,42.45063171386718,48,0.0375,3.3373320333844414,584,19.3645,
85,2.9310344827586206,autocorr_fallback,30.704737110172736,nan,nan,30.704737110172736,0.16869488137034833,1,0,0.1614596227192618,False,47.43160781860351,2,0.0015625,3.648924649239461,664,22.0172,
86,2.9655172413793105,autocorr_fallback,30.57210325656508,nan,nan,30.57210325656508,0.181423349248953,1,0,0.08915511361748121,False,47.88146476745605,73,0.05703125,3.7466473344077054,658,21.8183,
87,3.0,autocorr_fallback,29.34524011069425,nan,nan,29.34524011069425,0.19993599409343563,1,0,0.08161356442610673,False,48.59063301086425,81,0.06328125,3.900277423879434,694,23.0120,
88,3.0344827586206895,autocorr_fallback,27.985743111215758,nan,nan,27.985743111215758,0.2641492040388123,1,0,0.08395896156827547,False,48.28904304504394,83,0.06484375,3.862386721906627,751,24.9020,
89,3.0689655172413794,autocorr_fallback,27.687316940598528,nan,nan,27.687316940598528,0.3226106596726721,1,0,0.12775218381364928,False,48.211267089843744,53,0.04140625,3.797363733889357,877,29.0800,
90,3.103448275862069,autocorr_fallback,27.6210000137947,nan,nan,27.6210000137947,0.35391609778987887,1,0,0.16518763493824132,False,44.50915298461914,25,0.01953125,3.4964006533079375,871,28.8810,
91,3.1379310344827585,autocorr_fallback,28.251010818431073,nan,nan,28.251010818431073,0.3140763672320628,1,0,0.19620372743490228,False,38.616679382324214,0,0.0,3.245219323362352,945,31.3347,
92,3.1724137931034484,direct_peaks,26.72572150194301,26.72572150194301,0.0,29.544190891105735,0.22661687270743214,2,1,0.8136795626320146,False,37.90523719787598,0,0.0,2.994706294654354,227;1033,7.5270;34.2527,26.7257
93,3.206896551724138,direct_peaks,26.460453794727695,26.460453794727695,0.0,30.174201695742106,0.1989424996723322,2,1,0.5031313210912826,False,46.44394721984863,58,0.0453125,3.0518525763141753,275;1073,9.1186;35.5790,26.4605
94,3.2413793103448274,autocorr_fallback,29.477873964301907,nan,nan,29.477873964301907,0.2164009791630843,1,0,0.0,False,53.00532112121582,154,0.1203125,3.495182673122159,352,11.6718,
95,3.2758620689655173,direct_peaks,18.104521017445265,18.104521017445265,0.0,27.78679233080427,0.282811613258482,2,1,0.0,False,52.74967231750488,202,0.1578125,3.650338972836303,356;902,11.8044;29.9089,18.1045
96,3.310344827586207,autocorr_fallback,27.587841550392785,nan,nan,27.587841550392785,0.31264525191154713,1,0,0.0,False,51.7666633605957,234,0.1828125,3.653092077733462,360,11.9370,
97,3.3448275862068964,direct_peaks,15.783428579311256,15.783428579311256,0.0,27.09046459936407,0.3116789628596639,2,1,0.0,False,49.14152221679687,171,0.13359375,3.6192492624847836,419;895,13.8934;29.6768,15.7834
98,3.3793103448275863,autocorr_fallback,25.929918380297064,nan,nan,25.929918380297064,0.31931241727924464,1,0,0.06971322465453127,False,43.1510124206543,100,0.078125,3.4029252573166877,477,15.8166,
99,3.413793103448276,autocorr_fallback,25.53201681947409,nan,nan,25.53201681947409,0.22495087384158616,1,0,0.15049330015999177,False,34.88166046142578,24,0.01875,2.8552411255429946,573,18.9998,
100,3.4482758620689653,autocorr_fallback,29.544190891105735,nan,nan,29.544190891105735,0.14022781533515516,1,0,0.1134657016865362,False,34.92405204772949,45,0.03515625,2.46156676611105,647,21.4535,
101,3.4827586206896552,autocorr_fallback,29.942092451928705,nan,nan,29.942092451928705,0.20605813116575852,1,0,0.06024778208911805,False,32.932122421264644,101,0.07890625,2.4799626455293775,658,21.8183,
102,3.5172413793103448,autocorr_fallback,28.0852185014215,nan,nan,28.0852185014215,0.32566290279250504,1,0,0.04935390468105935,False,51.91121635437011,114,0.0890625,4.049031843043969,884,29.3121,
103,3.5517241379310347,autocorr_fallback,28.052060038019587,nan,nan,28.052060038019587,0.3419402258790901,1,0,0.02307996719144285,False,52.70206146240235,135,0.10546875,3.9884502569134748,885,29.3452,
104,3.586206896551724,autocorr_fallback,27.687316940598528,nan,nan,27.687316940598528,0.3506348976008211,1,0,0.12089736983490487,False,50.71799697875976,58,0.0453125,4.159169695431661,888,29.4447,
105,3.6206896551724137,autocorr_fallback,27.91942618441193,nan,nan,27.91942618441193,0.3254232786334886,1,0,0.1930065410467201,False,45.95120697021484,0,0.0,3.7843802529858084,956,31.6995,
106,3.6551724137931036,direct_peaks,24.47094599061283,24.47094599061283,0.0,28.38364467203873,0.2475974181198451,2,1,0.43506778198957097,False,37.86412467956543,71,0.05546875,2.648291466795163,169;907,5.6038;30.0747,24.4709
107,3.689655172413793,direct_peaks,20.889831943206076,20.889831943206076,0.0,29.444715500899992,0.11972748346390015,2,1,0.0,False,35.23190879821777,190,0.1484375,2.089992462195367,277;907,9.1849;30.0747,20.8898
108,3.7241379310344827,direct_peaks,17.408193286005062,17.408193286005062,0.0,24.006727502986028,0.1003285543031344,2,1,0.0,False,48.2592128753662,188,0.146875,3.626611495383087,377;902,12.5007;29.9089,17.4082
109,3.7586206896551726,direct_peaks,15.385527018488283,15.385527018488283,0.0,32.95951262150292,0.12380687831997354,2,1,0.0,False,59.05053977966308,265,0.20703125,4.746241482439129,448;912,14.8550;30.2405,15.3855
110,3.793103448275862,direct_peaks,15.352368555086368,15.352368555086368,0.0,32.72740337768952,0.13407474923468554,2,1,0.0,False,62.11708030700684,380,0.296875,4.797818753259322,449;912,14.8882;30.2405,15.3524
111,3.8275862068965516,direct_peaks,16.910816334976346,16.910816334976346,0.0,25.996235307100893,0.15732064952444666,2,1,0.0,False,59.48504829406738,285,0.22265625,4.58167266111481,448;958,14.8550;31.7658,16.9108
112,3.8620689655172415,autocorr_fallback,25.034639868445375,nan,nan,25.034639868445375,0.19528796839599988,1,0,0.0,False,52.65193862915038,294,0.2296875,3.756117964986662,510,16.9108,
113,3.896551724137931,autocorr_fallback,32.79372030449335,nan,nan,32.79372030449335,0.0808979189302745,2,0,0.03509393098485152,False,41.350589752197266,126,0.0984375,2.756102899937916,570;957,18.9003;31.7326,
114,3.9310344827586206,autocorr_fallback,33.72215727974695,nan,nan,33.72215727974695,0.2005847699628737,1,0,0.07008574079017016,False,28.06644554138183,90,0.0703125,2.3852344883974017,639,21.1883,
115,3.9655172413793105,autocorr_fallback,31.26843098800528,nan,nan,31.26843098800528,0.24214499786701063,1,0,0.0,False,37.45986671447754,380,0.296875,2.979990977104112,791,26.2283,
116,4.0,autocorr_fallback,29.942092451928705,nan,nan,29.942092451928705,0.23838568166374516,2,0,0.0,False,50.83525085449219,376,0.29375,4.12801371861015,848;1187,28.1184;39.3591,
117,4.0344827586206895,direct_peaks,16.18133014013423,16.18133014013423,0.0,15.551319335497855,0.40034768826850897,2,1,0.0,False,67.35362892150879,339,0.26484375,5.747632556967387,377;865,12.5007;28.6821,16.1813
118,4.068965517241379,direct_peaks,17.673460993220377,17.673460993220377,0.0,15.186576238076796,0.3858556937577715,2,1,0.0,False,57.618426895141596,402,0.3140625,4.8111301245962625,377;910,12.5007;30.1742,17.6735
119,4.103448275862069,direct_peaks,16.977133261780175,16.977133261780175,0.0,15.28605162828254,0.34682943711047187,3,1,0.0,False,54.91878776550291,426,0.3328125,4.236125162709832,59;377;889,1.9563;12.5007;29.4779,16.9771
120,4.137931034482759,direct_peaks,24.271995210201343,24.271995210201343,0.0,27.55468308699087,0.1703378369967858,2,1,0.0,False,44.18769874572754,324,0.253125,2.8458674569009474,129;861,4.2774;28.5494,24.2720
121,4.172413793103448,direct_peaks,20.956148870009905,20.956148870009905,0.0,27.25625691637364,0.08848120847441235,2,1,0.0,False,24.924326705932614,420,0.328125,1.9881121526384646,230;862,7.6264;28.5826,20.9561
122,4.206896551724138,direct_peaks,21.486684284440532,21.486684284440532,0.0,33.88794959675652,0.06956487841466899,2,1,0.0,False,32.22471313476562,180,0.140625,2.5010623140414276,208;856,6.8970;28.3836,21.4867
123,4.241379310344827,direct_peaks,16.247647066938057,16.247647066938057,0.0,16.71186555456486,0.22049263946325112,2,1,0.3599602020172444,True,80.39839935302733,87,0.06796875,6.428067666191947,407;897,13.4955;29.7431,16.2476
124,4.275862068965517,direct_peaks,14.556565433440424,14.556565433440424,0.0,15.551319335497855,0.20003685194571663,2,1,0.0,False,85.18168945312499,357,0.27890625,6.563945270580941,457;896,15.1534;29.7100,14.5566
125,4.310344827586207,direct_peaks,14.689199287048082,14.689199287048082,0.0,15.21973470147871,0.20731814095481918,2,1,0.0,False,90.75885925292968,281,0.21953125,7.1006724958549805,452;895,14.9876;29.6768,14.6892
126,4.344827586206897,direct_peaks,15.153417774674882,15.153417774674882,0.0,26.593087648335352,0.20164327731555776,2,1,0.0,False,68.59919242858885,320,0.25,5.116846377644737,459;916,15.2197;30.3732,15.1534
