series,frame_local,time_s,period_cm,autocorr_value
direct_raw,121,4.033333333333333,5.007871627807617,0.3071995525040846
direct_raw,122,4.066666666666666,5.007871627807617,0.38352288042882243
direct_raw,123,4.1,5.007871627807617,0.4084955744675483
direct_raw,124,4.133333333333334,5.007871627807617,0.416000214766571
direct_raw,125,4.166666666666667,5.007871627807617,0.2258408053433583
direct_raw,126,4.2,5.007871627807617,0.22579305612337164
direct_raw,127,4.233333333333333,5.007871627807617,0.12288484772168101
direct_raw,128,4.266666666666667,5.007871627807617,0.2882743712124544
direct_raw,129,4.3,5.007871627807617,0.38619084574941276
direct_raw,130,4.333333333333333,5.007871627807617,0.41459631111449713
direct_raw,131,4.366666666666666,5.007871627807617,0.4116776713051452
direct_raw,132,4.4,5.007871627807617,0.3869081466382344
direct_raw,133,4.433333333333334,5.007871627807617,0.07191592881669617
direct_raw,134,4.466666666666667,5.007871627807617,0.07144530007016558
direct_raw,135,4.5,14.015741348266602,-0.3458489975058938
direct_raw,136,4.533333333333333,5.007871627807617,0.38758191371968365
direct_raw,137,4.566666666666666,5.007871627807617,0.4197858436892433
direct_raw,138,4.6,5.007871627807617,0.411191213141146
direct_raw,139,4.633333333333334,5.007871627807617,0.39089706223336806
direct_raw,140,4.666666666666667,5.007871627807617,0.3507318945359838
direct_raw,141,4.7,5.007871627807617,0.08669531057563053
direct_raw,142,4.733333333333333,5.007871627807617,0.20961015645452924
incident_separated,121,4.033333333333333,14.33070182800293,0.4423627937739453
incident_separated,122,4.066666666666666,14.078733444213867,0.3796327933936219
incident_separated,123,4.1,13.795269012451172,0.31560617368458527
incident_separated,124,4.133333333333334,8.377948760986328,0.1646885481202073
incident_separated,125,4.166666666666667,9.543302536010742,0.07971103357879508
incident_separated,126,4.2,7.8110198974609375,-0.011047149549739474
incident_separated,127,4.233333333333333,8.566925048828125,0.1009550763849334
incident_separated,128,4.266666666666667,8.913381576538086,0.2455508082005808
incident_separated,129,4.3,8.787397384643555,0.4641380213381838
incident_separated,130,4.333333333333333,8.787397384643555,0.5569677140827562
incident_separated,131,4.366666666666666,8.472436904907227,0.4875404757117943
incident_separated,132,4.4,8.440940856933594,0.47872921052045897
incident_separated,133,4.433333333333334,8.755901336669922,0.4586419962755744
incident_separated,134,4.466666666666667,8.314956665039062,0.3835335225358123
incident_separated,135,4.5,7.590547561645508,0.3784192738469935
incident_separated,136,4.533333333333333,14.519678115844727,0.48570822266509345
incident_separated,137,4.566666666666666,14.204717636108398,0.5176957115857996
incident_separated,138,4.6,14.1102294921875,0.5215238615899406
incident_separated,139,4.633333333333334,14.425189971923828,0.40413866152747013
incident_separated,140,4.666666666666667,14.582670211791992,0.3249301863031071
incident_separated,141,4.7,9.417318344116211,0.10407451517699376
incident_separated,142,4.733333333333333,9.07086181640625,0.1451012055353128
