frame,time_s,incident_energy,reflected_energy,reflection_to_incident_ratio,in_low_reflection_window
0,0.0,0.012644191090159388,0.013662633864377735,1.090917667029115,False
1,0.03448273645546373,0.008960815278890727,0.009786860604205127,1.109384967915282,False
2,0.06896547291092746,0.0046864567389069646,0.005274464734870403,1.152678427351499,False
3,0.1034482093663912,0.002029262429159577,0.002440755221544401,1.2233006868664786,False
4,0.13793094582185492,0.0009109423589445156,0.001209083715227851,1.304982477247336,False
5,0.17241368227731865,0.000527476013354371,0.0007447731616188028,1.3676568669286784,False
6,0.2068964187327824,0.000391635329927023,0.000550235591271411,1.4016702364492453,False
7,0.24137915518824613,0.00032477156970365075,0.000451711299589303,1.4384846059845333,False
8,0.27586189164370983,0.00027199367266812367,0.0003956696146922464,1.5268146150309096,False
9,0.31034462809917357,0.00022203292719069382,0.0003625386150581897,1.69439282722062,False
10,0.3448273645546373,0.00018161151920912213,0.0003466527893497063,1.928828105163699,False
11,0.37931010101010104,0.00015487029460514666,0.00034368823030560904,2.177866878784699,False
12,0.4137928374655648,0.00013702656879033452,0.00034036737201370354,2.35987393399145,False
13,0.4482755739210285,0.00012522676872323934,0.0003212298113582935,2.392551114549597,False
14,0.48275831037649225,0.00011974906648879974,0.0002817905865689968,2.2481643600826917,False
15,0.5172410468319559,0.00011574591765088647,0.00022825905033332588,1.9902682441522535,False
16,0.5517237832874197,0.00010547992202679817,0.00017259540269324775,1.7389129927566183,False
17,0.5862065197428834,8.838391180498225e-05,0.00012935727674891575,1.5989226100182163,False
18,0.6206892561983471,7.19777388313155e-05,0.00010780975853799085,1.6171476037522048,False
19,0.6551719926538109,6.0949335712875415e-05,0.00010448618972990921,1.7784415311097148,False
20,0.6896547291092746,5.2896516055675836e-05,0.00010691061794182938,2.023558421883608,False
21,0.7241374655647383,4.5834569724748886e-05,0.00010676061114860105,2.2779691441258763,False
22,0.7586202020202021,4.200547997524258e-05,0.00010715246074121109,2.4815318226385688,False
23,0.7931029384756658,4.344548977583445e-05,0.00011546174577559275,2.6049799787818495,False
24,0.8275856749311296,4.929831735713856e-05,0.00013382435820204027,2.633462307173484,False
25,0.8620684113865933,5.8779225747664554e-05,0.00015731830116958551,2.539506865715099,False
26,0.896551147842057,7.499133934276309e-05,0.00017999980720282644,2.3083756833234044,False
27,0.9310338842975208,0.00010281531999245994,0.0002012405969545269,1.9929957173046267,False
28,0.9655166207529845,0.00014020403180970515,0.00022342122428048962,1.6999838611101645,False
29,0.9999993572084481,0.00017473614001859951,0.0002463201195260678,1.5122214699200967,False
30,1.0344820936639119,0.0001940943872461509,0.00026766872040794704,1.4444685896927614,False
31,1.0689648301193757,0.00019758677622012827,0.0002857363980492837,1.4549139980371586,False
32,1.1034475665748393,0.00019647915981450793,0.0003013295643585652,1.4706679628040005,False
33,1.1379303030303032,0.00021177323456059594,0.0003227940043198599,1.4176025331312903,False
34,1.1724130394857668,0.00027666369043730083,0.000366756704981186,1.2641038760857617,False
35,1.2068957759412307,0.00043575542712963105,0.00044702155111347953,1.0459189336755141,False
36,1.2413785123966943,0.0007320774324429774,0.0005683129929584426,0.8334052709412662,False
37,1.2758612488521581,0.0011847222958348926,0.0007384349363003435,0.6756686962181112,False
38,1.3103439853076218,0.0017723302649593512,0.0009718136095718155,0.5802142400355488,False
39,1.3448267217630854,0.002458498381613175,0.0012721515827951086,0.528247918152982,False
40,1.3793094582185492,0.003262936073172743,0.0016273045425144199,0.49512416160907247,False
41,1.4137921946740128,0.004290740901376987,0.0020227240570015216,0.4621767184663479,False
42,1.4482749311294767,0.005691485942716795,0.0024394275430681222,0.4206819444879957,False
43,1.4827576675849403,0.007611878394513596,0.0028378495288109576,0.37108893312901314,False
44,1.5172404040404042,0.010060645968855121,0.0031603703077419413,0.31982882560647397,False
45,1.5517231404958678,0.01264544276643673,0.003345484258548786,0.2749836147133289,False
46,1.5862058769513316,0.014658491375657553,0.003386573473891376,0.24228959048438026,False
47,1.6206886134067953,0.015833989026986135,0.0033988721250087285,0.22306335864747848,False
48,1.6551713498622591,0.016777752565718906,0.003534338837365515,0.21447410267957806,False
49,1.6896540863177227,0.018230229734992987,0.0038566141787124454,0.21147829749214433,False
50,1.7241368227731866,0.02038208168084711,0.004322347238231947,0.2090993544208707,False
51,1.7586195592286502,0.023134292565616728,0.0047973715525454165,0.20429223531307455,False
52,1.793102295684114,0.026404358808875723,0.005188548899254202,0.19724201542667558,False
53,1.8275850321395777,0.030172009117110803,0.005644665779787934,0.190479318803076,False
