数据组,视频,读取帧数,分析帧数,剔除无效帧,帧数,帧率_fps,时长_s,分析时长_s,宽_px,高_px,px_per_cm,标定诊断散布_px_per_cm,标号拟合_px_per_cm,刻度周期FFT_px,刻度周期自相关_px,视场宽度_cm,水线全局行中位_px,直接自相关主周期_cm,直接自相关MAD_cm,直接自相关样本数,入射自相关主周期_cm,入射自相关MAD_cm,入射自相关样本数,峰距筛选主周期_cm,窗口开始_s,窗口结束_s,窗口反射入射能量比,窗口反射入射能量比均值,直接峰距_cm,直接峰距MAD_cm,直接峰距样本数,直接峰距帧数,入射峰距_cm,入射峰距MAD_cm,入射峰距样本数,入射峰距帧数,FFT主频_Hz,FFT诊断波长_cm,FFT波数_cyc_per_cm,峰距最小阈值_cm,入射方向,正向能量,反向能量,差值_直接减入射_cm,相对差异_pct,判断简述,判断完整,FFT说明
20,ff6a1e97ef837bbe07835f23e14b277f.mp4,121,120,120,120,29.000018640966985,4.172411111111112,4.1379283746556474,1280,720,23.26467532467532,0.460572452635821,23.36571428571428,23.272727272727273,23.0,48.958344963101084,102.0,29.357813529234647,1.7193448626198915,22,29.594223447844882,1.2250332146166727,22,29.476018488539765,2.2758606060606064,2.9999980716253445,0.09039230167961415,0.08809961760444764,28.24023936853153,3.481673346805259,21,19,29.787649744889425,1.9342629704473673,27,20,2.039063810692991,39.124647540505975,0.025559335683847224,13.264208319842895,+x/right,1168570848.9002988,322682662.9506041,-1.5474103763578952,5.1948051948052045,反射影响中等，纳入不确定度,反射影响中等，建议把方向分离结果纳入不确定度。窗口反射/入射能量比中位数为 0.090，直接峰距与入射峰距相差 1.55 cm（5.2%）。,全帧 2D FFT 仅作诊断；短视频/有限视场下不单独作为最终高精度波长。
