数据组,视频,读取帧数,分析帧数,剔除无效帧索引,帧率_fps,时长_s,px_per_cm,px_per_cm诊断散布,视场宽度_cm,稳定窗口_start_s,稳定窗口_end_s,窗口反射入射能量比,直接峰距_cm,直接峰距不确定度_cm,直接峰距样本数,直接自相关主周期_cm,入射峰距_cm,入射峰距不确定度_cm,入射峰距样本数,入射自相关主周期_cm,FFT诊断波长_cm,FFT主频_Hz,入射方向,全局反射入射能量比,差值_直接减入射_cm,相对差异_pct,判断,FFT说明
2.6,3.mp4,881,881,,30.000000,29.366667,28.323529,9.456911,33.858775,21.500000,22.366667,0.099216,14.316719,0.158879,20,14.828660,14.616822,0.070613,27,14.616822,16.947040,0.272418,-x/left,0.363970,-0.300104,2.053140,反射影响中等，建议纳入不确定度,全帧2D FFT仅作诊断；短视频/有限视场下不单独作为最终高精度波长。
