数据组,视频,最终建议峰距_cm,最终不确定度_cm,原始直接主峰距_cm,驻波诊断口径_cm,原始减最终_cm,相对差异_pct,反射判断,最终口径说明
2.6,3.mp4,22.6,0.5,21.3,22.58,-1.3,6.0,需要考虑反射/驻波影响；早期稳定窗口反射弱，后段反射增强,采用全帧 x-t 清理竖条伪影后 18.0-19.8 s 稳定入射波方向分离结果
