type,distance_cm
direct_peak,14.051921
direct_peak,14.475597
direct_peak,14.722741
direct_peak,14.652129
direct_peak,14.616822
direct_peak,14.722741
direct_peak,14.616822
direct_peak,14.440291
direct_peak,14.475597
direct_peak,14.299065
direct_peak,14.369678
direct_peak,14.334372
direct_peak,14.299065
direct_peak,14.228453
direct_peak,14.228453
direct_peak,10.944964
direct_peak,14.228453
direct_peak,14.157840
direct_peak,13.981308
direct_peak,13.769470
