start_frame,end_frame,center_s,incident_rms,reflected_rms,reflection_energy_ratio,reflection_amplitude_ratio
0,27,0.43333333333333335,0.040738787847781344,0.035294728342427625,0.7505912228327988,0.8663666792027489
3,30,0.5333333333333333,0.015486788987403115,0.014597540715912327,0.8884574401036659,0.9425802035390229
6,33,0.6333333333333333,0.013731868579971492,0.013193175854756446,0.9230801794161223,0.9607706174816767
9,36,0.7333333333333333,0.01158821601670483,0.01120449459250823,0.9348703327247705,0.9668869286140808
12,39,0.8333333333333334,0.011092341656138023,0.010887570786828076,0.9634196668553897,0.9815394372389679
15,42,0.9333333333333333,0.010146199999288688,0.009905216761049943,0.9530619479588678,0.9762489170077823
18,45,1.0333333333333334,0.009933482563560202,0.00979365147928105,0.9720446680707905,0.9859232566842059
21,48,1.1333333333333333,0.009394526611467793,0.009288715423159127,0.9776007214888772,0.9887369323985411
24,51,1.2333333333333334,0.00996236556642184,0.009688811503548719,0.9458364912735752,0.9725412542784883
27,54,1.3333333333333333,0.013875858254853424,0.011407441634526061,0.6758600891573369,0.8221071032154733
30,57,1.4333333333333333,0.023540989658997483,0.01708165190315407,0.5265144584066741,0.7256131603042175
33,60,1.5333333333333334,0.04190105746628221,0.02515248048885581,0.36033933654170913,0.6002827138454923
36,63,1.6333333333333333,0.06690891601473685,0.03390256458656393,0.25674211590154666,0.5066972625755409
39,66,1.7333333333333334,0.09337723422081035,0.04222304524058487,0.204464112957123,0.4521770814151498
42,69,1.8333333333333333,0.12049485601761788,0.050382779147011725,0.17483453606389046,0.4181321992670386
45,72,1.9333333333333333,0.148994686630669,0.05773720925259011,0.15016544739488247,0.3875118674245764
48,75,2.033333333333333,0.17939096669088755,0.06342127493411003,0.12498813739139258,0.3535366139332567
51,78,2.1333333333333333,0.2110025728869625,0.06748598085922057,0.10229434525099862,0.3198348718495196
54,81,2.2333333333333334,0.23913362470292274,0.07074333216804511,0.08751645768085566,0.29583180640501733
57,84,2.3333333333333335,0.2602625361865936,0.0730962769321114,0.07888005403615918,0.28085593110375856
60,87,2.433333333333333,0.27791061481435686,0.07416262269587245,0.0712130996895842,0.2668578267347319
63,90,2.533333333333333,0.2986724476199323,0.07473171181849629,0.06260651635296129,0.2502129420173171
66,93,2.6333333333333333,0.321943613067783,0.07642399091865777,0.0563507627445343,0.23738315598317902
69,96,2.7333333333333334,0.33808540194258546,0.07989193887978879,0.05584098679022648,0.23630697575447593
72,99,2.8333333333333335,0.3449687737566319,0.08360645695739331,0.058738123634911016,0.24235949256200182
75,102,2.933333333333333,0.34837068533134113,0.08851360912756151,0.06455604163221698,0.2540788098842896
78,105,3.033333333333333,0.3510084544132404,0.0957849800076947,0.07446628219339857,0.27288510804622257
81,108,3.1333333333333333,0.35458299948415933,0.10491502013044064,0.08754664704136016,0.2958828265401021
84,111,3.2333333333333334,0.36075434689896857,0.11783492022862445,0.10669028583497317,0.3266347896886876
87,114,3.3333333333333335,0.36530340988034143,0.13413437178955115,0.13482570721648532,0.367186202377602
90,117,3.433333333333333,0.35573402052415876,0.1449277478833254,0.16597867197576996,0.40740480112017574
