数据组,视频帧数,帧率_fps,时长_s,宽_px,高_px,视场宽度_cm,px_per_cm,cm_per_px,标定_RMSE_cm,标定估计误差_pct,入射方向,主频_Hz,FFT诊断入射波长_cm,FFT是否作为最终波长,稳定窗口开始_s,稳定窗口结束_s,稳定窗口平均反射入射能量比,全片中位反射入射能量比,直接相邻峰距_cm,直接峰距_MAD_cm,直接峰距样本数,分离入射波长_cm,分离入射波长来源,低反射窗口入射剖面峰距_cm,入射峰距样本数,最终建议波长_cm,差值_直接减入射_cm,相对差异_pct,是否建议考虑驻波,最终口径说明
14,85,30.0,2.8333333333333335,1280,720,49.01291322033399,26.095163824487404,0.0383212769510039,0.035434343665194705,1.0,rightward(+x),2.05078125,39.240987597827996,否，短视频/视场不足，仅作方向和诊断,0.43333333333333335,1.0666666666666667,0.07519877701997757,0.22711355984210968,29.679828998552523,2.5675255557172623,10.0,30.273808791293085,低反射窗口方向分离后入射剖面相邻峰距中位数,30.273808791293085,13.0,29.976818894922804,-0.5939797927405621,1.9620253164557016,低反射窗口内否；全片/FFT诊断需考虑反射,直接峰距与分离后入射峰距一致，最终取约30.0 cm；2D FFT值受短视频和视场不足影响，只作诊断。
