入射方向,正方向能量,负方向能量,主频_Hz,FFT诊断空间频率_cyc_per_cm,FFT诊断入射波长_cm,说明
rightward(+x),435665221431.91455,1398465271172.8398,2.05078125,0.02548355842235098,39.240987597827996,短视频/有限视场下仅作方向和诊断，不作为最终高精度波长
