数据组,视频,读取帧数,分析帧数,剔除无效帧索引,帧率_fps,时长_s,px_per_cm,px_per_cm诊断散布,视场宽度_cm,稳定窗口_start_s,稳定窗口_end_s,窗口反射入射能量比,直接峰距_cm,直接峰距不确定度_cm,直接峰距样本数,直接自相关主周期_cm,入射峰距_cm,入射峰距不确定度_cm,入射峰距样本数,入射自相关主周期_cm,FFT诊断波长_cm,FFT主频_Hz,入射方向,全局反射入射能量比,差值_直接减入射_cm,相对差异_pct,判断,FFT说明
4.0,7273c00a7148405c16385639fc21dbc4.mp4,141,141,,30.000000,4.700000,39.393939,0.606061,32.466923,1.900000,2.766667,0.148667,25.333846,0.025385,3,23.328462,22.820769,1.015385,15,22.135385,32.492308,1.914894,-x/left,0.386204,2.513077,11.012236,需要考虑反射/驻波影响,全帧2D FFT仅作诊断；短视频/有限视场下不单独作为最终高精度波长。
