type,distance_cm
direct_peak,17.566154
direct_peak,25.359231
direct_peak,25.333846
incident_peak,19.419231
incident_peak,19.368462
incident_peak,19.393846
incident_peak,23.277692
incident_peak,23.074615
incident_peak,22.617692
incident_peak,21.348462
incident_peak,19.698462
incident_peak,21.475385
incident_peak,22.820769
incident_peak,23.556923
incident_peak,23.861538
incident_peak,23.836154
incident_peak,23.658462
incident_peak,23.176154
