frame,time_s,incident_energy,reflected_energy,reflection_to_incident_ratio,in_low_reflection_window
0,0.0,0.0033683812,0.0031429245,0.9297928,False
1,0.03333333333333333,0.002032892,0.0018852816,0.92205584,False
2,0.06666666666666667,0.00082463404,0.00075044995,0.90580153,False
3,0.1,0.00030435377,0.0002680701,0.8870001,False
4,0.13333333333333333,0.00014200943,0.0001223579,0.8867686,False
5,0.16666666666666666,8.466689e-05,7.500109e-05,0.9464051,False
6,0.2,5.711426e-05,5.9061258e-05,1.1143316,False
7,0.23333333333333334,4.161093e-05,5.7520923e-05,1.3843971,False
8,0.26666666666666666,3.414222e-05,5.9328107e-05,1.6591073,False
9,0.3,3.1777083e-05,5.9669586e-05,1.8587488,False
10,0.3333333333333333,3.085906e-05,6.119513e-05,2.0214992,False
11,0.36666666666666664,2.9770878e-05,6.5515946e-05,2.205084,False
12,0.4,2.8861215e-05,7.0527574e-05,2.3671124,False
13,0.43333333333333335,2.9319473e-05,7.3951174e-05,2.3917987,False
14,0.4666666666666667,3.2572385e-05,7.574144e-05,2.1873243,False
15,0.5,4.112576e-05,7.5015356e-05,1.7581389,False
16,0.5333333333333333,5.904196e-05,6.886502e-05,1.2307361,False
17,0.5666666666666667,8.365425e-05,5.6324538e-05,0.78020936,False
18,0.6,0.00010308051,4.315987e-05,0.49934036,False
19,0.6333333333333333,0.000111717876,3.601887e-05,0.38082778,False
20,0.6666666666666666,0.00011314196,3.7320402e-05,0.40275317,False
21,0.7,0.00010854081,5.0847157e-05,0.5977164,False
22,0.7333333333333333,9.404282e-05,8.048607e-05,1.0634532,False
23,0.7666666666666667,6.8064604e-05,0.00011411988,1.8904718,False
24,0.8,4.3743985e-05,0.00013300356,2.9829817,False
25,0.8333333333333334,3.2744163e-05,0.0001393764,4.016776,False
26,0.8666666666666667,2.9810572e-05,0.00014425097,4.7646995,False
27,0.9,2.7681928e-05,0.00014996836,5.2099257,False
28,0.9333333333333333,2.8572575e-05,0.00015803655,5.319962,False
29,0.9666666666666667,3.457672e-05,0.00017461948,5.2377653,False
