video,experiment_folder,px_per_cm,px_per_cm_std,category,distance_range_cm,n,mean_cm,median_cm,std_cm,min_cm,max_cm
8b5f4cdec73a03c1e7ed911633b86d5b.mp4,10.0,30.06730600653289,0.049039578739352364,clearer_local_crests,10-17,1,11.89973680190975,11.89973680190975,0.0,11.89973680190975,11.89973680190975
8b5f4cdec73a03c1e7ed911633b86d5b.mp4,10.0,30.06730600653289,0.049039578739352364,main_broad_crests,18-30,14,26.987456638345723,28.710762557491854,3.7408254166987445,18.36428350227785,29.89937201444012
