video,experiment_folder,frames_used,duration_s,px_per_cm,px_per_cm_std,incident_direction,incident_fft_lambda_cm,opposite_fft_lambda_cm,opposite_to_incident_energy_ratio,secondary_incident_lambda_cm,secondary_to_main_energy_ratio,xt_reliability_status,caution_note,recommended_use
8b5f4cdec73a03c1e7ed911633b86d5b.mp4,10.0,168,5.6,30.06730600653289,0.049039578739352364,right,21.285576446402814,21.28557644640281,0.06633283704682857,11.748567806609312,0.1668020609589271,diagnostic_only_short_clip,??????5.60s???FFT??/????????x-t/FFT??????????????????,???????????/??/?????????????????????
