start_frame,end_frame,center_s,incident_rms,reflected_rms,reflection_energy_ratio,reflection_amplitude_ratio
0,27,0.43333333333333335,0.08731646484859874,0.07158919646403485,0.6722064682154713,0.8198819843218116
3,30,0.5333333333333333,0.06190384501195366,0.04748133030367017,0.5883157923299208,0.7670174654660223
6,33,0.6333333333333333,0.05030793745335611,0.03590718724829486,0.5094361367600877,0.7137479504419524
9,36,0.7333333333333333,0.046812632317932534,0.03484761583670403,0.5541406574151894,0.7444062448792255
12,39,0.8333333333333334,0.04411058576585093,0.03254059117926543,0.5442083829469383,0.7377048074581989
15,42,0.9333333333333333,0.04392301677561384,0.03150324305505958,0.5144299028163196,0.7172376892051334
18,45,1.0333333333333334,0.043138032272378425,0.03131801979717045,0.5270695497834551,0.7259955576885131
21,48,1.1333333333333333,0.04318686909434167,0.030230775072838886,0.4899989207262368,0.6999992290897447
24,51,1.2333333333333334,0.042071153804571146,0.027186657831595473,0.4175829875002783,0.6462066136308714
27,54,1.3333333333333333,0.04156312146806664,0.025247657365529908,0.36899957223025914,0.6074533498387009
30,57,1.4333333333333333,0.040981115044528,0.0249304088756764,0.37007628935870307,0.6083389592642436
33,60,1.5333333333333334,0.0414059714719628,0.02414967402249056,0.3401704532809048,0.5832413336526354
36,63,1.6333333333333333,0.04046536745884829,0.0256674552368291,0.4023450379360208,0.634306738050307
39,66,1.7333333333333334,0.04024538869428055,0.024555687629859324,0.372281922377984,0.6101490984816613
42,69,1.8333333333333333,0.03915229412376809,0.025248078737085282,0.4158553017150031,0.6448684375242776
45,72,1.9333333333333333,0.03986814711966511,0.024588383053315156,0.38037138334379794,0.616742558401638
48,75,2.033333333333333,0.038928184961070436,0.025418516087165798,0.4263557026922057,0.6529591891475345
51,78,2.1333333333333333,0.03922806813224054,0.024717243333319757,0.3970143681035845,0.6300907617983178
54,81,2.2333333333333334,0.038144660032717104,0.025174903601591303,0.4355802054121357,0.6599850039297376
57,84,2.3333333333333335,0.038307335141437776,0.024684921724872206,0.41524042451882326,0.6443915149339129
60,87,2.433333333333333,0.03597184405645087,0.024556046855363712,0.4660059939060226,0.682646316847914
63,90,2.533333333333333,0.03626998657094558,0.02323721950048302,0.4104625427565298,0.6406735071442629
66,93,2.6333333333333333,0.035841040991345906,0.02377549039516918,0.4400456546183961,0.6633593706418838
69,96,2.7333333333333334,0.03558101798937383,0.023431033957834378,0.43365680750703384,0.6585262390421766
72,99,2.8333333333333335,0.03472356183424979,0.023532029328092865,0.45927227308982904,0.6776962985658318
75,102,2.933333333333333,0.03429098291176868,0.023750924874823304,0.47973475678711547,0.6926288737752098
78,105,3.033333333333333,0.034720337511395354,0.024025279306428667,0.47881639669147835,0.6919656036910204
81,108,3.1333333333333333,0.033988301870467266,0.024176684220710294,0.5059813884968096,0.7113236875690346
84,111,3.2333333333333334,0.034691533165311664,0.02434505744527106,0.492464149540888,0.701757899521543
87,114,3.3333333333333335,0.03371942306393405,0.024781860723813113,0.5401415087541989,0.7349432010395082
90,117,3.433333333333333,0.034281114935939376,0.024212825074589293,0.4988627226005689,0.706302146818604
93,120,3.533333333333333,0.03309398620809955,0.025244605602508633,0.5818874854813374,0.762815498978185
96,123,3.6333333333333333,0.03406356964730648,0.02489876152664126,0.5342877004880955,0.7309498618154979
99,126,3.7333333333333334,0.03300518695930722,0.025516313198104736,0.5976837580307481,0.7731000957384161
102,129,3.8333333333333335,0.03364249861708682,0.024455725668922436,0.5284265399083241,0.7269295288460389
105,132,3.933333333333333,0.03226795360854226,0.025308429732167126,0.615159240962324,0.7843208788259586
108,135,4.033333333333333,0.03316029082444846,0.02485428008892622,0.5617792770168671,0.7495193640039376
111,138,4.133333333333334,0.03297865685992541,0.026980441487980882,0.6693174933290797,0.8181182636569604
114,141,4.233333333333333,0.03278832741305687,0.02737438617645787,0.6970280460580267,0.8348820551778716
117,144,4.333333333333333,0.03191372656968712,0.02784478353459518,0.7612593722940942,0.8725017892784486
120,147,4.433333333333334,0.03229622401663441,0.027072222172838528,0.7026585147105358,0.8382472873266789
123,150,4.533333333333333,0.031457727972440466,0.026697635811756427,0.7202626652215413,0.8486829002763878
126,153,4.633333333333334,0.031169618125392675,0.025988479843478365,0.6951824353685788,0.8337760103100705
129,156,4.733333333333333,0.030664696340101157,0.025778711340840914,0.7067162381567569,0.8406641649057945
132,159,4.833333333333333,0.030313271487543078,0.025713453147190524,0.7195404090023446,0.8482572776005783
135,162,4.933333333333334,0.030516014566662794,0.02558148181771682,0.7027417698043406,0.8382969460783813
138,165,5.033333333333333,0.028643243180801397,0.024208984945365348,0.714346268375194,0.8451900782517469
141,168,5.133333333333334,0.030247380057829037,0.022369092088478454,0.5469167045552684,0.7395381697757516
144,171,5.233333333333333,0.029606974070311164,0.02359283846937584,0.6349979772430094,0.7968676033338346
147,174,5.333333333333333,0.029932046096674075,0.02261962141322922,0.5710811861335762,0.7556991373116527
150,177,5.433333333333334,0.029542499087324973,0.025134827236324764,0.7238646150323811,0.8508023360524941
