数据组,视频,最终建议峰距_cm,最终不确定度_cm,原始直接主峰距_cm,驻波诊断口径_cm,原始减最终_cm,相对差异_pct,反射判断,最终口径说明
1.6,1.mp4,20.0,0.8,20.11,19.8,0.11,0.55,已考虑反射/驻波；稳定清晰帧内修正很小，但全片后段反射明显,采用早期清晰波峰人工/半自动主尺度测量；新版自动局部峰距 8-13 cm 属局部/半波尺度，不作为最终波长
