数据组,视频,读取帧数,分析帧数,剔除无效帧索引,帧率_fps,时长_s,px_per_cm,px_per_cm诊断散布,视场宽度_cm,稳定窗口_start_s,稳定窗口_end_s,窗口反射入射能量比,直接峰距_cm,直接峰距不确定度_cm,直接峰距样本数,直接自相关主周期_cm,入射峰距_cm,入射峰距不确定度_cm,入射峰距样本数,入射自相关主周期_cm,FFT诊断波长_cm,FFT主频_Hz,入射方向,全局反射入射能量比,差值_直接减入射_cm,相对差异_pct,判断,FFT说明
1.6,1.mp4,1566,1566,,30.000000,52.200000,34.178571,11.464842,28.058516,29.100000,29.966667,0.166057,10.489028,0.892372,20,12.698015,8.777429,1.111808,43,13.605016,14.043887,0.268199,-x/left,0.840965,1.711599,19.500000,需要考虑反射/驻波影响,全帧2D FFT仅作诊断；短视频/有限视场下不单独作为最终高精度波长。
