series,kind,frame_local,time_s,x1_cm,x2_cm,spacing_cm,prominence_threshold
direct_raw,crest,55,1.8333333333333333,19.244094848632812,25.952754974365234,6.708660125732422,0.01540024294595605
direct_raw,trough,55,1.8333333333333333,20.976377487182617,27.748031616210938,6.77165412902832,0.01540024294595605
direct_raw,crest,60,2.0,19.65354347229004,25.826770782470703,6.173227310180664,0.026981226051669457
direct_raw,trough,60,2.0,21.637794494628906,27.748031616210938,6.110237121582031,0.026981226051669457
direct_raw,crest,61,2.033333333333333,19.65354347229004,25.826770782470703,6.173227310180664,0.026981226051669457
direct_raw,trough,61,2.033333333333333,21.637794494628906,27.748031616210938,6.110237121582031,0.026981226051669457
incident_separated,crest,40,1.3333333333333333,15.685039520263672,20.944881439208984,5.2598419189453125,0.01387560517996839
incident_separated,crest,40,1.3333333333333333,20.944881439208984,26.173229217529297,5.2283477783203125,0.01387560517996839
incident_separated,crest,40,1.3333333333333333,26.173229217529297,32.69291305541992,6.519683837890625,0.01387560517996839
incident_separated,trough,40,1.3333333333333333,8.598424911499023,13.700787544250488,5.102362632751465,0.01387560517996839
incident_separated,trough,40,1.3333333333333333,23.244094848632812,29.44881820678711,6.204723358154297,0.01387560517996839
incident_separated,crest,41,1.3666666666666667,15.590551376342773,20.850393295288086,5.2598419189453125,0.013922854089149716
incident_separated,crest,41,1.3666666666666667,20.850393295288086,26.015748977661133,5.165355682373047,0.013922854089149716
incident_separated,crest,41,1.3666666666666667,26.015748977661133,32.53543472290039,6.519685745239258,0.013922854089149716
incident_separated,trough,41,1.3666666666666667,8.503936767578125,13.574803352355957,5.070866584777832,0.013922854089149716
incident_separated,trough,41,1.3666666666666667,23.149606704711914,29.259841918945312,6.110235214233398,0.013922854089149716
incident_separated,crest,42,1.4,15.55905532836914,20.850393295288086,5.291337966918945,0.014206606539915519
incident_separated,crest,42,1.4,20.850393295288086,26.015748977661133,5.165355682373047,0.014206606539915519
incident_separated,crest,42,1.4,26.015748977661133,32.503936767578125,6.488187789916992,0.014206606539915519
incident_separated,trough,42,1.4,8.503936767578125,13.543307304382324,5.039370536804199,0.014206606539915519
incident_separated,trough,42,1.4,23.149606704711914,29.259841918945312,6.110235214233398,0.014206606539915519
incident_separated,crest,43,1.4333333333333333,15.43307113647461,20.724409103393555,5.291337966918945,0.014492217434942925
incident_separated,crest,43,1.4333333333333333,20.724409103393555,25.826770782470703,5.102361679077148,0.014492217434942925
incident_separated,crest,43,1.4333333333333333,25.826770782470703,32.31496047973633,6.488189697265625,0.014492217434942925
incident_separated,trough,43,1.4333333333333333,8.377952575683594,13.417323112487793,5.039370536804199,0.014492217434942925
incident_separated,trough,43,1.4333333333333333,22.99212646484375,29.039369583129883,6.047243118286133,0.014492217434942925
incident_separated,crest,44,1.4666666666666666,15.464567184448242,20.755905151367188,5.291337966918945,0.013840336507937138
incident_separated,crest,44,1.4666666666666666,20.755905151367188,25.826770782470703,5.070865631103516,0.013840336507937138
incident_separated,crest,44,1.4666666666666666,25.826770782470703,32.31496047973633,6.488189697265625,0.013840336507937138
incident_separated,trough,44,1.4666666666666666,8.377952575683594,13.448819160461426,5.070866584777832,0.013840336507937138
incident_separated,trough,44,1.4666666666666666,23.023622512817383,29.039369583129883,6.0157470703125,0.013840336507937138
incident_separated,crest,45,1.5,15.401575088500977,20.66141700744629,5.2598419189453125,0.015049127826192886
incident_separated,crest,45,1.5,20.66141700744629,25.700786590576172,5.039369583129883,0.015049127826192886
incident_separated,crest,45,1.5,25.700786590576172,32.12598419189453,6.425197601318359,0.015049127826192886
incident_separated,trough,45,1.5,8.314960479736328,13.354331016540527,5.039370536804199,0.015049127826192886
incident_separated,trough,45,1.5,22.929134368896484,28.88188934326172,5.952754974365234,0.015049127826192886
incident_separated,crest,46,1.5333333333333334,15.370079040527344,20.66141700744629,5.291337966918945,0.015145702500032393
incident_separated,crest,46,1.5333333333333334,20.66141700744629,25.66929054260254,5.00787353515625,0.015145702500032393
incident_separated,crest,46,1.5333333333333334,25.66929054260254,32.12598419189453,6.456693649291992,0.015145702500032393
incident_separated,trough,46,1.5333333333333334,8.283464431762695,13.322834968566895,5.039370536804199,0.015145702500032393
incident_separated,trough,46,1.5333333333333334,22.929134368896484,28.88188934326172,5.952754974365234,0.015145702500032393
incident_separated,crest,47,1.5666666666666667,15.244094848632812,20.472440719604492,5.22834587097168,0.018975881788965025
incident_separated,crest,47,1.5666666666666667,25.385826110839844,31.811023712158203,6.425197601318359,0.018975881788965025
incident_separated,trough,47,1.5666666666666667,22.708662033081055,28.56692886352539,5.858266830444336,0.018975881788965025
incident_separated,crest,48,1.6,14.992125511169434,20.251968383789062,5.259842872619629,0.014108657537948372
incident_separated,crest,48,1.6,25.00787353515625,31.307086944580078,6.299213409423828,0.014108657537948372
incident_separated,trough,48,1.6,17.511810302734375,22.519685745239258,5.007875442504883,0.014108657537948372
incident_separated,trough,48,1.6,22.519685745239258,28.0944881439209,5.574802398681641,0.014108657537948372
incident_separated,trough,48,1.6,28.0944881439209,34.393699645996094,6.299211502075195,0.014108657537948372
incident_separated,crest,49,1.6333333333333333,14.992125511169434,20.34645652770996,5.354331016540527,0.009503433279397755
incident_separated,crest,49,1.6333333333333333,25.259841918945312,31.43307113647461,6.173229217529297,0.009503433279397755
incident_separated,trough,49,1.6333333333333333,17.57480239868164,22.708662033081055,5.133859634399414,0.009503433279397755
incident_separated,trough,49,1.6333333333333333,22.708662033081055,28.283464431762695,5.574802398681641,0.009503433279397755
incident_separated,trough,49,1.6333333333333333,28.283464431762695,34.42519760131836,6.141733169555664,0.009503433279397755
incident_separated,crest,50,1.6666666666666667,14.992125511169434,20.314960479736328,5.3228349685668945,0.009741949193252794
incident_separated,crest,50,1.6666666666666667,25.22834587097168,31.43307113647461,6.20472526550293,0.009741949193252794
incident_separated,trough,50,1.6666666666666667,17.57480239868164,22.677165985107422,5.102363586425781,0.009741949193252794
incident_separated,trough,50,1.6666666666666667,22.677165985107422,28.251968383789062,5.574802398681641,0.009741949193252794
incident_separated,trough,50,1.6666666666666667,28.251968383789062,34.42519760131836,6.173229217529297,0.009741949193252794
incident_separated,crest,51,1.7,14.9606294631958,20.34645652770996,5.38582706451416,0.008746261436975907
incident_separated,crest,51,1.7,25.322834014892578,31.464567184448242,6.141733169555664,0.008746261436975907
incident_separated,trough,51,1.7,17.543306350708008,22.77165412902832,5.2283477783203125,0.008746261436975907
incident_separated,trough,51,1.7,22.77165412902832,28.34645652770996,5.574802398681641,0.008746261436975907
incident_separated,trough,51,1.7,28.34645652770996,34.393699645996094,6.047243118286133,0.008746261436975907
incident_separated,crest,52,1.7333333333333334,14.9606294631958,20.314960479736328,5.354331016540527,0.008986491298703839
incident_separated,crest,52,1.7333333333333334,20.314960479736328,25.322834014892578,5.00787353515625,0.008986491298703839
incident_separated,crest,52,1.7333333333333334,25.322834014892578,31.464567184448242,6.141733169555664,0.008986491298703839
incident_separated,trough,52,1.7333333333333334,7.842519760131836,12.850393295288086,5.00787353515625,0.008986491298703839
incident_separated,trough,52,1.7333333333333334,17.543306350708008,22.740158081054688,5.19685173034668,0.008986491298703839
incident_separated,trough,52,1.7333333333333334,22.740158081054688,28.314960479736328,5.574802398681641,0.008986491298703839
incident_separated,trough,52,1.7333333333333334,28.314960479736328,34.393699645996094,6.078739166259766,0.008986491298703839
incident_separated,crest,53,1.7666666666666666,14.929133415222168,20.314960479736328,5.38582706451416,0.008696271861429435
incident_separated,crest,53,1.7666666666666666,20.314960479736328,25.385826110839844,5.070865631103516,0.008696271861429435
incident_separated,crest,53,1.7666666666666666,25.385826110839844,31.464567184448242,6.078741073608398,0.008696271861429435
incident_separated,trough,53,1.7666666666666666,17.511810302734375,22.803150177001953,5.291339874267578,0.008696271861429435
incident_separated,trough,53,1.7666666666666666,22.803150177001953,28.377952575683594,5.574802398681641,0.008696271861429435
incident_separated,trough,53,1.7666666666666666,28.377952575683594,34.393699645996094,6.0157470703125,0.008696271861429435
incident_separated,crest,54,1.8,14.897637367248535,20.283464431762695,5.38582706451416,0.009041789826513387
incident_separated,crest,54,1.8,20.283464431762695,25.35433006286621,5.070865631103516,0.009041789826513387
incident_separated,crest,54,1.8,25.35433006286621,31.464567184448242,6.110237121582031,0.009041789826513387
incident_separated,trough,54,1.8,17.480314254760742,22.77165412902832,5.291339874267578,0.009041789826513387
incident_separated,trough,54,1.8,22.77165412902832,28.34645652770996,5.574802398681641,0.009041789826513387
incident_separated,trough,54,1.8,28.34645652770996,34.362205505371094,6.015748977661133,0.009041789826513387
incident_separated,crest,55,1.8333333333333333,14.83464527130127,20.22047233581543,5.38582706451416,0.009030754614162532
incident_separated,crest,55,1.8333333333333333,20.22047233581543,25.385826110839844,5.165353775024414,0.009030754614162532
incident_separated,crest,55,1.8333333333333333,25.385826110839844,31.464567184448242,6.078741073608398,0.009030754614162532
