frame,time_s,incident_energy,reflected_energy,reflection_to_incident_ratio,in_low_reflection_window
0,0.0,0.0028594695,0.0007407847,0.2316007,False
1,0.03333333333333333,0.0035109245,0.00067897985,0.19338188,False
2,0.06666666666666667,0.004461159,0.00059742574,0.14784558,False
3,0.1,0.0051602693,0.0005514709,0.12183515,False
4,0.13333333333333333,0.0054789623,0.00060438825,0.123595186,False
5,0.16666666666666666,0.0056113717,0.0007893109,0.1513682,False
6,0.2,0.005478054,0.0010515031,0.20106497,False
7,0.23333333333333334,0.004963248,0.0012990263,0.2681456,False
8,0.26666666666666666,0.004337621,0.001503369,0.34472412,False
9,0.3,0.0039474675,0.0016887548,0.41723174,False
10,0.3333333333333333,0.003845693,0.0018705991,0.47062525,False
11,0.36666666666666664,0.0039350023,0.002021408,0.49333304,False
12,0.4,0.004223781,0.002099405,0.4808541,False
13,0.43333333333333335,0.0047657196,0.00211824,0.44217682,False
14,0.4666666666666667,0.0054806895,0.0021181682,0.40049526,False
15,0.5,0.006041964,0.0021656612,0.3821462,False
16,0.5333333333333333,0.0061171125,0.0023596394,0.39748567,False
17,0.5666666666666667,0.0059801387,0.0026513373,0.42704538,False
18,0.6,0.0061777867,0.0028310006,0.4392795,False
19,0.6333333333333333,0.0066483337,0.0028289913,0.4288613,False
20,0.6666666666666666,0.0069996305,0.0028307226,0.4186861,False
21,0.7,0.0071105314,0.0029795135,0.42484552,False
22,0.7333333333333333,0.0071234987,0.0031881493,0.438199,False
23,0.7666666666666667,0.007387037,0.0033573231,0.43770197,False
24,0.8,0.008275843,0.0034989424,0.41183755,False
25,0.8333333333333334,0.009755829,0.0035971727,0.3658665,False
26,0.8666666666666667,0.011526729,0.003572009,0.31313136,False
27,0.9,0.013445288,0.0034542927,0.26701215,False
28,0.9333333333333333,0.015168889,0.003429232,0.23784043,False
29,0.9666666666666667,0.016177831,0.0035759918,0.22862823,False
30,1.0,0.01650432,0.0038024848,0.23562774,False
31,1.0333333333333334,0.016262189,0.0040371763,0.25574788,False
32,1.0666666666666667,0.015048731,0.004250073,0.28853428,False
33,1.1,0.012961407,0.0043082586,0.32854038,False
34,1.1333333333333333,0.010884779,0.004059121,0.36403352,False
35,1.1666666666666667,0.009341034,0.003638678,0.39077857,False
36,1.2,0.008163409,0.0033440876,0.4184737,False
37,1.2333333333333334,0.007067037,0.0032073164,0.45394155,False
38,1.2666666666666666,0.006108395,0.0030523045,0.48714417,False
39,1.3,0.0054678195,0.0028181234,0.5027272,False
40,1.3333333333333333,0.0050700074,0.002552813,0.4973751,False
41,1.3666666666666667,0.004882176,0.0023432905,0.47911036,False
42,1.4,0.0050488915,0.0023028604,0.45674044,False
43,1.4333333333333333,0.005560613,0.002414858,0.4341156,False
44,1.4666666666666666,0.0061923927,0.002552519,0.4109275,False
45,1.5,0.006601902,0.002556456,0.3859195,False
46,1.5333333333333334,0.0065333997,0.002343098,0.35960388,False
47,1.5666666666666667,0.006172388,0.002054545,0.334204,True
48,1.6,0.005809289,0.0017997946,0.3111944,True
49,1.6333333333333333,0.005374435,0.0015561242,0.29060897,True
50,1.6666666666666667,0.004871207,0.0013279713,0.27098927,True
51,1.7,0.0044637164,0.0011168271,0.25111145,True
52,1.7333333333333334,0.004108413,0.00094181224,0.23340388,True
53,1.7666666666666666,0.0037316824,0.00081914105,0.22010548,True
54,1.8,0.0034227516,0.0007200571,0.20869826,True
55,1.8333333333333333,0.0032910751,0.0006437176,0.19711061,True
56,1.8666666666666667,0.0034151052,0.00063137535,0.18719615,True
57,1.9,0.0038712,0.0006990631,0.17902112,True
58,1.9333333333333333,0.004574432,0.0007934146,0.16735196,True
59,1.9666666666666666,0.00539824,0.0008218499,0.146619,True
60,2.0,0.0061976807,0.000730954,0.11766185,True
61,2.033333333333333,0.0065556634,0.000548469,0.087644294,True
62,2.066666666666667,0.0063322186,0.00036690268,0.06436875,True
63,2.1,0.005872464,0.00026937283,0.052346256,True
64,2.1333333333333333,0.0053593195,0.00025634415,0.051640138,True
65,2.1666666666666665,0.004800728,0.00027315764,0.05942091,True
66,2.2,0.004194856,0.0002913191,0.07481649,True
67,2.2333333333333334,0.0035285812,0.0003250939,0.102605544,True
68,2.2666666666666666,0.0029483514,0.00039634245,0.15336768,True
69,2.3,0.0025325357,0.0005433881,0.23937692,False
70,2.3333333333333335,0.00220015,0.00078223046,0.3566429,False
71,2.3666666666666667,0.00207263,0.0010516457,0.4657706,False
72,2.4,0.0022935646,0.0012764431,0.5191822,False
73,2.433333333333333,0.0027461865,0.0014403359,0.51060647,False
74,2.466666666666667,0.0032591412,0.0015360202,0.46605393,False
75,2.5,0.0036555221,0.0014969602,0.40652648,False
76,2.533333333333333,0.003800059,0.0012999909,0.34103447,False
77,2.566666666666667,0.0038084951,0.0010235871,0.28015476,False
78,2.6,0.0038130623,0.0008125053,0.24941522,False
79,2.6333333333333333,0.0036848153,0.0008615696,0.2841437,False
80,2.6666666666666665,0.0033146348,0.0012155059,0.39899063,False
81,2.7,0.002787177,0.0016026093,0.5594631,False
82,2.7333333333333334,0.0022629627,0.0017053455,0.69076014,False
83,2.7666666666666666,0.00197114,0.0015402564,0.73775756,False
84,2.8,0.0019502565,0.0013667322,0.72711825,False
