video,experiment_folder,frames_used,duration_s,px_per_cm,px_per_cm_std,incident_direction,incident_fft_lambda_cm,opposite_fft_lambda_cm,opposite_to_incident_energy_ratio,secondary_incident_lambda_cm,secondary_to_main_energy_ratio,xt_reliability_status,caution_note,recommended_use
eb84ad233085c38dae1687a33b4dc52f.mp4,8.5,98,3.3792999999999997,29.02255408070642,0.054025164433512726,right,22.05181559213315,22.05181559213315,0.025664151782716183,11.795810979394892,0.1246480687778863,diagnostic_only_short_clip,??????3.38s???FFT??/????????x-t/FFT??????????????????,???????????/??/?????????????????????
