start_frame,end_frame,center_s,incident_rms,reflected_rms,reflection_energy_ratio,reflection_amplitude_ratio
0,27,0.43333333333333335,0.05674722630284652,0.05074488196537044,0.799641298159676,0.894226648093019
3,30,0.5333333333333333,0.053047729829380254,0.046651727151091574,0.7733958685213852,0.8794292856855435
6,33,0.6333333333333333,0.049201861631271465,0.042766202656550664,0.755506680017049,0.8691988725355372
9,36,0.7333333333333333,0.05287684249653928,0.04719222524326889,0.7965442091878624,0.89249325442149
12,39,0.8333333333333334,0.054293828305190535,0.04980658208059779,0.8415357089518875,0.9173525543387817
15,42,0.9333333333333333,0.060541727335997865,0.05046688151572517,0.694869617653559,0.833588398223943
18,45,1.0333333333333334,0.07471917896074194,0.05237357905311052,0.49131534047250136,0.7009388992433658
21,48,1.1333333333333333,0.09953160932112821,0.06550897383609852,0.43319111514350334,0.6581725572701306
24,51,1.2333333333333334,0.156489571583813,0.11377023171901815,0.5285504927702133,0.7270147816724315
27,54,1.3333333333333333,0.21749703247534524,0.1547408388808197,0.5061779495234631,0.7114618398223921
30,57,1.4333333333333333,0.25501452392626156,0.1700543710035862,0.44467812660883127,0.6668419052585337
33,60,1.5333333333333334,0.27254525140037184,0.17316716409076824,0.40369544584033085,0.6353703218126661
36,63,1.6333333333333333,0.2814422904155384,0.17383352896383114,0.38149458741867326,0.6176524811078421
39,66,1.7333333333333334,0.2971193323166159,0.1840519652861813,0.3837241187713768,0.6194546946883015
42,69,1.8333333333333333,0.33209840936080615,0.2204148993732258,0.44050242678881185,0.6637035684617131
45,72,1.9333333333333333,0.3655920947583114,0.25877965965245625,0.5010334047288197,0.7078371314990616
48,75,2.033333333333333,0.37566540041721297,0.2689552488700972,0.5125752753533387,0.7159436258207337
51,78,2.1333333333333333,0.3615037531543326,0.2550868356089957,0.4979095676815938,0.7056270740848836
54,81,2.2333333333333334,0.33463933078332,0.23700763162990132,0.5016152078369375,0.70824798470376
57,84,2.3333333333333335,0.31440908594349365,0.22704222991990144,0.5214625345854421,0.7221236283251242
60,87,2.433333333333333,0.3080286905869291,0.22506177850675585,0.5338523435481168,0.7306519989352775
63,90,2.533333333333333,0.30688051575752995,0.22571415046145418,0.5409771761993466,0.7355115065037029
66,93,2.6333333333333333,0.29967417592573425,0.22269459809794295,0.5522309274986216,0.743122417572382
69,96,2.7333333333333334,0.27053549606362876,0.19389041893150702,0.5136463271011135,0.7166912355408802
72,99,2.8333333333333335,0.23238496071153222,0.14442187952467353,0.3862335080033111,0.6214768764831972
75,102,2.933333333333333,0.21862856015381296,0.12541214355010188,0.3290526498947341,0.5736311095946018
78,105,3.033333333333333,0.2177911383455983,0.12918021333631677,0.35181275850824995,0.5931380602425121
81,108,3.1333333333333333,0.21953519410869513,0.13716430771934252,0.39036774536273655,0.6247941623948935
84,111,3.2333333333333334,0.21795527569698156,0.15196180354739222,0.48610949838266526,0.6972155322299305
87,114,3.3333333333333335,0.2107904543206324,0.16567342090580497,0.617737263579704,0.7859626349768187
90,117,3.433333333333333,0.20475700036484973,0.17421004471697604,0.7238838161122747,0.8508136200792008
93,120,3.533333333333333,0.2081422594247436,0.1761544775329212,0.7162536433461788,0.8463176964628465
96,123,3.6333333333333333,0.2445876504400018,0.19026108383980794,0.6051051964798067,0.7778850792243072
99,126,3.7333333333333334,0.2738730217307183,0.20367530169108436,0.5530676156053304,0.7436851589250187
102,129,3.8333333333333335,0.2828659273572139,0.21394546192823696,0.5720643479861256,0.7563493557782182
105,132,3.933333333333333,0.29438685836649997,0.22897652166875052,0.6049856449144497,0.7778082314519754
