数据组,视频,读取帧数,分析帧数,剔除无效帧索引,帧率_fps,时长_s,px_per_cm,px_per_cm诊断散布,视场宽度_cm,稳定窗口_start_s,稳定窗口_end_s,窗口反射入射能量比,直接峰距_cm,直接峰距不确定度_cm,直接峰距样本数,直接自相关主周期_cm,入射峰距_cm,入射峰距不确定度_cm,入射峰距样本数,入射自相关主周期_cm,FFT诊断波长_cm,FFT主频_Hz,入射方向,全局反射入射能量比,差值_直接减入射_cm,相对差异_pct,判断,FFT说明
3.5,b178bcb42d06e6a3b08fb62c2eade049.mp4,134,134,,30.000000,4.466667,34.898649,0.202703,36.648984,2.500000,3.366667,0.329053,22.121200,0.200581,5,26.619942,24.184318,1.776573,17,25.387803,36.677638,2.014925,-x/left,0.516529,-2.063117,8.530806,需要考虑反射/驻波影响,全帧2D FFT仅作诊断；短视频/有限视场下不单独作为最终高精度波长。
