frame,time_s,incident_energy,reflected_energy,reflection_to_incident_ratio,in_low_reflection_window
0,0.0,0.010452404,0.014237582,1.310392,False
1,0.034482758620689655,0.009754776,0.01206384,1.2399496,False
2,0.06896551724137931,0.008467957,0.009604794,1.1550493,False
3,0.10344827586206896,0.0074495273,0.0080814,1.0918287,False
4,0.13793103448275862,0.0071440763,0.007474569,1.0446266,False
5,0.1724137931034483,0.007388567,0.0074041784,0.99848384,False
6,0.20689655172413793,0.007987323,0.007587343,0.94748896,False
7,0.2413793103448276,0.00865861,0.0077107167,0.89524084,False
8,0.27586206896551724,0.009255406,0.00777916,0.85229087,False
9,0.3103448275862069,0.010371963,0.008475457,0.82773185,False
10,0.3448275862068966,0.012533782,0.010249781,0.81964177,False
11,0.3793103448275862,0.014235147,0.011692823,0.8158893,False
12,0.41379310344827586,0.012906256,0.010491143,0.8033484,False
13,0.4482758620689655,0.009256459,0.007254976,0.7750647,False
14,0.4827586206896552,0.006217228,0.004564756,0.7338599,False
15,0.5172413793103449,0.00462848,0.0031711175,0.6903987,False
16,0.5517241379310345,0.0038342457,0.00248861,0.6536367,False
17,0.5862068965517241,0.0033689195,0.002095655,0.6256023,False
18,0.6206896551724138,0.0030717838,0.0018486894,0.6051713,False
19,0.6551724137931034,0.0028927426,0.0017014483,0.59178704,False
20,0.6896551724137931,0.0028388365,0.0016502015,0.58615595,False
21,0.7241379310344828,0.0029656668,0.0017337969,0.5890453,False
22,0.7586206896551724,0.0033218248,0.0019900461,0.597165,False
23,0.7931034482758621,0.0036468543,0.0022259215,0.6001459,False
24,0.8275862068965517,0.0034516065,0.0020720523,0.58473337,False
25,0.8620689655172413,0.002816672,0.0015654792,0.54531735,False
26,0.896551724137931,0.0022837962,0.0011018427,0.49842778,False
27,0.9310344827586207,0.0020193541,0.00088154705,0.49121654,False
28,0.9655172413793104,0.0017861745,0.00089868624,0.586853,False
29,1.0,0.0013854215,0.0010367467,0.82667583,False
30,1.0344827586206897,0.0009490587,0.0011139144,1.1856339,False
31,1.0689655172413792,0.000671369,0.0010914343,1.5653735,False
32,1.103448275862069,0.0005427187,0.0010474359,1.8645396,False
33,1.1379310344827587,0.00048880186,0.0010249494,2.048185,False
34,1.1724137931034482,0.0004706186,0.0010217221,2.1287901,False
