video,frame,time_s,crest1_px,crest2_px,dx_px,distance_cm
6.mp4,76,2.620683660130719,565.2253085088917,957.7512773008152,392.52596879192356,13.014786763657943
6.mp4,77,2.655166339869281,745.0468067004772,1007.0042234949278,261.95741679445064,8.685590742521573
6.mp4,78,2.689649019607843,247.7119097810157,767.6820649710033,519.9701551899876,17.240389760941234
6.mp4,78,2.689649019607843,767.6820649710033,1050.0024641431146,282.32039917211125,9.36075594071987
6.mp4,79,2.724131699346405,312.1240044239276,791.4314485162479,479.3074440923203,15.892156634360752
6.mp4,79,2.724131699346405,791.4314485162479,1115.702827592897,324.27137907664905,10.751703550286772
6.mp4,80,2.7586143790849675,365.3853782631547,810.0744567686961,444.68907850554143,14.744332841695671
6.mp4,80,2.7586143790849675,810.0744567686961,1174.4953540938116,364.42089732511545,12.08292099884335
6.mp4,81,2.7930970588235295,415.42870723285694,833.7111130342604,418.28240580140346,13.868780033203032
6.mp4,82,2.8275797385620915,472.3650650356531,828.9070356199729,356.5419705843198,11.821683374811665
6.mp4,83,2.8620624183006536,527.1387586139866,795.8244657931419,268.6857071791553,8.908677293738572
6.mp4,84,2.8965450980392156,579.2824395791645,921.5122505262466,342.2298109470821,11.347142272781237
6.mp4,85,2.9310277777777776,634.1365860026477,932.1318912195785,297.9953052169308,9.880480942205928
6.mp4,89,3.068958496732026,651.0445227998762,840.9095406762136,189.86501787633745,6.295259213406414
6.mp4,90,3.103441176470588,693.6788067181603,886.1407922191759,192.46198550101553,6.381365567009799
6.mp4,91,3.1379238562091505,728.0942162160626,935.1545758315256,207.06035961546297,6.865396538974236
6.mp4,92,3.1724065359477125,219.0401223541199,773.6924390010403,554.6523166469203,18.39032880129046
6.mp4,92,3.1724065359477125,773.6924390010403,980.1693148465185,206.47687584547828,6.84605026012859
6.mp4,93,3.2068892156862745,267.85174609658367,759.030356924681,491.1786108280973,16.28576295849129
6.mp4,93,3.2068892156862745,759.030356924681,1048.9482673137265,289.9179103890456,9.612662811307876
6.mp4,94,3.2413718954248365,327.59686786587696,815.3440962853056,487.7472284194286,16.17199033220917
6.mp4,95,3.2758545751633985,376.2816922692551,813.2716636305034,436.98997136124837,14.489057405876935
6.mp4,96,3.310337254901961,425.9249311735596,817.0094432723532,391.0845120987936,12.966993106723926
6.mp4,97,3.344819934640523,478.33248916827506,773.5314279022604,295.1989387339853,9.787763220622855
6.mp4,98,3.379302614379085,527.0914513435866,811.0198652743607,283.928413930774,9.414072079932826
6.mp4,99,3.413785294117647,576.8514556896462,857.5646741096689,280.7132184200227,9.307467454244785
6.mp4,100,3.448267973856209,643.4594297733352,974.80978395426,331.3503541809248,10.98641757894313
6.mp4,101,3.4827506535947714,586.2072823394703,972.5071558751156,386.29987353564525,12.808351244550572
6.mp4,102,3.5172333333333334,633.3944532132524,846.5967802827892,213.20232706953675,7.069042674719388
6.mp4,103,3.5517160130718954,664.1715751436496,884.8704816232025,220.69890647955287,7.317602999985175
6.mp4,104,3.5861986928104574,689.0767825882896,908.2734361910541,219.1966536027645,7.267793554468319
6.mp4,107,3.689646732026144,265.44581153201665,803.5736090088759,538.1277974768593,17.84243360334414
6.mp4,108,3.724129411764706,365.98676364136605,817.6852243114224,451.69846067005636,14.976739412137148
6.mp4,109,3.758612091503268,422.2864075556479,777.8687123467473,355.58230479109943,11.78986421721152
6.mp4,110,3.79309477124183,461.20794318016374,773.6614521064943,312.4535089263305,10.359864354321305
6.mp4,111,3.8275774509803924,496.8674478715703,784.2750241693797,287.4075762978094,9.52942892234116
6.mp4,112,3.8620601307189544,528.9678601111476,826.9559189028009,297.9880587916533,9.880240676115825
6.mp4,114,3.9310254901960784,554.647518826956,1001.0591417465132,446.4116229195572,14.801446383274444
6.mp4,116,3.999990849673203,610.1472175113589,873.9814306535286,263.8342131421697,8.7478187381356
6.mp4,120,4.137921568627451,544.7807598552179,915.4930074670392,370.71224761182134,12.291520146280549
6.mp4,121,4.172404248366013,129.18478728424188,786.7952900920175,657.6105028077756,21.80406176418354
6.mp4,122,4.206886928104575,256.3708738207817,801.5219130495009,545.1510392287191,18.075299709175038
6.mp4,123,4.241369607843137,400.26061223478246,815.9239417875407,415.6633295527582,13.781940635038403
6.mp4,124,4.275852287581699,439.3581863130966,811.2943518360961,371.9361655229995,12.332100978879293
6.mp4,129,4.44826568627451,535.8942495986961,995.4979715756036,459.60372197690754,15.238850198173326
6.mp4,130,4.482748366013072,485.3924059066919,800.046126871809,314.65372096511703,10.432815681867275
6.mp4,132,4.551713725490196,469.8803738084219,841.8477379483892,371.9673641399673,12.333135415781408
6.mp4,133,4.586196405228758,62.49029318749027,510.88572238367,448.3954291961797,14.867222453454234
6.mp4,133,4.586196405228758,510.88572238367,868.4953602161115,357.60963783244154,11.857083482508008
6.mp4,135,4.655161764705882,134.60416299302128,763.4068798153535,628.8027168223322,20.8488964463638
